title,abstract,year,author,keywords,doi,tags,screening_status,excl_reasons
"Ecological Quality Assessment And The Impact Of Urbanization Based On Rsei Model For Nanjing, Jiangsu Province, China","利用2000和2017年Landsat5/TM和Landsat8/OLI影像,基于遥感生态指数(RSEI)模型,结合2000—2017年南京市气象观测数据和社会经济数据,对南京及其特色生态区域的生态环境变化进行分析与评估,结果表明: 2000—2017年,南京市RSEI平均值由0.626降至0.618;将RSEI值分成差、较差、一般、良和优5个等级,良好以上面积占比由61.0%降至57.1%,较差以下等级面积占比略有上升;与2000年相比,2017年南京市生态质量变好的面积占比为34.5%,变差的为34.7%,30.8%的面积基本不变,其中,主城区的生态质量明显好转,生态质量好转的面积超过了变差的面积,而新城区和郊区生态质量明显恶化,生态质量变差的面积超过了好转的面积;在3个生态保护区中,紫金山生态质量明显好于老山和江心洲;城镇化率与RSEI呈极显著负相关关系,相关系数达-0.91。城市化进程总体上会对生态环境产生负面影响,但严格的保护和管理措施可以使良好的生态环境得以保持甚至改善。.; Using Landsat 5/TM and Landsat 8/OLI images in 2000 and 2017, based on remote sensing ecological index (RSEI) model, combined with meteorological observation data and socio-economic data in Nanjing from 2000 to 2017, we analyzed and evaluated the ecological environment changes and the characteristic ecological areas in Nanjing. The results showed that the average RSEI of Nanjing decreased from 0.626 to 0.618 during 2000-2017. The RSEI values could be divided into five grades: bad, poor, fair, good and excellent. The proportion of area above good grade decreased from 61.0% to 57.1%, while that below poor grade increased slightly. Compared with 2000, the proportion of areas with improved ecological environment quality was 34.5%, 34.7% area had deteriorated, and 30.8% area remained unchanged in 2017. Among them, the ecological quality of main urban area had significantly improved, and the area with improved ecological quality exceeded that of deterioration. The ecological quality of new urban area and suburbs had deteriorated. The area with poor ecological environment exceeded the area of improvement. Among the three ecological protection areas, the ecological quality of Zijin Mountain was significantly better than that of Laoshan Mountain and Jiangxinzhou. The urbanization rate was negatively correlated with RSEI, with a correlation coefficient of -0.91. The urbanization process would have negative impacts on the ecological environment in general. However, strict protection and management measures could maintain the good ecological environment even improve it.",2020,"{""Cao, Y."",""Hang, X."",""Li, Y. C."",""Luo, X. C.""}","{China,Ecosystem,""Environmental Monitoring"",Nanjing,""Remote Sensing Technology"",""ecological quality"",""remote sensing"",""remote sensing based ecological index (RSEI)"",urbanization}",10.13287/j.1001-9332.202001.030,{},excluded,"{""Data is not valued""}"
A Spatio-Temporal Prediction Model Theory Based On Deep Learning To Evaluate The Ecological Changes Of The Largest Reservoir In North China From 1985 To 2021,"Miyun Reservoir, located in the Miyun District, Beijing, China, is the largest comprehensive water conservancy project and is an important ecological protection area in the North China region. Changes within the basin are the driving factors affecting the ecosystem in the watershed; therefore, it is important to analyze the changes in the ecological environment of Miyun Reservoir. For the analysis of a long time series of image data remotely sensed by satellite, the outliers caused by atmospheric, lighting, and sensor measurement errors are significant, and it is difficult for traditional algorithms to effectively recover the true image value. To address this, this paper proposes a theoretical model for predicting spatio-temporal variation based on deep learning to identify and correct invalid and anomalous values in extended time series data. This study corrected and analyzed the results of Remote Sensing based Ecological Index inversion of Landsat data of the Miyun Reservoir watershed from 1985 to 2021. The findings and conclusions of this study are important for the analysis of long time series image data from satellite remote sensing and for improving regional ecological evaluation and sustainable development planning.",2022,"{""Feger, Karl-Heinz"",""Li, Guoyuan"",""Mo, Fan"",""Sun, Shiyi"",""Tang, Xinming"",""Yao, Jiaqi"",""Zhai, Haoran"",""Zhang, Lulu"",""Zhu, Hong""}","{""Miyun reservoir; E3d-LSTM; Deep learning; Mann-Kendall test; Ecological environment; RSEI""}",10.1016/j.ecolind.2022.109618,{},excluded,"{""Data is not valued""}"
"An Integrated Approach Of Machine Learning And Remote Sensing For Evaluating Landslide Hazards And Risk Hotspots, Nw Himalaya","Landslides have become more frequent in the last decade in the NW Himalayan region, threatening people and damaging infrastructure. The study presented here aims to identify landslide hazards and risk hotspots in the NW Himalaya. The area is strategically important due the many holy pilgrimage sites and major hydropower projects. A Multilayer Perceptron (MLP) was used to generate the landslide susceptibility map, which was combined with the rainfall intensity map to create the hazard map. To determine the spatial landslide vulnerability, land use and land cover components were taken into account with their respective monetary values. The landslide risk map is the combination of landslide hazard and vulnerability maps, showing that ∼5% of the area falls in high and very high-risk zones, ∼6% in moderate, ∼47% in low, and ∼42% in very low landslide risk zones. High to very high landslide risk zones are mainly confined to Uttarkashi and its surroundings in the southwestern part of the study area, as well as the Tehri, Karanprayag, and Pithoragarh regions in the southern area. Societal risk was also analyzed and revealed that ∼53% of the human population resides in high to very high landslide risk-prone areas. The findings of this study will be beneficial for promoting sustainable development and safe urbanization in the Himalayan region, if used for planning. © 2024",2024,"{""Chauhan, N."",""Kaushik, S."",""Kumar, S."",""Kumar, V."",""Rana, N."",""Sundriyal, Y."",""Wasson, R.""}","{Himalaya,Landslide,""Machine learning"",Rainfall,""Sustainable development""}",10.1016/j.rsase.2024.101140,{},excluded,"{""Data is not valued""}"
A Quantitative Framework For Analysing Long Term Spatial Clustering And Vegetation Fragmentation In An Urban Landscape Using Multi-Temporal Landsat Data,"Rapid urbanization threatens urban green spaces and vegetation, demonstrated by a decrease in connectivity and higher levels of fragmentation. Understanding historic spatial and temporal patterns of such fragmentation is important for habitat and biological conservation, ecosystem management and urban planning. Despite their potential value, Local Indicators of Spatial Autocorrelation (LISA) measures have not been sufficiently exploited in monitoring the spatial and temporal variability in clustering and fragmentation of vegetation patterns in urban areas. LISA statistics are an important structural measure that indicates the presence of outliers, zones of similarity (hot spots) and of dissimilarity (cold spots) at proximate locations, hence they could be used to explicitly capture spatial patterns that are clustered, dispersed or random. In this study, we applied landscape metrics, LISA indices to analyse the temporal variability in clustering and fragmentation patterns of vegetation patches in Harare metropolitan city, Zimbabwe using Landsat series data for 1994, 2001 and 2017. Analysis of landscape metrics showed an increase in the fragmentation of vegetation patches between 1994-2017 as shown by the decrease in mean patch size, an increase in number of patches, edge density and shape complexity of vegetation patches. The study further demonstrates the utility of LISA indices in identifying key hot spot and cold spots. Comparatively, the highly vegetated northern parts of the city were characterised by significantly high positive spatial autocorrelation (p < 0.05) of vegetation patches. Conversely, more dispersed vegetation patches were found in the highly and densely urbanized western, eastern and southern parts of the city. This suggest that with increasing vegetation fragmentation, small and isolated vegetation patches do not spatially cluster but are dispersed geographically. The findings of the study underline the potential of LISA measures as a valuable spatially explicit method for the assessment of spatial clustering and fragmentation of urban vegetation patterns.",2020,"{""Dube, Timothy"",""Kowe, Pedzisai"",""Mutanga, Onisimo"",""Odindi, John""}","{""Urban vegetation; Fragmentation; LISA; Spatial clustering; Harare; Landsat""}",10.1016/j.jag.2020.102057,{algorithm},excluded,"{""Data is not valued""}"
Overview Of The Ocean Climatology And Its Variability In The Azores Region Of The North Atlantic Including Environmental Characteristics At The Seabed,"Obtaining a comprehensive knowledge of the spatial and temporal variations of the environmental factors characterizing the Azores region is essential for conservation and management purposes. Although many studies are available for the region, there is a need for a general overview of the best available information. Here, we assembled a comprehensive collection of environmental data and briefly described the ocean climatology and its variability in the Azores. Data sources used in this study included remote sensing oceanographic data for 2003-2013 (sea surface temperature, chlorophyll-a concentration, particulate inorganic carbon, and particulate organic carbon), derived oceanographic data (primary productivity and North Atlantic oscillation index) for 2003-2013, and in situ data (temperature, salinity, oxygen, phosphate, nitrate and silicate) obtained from the World Ocean Atlas 2013. We have produced 78 geographic datasets of environmental data for the Azores region that were deposited at the World Data Center Pangaea and also made available at the SIGMAR Azores website. As with previous studies, our results confirmed a high spatial, seasonal and inter-annual variability of the marine environment in the Azores region, typical of mid-latitudes. For example, lower sea surface temperature was found in the northern part of the study area coinciding with higher values for chlorophyll-a concentration, net primary production (NPP), and particulate organic and inorganic carbon. Higher values for some of these parameters were also found on island slopes and some seamounts. Compiled data on the environmental conditions at near-seabed revealed some notable variations across the study area (e.g., oxygen and nutrients) and with depth (e.g., temperature, salinity, and oxygen). Knowledge of these patterns will help improve our understanding of the distribution of many deep-sea organisms such as fish, cold-water corals, and sponges, thereby supporting the implementation of marine spatial planning and other management measures. It should be noted that the assembled datasets suffer from a number of limitations related to the accuracy of remote sensing and global bathymetry data, or to the limited and unevenly distributed collection of environmental observations. Accordingly, an effective observing system for detecting oceanic change with adequate accuracy and precision is still required.",2017,"{""Amorim, Patricia"",""Cardigos, Frederico"",""Juliano, Manuela"",""Morato, Telmo"",""Peran, Antonio D."",""Pham, Christopher K."",""Tempera, Fernando""}","{""Azores; environmental parameters; seabed conditions; sea surface temperature; chlorophyll-a""}",10.3389/fmars.2017.00056,{},excluded,"{""Data is not valued""}"
The Role Of Mncs And Information Flow On Institutional Change,"Purpose - The purpose of this paper is to investigate the impact of large business corporations, particularly media corporations, such as television (e.g. satellite networks), newspapers and social media (e.g. Facebook), on institutional change in the Arab world, which directly impact political and civil liberties in the region. Design/methodology/approach - Although there are several methods to measure institutional change, this paper relied on Kaufmann et al. (2010)'s governance indicators that capture, historically, how authority is exercised in a nation state. As the focus of this paper is on how information flows have empowered citizens in the Arab world, we built a panel database around one relevant governance indicator: ""Voice and Accountability"". As a measure of governance, ""Voice and Accountability"" summarizes the condition of political, civil and human rights such as freedom of expression and freedom of association in a given country. This indicator takes scores ranging from 2.5, corresponding to strong governance, to -2.5, corresponding to weak governance. Findings - As predicted, the information flows variable has a positive and significant effect on institutional change. Table II also suggests that political globalization has a positive and significant effect on institutional change in the Arab world. In contrast, the variables for cultural proximity and human capital are associated with negative effects on institutional change. Originality/value - This paper is unique in the sense that it tackles a growing trend in the Arab world, namely, the impact of media on institutions.",2015,"{""Benmamoun, Mamoun"",""Cropf, Robert A."",""Kalliny, Morris"",""Kim, Seung H.""}","{""Media; Arab; Political globalization""}",10.1108/mbr-09-2014-0048,{},excluded,"{""No societal value context"",""ESI data not used""}"
Geo-Spatial Technologies In Urban Environments,"The purpose of this book is to investigate and develop alternate methodological approaches to understand urban environments and urban change. In particular, the study demonstrates the application of remote-sensing data and geographic information systems to the exploration of issues often ignored by the mainstream community of geo-technical specialists such as urban forestry, urban traffic, migration or quality of life in urban areas. Case studies show how disciplines like environmental science and planning, sociology, landscape ecology and architecture, regional science and policy design, and assessment can benefit from employing remote-sensing data and GIS. © Springer-Verlag Berlin Heidelberg 2005. All rights are reserved.",2005,"{""Gatrell, J. D."",""Jensen, R. R."",""McLean, D. D.""}",NA,10.1007/b137912,{book},excluded,"{""Review or opinion""}"
Cost Factors In Urban Telemedicine,"This paper reports on the cost effectiveness of a pediatric primary care system utilizing nurse practitioners (NPs) linked to a physician consultant through bidirectional interactive cable television. In addition, it discusses ways in which multiple uses enhance the economic feasibility of a telemedicine consultation link in a given geographic area. The overall consultation rate during periods of remote physician coverage was 21 per cent, compared with 24 per cent during on-site coverage. The telephone became a partial substitute for the TV for some uses but could not replace it in diagnostic decisions. As telemedicine is obviously underutilized in a one-satellite system, we compare a five-satellite network with other ways of delivering service. The resulting estimated cost of $18.50 an hour, or 2/3 of the cost of a physician providing direct care, includes a TV component of $5.30 an hour of use in a 1,750-hour year. The critical factor is that the NP can be a physician substitute if there is TV backup. The TV appears to prevent unnecessary referrals compared to a physician on site. Whether TV increases the length of the consult compared to the phone for conditions of equal severity is not entirely clear. If TV is compared to transporting a patient to a central place, the implicit value of transport time and disutility required to justify using TV is $7.55 per consult in a five-clinic network. Geographic and other barriers to physician availability enhance the potential for application of telemedicine. © Lippincott-Raven Publishers.",1977,"{""Cunningham, N."",""Krasneh, M."",""Marshall, C. L."",""Muller, C."",""Tiiomstad, B."",""Wallerstein, E.""}","{Child,""Child Health Services"",Consultation,""Cost-Benefit Analysis"",Humans,""New York City"",""Nurse Practitioners"",""Pediatric Nursing"",Pediatrics,Physicians,Referral,Telephone,Television,""cost benefit analysis"",""nurse practitioner"",therapy}",10.1097/00005650-197703000-00006,{telemedicine},excluded,"{""ESI data not used""}"
Decadal Changes In Land Use And Land Cover: Impacts And Their Influence On Urban Ecosystem Services,"The steady growth of the cities alters the urban environmental pattern and functions, posing significant challenges to urban ecological as well as environmental governance. Under this setting, analyzing the relationship between urban growth and ecological services is critical for management and policy-related sustainable urban development. The primary goal of this research is to analyse the dynamic urbanization and its influence on urban ecosystem services via changes in LULC of Mangaluru city agglomeration, India. For five decades (1980,1990, 2000, 2010, and 2022), the ecosystem service values (ESVs) are analysed using remote sensing data and GIS techniques corresponding with the global value coefficient (VC) to estimate total ecosystem service values (ESVt) and individual ecosystem service function change. The study shows that ecosystem service values (ESVs) declined by US\$ 116.89 million to US\$ 85.14 million due to 9.54 and 63.44\% decreases in agricultural land and wasteland/shrubland between 1980 and 2022. In terms of individual ecosystem service functions, regulating services increased from 1980 to 2022, with nutrient cycling (45.64\%), raw material (15.59\%), and erosion control (12.13\%) contributing the most. The loss in total and certain individual ESV in the study landscape necessitates immediate action to improve urban ecosystem sustainability via proper planning and policy.HIGHLIGHTSThe quantification of ecosystem services (ES) plays an important role in properly understanding and efficiently managing social-ecological systems. The decrease in agricultural land and shrubland/wasteland is the main reason for the degradation of ecosystem services. The findings point out that regional or local-level ecosystem services-related work is immensely important and a hotspot of current research.",2024,"{""Devi, Nandineni Rama"",""Nayak, Deeksha"",""Shukla, Anoop Kumar""}","{""ecosystem service valuation; LULC; Mangaluru; sensitivity analysis""}",10.2166/aqua.2024.211,{},excluded,"{""Data is not valued""}"
Towards A Comprehensive And Consistent Global Aquatic Land Cover Characterization Framework Addressing Multiple User Needs,"Aquatic land cover represents the land cover type that is significantly influenced by the presence of water over an extensive part of a year. Monitoring global aquatic land cover types plays an essential role in preserving aquatic ecosystems and maintaining the ecosystem service they provide for humans, while at the same time their accurate and consistent monitoring for multiple purposes (e.g. climate modelling, biodiversity conservation, water resource management) remains challenging. Although a number of global aquatic land cover (GALC) datasets are available for use to monitor aquatic ecosystems, there are prominent variabilities among these datasets, which is primarily caused by the inconsistency between different land versus water-related monitoring approaches and character-ization schemes. As aquatic land cover exists in many different forms on Earth (e.g. wetland, open water) and can be mapped by different approaches, it is necessary to consider a much more consistent and comprehensive characterization framework that not only ensures the consistency in the monitoring of aquatic land cover but also serves the needs of multiple users (e.g. climate users, agricultural users) interested in different aspects of aquatic lands. In this study, we addressed this issue by 1) reviewing 33 GALC datasets and user needs identified from the citing papers of current datasets and international conventions, policies and agreements in relation to aquatic ecosystems, 2) proposing a global characterization framework for aquatic land cover based on the Land Cover Classification System (LCCS) classifier principles and the identified user needs, and 3) highlighting the opportunities and challenges provided by remote sensing techniques for the implementation of the proposed framework. Results show that users require or prefer various kinds of information on aquatic types including vegetation type, water persistence, the artificiality of cover (i.e. artificial vs natural), water salinity, and the accessibility to the sea (i.e. coastal vs inland). Datasets with medium to high spatial resolution, intra-annual dynamics and inter-annual changes are needed by many users. However, none of the existing datasets can meet all these requirements and a rigorous quantitative accuracy assessment is lacking to evaluate its quality for most of the GALC datasets. The proposed framework has three levels and users are allowed to derive their aquatic land cover types of interest by combining different levels and classifiers of information. This comprehensive mapping framework can help to bridge the gap between user needs and current GALC datasets as well as the gap between generic and aquatic land cover monitoring. The implementation of the framework can benefit from evolving satellite-data availability, improved computation capability and open-source machine learning algorithms, although at the same time it faces challenges mainly coming from the complexity of aquatic ecosystems. The framework proposed in this study provides insights for future operational aquatic land cover monitoring initiatives and will support better understanding and monitoring of complex aquatic ecosystems.",2020,"{""Clevers, Jan G. P. W."",""Herold, Martin"",""Tsendbazar, Nandin-Erdene"",""Xu, Panpan""}","{""Aquatic land cover monitoring; Global aquatic land cover dataset; Characterization framework; User n""}",10.1016/j.rse.2020.112034,{},excluded,"{""Data is not valued""}"
Assessment Of Water Quality Based On Landsat 8 Operational Land Imager Associated With Human Activities In Korea,"Water pollution such as green algae blooms and eutrophication in freshwater fatally influences both water quality and human society. Water quality issues in the 4 major rivers in Korea, including the Nakdong, have recently become a major concern. For this reason, it is essential to monitor water quality parameters (WQPs) that have a widespread characteristic to ensure maintenance of an effective water management system. The possibility of utilizing remote sensing technology for monitoring water quality on a regional scale has been recently investigated. The main objective of this study is to evaluate potential applications of the Landsat 8 Operational Land Imager (OLI) for estimating water quality in the Nakdong River, Korea. Correlations between Landsat 8 bands and in situ measurements are determined, and water quality models are established for estimating suspended solids (SS), total nitrogen (TN), chlorophyll-a (Chl-a), and total phosphorus (TP). The results demonstrate that WQPs correlated well with band reflectance values from Landsat 8. Band 5 was reasonably correlated with all WQPs, particularly with SS (R = −0.74) and Chl-a (R = −0.71). This study constructed multiple regression equations for WQPs based on correlation analysis through band combination and band ratio. The spatial distribution of WQPs in the Nakdong River on October 27, 2013 and May 16, 2014 indicate that the river was nearly eutrophic from human activities. Based on the results, the Landsat 8 OLI may be an appropriate data for estimating and monitoring water quality parameters on a regional scale. However, further validation is required to support the findings of this study. © 2015, Springer International Publishing Switzerland.",2015,"{""Choi, M."",""Lim, J.""}","{Algae,""Assessment of water qualities"",Chlorophyll,Chlorophyta,Correlation,""Correlation methods"",""Environmental Monitoring"",Eutrophication,""Fresh Water"",""Human Activities"",""Landsat 8 OLI"",""Multiple regression equation"",""Nakdong River"",Nitrogen,Phosphorus,""Quality control"",Reflection,""Remote sensing"",""Republic of Korea"",""River pollution"",Rivers,""Satellite Imagery"",""South Korea"",""Spatial distribution"",""Water Pollution"",""Water Quality"",""Water management"",""Water quality parameters"",""chlorophyll a"",""river water""}",10.1007/s10661-015-4616-1,{},excluded,"{""Data is not valued""}"
"Optimizing Natural Boundary Definition And Functional Zoning In Protected Areas: An Integrated Framework Encompassing Species, Landscapes And Ecosystems","To promote the harmonized development of economic construction and ecological protection, our study introduces an integrated framework that employs various methodologies to delineate natural reserve boundaries and spatial zoning. These methodologies aim to address issues such as insufficient protected area, excessive human-induced influences, and inadequate protection of endangered animals within nature reserve boundaries. Leveraging comprehensive data from diverse sources, including ground surveys and remote sensing detection, we conducted a survey using the Chebaling National Nature Reserve in China and its environs as a case study. Models such as the maximum entropy model (MaxEnt), Fragstats, and the Integrated Valuation of Ecosystem Services and Trade-offs (InVEST) were employed to identify areas with highly suitable habitats, significant landscape diversity, and superior ecosystem quality for 16 key species. Subsequently, the irreplaceable value of the research area was calculated using the Marxan model, leading to the establishment of a novel natural boundary and development plan. We propose expanding the original nature reserve to 1344 km², dividing it into a core reserve (321 km², 23.88%) and a general control area (1023 km², 76.12%). Additionally, we recommend further division of the general protected area into several functional zones to facilitate the integration of functional diversity and ecological protection. This contributes to a more scientifically informed and rational management approach for the Chebaling National Nature Reserve. Moreover, this integrated framework offers valuable insights for assessing and identifying animal habitats globally and spatially zoning other nature reserves. © 2023 The Authors",2024,"{""Chen, F."",""Ma, Y."",""Shang, E."",""Wang, S."",""Yao, W."",""Zeng, Y."",""Zhang, S.""}","{Biodiversity,""Conservation area identification"",""Ecological remote sensing"",""Habitat assessment"",""Sustainable development""}",10.1016/j.gecco.2023.e02781,{},excluded,"{""Data is not valued""}"
Pollution Assessment For Sustainable Practices In Applied Sciences And Engineering,"Pollution Assessment for Sustainable Practices in Applied Sciences and Engineering provides an integrated reference for academics and professionals working on land, air, and water pollution. The protocols discussed and the extensive number of case studies help environmental engineers to quickly identify the correct process for projects under study. The book is divided into four parts; each of the first three covers a separate environment: Geosphere, Atmosphere, and Hydrosphere. The first part covers ground assessment, contamination, geo-statistics, remote sensing, GIS, risk assessment and management, and environmental impact assessment. The second part covers atmospheric assessment topics, including the dynamics of contaminant transport, impacts of global warming, indoor and outdoor techniques and practice. The third part is dedicated to the hydrosphere including both the marine and fresh water environments. Finally, part four examines emerging issues in pollution assessment, from nanomaterials to artificial intelligence. There are a wide variety of case studies in the book to help bridge the gap between concept and practice. Environmental Engineers will benefit from the integrated approach to pollution assessment across multiple spheres. Practicing engineers and students will also benefit from the case studies, which bring the practice side by side with fundamental concepts. © 2021 Elsevier Inc. All rights reserved.",2020,"{""Howari, F. M."",""Mohamed, A. M. O."",""Paleologos, E. K.""}",NA,10.1016/b978-0-12-809582-9.01001-x,{},excluded,"{""Review or opinion""}"
Topographic Diversity As An Indicator For Resilience Of Terrestrial Protected Areas Against Climate Change,"Habitat loss from unrelenting human pressure is causing an unprecedented decline in global biodiversity. Protected areas (PAs) are meant to counteract loss and fragmentation of ecosystems and today PAs form the backbone of conservation strategies worldwide. However, anthropogenic climate change can severely reduce the effectiveness of PAs. Conservation professionals are in need of concrete spatial information on climatic changes within PAs in order to put forward practicable strategies to safeguard PA effectiveness in the face of climate change. In this study, we take advantage of openly accessible data on the disappearing climate index (DCI) to examine which PA characteristics are linked to climate change resilience on a global scale. DCI provides a measure of the relative area (percent of total area) within a PA that exhibits certain climatic conditions that will either disappear entirely or move outside the boundaries of the PA by the year 2070. Our results show that topographic diversity is highly correlated with reduced climate change impacts in PAs worldwide. We analyzed three different PA characteristics representing topographic diversity: PA area, maximal elevational difference (MED) and median terrain ruggedness (TR). All three characteristics are highly correlated with a decrease in the disappearing climate index (DCI). These results hold true across localities and even PA management practices. IUCN management category IV (habitat/species management area) and V (protected landscape/seascape) exhibit on average the highest DCI values. As an indicator for PA resilience under climate change, topographic diversity can be assessed easily through publicly available data and remote sensing products. This ease-of-use leaves topographic diversity standing in marked contrast to overall environmental diversity as an actionable conservation metric. Of course, topographic diversity alone is not a sufficient criterion on which to base conservation decisions. However, neither should the potential usefulness of topographic diversity be underestimated. As an actionable and complementary metric in combination with biological information topographic diversity can be an exceptional tool for decision making by PA managers, conservation practitioners and politicians. (c) 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).",2021,"{""Beierkuhnlein, Carl"",""Hoffmann, Samuel"",""Lawrence, Alexandra""}",NA,10.1016/j.gecco.2020.e01445,{},excluded,"{""Data is not valued""}"
Potential For Return On Investment In Rehabilitation-Oriented Blue Carbon Projects: Accounting Methodologies And Project Strategies,"Opportunities to boost climate change mitigation and adaptation (CCMA) and sustainable conservation financing may lie in enhancing blue carbon sequestration, particularly in developing nations where coastal ecosystems are extensive and international carbon markets offer comparatively attractive payments for environmental stewardship. While blue carbon is receiving increased global attention, few credit-generating projects are operational, due to low credit-buyer incentives with uncertainty in creditable emissions reductions and high project costs. Little empirical guidance exists for practitioners to quantify return-on-investment (ROI) and viability of potential projects, particularly for rehabilitation where multiple implementation options exist with diverse associated costs. We map and model drivers of mangrove natural regeneration (NR) using remote sensing (high-resolution satellite imagery segmentation and time-series modeling), and subsequent carbon sequestration using field- and literature-derived data, across abandoned aquaculture ponds in the Philippines. Using project-specific cost data, we then assess ROI for a hypothetical rehabilitation-focused mangrove blue carbon project at a 9.68 ha abandoned pond over a 10-year timeframe, under varied rehabilitation scenarios {[}NR vs. assisted natural regeneration (ANR) with planting], potential emissions reduction accreditation methodologies, carbon prices and discount rates. NR was faster in lower-lying ponds with lower tidal exposure (greater pond dike retention). Forecasted carbon sequestration was 3.7- to 5.2-fold and areal ""greenbelt"" regeneration 2.5- to 3.4-fold greater in our case study under ANR than NR. Variability in modeled sequestration rates drove high uncertainty and credit deductions in NR strategies. ROI with biomass-only accreditation was low and negative under NR and ANR, respectively. ROI was greater under ANR with inclusion of biomass and autochthonous soil carbon; however, neither strategy was highly profitable at current voluntary market carbon prices. ANR was the only scenario that fulfilled coastal protection greenbelt potential, with full mangrove cover within 10 years. Our findings highlight the benefits of ANR and soils inclusion in rehabilitation-oriented blue carbon projects, to maximize carbon sequestration and greenbelt enhancement (thus enhance pricing with potential bundled credits), and minimize forecasting uncertainty and credit-buyers' perceived risk. An ANR rehabilitation strategy in low-lying, sea-facing abandoned ponds with low biophysical intervention costs may represent large blue carbon CCMA opportunities in regions with high aquaculture abandonment.",2022,"{""Duncan, Clare"",""Hill, Nicholas A. O."",""Koldewey, Heather J."",""Primavera, Jurgenne H."",""Wodehouse, Dominic C. J.""}","{""mangroves; carbon emissions reduction; rehabilitation; natural regeneration; blue carbon; remote sen""}",10.3389/ffgc.2021.775341,{},excluded,"{""Data is not valued""}"
Feasibility Study Of Using Crowdsourcing To Identify Critical Affected Areas For Rapid Damage Assessment: Hurricane Matthew Case Study,"The rapid damage assessment plays a critical role in crisis management. Collection of timely information for rapid damage assessment is particularly challenging during natural disasters. Remote sensing technologies were used for data collection during disasters. However, due to the large areas affected by major disasters such as Hurricane Matthew, specific data cannot be collected in time such as the location information. Social media can serve as a crowdsourcing platform for citizens' communication and information sharing during natural disasters and provide the timely data for identifying affected areas to support rapid damage assessment during disasters. Nevertheless, there is very limited existing research on the utility of social media data in damage assessment. Even though some investigation of the relationship between social media activities and damages was conducted, the employment of damage-related social media data in exploring the fore-mentioned relationship remains blank. This paper, for the first time, establishes the index dictionary by semantic analysis for the identification of damage-related tweets posted during Hurricane Matthew in Florida. Meanwhile, the insurance claim data from the publication of Florida Office of Insurance Regulation is used as a representative of real hurricane damage data in Florida. This study performs a correlation analysis and a comparative analysis of the geographic distribution of social media data and damage data at the county level in Florida. We find that employing social media data to identify critical affected areas at the county level during disasters is viable. Damage data has a closer relationship with damage-related tweets than disaster-related tweets.",2018,"{""Liu, Rui"",""Yuan, Faxi""}","{""Damage assessment; Data mining; Semantic analysis; Social media; Crowdsourcing; Case study""}",10.1016/j.ijdrr.2018.02.003,"{""social media not rs""}",excluded,"{""ESI data not used""}"
Spatial Planning For Biodiversity Conservation: Assessment Of Forest Landscapes' Conservation Value Using Umbrella Species Requirements In Poland,"Maintenance of biodiversity requires spatial planning for the conservation of species habitats. In this study, the distribution of the White-backed Woodpecker (Dendrocopos leucotos) in Poland was used to assess the usefulness of a demographic model compared to an area-based model for predicting the occurrence of breeding pairs in local landscapes. The models were applied to the European Forest Map and to CORINE land cover data, two spatial databases derived from remote sensing. We tested the performance of the models by comparing predicted occurrence of the species with actual occurrence in 10 km x 10 km of the Polish Ornithological Atlas Database (POAD). Both models proved useful for identifying areas with high potential for hosting breeding woodpeckers. However, the demographic model performed consistently better at predicting the presence of at least one breeding pair in local landscapes. In north-eastern and south-eastern Poland, expected occurrences coincided with the actual occurrence of the species according to POAD. In north-western Poland, however, occurrence was predicted but not confirmed by the atlas data. The eastern regions are situated at the border to Lithuania, Belarus, Ukraine and Slovakia. These countries hold large areas of high conservation value forests and large populations of White-backed Woodpecker. This pattern evokes the need for cross-border governance, and planning with an eco-regional perspective that considers both EU and non-EU countries. Moreover, the results stress the need to incorporate population requirements when assessing the distribution of forests with high conservation value. (C) 2011 Elsevier B.V. All rights reserved.",2011,"{""Angelstam, Per"",""Edman, Tobias"",""Mikusinski, Grzegorz"",""Roberge, Jean-Michel"",""Sikora, Arkadiusz""}","{""Biodiversity conservation; High conservation value forest; Habitat models; Ecoregional planning; Dis""}",10.1016/j.landurbplan.2011.03.004,{},excluded,"{""Data is not valued""}"
