title,abstract,year,author,doi,tags,screening_status,excl_reasons
"The First Generation Of A Regional-Scale 1-M Forest Canopy Cover Dataset Using Machine Learning And Google Earth Engine Cloud Computing Platform: A Case Study Of Arkansas, Usa","Forest canopy cover (FCC) is essential in forest assessment and management, affecting ecosystem services such as carbon sequestration, wildlife habitat, and water regulation. Ongoing advancements in techniques for accurately and efficiently mapping and extracting FCC information require a thorough evaluation of their validity and reliability. The primary objectives of this study are to: (1) create a large-scale forest FCC dataset with a 1-meter spatial resolution, (2) assess the regional spatial distribution of FCC at a regional scale, and (3) investigate differences in FCC areas among the Global Forest Change (Hansen et al., 2013) and U.S. Forest Service Tree Canopy Cover products at various spatial scales in Arkansas (i.e., county and city levels). This study utilized high-resolution aerial imagery and a machine learning algorithm processed and analyzed using the Google Earth Engine cloud computing platform to produce the FCC dataset. The accuracy of this dataset was validated using one-third of the reference locations obtained from the Global Forest Change (Hansen et al., 2013) dataset and the National Agriculture Imagery Program (NAIP) aerial imagery with a 0.6-m spatial resolution. The results showed that the dataset successfully identified FCC at a 1-m resolution in the study area, with overall accuracy ranging between 83.31% and 94.35% per county. Spatial comparison results between the produced FCC dataset and the Hansen et al., 2013 and USFS products indicated a strong positive correlation, with R2 values ranging between 0.94 and 0.98 for county and city levels. This dataset provides valuable information for monitoring, forecasting, and managing forest resources in Arkansas and beyond. The methodology followed in this study enhances efficiency, cost-effectiveness, and scalability, as it enables the processing of large-scale datasets with high computational demands in a cloud-based environment. It also demonstrates that machine learning and cloud computing technologies can generate high-resolution forest cover datasets, which might be helpful in other regions of the world. © 2023",NA,NA,10.1016/j.dib.2023.109986,{},excluded,"{""Data is not valued"",Validation/calibration}"
"Access To Fertility Care In Geographically Underserved Populations, A Second Look","Infertility has a prevalence of up to 16% worldwide and is on the rise in developed nations, largely due to pursuing childbearing at advanced reproductive ages. Advances in assisted reproductive technology have benefitted socioeconomically advantaged patients disproportionately. High costs of fertility care are largely responsible for this disparity; however, patients in rural areas also face barriers in accessing both gynecology and reproductive endocrinology subspecialty care. Here, focusing on the USA, we discuss fertility care in geographically underserved areas and low-resource settings, and the impact on reproductive outcomes. Increased innovation to improve patient access to fertility care such as assisted reproductive technology is critical for ensuring equity. Remote monitoring is frequently performed by fertility centers, but partnership with local gynecologists has also been demonstrated to be an effective assisted reproductive technology monitoring method. Telehealth is now in mainstream use and the continued application to reduce geographic barriers to infertility patients is imperative. Partnership between local gynecologists and reproductive endocrinology and infertility specialists may improve patient access to fertility care and provide the unique benefits of continuity and ongoing local social support. © 2022, Society for Reproductive Investigation.",NA,NA,10.1007/s43032-022-00991-2,{},excluded,"{""ESI data not used""}"
Diabetes Self-Management Education Support Healthy Teaching Kitchen Cooking Classes Delivered Using A Telehealth Technology,"Purpose The purpose of the study was to evaluate the effectiveness of diabetes self-management education and support (DSMES) among veterans with diabetes using the Healthy Teaching Kitchen (HTK) by means of telehealth communication. Methods A retrospective chart review collected data from veterans with type 2 diabetes (T2DM) that participated in the DSMES-HTK program at 2 Veterans Affairs Northeast Ohio Healthcare System facilities between February 2013 and December 2018. A factorial design was used to compare A1C data and use of clinical video telehealth from main hub to satellite site. Statistical analyses were performed using SPSS (Version 25). Repeated measures analysis of variance (RMANOVA) were performed to compare mean A1C in veterans that attended HTK at the main site versus a telehealth site. RMANOVA was also used to compare mean A1C in veterans that attended at least 1 hands-on class versus those that attended at least 1 demonstration class. Results A1C values of all groups improved over time and were sustained regardless of DSMES-HTK delivery method or location. Conclusions Sustained improvement in A1C was observed in patients that participated in both DSMES-HTK in person and via clinical video telehealth classes conducted by hub site facilitator with RDN, CDCES credential. The use of a clinical video telehealth strategy for DSMES-HTK capitalizes on limited, highly skilled, credentialed instructional team members.",2021,"{""Aoun, Arianna"",""Burant, Christopher"",""Byrne, Cally"",""Cross, Samantha"",""Julius, Mary"",""Kurmas, Neal"",""Utech, Anne""}",10.1177/26350106211004887,{},excluded,"{""ESI data not used""}"
Detection And Growth Of An Alaskan Forest Fire Using Goes-9 3.9 Μm Imagery,"The utility of the new GOES-9 satellite 3.9 μm channel to monitor wildfires and their subsequent changes in growth and intensity in Alaska is examined. The June, 1996 Miller's Reach forest fire is presented as a case study. Eighteen hours of sequential imagery coincident to the initiation and early stages of the fire are analyzed for hot spots. The dramatic response of the 3.9 μm channel to sub-pixel hot spots and the ability to access the data every 15 minutes makes the channel an effective tool to support forest fire management on wildfires in high latitudes to at least 61° N. In the case of Miller's Reach, the fire was detected when it was less than 200 hectares in size. Changes in fire growth and intensity were also observed. An automated technique for decision makers which classifies hot spots without requiring image interpretation is proposed.",2000,"{""Cotterman, J. S."",""Hufford, G. L."",""Kelley, H. L."",""Moore, R. K.""}",10.1071/wf00017,{},excluded,"{""Data is not valued""}"
Response Of Vegetation Coverage To Climate Change In Mongolian Plateau During Recent 10 Years,"Vegetation in the arid/ semi arid area is highly sensitive to climate change. The Mongolian Plateau climate is mainly controlled by the east Asia monsoon system. Hence both Inner Mongolia and the state of Mongolia (Hereafter: Mongolia) experience a similar arid/semi arid climate but have different anthropological influences via their separate social and economic development histories. In this study, we analyzed in-situ observations from 67 meteorological stations (50 stations in Inner Mongolia and 17 in Mongolia) and NDVI (Normalized Difference Vegetation Index) product from SPOT (Satellite pour l') observation de la Terre in French) using Mann-Kendall (MK) tests and Maximum Value Composition (MVC). Our results showed that: (1) Temperature is general higher in the south than the north, while precipitation ranges from low in the west to high in the east. There is a significant warming trend over the whole Mongolian Plateau region from 1961 to 2009, while no obvious trends were found for precipitation; (2) Vegetation coverage in Inner Mongolia was generally greater than that in Mongolia. The time series of vegetation coverage change in these two regions can be divided into two periods. The regional averaged NDVI decreased from 1998 to 2001, fluctuated greatly and then increased continuously from 2009 to 2012. The main degraded areas are located in the Xilingol league, central Inner Mongolia, while they are mostly located in the central and western Mongolia; (3) Positive correlations were found between NDVI and precipitation in desert, steppe vegetation and forest areas in Mongolia, while negative relationships were found for temperature. In Inner Mongolia, NDVI are also positively correlated with precipitation in desert and steppe vegetation areas and also positively correlated with temperature in forests. Recently several major national ecological projects were implemented in Inner Mongolia by national central and local governments, including ""The Return Cropland to Forest"", the ""Return Grazing Land to Grassland"" (Grain for Green), and the Three North Protection Forest Plantation Project. These projects improved the local environment by stopping grazing/ cropping and planting trees. We believe that these policy actions contribute to the vegetation recovery in Inner Mongolia exhibited here in the NDVI. We attribute the different trends and dynamics of vegetation change in Inner Mongolia and Mongolia to human activities since the climate is similar in these two areas. However, the mechanism driving the changes requires further study particularly investigation of the socio-economic drivers of local land use changes. If formal/ informal communication between Inner Mongolia and Mongolia are encouraged in scientific research, cultural exchange and policy making of environmental protection at different levels, it will provide more opportunity for preservation and enhancement of the nomadic culture.",2014,"{""Cui, X."",""He, B."",""Jiang, C."",""Liu, Q."",""Miao, L."",""Zhu, F.""}",10.5846/stxb201304100659,{},excluded,"{""Data is not valued""}"
Devices To Support Treatment Decisions In Type 1 Diabetes: The Diabeo System,"Blood glucose control in type 1 diabetes has improved considerably since the DCCT due to general diffusion of 'physiological' basal-prandial therapeutic schedules, generalization of therapeutic educational programs, functional insulin therapy, insulin analogues, and insulin pumps. However, glycated hemoglobin (HbA 1c ) averages 8% within various studies, which is still unsatisfactory. The creation of new technological tools could lead to new levels of success, as attested by the Diabeo system. This system comprises three programs. The first program automatically calculates basal and prandial insulin doses while taking account of blood glucose levels, carbohydrate intake, and physical activity, and is equipped with algorithms that allow automatic adjustment based on the results obtained. The entire system must first of all be configured by the doctor according to the patient's characteristics, and then it has to be downloaded to a smartphone from a secure website. All of the patient's results and data are then made available for consultation at all times by authorized caregivers, enabling remote monitoring to be performed. The second program analyzes the results and automatically generates coaching messages for the patient and messages for the caregiver in the event of underuse, unsatisfactory results, or inadequate operation of the system. The caregiver may then intervene in a timely fashion via a telephone consultation or modification of the patient's treatment profile. The third program optimizes the doctor's available time by delegating tasks and allowing action to be undertaken by a specialized telemedicine nurse working in conjunction with the responsible diabetologist. An initial version of the system, comprising only the first of these three programs, resulted in a mean reduction in HbA 1c of 0.9% at 6 months versus the control group in a population of patients with chronic glycemic control problems and treated with multiple injections or insulin pump. Analysis of individual patient data shows that the most compliant patients derived the greatest benefit from the dose calculation function, while less compliant patients benefited considerably from the telemonitoring function, which allowed short but repeated consultations at opportune moments. A large-scale national study is currently being initiated in France to confirm these favorable metabolic results at 1 year and to assess the medicoeconomic impact of this system after 2 years of use. Ultimately, the results may lead to granting of reimbursable status for the Diabeo system by the French national social security authorities, followed by widespread use of the system in France and international availability. © 2015 S. Karger AG, Basel.",2015,"{""Charpentier, G."",""Franc, S.""}",10.1159/000363518,{},excluded,"{""ESI data not used""}"
A Conceptual Framework For The Governance Of Multiple Ecosystem Services In Agricultural Landscapes,"ContextWhile the concept of ecosystem services (ES) is well established in the scientific and policy arenas, its operationalization faces many challenges. Indeed, ES supply, demand and flow are related to ecological and social processes at multiple space and time scales, leading to complex interactions in the provision of multiple ES.ObjectivesTo develop a conceptual framework (CF) to facilitate the study and governance of multiple ES in agricultural social-ecological landscapes.MethodWe examined the ecological and social literatures to identify how approaches at the landscape level contribute to a better understanding of ES supply, demand and flow in agricultural systems. After detailing our CF, we use a case study to illustrate how methods from different disciplines can be combined to operationalize our CF.ResultsThe literature suggests that the landscape level is likely to be the level of organization that will make it possible to (i) integrate different components of ES co-production, i.e. ecological processes, agricultural practices and social structures, (ii) understand interactions between stakeholders, including ES co-producers and beneficiaries, (iii) explicit ES trade-offs, i.e. social choices between ES.ConclusionThe production of multiple ES at the landscape level involves different types of interdependencies among ES co-producers and beneficiaries. These need to be addressed in concerted and integrated ways to achieve sustainable and equitable governance of agricultural landscapes.",NA,NA,10.1007/s10980-019-00829-4,{},excluded,"{""Data is not valued""}"
A Statistical Approach To Mapping Flood Susceptibility In The Lower Connecticut River Valley Region,"Flood susceptibility in the Lower Connecticut River Valley Region attributable to nonclimatic flood risk factors is mapped using a quantitative method using logistic regression. Flood risk factors considered include elevation, slope, curvature (concave, convex, or flat), distance to water, land cover, vegetative density, surficial materials, soil drainage, and impervious surface. Values of factors at point locations were correlated to whether a location was located within or outside of the U.S. Federal Emergency Management Agency 100-year Special Flood Hazard Area (SFHA). The Lower Connecticut River Valley Region was divided into urban, rural, and coastal subregions to assess the differences in factor contributions to flood susceptibility between different region types; for each region flood risk factors were extracted from 4,000 points, of which an equal number were within or outside of the 100-year SFHA. Logistic regression coefficients were obtained. It was found that elevation and distance to water have the greatest contribution to flood susceptibility in the urban and coastal subregions, whereas distance to water and surficial materials dominate in the rural subregion. The contribution of land use to flood susceptibility increased by over 200\% between the rural and urban regions. Probabilities of flooding were computed using each regional logistic regression equation. Several areas classified as very high risk (80-100\%) and high risk (60-80\%) were located outside of the SFHA and included several types of infrastructure critical for human health, safety, and education. This study demonstrates the utility of logistic regression as an efficient methodology to map regional flood susceptibility. Plain Language Summery Flooding is one of the most severe and potentially devastating natural disasters that can occur. Floods can come in many forms, including river, coastal, and flash flooding. Whenever and wherever any of these types of flooding occur, long-term planning and adaptation, preparedness, and response time are all critical factors in reducing the overall impacts. Awareness of areas that are currently prone and will remain prone to flooding in the future is essential to consider in both short-term and long-term planning. Such awareness comes from an understanding of a combination not only of regional climatic factors but also of nonclimate factors that relate to natural, physical, and development characteristics. The current study estimates the risk of flooding throughout the Lower Connecticut River Valley Region (LCRVR) based on site and regional characteristics not related to climate. Several methods were considered to estimate flood risk; the method that was finally selected for this study involves a statistical approach in which a data set having one or more independent variables that produce a binary value of no or yes (0 or 1, respectively) for the dependent variable is analyzed. The independent variables in this case include several nonclimate factors related to flood risk that could potentially affect the region and for which sufficient data were available and are referred to as flood risk factors. Flood risk factors considered include elevation, land slope, land curvature (concave, convex, or flat), distance to water body, land cover, density of vegetation, surface geology, ability of the soil to drain water, and the percent of impervious surface (e.g., pavement). The objective is to link each of the flood risk factors to the dependent variables, which in this case is the occurrence of flooding for a flood event that is estimated to occur on average once in every 100 years. It was found that the overall quality of recent satellite images of the LCRVR during large flood events was not sufficient for the current analysis; therefore, it was decided to use the U.S. Federal Emergency Management Agency 100-year Special Flood Hazard Area (SFHA) to indicate areas where flood inundation would occur. The advantage of using the SFHA and the selected statistical modeling methodology is that they allow the contribution of each flood risk factor within the SFHA to be estimated and then applied to the entire study region to identify additional areas outside of the SFHA that have high flood risk. The LCRVR was divided into three subregions (urban, rural, and coastal) to accentuate the differences in the contributions of each flood risk factor to flood risk between an urban and a rural area and between inland and coastal areas; for each subregion 4,000 point locations were randomly chosen from which to extract data for each flood risk factor. An equal number of these points were selected in locations that were within and outside of the SFHA for each subregion. Site data for each flood risk factor were extracted and associated with a 1 if the location was within the SFHA and a 0 otherwise. The resulting relations between each flood risk factor and flood occurrence were analyzed so that regression coefficients could be estimated for each factor, the magnitude of which indicates the relative strength of each flood risk factor's influence on flooding in a subregion. It was found that elevation and distance to water have the most influence on flood risk in the urban and coastal subregions, whereas distance to water and surface geology dominate in the rural subregion. The contribution of elevation and land use were also found to increase the most between the rural and urban subregions. The coefficients for each subregion are then used to assign probabilities of flooding to all locations over a grid covering that subregion. The results for each subregion were combined to create an overall flood probability map of the LCRVR. Probabilities were classified very low risk (0-20\%), low risk (20-40\%), medium risk (40-60\%), high risk (60-80\%), and very high risk (80-100\%). It was observed that several areas classified as very high risk and high risk were located outside of the SFHA. Several types of infrastructure critical for human health, safety, and education were finally overlaid on the flood risk map to identify those assets that are most vulnerable to the 100-year flood and may therefore require additional flood risk mitigation.",NA,NA,10.1029/2018wr023018,{},excluded,"{""ESI data not used"",""Data is not valued""}"
"Remote Monitoring Of Inhaled Bronchodilator Use And Weekly Feedback About Asthma Management: An Open-Group, Short-Term Pilot Study Of The Impact On Asthma Control","Objective: Adequate symptom control is a problem for many people with asthma. We asked whether weekly email reports on monitored use of inhaled, short-acting bronchodilators might improve scores on composite asthma-control measures. Methods: Through an investigational electronic medication sensor attached to each participant's inhaler, we monitored 4 months' use of inhaled, short-acting bronchodilators. Participants completed surveys, including the Asthma Control TestTM (ACT), to assess asthma control at entry and monthly thereafter. After the first month, participants received weekly email reports for 3 months. The reports summarized inhaled bronchodilator use during the preceding week and provided suggestions derived from National Asthma Education and Prevention Program (NAEPP) guidelines. Paired t-tests and random-effects mixed models were implemented to assess changes in primary asthma endpoints. Results: Thirty individuals participated in the 4-month study; 29 provided complete asthma control information. Mean age was 36.8 years (range: 19-74 years); 52% of respondents were female. Mean ACT scores were 17.6 (Standard Deviation [SD] = 3.35) at entry and 18.4 (SD = 3.60) at completion of the first month. No significant difference appeared between ACT values at entry and completion of the first month (p = 0.66); however, after participants began receiving email reports and online information about their inhaler use, mean ACT scores increased 1.40 points (95% CI: 0.61, 2.18) for each subsequent study month. Significant decreases occurred in 2-week histories of daytime symptoms (β = -1.35, 95% CI: -2.65, -0.04) and nighttime symptoms (β = -0.84, 95% CI: -1.25, -0.44); no significant change in activity limitation (β = -0.21, 95% CI: -0.69, 0.26) was observed. Participants reported increased awareness and understanding of asthma patterns, level of control, bronchodilator use (timing, location) and triggers, and improved preventive practices. Conclusions: Weekly email reports and access to online charts summarizing remote monitoring of inhaled bronchodilator frequency and location were associated with improved asthma control and a decline in day-to-day asthma symptoms.",2013,"{""Magzamen, S."",""Morrison, T."",""Truelove, S."",""van Sickle, D.""}",10.1371/journal.pone.0055335,{},excluded,"{""ESI data not used""}"
Local 3d Scene Fine Detection Analysis Of Circular Landform On The Southern Edge Of Dinosaur Valley,"With the continuous advancement of low-altitude UAV (unmanned air vehicle, UAV) technology for the earth observation and its wide popularity, UAV photogrammetry and SfM (Structure from Motion, SfM) methods have received more and more attention as the latest means to obtain true 3D realistic models of the survey area. As the newest means of measuring geomorphological information, UAV low-altitude photogrammetry and SfM methods can quickly obtain a true 3D realistic model of the survey area, and have been applied to a number of research fields. In this paper, the UAV is used to measure the typical local scene of annular landform at the southern edge of Dinosaur Valley in Lufeng, and the high-resolution geomorphological image data of the investigated area are obtained. Combined with the SFM method, a realistic 3D scene model is constructed, and its geomorphological characteristics are discussed and analyzed. The experimental results show that the DSM (digital surface model, DSM) data based on the SFM method can obtain ground points by filtering, diluting, and classifying the data, and the DEM (digital elevation model, DEM) data with a resolution of 0.2m is constructed by using the progressive encrypted triangular mesh method, which can accurately represent the true geomorphological characteristics of the study area. (2) Construction of three typical elevation profiles of the circular scene “inner-middle-outer,” and comparative analysis of the profiles confirmed that the topography of the study area is characterized by the dome ridge line AA' as the main highland ridge line, showing a circular “basin margin” pattern, with gradually decreasing elevations on the inner and outer sides. (3) In order to reveal the complex tectonic geomorphological features of the external scene between the ridge and trough, the ArcGIS surface analysis method was used to extract the ridge lines J1-J7. Accurate quantitative measurements and analysis were carried out to investigate the slope, slope length, slope direction, ridge area face, and other related parameters. (4) Using the multi-view visual interpretation and typical scene analysis of the three-dimensional 3D model, micro-geomorphological features such as the development of washouts in the survey area and the nodal laminar surface of the geological body can be clearly identified. In addition, the coordinates of the geological body’s spatial location and its production, spreading area, square volume, and other rich geological information can be accurately obtained. Through the above experimental study on the detection of 3D scenes of landforms, the advantages of UAV measurement technology and SFM method to construct DSM data and 3D scene models in fine geological structure detection are demonstrated. This will have an important application prospect and practical value for geological survey, monitoring , prevention and control management in mountainous areas.In addition, the fast, low-cost, high-precision, and non-contact measurement mode can provide accurate data basis and technical support for geological structure detection, geological disaster investigation, risk assessment and prevention and control management. © 2021, Saudi Society for Geosciences.",NA,NA,10.1007/s12517-021-08101-3,{},excluded,"{""Data is not valued""}"
Mangrove Health Index As Part Of Sustainable Management In Mangrove Ecosystem At Karimunjawa National Marine Park Indonesia,"Background: Monitoring the health of marine ecosystems is an integral part of sustainable management of the ecosystems including mangrove. Distribution and diversity of mangrove ecosystems are two important parameters in Mangrove Health Index (MHI). The index analyses value of mangrove density, diversity, index of similarity and the number of mangrove species. Method: This study investigates mangrove distribution and diversity. Mangrove distribution maps were prepared using Satellite imagery GEO-EYE. Ecological surveys to analyze the diversity of mangrove at five locations, namely Legon Cilik, Legon Gede, Kemujan, Karimunjawa and Menjangan Besar. MHI was calculated by assigning weight for each parameter, multiplied by each parameter score and then summing all of multiplication results value. Results: Satellite image interpretation results showed that mangroves were found at island of Karimunjawa, Menjangan Besar and Sintok. In total, 22 mangrove species identified, 12 species were true mangroves and the rests were mangrove associates. Rhizophora apiculata dominates three of nine survey locations, while Rhizophora stylosa was the dominant species in two of nine locations and the rest are dominated by Ceriops tagal, Lumnitzera racemosa, Rhizophora mucronata and Sonneratia alba. Density of mangrove in the category of tree, mangrove average density ranging from medium to high, from 230 to 1060 ind/ha. In the category of sapling, dominant mangrove species was relatively diverse. In general, the Shannon diversity index was low, it means that mangrove diversity is low, it means that mangrove diversity is low. Mangrove in Legon Cilik 1 and Menjangan Besar had the highest Shannon diversity index (1,09) while Karimun 1 were the lowest (0,18). Conclusion: The value of MHI at Karimunjawa was 200, which is in the medium category. The results suggest that there is a need to improve MHI as part of sustainable management based on the distribution and diversity of mangrove.",NA,NA,10.1166/asl.2017.9155,{},excluded,"{""Data is not valued""}"
"Glacial Lake Outburst Flood Risk Assessment Using Remote Sensing And Hydrodynamic Modeling: A Case Study Of Satluj Basin, Western Himalayas, India","Glacier-associated hazards are becoming a common and serious challenge to the high mountainous regions of the world. Glacial lake outburst floods (GLOFs) are one of the most serious unanticipated glacier hazards, with the potential to release a huge amount of water and debris in a short span of time, resulting in the loss of lives, property, and severe damage to downstream valleys. The present study used multi-temporal Landsat and Google earth imageries to analyze the spatio-temporal dynamism of the selected glacial lake (moraine-dammed) in the Satluj basin of Western Himalayas. Furthermore, GLOF susceptibility of the lake was assessed using a multi-criteria decision-based method. The results show that the lake area has increased from 0.11 to 0.26 km(2) over the past 28 years from 1990 to 2018. The susceptibility index value for the lake was calculated as 0.75, which indicates that the lake is highly susceptible to the GLOF. The depth and volume of the lake were estimated to be 16 m and 57 x 10(5) m(3), respectively, using an empirical formula. HEC-RAS, HECGeo-RAS, and Arc-GIS software were utilized in this study to perform unsteady flow analysis and to determine the GLOF impact on the downstream area. The worst-case GLOF scenario (breach width of 75 m) was revealed during an overtopping failure of the moraine dam, resulted in a peak discharge of 4060 m(3)/s and releasing a total water volume of 57 x 10(5) m(3). The breach hydrograph has been routed to calculate the spatial and temporal distribution of peak flood, inundation depth, velocity, water surface elevation, and flood peak arrival time along the river channel. The analysis further reveals that the routed flood waves reach the nearest settlement, i.e., Rajpur town, situated at a distance of 102 km in the downstream valley of the lake at 6 h after the beginning of the lake breach event with a peak discharge/flood of 1757 m(3)/s and maximum flow velocity of 1.5 m/s. With the ongoing climate warming and glacier retreat, moraine-dammed lakes are becoming more hazardous and thus increasing the total threat. Therefore, it is mandatory to monitor and assess such lakes at regular intervals of time to lessen the disastrous impacts of GLOFs on the livelihood and infrastructure in the downstream valleys. The findings of this study will aid in the creation of risk management plans, preparatory tactics, and risk reduction techniques for GLOF hazards in the region.",2023,"{""Ahmed, Rayees"",""Jain, Sanjay Kumar"",""Lohani, Anil Kumar"",""Rawat, Manish""}",10.1007/s11356-023-25134-1,{},excluded,"{""Data is not valued""}"
"Review Of Remote Sensing-Based Methods For Forest Aboveground Biomass Estimation: Progress, Challenges, And Prospects","Quantifying forest aboveground biomass (AGB) is essential for elucidating the global carbon cycle and the response of forest ecosystems to climate change. Over the past five decades, remote-sensing techniques have played a vital role in forest AGB estimation at different scales. Here, we present an overview of the progress in remote sensing-based forest AGB estimation. More in detail, we first describe the principles of remote sensing techniques in forest AGB estimation: that is, the construction and use of parameters associated with AGB (rather than the direct measurement of AGB values). Second, we review forest AGB remotely sensed data sources (including passive optical, microwave, and LiDAR) and methods (e.g., empirical, physical, mechanistic, and comprehensive models) alongside their limitations and advantages. Third, we discuss possible sources of uncertainty in resultant forest AGB estimates, including those associated with remote sensing imagery, sample plot survey data, stand structure, and statistical models. Finally, we offer forward-looking perspectives and insights on prospective research directions for remote sensing-based forest AGB estimation. Remote sensing is anticipated to play an increasingly important role in future forest AGB estimation and carbon cycle studies. Overall, this comprehensive review may (1) benefit the research communities focused on carbon cycle, remote sensing, and climate change elucidation, (2) provide a theoretical basis for the study of the carbon cycle and global climate change, (3) inform forest ecosystems and carbon management, and (4) aid in the elucidation of forest feedbacks to climate change. © 2023 by the authors.",NA,NA,10.3390/f14061086,{},excluded,"{""Review or opinion""}"
Spatio-Temporal Changes In Urban Green Space In 107 Chinese Cities (1990-2019): The Role Of Economic Drivers And Policy,"Urban green space (UGS) has gained increasing attention due to its environmental and social functions. However, the compound effects of climate change, population growth and economic development on UGS are largely unknown. We selected 107 medium-sized and large cities in China to investigate dynamics in the spatial pattern of UGS in relation to government policy and other drivers based on remote sensing data for the period 1990 to 2019. To explore the effect of different levels of urbanization on changes in green space, we develop a new Normalized Urban Development Index (NUDI) to classify urban-suburban-rural gradients, viz. Long-term Builtup, New Built-up and Non-Built-up. Then, we analysed changes over time in the annual peak value of fraction of vegetation cover (FVC) for 380,000 cloud-free Landsat images, and regional UGS dynamics were evaluated using the proposed Regional Greenness Dynamic Index (RGDI). Finally, to reveal the major driver(s) of changes in UGS and estimate the extent to which patterns of urban greening are due to differences in economic development, we compared the observed UGS spatio-temporal dynamics with data on several climatic, social-economic and land use related factors for the same period. The NUDI are shown to be highly effective in mapping urban development gradients, with overall accuracy in the identified classes of 89\%. Annual maximum FVC analysis indicates that there was significant greening between 1990 and 2019 in both the long-term built up (10,667.52 km(2)) and the non-built up areas (529,310.47 km(2)), while there was a major increase in browning (25,110.43 km(2)) in the newly built-up areas. The RGDI results indicate that 65\% (71/107) of long-term built-up areas in cities trended greener over 2010 to 2019 under consideration. At the whole city scale, RGDI is negatively correlated with gross domestic product (GDP), although when considering the long-term built-up areas only, economic growth exhibits a significant positive correlation during 2010 to 2019 (R = 0.62, p < 0.01). This study offers important insights as to the patterns of change in urban greening extent over time and its underyling drivers across urban-suburbanrural gradients against the background of urban expansion, afforestation, climate change and economic development.",NA,NA,10.1016/j.jag.2021.102525,{},excluded,"{""Data is not valued""}"
Hybrid Rough-Pso Approach In Remote Sensing Imagery Analysis,"Pixel classification among overlapping land cover regions in remote sensing imagery is a very challenging task. Detection of uncertainty and vagueness are always the key features for classifying mixed pixels. This paper proposes an approach for pixel classification using a hybrid approach of rough set theory and particle swarm optimization methods. Rough set theory deals with incompleteness and vagueness among data, which property may be utilized for detecting arbitrarily shaped and sized clusters in satellite images. To enable fast automatic clustering of multispectral remote sensing imagery, in this article, we propose a rough set-based heuristical decision rule generation algorithm. For rough-set-theoretic decision rule generation, each cluster is classified using heuristically searched optimal reducts to overcome overlapping cluster problem. This proposed unsupervised algorithm is able to identify clusters utilizing particle swarm optimization based on rough set generated membership values. This approach addresses the overlapping regions in remote sensing images by uncertainties using rough set generated membership values. Particle swarm optimization is a population-based stochastic optimization technique, inspired from the social behavior of bird flock. Therefore, to predict pixel classification of remote sensing imagery, we propose a particle swarm optimization-based membership correction approach over rough set-based initial decision rule generation. We demonstrate our algorithm for segmenting a LANDSAT image of the catchment area of Ajoy River. The newly developed algorithm is compared with fuzzy C-means and K-means algorithms. The new algorithm generated clustered regions are verified with the available ground truth knowledge. The validity analysis is performed to demonstrate the superior performance of our new algorithms with K-means and fuzzy C-means algorithms.",NA,NA,10.1007/978-81-322-2544-7_10,"{calibration,validation}",excluded,"{""No societal value context"",""Data is not valued""}"
Multilevel Segmentation Algorithm For Agricultural Parcel Extraction From A Semantic Boundary,"Parcels are the basic unit of crop planting and management. Therefore, parcelwise farmland data become the fundamental basis for precision agriculture applications, and the extraction of parcels from high-resolution remote sensing images is of great importance. The deep learning-based edge detection methods have achieved superior performance, but these methods output edge intensity maps with pixel values from 0 to 255 in raster format. Vectorization, which transforms the rasterized data into vectors, is an important post-processing procedures. In this process, segmentation and thinning are two key steps for deriving the one-pixel-wide binary edge, however, the traditional method suffers deviation from the actual edge and the unclosed edge. To address these problems, based on the hypothesis that the larger the edge intensity value is, the greater the likelihood that the pixel is on or near the boundary, we developed a multilevel segmentation method for agricultural parcel extraction from a semantic boundary, which prioritizes using the pixels with high intensity to ensure that the extracted boundaries adhere closely to the actual boundaries and the pixels with low intensity connect the unclosed boundaries, thus simultaneously improving the fidelity and completeness of boundaries. We selected images acquired in Hangzhou Bay and Denmark to test our method, and the result demonstrates that our method can accurately extract agricultural parcels. Compared with the single threshold segmentation method, our method shows higher boundary fidelity and completeness. Compared with the state-of-the-art method, our method achieves competitive performance in traditional metrics but outperforms edge preservation and one-to-one correspondence between the extracted parcel and actual parcel. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",2023,"{""Chen, T."",""Chen, Y."",""He, Z."",""Wu, N."",""Wu, W."",""Yang, H.""}",10.1080/01431161.2023.2174386,{},excluded,"{""Data is not valued""}"
