title,author,year,n_tokens,summary,error,pass,screening_decision,reason_for_exclusion,Quick notes,economic_method,societal_benefit,value_units,eo_data,applied_science_theme,Notes
Grassland Wildfires in the Southern Great Plains: Monitoring Ecological Impacts and Recovery,"Steiner, Jean L. and Wetter, Jeffrey and Robertson, Shelby and Teet, Stephen and Wang, Jie and Wu, Xiaocui and Zhou, Yuting and Brown, David and Xiao, Xiangming",2020,10253,"In the paper ""Grassland Wildfires in the Southern Great Plains: Monitoring Ecological Impacts and Recovery,"" the authors employed various remote sensing methods to assess the societal benefits of satellite or Earth observation data in the context of grassland wildfires. Here's a summary of the methods used, particularly focusing on how they estimated or quantified societal benefits:    1. **Study Area and Data Collection**: The study focused on three major wildfires that occurred in 2016 and 2017 (Anderson Creek, Starbuck, and Perryton) across Texas, Oklahoma, and Kansas. The authors delineated the burned areas using the Landsat-derived Normalized Burn Ratio-Thermal (NBR-T) to create a clear visual representation of the wildfire impacts.    2. **Plot Selection**: The authors selected five paired burned and unburned plots (33 km² each) from the wildfire-affected areas, ensuring that the plots were similar in terms of elevation, slope, soil type, and land cover. This careful selection was crucial for comparing the ecological recovery between burned and unburned areas.    3. **Remote Sensing Indices**: The authors evaluated several satellite-based indices:     - **Normalized Difference Vegetation Index (NDVI)**: Used to assess vegetation greenness and biomass recovery.     - **Enhanced Vegetation Index (EVI)**: Related to vegetation chlorophyll content, providing insights into vegetation health.     - **Leaf Water Stress Index (LSWI)**: Measured water content in vegetation and soils, showing pronounced responses to fire events.     - **Gross Primary Productivity (GPP)**: Estimated biomass productivity, providing critical information for post-fire grazing management.    4. **Data Processing**: MODIS (Moderate Resolution Imaging Spectroradiometer) surface reflectance data was used, interpolated, and smoothed using Python to create continuous time-series data of the vegetation indices. This facilitated a more detailed analysis of vegetation recovery over time.    5. **Statistical Analysis**: The authors computed mean values and standard deviations for NDVI, EVI, LSWI, and GPP from the burned and unburned plots. They compared these values from the year of the fire to three years prior, allowing for the assessment of the ecological impacts of the fire and the rate of recovery.    6. **Interpreting Societal Benefits**: The study highlighted how the information derived from remote sensing could guide agricultural operations, particularly in the management of grazing post-wildfire. GPP data, for instance, helped livestock operators make informed decisions about restocking cattle in the aftermath of wildfires, thereby supporting economic stability in the region. The LSWI provided insights into the extent of the wildfire's impact, assisting federal agencies and conservation programs in targeting recovery resources effectively.    In conclusion, the methods employed in this study not only provided valuable ecological data but also demonstrated the practical applications of satellite-based remote sensing in managing the socio-economic repercussions of wildfires in grassland ecosystems. The integration of these methods supports timely decision-making for recovery and management, emphasizing the societal benefits of utilizing Earth observation data in agricultural contexts.",NA,1,Exclude,Does not value data,,,,,,,
Input Data Resolution Affects the Conservation Prioritization Outcome of Spatially Sparse Biodiversity Features,"Tanhuanpaa, Topi and Mikkonen, Ninni and Kujala, Heini and Heinaro, Einari and Mayra, Janne and Kumpula, Timo",2023,9855,"The paper explores the effects of spatial resolution on the conservation prioritization of biodiversity in forested ecosystems, specifically focusing on the societal benefits of using high-resolution satellite or Earth Observation (EO) data. Below is a summary of the methods employed in the study:    1. **Study Area and Data Collection**: The study was conducted in southern Finland, covering a mosaic of managed and conserved forests. It utilized a combination of high-resolution remote sensing datasets, including airborne laser scanning (ALS) and hyperspectral data, to generate detailed forest feature layers. The data included tree species, tree height, and downed deadwood (DDW) attributes.    2. **Feature Layer Production**: The researchers produced feature layers that describe forest characteristics using object-based mapping methods. These features were derived from the high-resolution remote sensing data, which allowed for detailed ecological indicators to be identified, such as the presence and size of individual trees and deadwood.    3. **Spatial Resolution Variability**: The study executed six prioritization analyses, each with the same set of input features but at different spatial resolutions: 16 m, 32 m, 48 m, 64 m, 80 m, and 96 m. This approach aimed to assess how increasing cell size affects conservation outcomes.    4. **Zonation Software**: The prioritization of forest areas for conservation was conducted using Zonation software. This software applies systematic conservation planning principles, optimizing the selection of priority areas to maximize the representation of all input biodiversity features while minimizing conservation costs.    5. **Benefit Functions**: To quantify the societal benefits of conservation, the authors implemented benefit functions that estimate the value of protecting specific features based on their distribution. This is linked to the species-area relationship, where the protection of features increases as the fraction of their total distribution is covered.    6. **Error Analysis**: The study assessed conservation error by comparing results from coarser resolutions to a baseline set at 16 m resolution. They calculated the overlap between priority areas identified at different resolutions and evaluated the relative loss of biodiversity feature protection as cell size increased.    7. **Comparative Analysis**: The authors systematically compared the conservation outcomes across the different resolutions, focusing on how the resolution affects the representation of both common and rare biodiversity features in the top-ranked conservation areas.    8. **Findings**: The results indicated that coarser spatial resolutions led to significant conservation errors, particularly for rare and scattered features. The study emphasized the importance of using high-resolution data to maintain the integrity of conservation prioritization and to ensure that ecological key components are effectively represented.    Overall, the methods used in this study highlight the critical role of high-resolution EO data in improving conservation planning by enabling more accurate assessments of biodiversity features and their spatial distributions. The findings underscore the societal benefits of integrating advanced remote sensing technologies into ecological decision-making processes.",NA,1,Include,,"""Our focus was not on the accuracy of state-of-the-art object-based methods, but on the effect their output detail has on conservation outcomes.""",conservation prioritization,conservation outcomes,error in conservation prioritization,airborne remote sensing,conservation,cool example - go beyond validation to effects on outcomes
"Active Fire Monitoring of Thailand and Upper Asean by Earth Observation Data: Benefits, Lessons Learned, and What Still Needs to Be Known","Tanpipat, V. and McCarty, J. L. and Davies, D. and Schroeder, W. and Elvidge, C.",2023,7751,"The paper by Tanpipat et al. explores the methods used for active fire monitoring in Thailand and the Upper ASEAN region, focusing on the societal benefits of satellite or Earth observation data. Here’s a summary of the methods used to estimate or quantify those benefits, particularly in relation to fire monitoring:    ### Methods Overview:    1. **Data Sources and Systems**:     - **NASA’s Fire Information for Resource Management System (FIRMS)**: This system provides global active fire information derived from MODIS (Moderate Resolution Imaging Spectroradiometer) and VIIRS (Visible Infrared Imaging Radiometer Suite) data. It offers near real-time data delivery and has become crucial for daily fire monitoring and management.     - **NOAA’s VIIRS Active Fire Alert System**: Similar to FIRMS, this system delivers fire detection data to users in Thailand and neighboring countries, emphasizing timely information on fire location, timing, and intensity.     - **VIIRS Nightfire Alert System**: Developed for detecting infrared emitters, this system enhances nighttime fire monitoring capabilities and is particularly useful for tracking wildfires and gas flares.    2. **Field Validation**:     - Field validation campaigns have been conducted to assess the accuracy of satellite-derived active fire products. These validations have shown high accuracy rates (up to 98% with VIIRS data), which provides confidence in using satellite data for operational fire management and smoke haze control.    3. **Integration of Satellite and Ground-Based Data**:     - The paper highlights that while satellite-derived active fire information is beneficial, it is most effective when combined with traditional ground-based fire monitoring methods. This hybrid approach enhances the overall effectiveness of fire control efforts.    4. **Training and Capacity Building**:     - The authors emphasize the importance of training programs for local stakeholders to understand and utilize satellite data effectively. Workshops and training sessions organized by regional bodies, such as the Asian Forest Cooperation Organization (AFoCo), promote the use of satellite data in fire management practices.    5. **Societal Benefits Assessment**:     - The societal benefits of active fire monitoring are quantified through its application in smoke haze control, management, and mitigation. The systems provide real-time data that empowers citizens and local authorities to monitor fire incidents and enhance public awareness regarding air quality issues.     - The paper discusses how active fire monitoring systems contribute to decision-making processes, which can lead to better management of fire incidents and reduction of smoke haze impacts on health and the environment.    6. **Challenges and Recommendations**:     - The authors address the challenges faced in using satellite data, such as cloud cover obscuring observations and the need for faster delivery of fire information. They advocate for advancements in geostationary fire detection technologies and the incorporation of ancillary data (e.g., land cover, soil moisture) to improve fire management capabilities.    ### Conclusion:  The methodology described in the paper emphasizes the integration of satellite data with ground-based monitoring, field validation, training for users, and the assessment of societal benefits as key factors in effective fire management strategies in Thailand and the Upper ASEAN region. The ongoing development and refinement of these methods are crucial for addressing the challenges posed by wildfires and smoke haze in the region.",NA,1,Exclude,Does not value data,,,,,,,
Use and Benefits of Nasa's Recover for Post-Fire Decision Support,"Toombs, William and Weber, Keith and Stegner, Tesa and Schnase, John L. and Lindquist, Eric and Lippitt, Frances",2018,5625,"The paper titled ""Use and Benefits of NASA's Recover for Post-Fire Decision Support"" evaluates the effectiveness of the NASA Rehabilitation Capability Convergence for Ecosystem Recovery (Recover) post-fire decision support system. The authors utilized semi-structured interviews with land managers who had used the Recover system on over 715,000 hectares of fire-affected lands. Here’s a summary of the key methods used to estimate or quantify the societal benefits of satellite or Earth Observation data:    1. **Semi-Structured Interviews**: The research involved conducting 19 semi-structured interviews with personnel from various federal, state, and local agencies. These participants were responsible for post-fire rehabilitation efforts and had utilized the Recover system. The interviews aimed to gather qualitative insights on how the Recover system was employed, the features deemed most beneficial, and the impact on decision-making.    2. **Quantification of Time and Cost Savings**: Participants were asked to quantify the time saved and monetary benefits derived from using Recover. Specifically, they reported a cumulative saving of approximately 800 hours of staff time, which translated to about $43,000 in data collection costs. Additionally, the interviews highlighted instances where the information provided by Recover enabled better-informed decisions, resulting in significant cost savings from avoided expenses (e.g., not undertaking unnecessary treatments).    3. **Monetary Valuation of Information**: The authors sought to assign a monetary value to the benefits derived from the information generated by Recover. When participants provided ambiguous or rough estimates regarding time and cost savings, the authors assigned values based on public records of hourly wages for federal employees. They also noted specific examples where decisions based on Recover’s data resulted in substantial cost avoidance, such as not spending $500,000 on a wood mulch application after assessing debris-flow probabilities.    4. **Analysis of Decision-Making Impact**: The study analyzed the qualitative data collected from interviews to identify themes regarding the impact of Recover on decision-making. This included assessing how the system reduced uncertainty in post-fire planning and facilitated better communication among agencies, ultimately enhancing the effectiveness of rehabilitation efforts.    5. **Societal Benefits Consideration**: Although quantifying indirect benefits was challenging, the research considered broader societal impacts, such as improvements in ecosystem recovery, recreational opportunities, and land use, as a result of better-informed decisions made possible by Recover.    Overall, the methods employed in this study reflect a combination of qualitative and quantitative approaches aimed at highlighting the economic and social value of Earth Observation data in post-fire recovery contexts. The findings suggest that the Recover system significantly enhances decision-making efficiency and effectiveness, leading to substantial cost savings and better environmental outcomes.",NA,1,Include,,"""Although the benefit of better-informed decisions is difficult to quantify, the results of this study illustrate that RECOVER�s decision support capabilities provided information to land managers that either validated or altered their decisions on post-fire treatments estimated at over $1.2 million (USD) and saved nearly 800 hours of staff time by streamlining data collection as well as communication with local stakeholders and partnering agencies.""",structured interviews,Efficiency in post-fire decisionmaking,dollars; staff hours,RECOVER,wildfire,good example
Global Flood Mapper: A Novel Google Earth Engine Application for Rapid Flood Mapping Using Sentinel-1 Sar,"Tripathy, Pratyush and Malladi, Teja",2022,12471,"The paper ""Global Flood Mapper: A Novel Google Earth Engine Application for Rapid Flood Mapping Using Sentinel-1 SAR"" presents a novel web application aimed at improving the accessibility and usability of satellite data for flood mapping. The authors highlight a critical gap in the use of remote sensing technologies in real-time disaster management and emergency planning.    ### Key Methods:    1. **Development of Global Flood Mapper (GFM)**:     - The GFM is a graphical user interface (GUI) application built on Google Earth Engine (GEE) that allows users to generate flood maps from Sentinel-1 synthetic aperture radar (SAR) data without programming knowledge.     - Users can easily select areas of interest and flood event dates, making the application user-friendly for practitioners and first responders.    2. **Flood Mapping Algorithm**:     - The algorithm builds on existing methods, particularly the approach by Devries et al. (2020), which uses a long-term pre-flood image collection to determine mean and standard deviation for each pixel. This method enhances the detection of anomalies during flooding by calculating z-scores.     - The GFM processes both ascending and descending orbits of Sentinel-1 images to capture flood extents more comprehensively, especially in large or rapidly changing flood scenarios.    3. **Enhancements to Existing Methods**:     - **Slope and Elevation Masking**: The authors introduce parameters that allow for the exclusion of pixels above certain elevation and slope thresholds, reducing false positives in hilly terrains.     - **Flexible Date Range Selection**: Instead of targeting a single flood date, users can select a range of dates to ensure that the flood extent is captured more effectively.     - **Combining VV and VH Bands**: The application computes flood extents using both the vertical (VV) and horizontal (VH) polarization bands of the Sentinel-1 data, which helps improve classification accuracy and reduce false positives.    4. **Validation and Comparison**:     - The results from the GFM are compared with flood maps derived from Sentinel-2 optical data and field photographs, demonstrating the precision of the SAR-based flood maps.     - The authors validate their approach by using field photographs taken before and during floods to corroborate the flood extents generated by the GFM.    5. **Societal Benefits**:     - The GFM aims to bridge the gap between advanced satellite remote sensing technologies and their practical applications in disaster response, making critical information about flood extents readily accessible to emergency management professionals.     - By simplifying the process of flood mapping, the GFM enhances decision-making capabilities during crises, ultimately contributing to more effective disaster response and risk management strategies.    ### Conclusion:  The paper emphasizes the potential of the GFM as a tool that democratizes access to satellite data for flood mapping, enabling timely and accurate information dissemination during emergencies. The integration of advanced methodologies within a user-friendly platform represents a significant advancement in the application of Earth Observation data for societal benefit, particularly in the context of increasing flood risks due to climate change.",NA,1,Exclude,Does not value data,,,,,,,calibration/validation
"Cross-Scale Sensing of Field-Level Crop Residue Cover: Integrating Field Photos, Airborne Hyperspectral Imaging, and Satellite Data","Wang, S. and Guan, K. and Zhang, C. and Zhou, Q. and Wang, S. and Wu, X. and Jiang, C. and Peng, B. and Mei, W. and Li, K. and Li, Z. and Yang, Y. and Zhou, W. and Huang, Y. and Ma, Z.",2023,16227,"The paper presents a novel method for quantifying crop residue cover and tillage intensity using a cross-scale sensing framework that integrates field photos, airborne hyperspectral imaging, and satellite data. Here’s a summary of the methods used to estimate societal benefits from satellite or Earth Observation data:    ### 1. **Data Collection and Ground Truthing**  - **Field Photos**: The authors collected 6,719 ground photos from corn and soybean fields to derive accurate crop residue cover fractions. These photos were taken from a nadir position and geo-tagged using GNSS.  - **Airborne Hyperspectral Imaging**: Three flights were conducted to capture high-resolution hyperspectral data (0.5 m spatial resolution, 356 spectral bands), which provided detailed spectral information essential for analyzing crop residue.      ### 2. **Data Processing**  - **Semi-Automatic Labeling**: A computer vision approach was utilized to semi-automatically label the ground photos for crop residue cover. This involved using a deep learning model (ResNet-50) for initial predictions followed by image segmentation to refine the labels.  - **Hyperspectral Data Processing**: The airborne hyperspectral data underwent geometric and atmospheric corrections to ensure high-quality surface reflectance data was obtained.    ### 3. **Model Development**  - **Convolutional Neural Networks (CNN)**: A 1D CNN was developed to predict crop residue fractions using the processed airborne hyperspectral reflectance data as input. The model was trained on the labeled ground photo data.  - **Multilayer Perceptron (MLP)**: An MLP model was created to upscale the airborne-derived estimates to satellite resolution using harmonized Landsat and Sentinel-2 data.    ### 4. **Integration and Upscaling**  - The framework integrates ground, airborne, and satellite data through deep learning to derive field-level estimates of crop residue cover. The airborne hyperspectral data provided a quasi-ground truth that was used to calibrate satellite observations effectively.  - The study compared two upscaling approaches: one using the airborne data as an intermediate step and a direct ground-to-satellite upscaling method. The cross-scale sensing method showed superior performance (R² = 0.67, relative RMSE = 17.53%) compared to direct upscaling (R² = 0.22, relative RMSE = 32.09%).    ### 5. **Key Findings and Implications**  - The analysis revealed that shortwave infrared wavelengths (especially between 2100-2300 nm) were crucial for accurately predicting crop residue cover.  - The integration of multi-source data significantly improved the accuracy of crop residue estimates, which are vital for evaluating conservation practices and understanding biogeochemical processes in agroecosystems.  - The framework demonstrates the potential for cost-effective and scalable monitoring of agricultural practices over large regions, thereby providing valuable data for policymakers and stakeholders in sustainable agriculture.    ### Conclusion  The study emphasizes the importance of multi-source remote sensing data and advanced machine learning techniques in improving the accuracy of agricultural monitoring. This integration can enhance the evaluation of conservation programs and contribute to sustainable agricultural practices, highlighting the societal benefits of satellite and Earth observation data.",NA,1,Exclude,Does not value data,,,,,,,calibration/validation
Normalizing Land Surface Temperature for Environmental Parameters in Mountainous and Urban Areas of a Cold Semi-Arid Climate,"Weng, Qihao and Firozjaei, Mohammad Karimi and Kiavarz, Majid and Alavipanah, Seyed Kazem and Hamzeh, Saeid",2019,16423,"The paper presents a study focused on normalizing land surface temperature (LST) derived from satellite imagery relative to environmental parameters in mountainous and urban areas. The authors developed and compared two physical models based on energy balance equations for LST normalization: a dual-source energy balance model (dual-EB) and a triple-source energy balance model (triple-EB). Below is a summary of the methods used in the study:    ### Data Collection  - **Remote Sensing Imagery**: Landsat 8 thermal infrared data was used, along with MODIS water vapor products.  - **Meteorological and Climatic Data**: Collected from synoptic stations, including air temperature, pressure, humidity, wind speed, and incoming radiation.  - **Soil Temperature Data**: Measured using data loggers at various locations in the study area.    ### Modeling Approaches  1. **Energy Balance Models**:     - **Dual-EB Model**: This model accounts for two fractions—vegetation and soil—and employs either regional or local optimization strategies for normalization.     - **Triple-EB Model**: This model includes three fractions—vegetation, soil, and built-up land—also utilizing regional or local optimization strategies.    2. **Optimization Strategies**:     - **Regional Optimization**: This approach uses values from all pixels in the study area to estimate parameters simultaneously.     - **Local Optimization**: Each pixel is optimized individually using values from neighboring pixels, which allows for better representation of localized conditions.    3. **Parameter Estimation**:     - The optimization involved calculating unknown parameters related to LST normalization using the Partial Least Squares (PLS) method, which accommodates dependent parameters and smaller sample sizes.    4. **Model Evaluation**:     - The accuracy of modeled LST was evaluated by comparing it with LST derived from satellite imagery and soil temperature data collected by ground-based devices. Evaluation metrics included correlation coefficients and root mean square error (RMSE).    5. **Normalization Process**:     - Normalization aimed to eliminate the effects of environmental parameters on LST. The authors calculated the variance of normalized LST values to assess the effectiveness of their models.    ### Results  - The study found that the use of local optimization strategies significantly improved the accuracy of LST normalization compared to regional strategies.  - The triple-EB model consistently outperformed the dual-EB model in LST normalization, indicating that including built-up land as a separate fraction is crucial for accurate modeling.    ### Conclusion  The research highlights the importance of normalizing LST with respect to environmental parameters, particularly in heterogeneous landscapes. The developed models are applicable for various environmental monitoring and management applications, reinforcing the significance of accurate LST data for effective decision-making.    This paper contributes to the understanding of LST dynamics and the effectiveness of different modeling approaches in normalizing satellite-derived data in relation to environmental factors.",NA,1,,,,,,,,,
Historical Eco-Environmental Quality Mapping in China with Multi-Source Data Fusion,"Wu, S. and Cao, L. and Xu, D. and Zhao, C.",2023,16295,"The paper titled ""Historical Eco-Environmental Quality Mapping in China with Multi-Source Data Fusion"" employs several innovative methods to estimate and quantify the societal benefits of satellite or Earth Observation data through the evaluation of eco-environmental quality (EEQ) in China from 2000 to 2017. Below is a summary of the key methods used in the study:    1. **Multi-Source Data Integration**: The study utilizes a variety of remote sensing datasets, including precipitation, temperature, net primary productivity, vegetation coverage, digital elevation models, land-use/cover change, population data, and potential evapotranspiration. The integration of these diverse datasets is crucial for constructing a comprehensive eco-environmental quality assessment system.    2. **Entropy Value Method**: The entropy value method is applied to quantify the importance of different indicators in the evaluation system. This objective approach helps to derive weights for the selected indicators based on their variability and information content, thereby minimizing the subjective influence that could arise from human judgment.    3. **Modified Remote Sensing Eco-Environmental Quality Index (M-RSEQI)**: The authors develop the M-RSEQI as a novel evaluation system for EEQ. This index is constructed through the standardization of various indicators, allowing them to be converted into a dimensionless format for comparative analysis. The methodology includes extreme difference standardization to account for both positive and negative indicators.    4. **Statistical Analysis**: A one-dimensional linear regression model is employed to analyze the temporal trends and spatial changes in EEQ over the study period. The slope of the regression line indicates whether there is an increase or decrease in EEQ, and the magnitude of the slope reflects the rate of change.    5. **Covariance Analysis for Indicator Selection**: To ensure that the selected indicators do not exhibit multicollinearity, a covariance diagnostic analysis is performed using variance inflation factors (VIF) and tolerance. This step is essential for confirming the appropriateness of the chosen indicators for the EEQ assessment.    6. **Trend Analysis**: The study performs a spatial and temporal analysis of EEQ to identify patterns and trends across different regions in China. The results indicate regions of improvement and decline in EEQ, which can inform environmental policies and management practices.    7. **Future Projections**: Using scenarios based on shared socioeconomic pathways (SSPs) and representative concentration pathways (RCPs), the study also forecasts potential future trends in EEQ. This aspect of the research highlights the applicability of remote sensing data for predicting long-term environmental changes and for informing decision-making processes.    8. **Visual Data Representation**: The findings are illustrated through various figures and tables that depict the spatial distribution and classification of EEQ across China, allowing for an intuitive understanding of the data and its implications.    In sum, the methods employed in the paper provide a rigorous framework for evaluating eco-environmental quality using remote sensing data, emphasizing the importance of objective analysis and the societal benefits that can arise from informed environmental protection policies.",NA,1,,,,,,,,,
"Mapping Daily Evapotranspiration at Field Scale Using the Harmonized Landsat and Sentinel-2 Dataset, with Sharpened Viirs as a Sentinel-2 Thermal Proxy","Xue, Jie and Anderson, Martha C. and Gao, Feng and Hain, Christopher and Yang, Yun and Knipper, Kyle R. and Kustas, William P. and Yang, Yang",2021,27133,"The paper by Xue et al. (2021) focuses on estimating daily evapotranspiration (ET) at a field scale using a combination of satellite data, specifically the Harmonized Landsat and Sentinel-2 (HLS) dataset and the Visible Infrared Imaging Radiometer Suite (VIIRS). The methods employed to assess and quantify the societal benefits of this approach are detailed below:    ### 1. **Data Integration and Fusion**     - The study integrates thermal infrared (TIR) data from VIIRS with surface reflectance data from Landsat and Sentinel-2 to enhance ET mapping frequency and accuracy. The VIIRS data acts as a thermal proxy to fill the gap left by Sentinel-2’s lack of a thermal sensor.     - A **Data Mining Sharpener (DMS)** technique is utilized to sharpen the VIIRS TIR data to a 30 m resolution, aligning it with the spatial resolution of Landsat and Sentinel-2 surface reflectance data. This involves establishing non-linear relationships between surface reflectance and TIR data, allowing for better spatial coherence in the ET estimates.    ### 2. **Energy Balance Modeling**     - The **Alexi/Disalexi modeling framework** is employed for ET estimation, which uses a two-source energy balance model. This approach allows partitioning of fluxes into soil and canopy components based on TIR data, which is crucial for accurate ET modeling.     - The model runs at different scales, from regional (4 km resolution) to local (30 m resolution), allowing for spatial disaggregation of ET estimates.    ### 3. **ET Retrievals and Comparison**     - ET estimates from the fused data (Landsat + VIIRS-Sentinel-2) are compared with ground-based flux tower measurements to evaluate accuracy. Mean Absolute Error (MAE) is used as a performance metric, with results showing comparable accuracy between the fused ET estimates and those derived solely from Landsat data.     - The paper highlights the performance of the retrievals under varying conditions, assessing the impact of cloud cover, sensor view angles, and the efficacy of cloud masking techniques.    ### 4. **Temporal Sampling Assessment**     - The study evaluates the value added by increased temporal sampling from the VIIRS data, particularly in capturing rapid changes in ET during critical agricultural periods, such as droughts or irrigation cycles. This is particularly beneficial in regions prone to cloud cover where Landsat data may be limited.     - The benefits of using the fused data are illustrated not just in retrospective analyses but also in real-time applications, suggesting that operational ET monitoring can be improved with this approach.    ### 5. **Error Analysis and Cloud Masking**     - The authors address the limitations of cloud masking techniques that can lead to erroneous ET estimates. They introduce a new cloud screening method based on historical climatology to improve the detection of cloud-affected pixels in the VIIRS data, thus enhancing the quality of ET retrievals.     - The study discusses the systematic underestimation of VIIRS TIR data at high view angles, which can lead to inaccuracies in ET estimations, and suggests cautious use of such data.    ### Conclusion  The combined use of Landsat, Sentinel-2, and VIIRS data allows for enhanced monitoring of evapotranspiration at finer spatial resolutions and increased temporal frequencies. The methods outlined in the paper demonstrate significant potential for improving agricultural water management practices by providing timely and accurate ET information, ultimately contributing to more sustainable water resource management. The study underscores the importance of integrating multiple satellite data sources to overcome individual sensor limitations, enhancing the capability for real-time agricultural monitoring and decision-making.",NA,1,,,,,,,,,
Deep Learning--Based Monitoring Sustainable Decision Support System for Energy Building to Smart Cities with Remote Sensing Techniques,"Yue, W. and Yu, C. and Antonidoss, A. and Anbarasan, M.",2022,10519,"The paper presents a Deep Learning-based Sustainable Decision Support System (DLS DSS) aimed at enhancing energy management in smart cities through the integration of Internet of Things (IoT) and remote sensing techniques. The methods employed in this study to estimate and quantify the societal benefits of satellite or Earth Observation data include:    1. **Data Collection and Preprocessing**: The study emphasizes the importance of gathering data from various sources, including sensor networks within smart buildings. Data preprocessing involves cleaning, normalizing, and standardizing the collected data to ensure accuracy and reliability in the subsequent analysis.    2. **Deep Learning Algorithms**: The DLS DSS utilizes deep learning techniques to classify buildings based on energy efficiency. A neural network architecture is employed to analyze the time-series data, which allows for predicting energy consumption patterns effectively. The paper discusses the architecture, including the input layer, hidden layers, and output layer, detailing how data flows through the network to generate predictions.    3. **Energy Demand Forecasting**: The system forecasts building energy demands by analyzing historical data and current sensor readings. The deep learning model is trained to predict future energy usage based on various parameters, thereby allowing for optimized energy distribution and management.    4. **Performance Metrics**: To quantify the societal benefits, the paper measures various performance indicators such as accuracy (97.67%), time complexity (98.7%), energy consumption rate (98.2%), load shedding ratio (95.8%), and energy efficiency (95.4%). These metrics provide insights into the effectiveness of the DLS DSS in improving energy management and reducing waste.    5. **Experimental Validation**: The proposed methods are validated through experiments that benchmark the DLS DSS against existing systems. Results indicate significant improvements in energy efficiency and accuracy in energy demand forecasting, demonstrating the system's potential benefits for urban energy management.    6. **Decision Support Framework**: The DLS DSS provides a decision support framework that integrates real-time data analysis with predictive modeling. This framework aids city planners and energy managers in making informed decisions about energy usage, infrastructure investments, and sustainability initiatives.    In summary, the methods in this paper leverage deep learning and IoT technologies to optimize energy management in smart cities, with a strong focus on data accuracy and predictive power, leading to enhanced sustainability and reduced energy consumption.",NA,1,,,,,,,,,
Is Acoustic Tracking Appropriate for Air-Breathing Marine Animals? Dugongs as a Case Study,"Zeh, Daniel R. and Heupel, Michelle R. and Limpus, Colin J. and Hamann, Mark and Fuentes, Mariana M. P. B. and Babcock, Russel C. and Pillans, Richard D. and Townsend, Kathy A. and Marsh, Helene",2015,14003,"The paper ""Is Acoustic Tracking Appropriate for Air-Breathing Marine Animals? Dugongs as a Case Study"" by Daniel R. Zeh et al. explores the effectiveness of satellite and acoustic telemetry for tracking dugong movements in Moreton Bay, Queensland, Australia. The study aims to compare the benefits and limitations of both tracking methods, assess their costs, and relate the data to the management of dugong habitats, particularly in terms of protecting them from vessel strikes.    ### Methods Summary    1. **Study Area and Species**:     - The research was conducted in Moreton Bay, an urbanized coastal area adjacent to the port of Brisbane, known for its dugong population. The study involved tracking 21 captured dugongs fitted with both GPS and acoustic transmitters.    2. **Telemetry Technologies**:     - **GPS Telemetry**: GPS units provided location data at hourly intervals. The data were filtered to remove duplicates, spurious points, and to retain the most accurate location fixes.     - **Acoustic Telemetry**: Acoustic transmitters emitted signals detected by a network of 28 receivers deployed across the study area. The presence of dugongs was recorded when they were within the range of the receivers.    3. **Data Collection**:     - Data were collected during two periods (July–September 2012 and July 2013). Tracking aimed to understand dugong movement patterns, habitat utilization, and to evaluate the effectiveness of ""go slow"" zones designed to reduce vessel strikes.    4. **Data Analysis**:     - **Activity Space Estimation**: The study calculated Minimum Convex Polygons (MCPs) and Kernel Utilization Distributions (KUDs) to define the extent of dugong movements using both GPS and acoustic data. The overlap between the two methods was analyzed to assess consistency.     - **Day-Night Comparisons**: The data were divided into day and night periods to evaluate differences in activity and habitat use.     - **Cost Analysis**: A cost comparison was conducted for both telemetry methods, considering equipment, operational costs, and logistical challenges associated with capturing the dugongs.    5. **Performance Metrics**:     - The study assessed the reliability of presence and movement data from both telemetry methods. It compared metrics such as tracking duration, activity space size, and the percentage of time spent within designated management areas (like seagrass beds and go slow zones).    6. **Conclusions**:     - The analysis revealed that both telemetry systems provided reliable data, but their effectiveness varied based on the research questions, the spatial characteristics of the study area, and the behavior of the dugongs.     - Acoustic telemetry showed promise as a cost-effective tool for monitoring dugong habitat use, especially in areas with established receiver arrays, while GPS tracking was favored for broader-scale movements beyond the array's range.    Overall, the study emphasized the importance of selecting appropriate telemetry methods based on specific research needs and the ecological context of the species being studied. The findings contribute to conservation efforts by providing insights into dugong movement patterns and habitat use in relation to human activities.",NA,1,,,,,,,,,
