title,author,year,key,n_tokens,summary,error,pass,screening_decision,reason_for_exclusion,quick_notes,econ_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
Resilience Aspects in the Sensor Web Infrastructure for Natural Disaster Monitoring and Risk Assessment Based on Earth Observation Data,"Kussul, Nataliia and Skakun, Sergii and Shelestov, Andrii Yu and Kussul, Olga and Yailymov, Bohdan",2014,kussul_resilienceaspectssensorweb_2014,7777,"The paper presents a method for assessing the societal benefits of Earth Observation (EO) data through the development of a resilient sensor web infrastructure for disaster monitoring and risk assessment. The approach integrates heterogeneous EO data from satellite and in-situ sources, emphasizing the use of grid computing resources to enhance data processing capabilities and redundancy.    Key methods include:    1. **Utility-Based Reputation Model**: This model evaluates the reliability of service providers based on their adherence to service level agreements (SLAs). It incorporates a utility function that penalizes providers for not meeting SLAs, enabling the selection of trustworthy resources.    2. **Grid Services Integration**: By utilizing grid services, the system ensures high-performance computing and enables the quick acquisition and processing of EO data, facilitating timely disaster response.    3. **Simulation Experiments**: The authors conducted simulations to evaluate service selection based on reputation, demonstrating that the proposed scheduler effectively minimized the use of unreliable services, thus enhancing system resilience.    4. **Pilot Implementation**: The methodology was tested in the Namibia Sensor Web pilot project, which provided real-time flood mapping services, illustrating the practical application of the proposed framework in disaster management scenarios.    The combined application of these methods quantifies benefits such as improved response times and reliable data delivery in disaster situations.",NA,1,,,,,,,,,
Ocean Colour Opportunities from Meteosat Second and Third Generation Geostationary Platforms,"Kwiatkowska, Ewa J. and Ruddick, Kevin and Ramon, Didier and Vanhellemont, Quinten and Brockmann, Carsten and Lebreton, Carole and Bonekamp, Hans G.",2016,kwiatkowska_oceancolouropportunitiesmeteosat_2016,10616,"The paper discusses the development of operational ocean color products from EUMETSAT's geostationary SEVIRI (Spinning Enhanced Visible and Infrared Imager) and the upcoming MTG (Meteosat Third Generation) satellites. The methodology focuses on user requirement surveys, which gather input from various stakeholders, including national agencies and scientific communities, to identify the needed water quality parameters for monitoring marine and inland waters.     The authors emphasize the importance of high temporal resolution data to capture rapidly changing marine processes, such as sediment transport and harmful algal blooms. They detail the integration of SEVIRI's data with that from polar-orbiting satellites to enhance coverage and product accuracy. Atmospheric correction algorithms are developed, accounting for factors such as Rayleigh scattering and aerosol properties, to improve the retrieval of water quality indicators.     The paper also evaluates the performance limitations of SEVIRI due to its spectral resolution and spatial coverage, proposing the MTG FCI (Flexible Combined Imager) as a means to enhance product capabilities. Ultimately, the study aims to provide long-term data products that support regulatory frameworks like the EU Water Framework Directive and the Marine Strategy Framework Directive.",NA,1,,,,,,,,,
Estimating the Societal Benefits of Satellite Instruments: Application to a Break-Even Analysis of the Geoxo Hyperspectral Ir Sounder,"Lauer, Christopher and Conran, Joseph and Adkins, Jeffery",2021,lauer_estimatingsocietalbenefitssatellite_2021,9564,"The paper employs a value of information (VOI) framework to estimate the societal benefits of the Geostationary Hyperspectral Infrared Sounder (HSS) for NOAA's GEOXO program. A break-even analysis is conducted to assess whether the expected benefits of the HSS exceed its costs. The study involves identifying potential benefits through case studies focused on three scenarios: (1) reductions in weather-related airline delay costs due to improved severe weather forecasts, (2) enhancements in electricity demand forecasting accuracy, and (3) decreased evacuation costs from better hurricane track predictions.     Observing System Simulations (OSSE) and Observing System Experiments (OSE) are utilized to simulate the impacts of HSS data on numerical weather prediction models, comparing outcomes with and without the new data. Value chain mapping and expert elicitation further identify the pathways through which HSS data can enhance decision-making and societal outcomes. The analysis also considers a range of discount rates to compute present value costs, emphasizing the need for a systems approach in future satellite planning to ensure effective integration of new instruments into existing data systems.",NA,1,,,,,,,,,
"Earth Observation for Citizen Science Validation, or Citizen Science for Earth Observation Validation? The Role of Quality Assurance of Volunteered Observations","Leibovici, Didier G. and Williams, Jamie and Rosser, Julian F. and Hodges, Crona and Chapman, Colin and Higgins, Chris and Jackson, Mike J.",2017,leibovici_earthobservationcitizenscience_2017,16772,"The paper employs a systematic approach to estimate the societal benefits of citizen science (CS) data for validating Earth Observation (EO) data. It introduces an automated quality assurance (QA) framework developed under the Citizen Observatory Web (COBWEB) project, which categorizes quality controls into seven pillars, each targeting specific dimensions of data quality. The QA process integrates CS data with EO data to enhance the reliability of both sources.    The authors conducted a case study focused on the invasive plant Fallopia japonica (Japanese Knotweed) in Snowdonia National Park, UK. Participants reported occurrences of the species using a mobile app, generating geo-located observations. The QA framework evaluates the CS data through a workflow that includes various quality tests, leveraging EO data to inform and improve the accuracy of citizen observations. The results demonstrated that the combined use of qualified CS data can significantly enhance the validation of EO data. The paper emphasizes the importance of rigorous QA in ensuring the quality and reliability of CS data, which is crucial for effective environmental policy-making and management.",NA,1,,,,,,,,,
Optimal Decision-Making Model of Spatial Sampling for Survey of China's Land with Remotely Sensed Data,"Li, {\relax LF} and Wang, {\relax JF} and Liu, {\relax JY",2005,li_optimaldecisionmodelspatial_2005,9585,"The paper proposes an optimal decision-making model for spatial sampling in land surveys using remotely sensed data, addressing the trade-off between cost and accuracy. The model begins with the generation of accuracy-cost diagrams from various sampling schemes through initial spatial exploration. These diagrams are then regressed and standardized into a unified reference frame, allowing for a quantitative comparison of different sampling strategies.    The authors utilize several sampling methods, including simple random sampling, stratified sampling, and kriging, alongside a novel sandwich model that incorporates spatial correlation for better accuracy. The effectiveness of each model is assessed based on the variance of estimation errors relative to the number of samples. The model emphasizes the importance of spatial correlation in improving sampling efficiency and accuracy.    Through experiments conducted in Shandong province, the model demonstrates that the sandwich model yields optimal results, balancing lower costs with higher accuracy. A component-based technology prototype is suggested for integrating this model into GIS environments, enhancing analytical efficiency in resource surveys. Overall, the research highlights the value of systematic decision-making frameworks in optimizing the use of satellite and Earth observation data for societal benefits.",NA,1,,,,,,,,,
Potential of Npp-Viirs Nighttime Light Imagery for Modeling the Regional Economy of China,"Li, X. and Xu, H. and Chen, X. and Li, C.",2013,li_potentialnppviirsnighttime_2013,13057,"The paper evaluates the potential of NPP-VIIRS nighttime light imagery for modeling regional economies in China, comparing it with the historic DMSP-OLS nighttime light data. The study focuses on 31 provincial and 393 county regions, deriving Total Nighttime Light (TNL) and Gross Regional Product (GRP) values, with a linear regression model employed to analyze their relationship.     The regression analysis yielded R² values of 0.8699 and 0.8544 for provincial and county GRP, respectively, using NPP-VIIRS data, indicating a stronger correlation than the DMSP-OLS data (R² values of 0.6923 and 0.7678). The authors further predict GRP from TNL, finding that the NPP-VIIRS data significantly outperforms DMSP-OLS in accuracy, with a higher percentage of accurate predictions.     Confounding factors were mitigated by applying a mask to isolate stable lit areas, enhancing data quality. The study concludes that NPP-VIIRS offers a more reliable alternative for economic modeling, particularly in areas with limited access to traditional economic data. This research underscores the value of satellite imagery in providing insights into regional economic activities.",NA,1,,,,,,,,,
Comparative Analysis of Machine Learning Algorithms in Automatic Identification and Extraction of Water Boundaries,"Li, A. and Fan, M. and Qin, G. and Xu, Y. and Wang, H.",2021,li_comparativeanalysismachinelearning_2021,14627,"The paper employs a comparative analysis of six machine learning algorithms and three threshold methods to extract water bodies from Landsat-8 remote sensing images. The methods include Logistic Regression, Support Vector Machine (SVM), Neural Networks, Random Forest, Decision Tree, and XGBoost. The researchers first evaluated the performance of each algorithm using different sample sizes, identifying the minimum samples required for optimal performance (e.g., Logistic Regression needing at least 110 samples). The study used area under curve (AUC) metrics to quantify model performance across three distinct local environments, revealing significant differences in accuracy due to surface complexity. The Otsu threshold method was identified as the most effective among the threshold approaches.    Furthermore, the research assessed the transferability of these models by applying them to remote sensing images taken at different times, noting a substantial decline in accuracy across all algorithms (0.33–66.52% decrease in AUC). The findings highlight that simple landscapes yield better extraction results compared to complex ones, emphasizing the need for careful selection of algorithms based on specific environmental conditions when utilizing remote sensing for water body monitoring.",NA,1,,,,,,,,,
In-Season Prediction of Corn Grain Yield through Planetscope and Sentinel-2 Images,"Li, Fenling and Miao, Yuxin and Chen, Xiaokai and Sun, Zhitong and Stueve, Kirk and Yuan, Fei",2022,li_seasonpredictioncorngrain_2022,12944,"The study employed remote sensing techniques to estimate corn grain yield using high-resolution PlanetScope and Sentinel-2 imagery. It focused on ten vegetation indices (VIs) derived from time-series images, which were utilized to develop yield prediction models through various regression methods, including Unary Linear Regression (ULR), Stepwise Multiple Linear Regression (SMLR), and Random Forest Regression (RFR).    Data were collected from a corn field in Minnesota, with actual yield determined by a GPS-equipped combine harvester. The VIs calculated included metrics like the Green Chlorophyll Vegetation Index (GCVI) and others sensitive to crop physiological parameters. The performance of the models was assessed using the coefficient of determination (R²) and root mean square error (RMSE) on calibration and validation datasets.    Results indicated that PlanetScope data explained 15% more yield variability than Sentinel-2 at the same resolution, with GCVI yielding the highest correlation with corn yield (72% variability explained). The SMLR method outperformed others, achieving an R² of 0.81 at 86 days after seeding, demonstrating the potential of satellite data in enhancing agricultural decision-making.",NA,1,,,,,,,,,
Measuring the Economic Benefits of Advanced Technology Use for River Flood Forecasting,"Lim, Siew Hoon and Ge, Yue and Jacobs, Jennifer M. and Jia, Xinhua",2022,lim_measuringeconomicbenefitsadvanced_2022,13191,"The paper employs a contingent valuation (CV) method to assess the economic benefits of NASA's satellite-enhanced flood forecasting technology in the Red River Basin (RRB). This non-market valuation approach estimates individuals' willingness to pay (WTP) for improved flood prediction services by simulating a market scenario through survey instruments.     Specifically, a closed-ended payment card elicitation method is utilized, allowing respondents to select their maximum WTP from predefined intervals, which helps mitigate starting-point bias often seen in open-ended questions. The survey targets agricultural stakeholders, including landowners and farm operators, and gathers data on their perceptions of flood forecast usefulness, reliability, and past flood experiences.    The analysis employs binary logit, ordered logit, and interval regression models to evaluate the factors influencing WTP. The results indicate significant support for the new forecasting technology, with an aggregate WTP estimate of approximately $224,774 annually from the farm sector. This valuation highlights the societal benefits of enhanced forecasting capabilities, emphasizing the importance of public awareness and the technology's perceived utility in flood risk management.",NA,1,,,,,,,,,
Digitalization and Agricultural Development: Evidence from Morocco,"Lionboui, H. and Boudhar, A. and Lebrini, Y. and Htitiou, A. and Elame, F. and Hadria, R. and Benabdelouahab, T.",2022,lionboui_digitalizationagriculturaldevelopmentevidence_2022,8973,"The paper employs various methods to estimate the societal benefits of satellite and Earth Observation data in Moroccan agriculture. Key methodologies include remote monitoring of agricultural land using satellite imagery and machine learning, which allows for the classification of cropland and mapping of agricultural systems. This involves analyzing long-term satellite data (MODIS) to extract phenological metrics and employing machine learning classifiers, such as Random Forest, for accurate land classification.     The authors also utilize remote sensing to support irrigation water management, integrating spectral indices to monitor soil moisture and crop water needs. Multi-year bioeconomic modeling is applied to predict changes in water management indicators, analyzing the sustainability of water resources in agriculture.     Furthermore, the research assesses agricultural risk through spatial analysis of wheat yield variability using historical satellite data, enabling the identification of risk areas and informing policy decisions. The development of new indices to quantify production value losses using remote sensing data exemplifies the innovative approach taken to enhance agricultural resilience and inform decision-making. Overall, the findings underscore the critical role of digital transformation in enhancing agricultural productivity and food security in Morocco.",NA,1,,,,,,,,,
Redefining Climate Regions in the United States of America Using Satellite Remote Sensing and Machine Learning for Public Health Applications,"Liss, A. and Koch, M. and Naumova, E. N.",2014,liss_redefiningclimateregionsunited_2014,10945,"The paper employs a novel approach to spatial climate regionalization, integrating satellite remote sensing (RS) data and machine learning techniques to assess public health risks associated with extreme weather events in the United States. The methodology involves three main steps: (1) **Data Preparation**: Satellite imagery (MODIS NDVI) from 2002-2012 was compiled into a multi-dimensional dataset, with noise and collinearity reduced using Principal Component Analysis (PCA). (2) **Clustering**: The study applied a k-means clustering algorithm to classify the conterminous U.S. into eight distinct climate regions based on temperature and precipitation patterns, validated through the Calinski-Harabasz index to ensure optimal clustering. (3) **Epidemiological Assessment**: Hospitalization data for elderly individuals was analyzed to evaluate the impact of climate regions on health outcomes related to thermal extremes. The results indicated significant variations in hospitalization rates across different climate zones, highlighting the potential of RS-based regionalization for public health decision support and resource allocation. This method thus demonstrates a systematic approach to quantify climate-related health risks and offers insights for future public health strategies against climate variability.",NA,1,,,,,,,,,
Remote Sensing for Assessing Landslides and Associated Hazards,"Lissak, Candide and Bartsch, Annett and De Michele, Marcello and Gomez, Christopher and Maquaire, Olivier and Raucoules, Daniel and Roulland, Thomas",2020,lissak_remotesensingassessinglandslides_2020,30971,"The paper reviews various remote sensing methods for landslide assessment, emphasizing the societal benefits of satellite and Earth observation data in risk management. The authors evaluate multi-platform approaches, including spaceborne, airborne, and ground-based sensors, highlighting their suitability for different landslide contexts and monitoring needs.    To quantify societal benefits, the study employs case studies illustrating how techniques such as Interferometric Synthetic Aperture Radar (InSAR), lasergrammetry, and terrestrial photogrammetry have enhanced landslide detection and monitoring capabilities. The authors detail the integration of these methods, which allows for comprehensive hazard mapping, real-time monitoring, and improved decision-making in disaster response, thus reducing risks to communities.    Data preprocessing techniques, including radiometric analysis and spatial relationships, are discussed to support effective landslide identification. Moreover, machine learning algorithms are explored as tools for automating landslide detection, enhancing the efficiency and accuracy of assessments. Overall, the paper underscores the critical role of satellite data in improving landslide understanding, facilitating timely interventions, and ultimately safeguarding lives and infrastructure.",NA,1,,,,,,,,,
Use of Google Earth™ to Strengthen Public Health Capacity and Facilitate Management of Vector-Borne Diseases in Resource-Poor Environments,"Lozano-Fuentes}, S. and {Elizondo-Quiroga}, D. and {Farfan-Ale}, J. A. and {Loro{\~n}o-Pino}, M. A. and {Garcia-Rejon}, J. and {Gomez-Carro}, S. and {Lira-Zumbardo}, V. and {Najera-Vazquez}, R. and {Fernandez-Salas}, I. and {Calderon-Martinez}, J. and {Dominguez-Galera}, M. and {Mis-Avila}, P. and Morris, N. and Coleman, M. and Moore, C. G. and Beatya, B. J. and Eisen, L.",2008,lozanofuentes_googleearthstrengthenpublic_2008,8651,"The study utilized freely accessible satellite imagery and Google Earth™ as a cost-effective method to enhance public health capacity in managing vector-borne diseases, specifically dengue, in resource-poor environments. Researchers focused on two Mexican cities, Chetumal and Merida, to demonstrate the rapid development of city infrastructure representations useful as spatial frameworks in a dengue decision support system (DDSS).     The methods involved using Google Earth™ tools to create data layers, which included labeled polygons for city blocks, lines for streets, and points for health facilities and schools. These layers were color-coded based on dengue case occurrences. The generated data was then exported as shapefiles into Geographic Information System (GIS) software for further analysis.     The study highlighted the capacity of Google Earth™ to facilitate the visualization and management of health data within the geographic context of urban environments, thereby supporting targeted interventions and resource allocation in dengue prevention and control efforts. This approach underscores the potential of integrating simple tools like Google Earth™ with GIS to enhance public health strategies in areas lacking advanced technology.",NA,1,,,,,,,,,
Managing Agricultural Water Considering Water Allocation Priority Based on Remote Sensing Data,"Luo, Biao and Zhang, Fan and Liu, Xiao and Pan, Qi and Guo, Ping",2021,luo_managingagriculturalwaterwater_2021,18201,"The paper employs a comprehensive methodological framework to evaluate and optimize agricultural water resource allocation using remote sensing data. Initially, the study divides the water supply response units based on the canal system, enhancing the granularity of analysis. It then utilizes a spatialization method to derive spatial agricultural output value and grain yield by integrating normalized difference vegetation index (NDVI) data with potential yield estimates, enhancing accuracy compared to traditional methods.     The Analytical Hierarchy Process (AHP) and Technique for Order Preference by Similarity to Ideal Solution (TOPSIS) methods are used to assess water allocation priorities, integrating socio-economic and environmental factors. Furthermore, the results from the AHP-TOPSIS evaluation are incorporated into a nonlinear multi-objective optimization model (NMOLW) that balances competing objectives, such as economic benefits and fairness in water distribution, while minimizing user envy.     The methodology is applied to the Hetao Irrigation District in Northwest China, demonstrating improved accuracy and the ability to reflect spatial variability in water allocation, ultimately providing actionable insights for decision-makers in agricultural water management. The approach exemplifies the potential of remote sensing data in enhancing resource allocation efficiency and equity in agricultural contexts.",NA,1,,,,,,,,,
"When Digital Technology Innovation Enhances Indigenous Peoples' e-Participation in Climate Change Resilience-Building: Perspectives under the ""e-Gis Smart, Inclusive, and, Climate-Resilient Indigenous Peoples Landscape and Community Clearing-House Mechanism Solution""","Manga, Sylvestre-Jose-Tidiane",2023,manga_digitaltechnologyinnovationenhances_2023,14120,"The paper by Sylvestre-José-Tidiane Manga employs a multifaceted methodological approach to evaluate the societal benefits of satellite and Earth Observation data for enhancing indigenous peoples' e-participation in climate resilience-building. The study introduces the ""e-GIS smart, inclusive, and climate-resilient indigenous peoples landscape and community clearing-house mechanism solution,"" which integrates Geographic Information Systems (GIS), remote sensing, and mobile technology.    Key methods include the development of online clearing-house mechanisms (CHMs) to facilitate real-time data sharing among stakeholders, including indigenous communities. The integration of remote sensing technologies enables the collection and analysis of geospatial data, providing insights into biodiversity and climate impacts specific to indigenous territories. Smartphone applications further democratize access to this information, allowing for broader participation in decision-making processes.    The methodology emphasizes the importance of traditional knowledge in data collection and management, ensuring that indigenous perspectives are included in climate adaptation strategies. Case studies illustrate the application of these technologies in real-world contexts, showcasing their potential to empower indigenous communities in addressing climate change while promoting their sovereignty over information. The study underscores the necessity of state support and governance arrangements that prioritize indigenous involvement in environmental management.",NA,1,,,,,,,,,
Advanced Processing of Multiplatform Remote Sensing Imagery for the Monitoring of Coastal and Mountain Ecosystems,"Marcello, Javier and Eugenio, Francisco and {Gonzalo-Martin}, Consuelo and {Rodriguez-Esparragon}, Dionisio and Marques, Ferran",2021,marcello_advancedprocessingmultiplatformremote_2021,10673,"The paper employs a multifaceted methodology to assess the societal benefits of satellite and Earth Observation data, particularly in monitoring coastal and mountain ecosystems. The researchers utilize multispectral and hyperspectral imagery from various platforms, including Sentinel-2 and WorldView-2 satellites, as well as remotely piloted aircraft systems (RPAS). A comprehensive processing protocol is established to generate accurate benthic and vegetation maps, focusing on the ecosystems of Cabrera and Teide National Parks in Spain.    Key steps include atmospheric correction using algorithms like FLAASH and Sen2Cor, which enhance the quality of the imagery by mitigating atmospheric interference. Advanced classification techniques, mainly Support Vector Machine (SVM) and Maximum Likelihood classifiers, are employed to categorize different habitat types. The methodology emphasizes the importance of selecting appropriate spatial and spectral resolutions, as well as effective training datasets to improve classification accuracy. Validation is conducted with in-situ data to ensure the reliability of the resulting maps. The findings highlight the effectiveness of remote sensing in providing critical information for the sustainable management of biodiversity-rich areas, thereby illustrating the societal benefits of such technologies in ecosystem conservation.",NA,1,,,,,,,,,
The Utility of Infrequent Snow Depth Images for Deriving Continuous Space-Time Estimates of Seasonal Snow Water Equivalent,"Margulis, Steven A. and Fang, Yiwen and Li, Dongyue and Lettenmaier, Dennis P. and Andreadis, Konstantinos",2019,margulis_utilityinfrequentsnowdepth_2019,9393,"The paper employs a data assimilation framework to derive continuous space-time estimates of snow water equivalent (SWE) from infrequent snow depth (SD) measurements, utilizing a particle batch smoother (PBS) method. This approach integrates single midseason SD images from NASA's Airborne Snow Observatory with a land surface model that represents snowpack dynamics, specifically designed for the complex terrain of the Tuolumne River Basin in California.    The methodology begins with an ensemble of prior SWE estimates generated from meteorological data and the land surface model. The assimilation of the SD measurement updates these prior estimates using a likelihood function based on Bayesian principles, optimizing the weights of the ensemble members. This allows for the simultaneous estimation of SWE and other snow-related variables, even at times when direct measurements are unavailable.    Results show substantial improvements in the correlation of estimated versus measured SD fields, achieving an average correlation of 0.88 post-assimilation compared to 0.52 prior. This demonstrates the utility of infrequent remote sensing data in producing reliable hydrological estimates, with implications for improved water resource management globally.",NA,1,,,,,,,,,
"Evaluation Financiere de L`integration de Technologies Satellitaires, Pour Le Suivi Du Couvert Nival, Au Sein D`une Entreprise Hydroelectrique (Le Cas de L`utilisation Du Satellite Radarsat I Dans Le Bassin de La Riviere La Grande (Quebec))","Martin, D. and Bernier, M. and Sasseville, J. L. and Charbonneau, R.",1999,martin_evaluationfinancieredel`integration_1999,10168,"The paper employs a benefit-cost analysis (BCA) to assess the economic viability of integrating satellite technology for monitoring snow cover in Quebec's La Grande River basin, specifically utilizing RADARSAT-1. The analysis compares three acquisition modes: SCANSAR (500 km), Wide (150 km), and Standard (100 km). It evaluates costs, including research and development (R&D) and operational expenses related to image acquisition and processing. Benefits are quantified by estimating the reduction in uncertainty regarding snow water equivalent (SWE), specifically the standard deviation of predicted inflows, which leads to improved hydrological forecasts critical for hydroelectric reservoir management.    The authors calculated benefit-cost ratios, revealing SCANSAR's profitability with ratios ranging from 2.3:1 to 3.9:1 under conservative assumptions of a 4% reduction in standard deviation. In contrast, the Wide and Standard modes yielded lower ratios, indicating higher costs associated with data acquisition and processing. The study emphasizes the importance of accurate SWE measurement for optimizing hydropower production, highlighting the financial implications of improved forecasting through satellite technology. Sensitivity analyses were conducted to evaluate varying assumptions about uncertainty reduction, reinforcing the SCANSAR mode's efficiency for large-scale monitoring.",NA,1,,,,,,,,,
Biophysical Characterization of Protected Areas Globally through Optimized Image Segmentation and Classification,"Martinez-Lopez}, Javier and Bertzky, Bastian and {Javier Bonet-Garcia}, Francisco and Bastin, Lucy and Dubois, Gregoire",2016,martinezlopez_biophysicalcharacterizationprotectedglobally_2016,12765,"The paper by Martínez-López et al. presents a novel methodology, ehabitat+, aimed at systematically characterizing protected areas (PAs) globally based on their biophysical attributes using satellite or Earth observation data. The method employs optimized image segmentation and classification to classify PAs into distinct habitat functional types (HFTs).     Initially, nine biophysical variables relevant to habitat characterization were selected, covering climatic, topographical, and vegetation metrics. An iterative image segmentation process was utilized to group similar pixels into spatially contiguous segments. This was followed by hierarchical clustering to classify these segments into HFTs. The segmentation utilized a ""seed region growing"" algorithm, adapting parameters like minimum segment size and similarity threshold based on the unique characteristics of each PA.    The methodology allows for the systematic identification of ecological gradients within PAs, enhancing comparability on a global scale. The results yield key indicators that can inform conservation priorities and strategies by linking habitat characteristics with biodiversity metrics, thus facilitating the quantification of societal benefits derived from ecosystem services associated with these habitats. This systematic approach addresses the challenges of data accessibility and comparability across diverse PAs worldwide.",NA,1,,,,,,,,,
A Daily 25km Short-Latency Rainfall Product for Data-Scarce Regions Based on the Integration of the Global Precipitation Measurement Mission Rainfall and Multiple-Satellite Soil Moisture Products,"Massari, Christian and Brocca, Luca and Pellarin, Thierry and Abramowitz, Gab and Filippucci, Paolo and Ciabatta, Luca and Maggioni, Viviana and Kerr, Yann and Prieto, Diego Fernandez",2020,massari_daily25kmshortlatency_2020,23307,"The paper develops a daily 25 km short-latency rainfall product for data-scarce regions by integrating satellite rainfall estimates from the Global Precipitation Measurement (GPM) mission’s Early Run (IMERG-ER) with soil moisture (SM) data from multiple satellite sources (ASCAT, SMAP, and SMOS). The authors employ a Triple Collocation (TC) analysis to assess the performance and accuracy of the derived rainfall estimates against high-quality ground-based observations and other datasets.    The integration methodology utilizes an Optimal Linear Combination (OLC) approach, which combines multiple rainfall products while accounting for their performance differences and error covariance. The soil moisture data serves as a proxy for rainfall, following the principle that soil moisture content changes following precipitation events. The study evaluates the integral product's performance in various regions (India, the Contiguous United States, Australia, and Europe) characterized by high-density rain gauge networks and subsequently applies TC analysis in Africa and South America, where ground observations are sparse.    This integrated product is designed to provide timely and reliable rainfall information crucial for water resource management and agricultural applications in regions where ground measurements are limited or nonexistent.",NA,1,,,,,,,,,
"A Call for an Aloft Air Quality Monitoring Network: Need, Feasibility, and Potential Value","Mathur, Rohit and Hogrefe, Christian and Hakami, Amir and Zhao, Shunliu and Szykman, James and Hagler, Gayle",2018,mathur_callaloftairquality_2018,7365,"The paper employs an integrative methodology to quantify societal benefits derived from improved air quality monitoring through satellite and Earth Observation data, particularly focusing on aloft ozone (O3). It combines classical air pollution dynamics with advanced modeling techniques, specifically the Community Multiscale Air Quality (CMAQ) modeling system. The authors conduct backward sensitivity analyses to establish the relationship between surface-level O3 concentrations and O3 levels aloft, emphasizing the significant impact of nocturnal ozone transport on ground-level pollution.    To estimate the potential societal benefits, they propose a cost-effective monitoring strategy utilizing existing tall telecommunications masts for continuous aloft O3 measurements at altitudes of 400-500 meters. They argue that these measurements can yield 3-4 times more effective characterization of the daily maximum 8-hour average O3 (dm8O3) than surface measurements alone. The results suggest that enhanced vertical profiling of O3 can significantly improve air quality forecasts, health advisories, and inform regulatory standards, thereby supporting public health and environmental management.    Overall, the study highlights the critical need for integrating new sensor technologies and existing infrastructure to enhance air quality monitoring, thereby quantifying the societal benefits of improved atmospheric data collection.",NA,1,,,,,,,,,
Detection and Mapping the Spatial Distribution of Bracken Fern Weeds Using the Landsat 8 Oli New Generation Sensor,"Matongera, Trylee Nyasha and Mutanga, Onisimo and Dube, Timothy and Sibanda, Mbulisi",2017,matongera_detectionmappingspatialdistribution_2017,11103,"The study aimed to assess the effectiveness of Landsat 8 OLI data for detecting and mapping invasive bracken fern compared to the high-resolution WorldView-2 imagery. The researchers utilized a comparative approach, analyzing both sensors' data to evaluate classification accuracy in relation to their acquisition costs.    Field data were collected using GPS to record bracken fern locations and other land cover types, yielding 325 sample points. Remote sensing data acquisition involved Landsat 8 OLI and WorldView-2 images acquired around the same time to ensure consistency.    The classification process involved several steps: (1) testing spectral bands for each sensor, (2) calculating vegetation indices (e.g., NDVI) from the bands, and (3) combining spectral and vegetation data to enhance discrimination capabilities. Discriminant analysis was employed to classify the bracken fern, with accuracy assessed using confusion matrices and various statistical tests (e.g., Mann-Whitney U test).    The results indicated that combining spectral bands with vegetation indices significantly improved classification accuracy for Landsat 8 OLI (80.08%) compared to its standalone performance (62.14%). Overall, the study demonstrated that Landsat 8 OLI can effectively monitor invasive species at a regional scale, providing a cost-effective alternative to high-resolution sensors.",NA,1,,,,,,,,,
Justification for Site-Specific Weed Management Based on Ecology and Economics,"Maxwell, {\relax BD} and Luschei, {\relax EC",2005,maxwell_justificationsitespecificweed_2005,8771,"In the study by Maxwell and Luschei, the authors employed a simple ecological-economic modeling approach to evaluate the societal benefits of site-specific weed management (SSWM) using satellite or Earth Observation data. They developed a model that combined economic injury level (EIL) prediction with environmental variability, specifically using growing season precipitation as a key parameter.    The methods involved simulating crop yield responses to varying weed densities using data from regional experiment stations and a virtual farm setting. This simulation aimed to assess the predictive accuracy of localized parameterization versus extrapolating from small-plot experiments. The authors used regression analyses to fit the simulated data, comparing models with and without precipitation considerations to quantify the impact of environmental factors on weed management efficacy.    Key findings indicated that local parameterization could enhance decision-making accuracy and reduce herbicide use, thereby minimizing ecological damage. The study concluded that integrating remote sensing and SSWM technologies could support better resource management, ultimately fostering ecological resilience and sustainable agricultural practices.",NA,1,,,,,,,,,
Crowdsourcing to Enhance Insights from Satellite Observations,"Mazumdar, Suvodeep and Wrigley, Stuart N. and Ciravegna, Fabio and Pelloquin, Camille and Chapman, Sam and De Vendictis, Laura and Grandoni, Domenico and Ferri, Michele and Bolognini, Luca",2018,mazumdar_crowdsourcingenhanceinsightssatellite_2018,11193,"The paper investigates the integration of crowdsourcing and citizen science to enhance the value of satellite and Earth Observation (EO) data through a project called Crowd4Sat, funded by the European Space Agency. It employs various methodologies, including participatory and opportunistic crowdsourcing, to collect data from citizens. The project focused on four demonstration projects addressing pollution mapping, snow coverage validation, land use assessment, and emergency response mapping.    Data was gathered from diverse sources: real-time vehicle telemetry, geotagged images from social media, and direct citizen observations. Stakeholder engagement was crucial, involving interviews and workshops to identify user needs and facilitate collaboration among authorities, researchers, and communities.    The effectiveness of combining EO data with crowdsourced contributions was evaluated based on the quality, volume, and timeliness of the information collected. The results highlighted the potential for crowdsourced data to validate and enhance EO datasets, although challenges related to citizen engagement, data quality, and integration with existing EO products were recognized. Recommendations for improving future initiatives included fostering community involvement and developing guidelines for data management and integration.",NA,1,,,,,,,,,
