title,author,year,abstract,key,include,src,notes
Sentinel-1 Snow Depth Retrieval At Sub-Kilometer Resolution Over The European Alps,"Lievens, Hans and Brangers, Isis and Marshall, Hans-Peter and Jonas, Tobias and Olefs, Marc and De Lannoy, Gabrielle",2022,"Seasonal snow is an essential water resource in many mountain regions. However, the spatio-temporal variability in mountain snow depth or snow water equivalent (SWE) at regional to global scales is not well understood due to the lack of high-resolution satellite observations and robust retrieval algorithms. We investigate the ability of the Sentinel-1 mission to monitor snow depth at sub-kilometer (100 m, 500 m, and 1 km) resolutions over the European Alps for 2017-2019. The Sentinel-1 backscatter observations, especially in cross-polarization, show a high correlation with regional model simulations of snow depth over Austria and Switzerland. The observed changes in radar backscatter with the accumulation or ablation of snow are used in an empirical change detection algorithm to retrieve snow depth. The algorithm includes the detection of dry and wet snow conditions. Compared to in situ measurements at 743 sites in the European Alps, dry snow depth retrievals at 500 m and 1 km resolution have a spatio-temporal correlation of 0.89. The mean absolute error equals 20 \%-30 \% of the measured values for snow depths between 1.5 and 3 m. The performance slightly degrades for retrievals at the finer 100 m spatial resolution as well as for retrievals of shallower and deeper snow. The results demonstrate the ability of Sentinel-1 to provide snow estimates in mountainous regions where satellite-based estimates of snow mass are currently lacking. The retrievals can improve our knowledge of seasonal snow mass in areas with complex topography and benefit a number of applications, such as water resource management, flood forecasting, and numerical weather prediction. However, future research is recommended to further investigate the physical basis of the sensitivity of Sentinel-1 backscatter observations to snow accumulation.",lievens_sentinel1snowdepth_2022,FALSE,class_round1,NA
Vermont Global Warming Solutions Act: The Costs Of Inaction From Land Conversions,"Younts, Grayson L. and Mikhailova, Elena A. and Lin, Lili and Hao, Zhenbang and Zurqani, Hamdi A. and Post, Christopher J. and Schlautman, Mark A. and Shepherd, George B.",2022,"The Vermont (VT) Global Warming Solutions Act (GWSA, 2020) sets greenhouse gas (GHG) emissions reduction targets at 26\% below 2005 by 2025, 40\% below 1990 by 2030 and 80\% below 1990 by 2050 for energy-related emissions only. Vermont's omission of GHG emissions from land conversions could result in significant costs of inaction (COI), which could hinder the state's mitigation and adaptation plans and result in climate crisis-related risks (e.g., credit downgrade). Science-based spatio-temporal data of GHG emissions from soils because of land conversions can be integrated into the conceptual framework of ""action"" versus ""inaction"" to prevent GHG emissions. The application of soil information data and remote sensing analysis can identify the GHG emissions from land conversions, which can be expressed as ""realized"" social costs of ""inaction"". This study demonstrates the rapid assessment of the value of regulating ecosystems services (ES) from soil organic carbon (SOC), soil inorganic carbon (SIC), and total soil carbon (TSC) stocks, based on the concept of the avoided social cost of carbon dioxide (CO2) emissions for VT by soil order and county using remote sensing and information from the State Soil Geographic (STATSGO) and Soil Survey Geographic Database (SSURGO) databases. Classified land cover data for 2001 and 2016 were downloaded from the Multi-Resolution Land Characteristics Consortium (MRLC) website. These results provide accurate and quantitative spatio-temporal information about likely GHG emissions, which can be linked to VT's climate action plan. A failure to considerably reduce emissions from land conversions would increase climate change costs and potential legal consequences for VT and beyond its borders.",younts_vermontglobalwarmingsolutions_2022,FALSE,class_round1,NA
Enhancing Land Cover Mapping And Monitoring: An Interactive And Explainable Machine Learning Approach Using Google Earth Engine,"Chen, Haifei and Yang, Liping and Wu, Qiusheng",2023,"Artificial intelligence (AI) and machine learning (ML) have been applied to solve various remote sensing problems. To fully leverage the power of AI and ML to tackle impactful remote sensing problems, it is essential to enable researchers and practitioners to understand how AI and ML models actually work and thus to improve the model performance strategically. Accurate and timely land cover maps are essential components for informed land management decision making. To address the ever-increasing need for high spatial and temporal resolution maps, this paper developed an interactive and open-source online tool, in Python, to help interpret and improve the ML models used for land cover mapping with Google Earth Engine (GEE). The tool integrates the workflow of both land cover classification and land cover change dynamics, which requires the generation of a time series of land cover maps. Three feature importance metrics are reported, including impurity-based, permutation-based, and SHAP (Shapley additive explanations) value-based feature importance. Two case studies are presented to showcase the tool's capability and ease of use, enabling a globally accessible and free convergent application of remote sensing technologies. This tool may inspire researchers to facilitate explainable AI (XAI)-empowered remote sensing applications with GEE.",chen_enhancinglandcovermapping_2023,FALSE,class_round1,NA
"The Gavkhouni Wetland Dryness And Its Impact On Air Temperature Variability In The Eastern Part Of The Zayandeh-Rud River Basin, Iran","Azadi, S. and Yazdanpanah, H. and Nasr-Esfahani, M. A. and Pourmanafi, S. and Dorigo, W.",2022,"The Gavkhouni wetland provides many environmental and economic benefits for the central region of Iran. In recent decades, it has completely dried up several times with substantial impacts on local ecosystems and climate. Remote sensing-based Land Surface Temperature (LST), Normalized Difference Water Index (NDWI) and Normalized Difference Vegetation Index (NDVI) in combination with in-situ data were used to investigate the trend of the Gavkhouni wetland dryness and the associated impact on the variability of local air temperature. The results indicate that the wetland has increasingly experienced drier conditions since the year 2000. The wetland was almost completely dry in 2009, 2011, 2015 and 2017. In addition, the results show that Gavkhouni wetland dryness has a significant impact on local climate, increasing the mean seasonal air temperature by ~1.6◦ C and ~1◦ C in spring and summer, respectively. Overall, this study shows that remote sensing imagery is a valuable source for monitoring dryness and air temperature variations in the region. Moreover, the results provide a basis for effective water allocation decisions to maintain the hydrological and ecological functionality of the Gavkhouni wetland. Considering that many factors such as latitude, cloud cover, and the direction of prevailing winds affect land surface and air temperatures, it is suggested to use a numerical climate model to improve a regional understanding of the effects of wetland dryness on the surrounding climate. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",azadi_gavkhouniwetlanddrynessimpact_2022,FALSE,class_round1,NA
A Data-Driven Approach To Hurricane Debris Modeling,"Gonzalez-Duenas, Catalina and Bernier, Carl and Padgett, Jamie E.",2023,"The large amount of debris generated in the aftermath of hurricane and storm events can cause severe financial and logistical burdens to coastal communities. Existing debris estimation models mainly focus on wind-induced debris and produce estimates with errors of nearly 50\%, highlighting the importance of developing more comprehensive models that can account for other types of debris while improving accuracy. Therefore, the objective of this study is to develop a probabilistic framework to estimate the presence and amount of waterborne debris following a severe storm using machine learning (ML) techniques as a function of relevant storm and landcover parameters. Machine learning techniques are leveraged to generate debris presence and volume models, employing pre- and post-event aerial and satellite imagery and a debris removal database for Hurricane Ike, respectively. The results show that the ensemble learning algorithms perform the best for both tasks, with a misclassification error of 5.56\% for the debris presence predictive model, and a normalized root mean squared error (RMSE) value of 11.98 for the debris volume model, the lowest RMSE of the tested algorithms. Dual-layer ML models are also investigated, incorporating the debris presence as a predictor in the debris volume model. The results show a percent error of 11.29\% for the dual-layer model and an approximately 5.4\% increase in performance with respect to the model that does not incorporate debris presence. The generated debris volume and presence models will provide useful tools to inform decision-making, evaluate mitigation strategies, facilitate recovery efforts, and improve resource allocation following a storm event.",gonzalezduenas_datadrivenapproachhurricane_2023,FALSE,class_round1,NA
Challenges And Opportunities For Cost-Effective Use Of Unmanned Aerial System In Agriculture,"Cavalaris, C.",2023,"The cost of using unmanned aerial systems (UASs) and the expected economic benefits is the most crucial aspect manifesting their widescale adoption in agriculture. This chapter analyzes the main cost components of utilizing a UAS facility in agriculture addressing its direct variable and fixed costs associated with ownership, labor energy, etc., as also indirect costs related to transportation, data handling and analyzing, and other. It continues by discussing the limitations and challenges for achieving efficient and cost-effective field UAS operations, also making comparisons to the available alternatives like satellite observations and traditional machinery material applications. The chapter ends by analyzing the current state and future perspectives of UASs and how they are expected to alter the agricultural sector in the near future. © 2023 Elsevier Inc. All rights reserved.",cavalaris_challengesopportunitiescosteffective_2023,FALSE,class_round1,NA
A New Method For Long-Term River Discharge Estimation Of Small- And Medium-Scale Rivers By Using Multisource Remote Sensing And Rshs: Application And Validation,"Lou, Hezhen and Zhang, Yujia and Yang, Shengtian and Wang, Xuelei and Pan, Zihao and Luo, Ya",2022,"River discharge is an important hydrological parameter of river water resources. Especially in small- and medium-scale rivers, data deficiency is the biggest problem for studies of river discharge. In recent years, remote sensing has become a rapid and convenient method to estimate river discharge. However, remote sensing images still have some difficulty generating continuous long-term river discharge. To address this problem, we developed a new method coupling the remote sensing hydrology station method (RSHS) with statistical regression downscaling, using data from optical satellites (Landsat-8, Sentinel-2), radar satellites (Sentinel-1), and un-manned aerial vehicles (UAVs). We applied this method to monitor monthly river discharge for small- and medium-scale rivers from 2016 to 2020 on Yunnan-Guizhou Plateau and evaluated the accuracy of the results. The results show that (1) by applying the newly constructed method, the water body continuity index obtained by Landsat-8 increased by 7\% and the average river length percentage in the channel reached 90.7\%, a 40\% increase; (2) there were only 10 river flow data points, on average, in the 5-year period obtained before this method was applied; after this method was applied, more than 50 river flow data points could be obtained, on average, extending the quantity of data fivefold; in addition, improper extreme values could also be avoided; (3) with better continuity of water body distribution, the images provided steadier river widths. The relative error of daily flow estimation from Landsat-8 images was reduced by 60\% and the mean percentage error was reduced by one-fourth. The relative error of the multisource remote sensing composited flow was reduced by 37\% with a reduction in the mean percentage error of over a half; (4) in addition, we found that when the threshold difference between water bodies and land in remote sensing images is more than 0.2, the impact of water body recognition error on flow accuracy can be ignored. This method helps to overcome the absence of remote sensing methods for the long-term estimation of flow series in small- and medium-scale rivers, improves the accuracy of remote sensing methods for calculating flow, and provides ideas for regional water resource management and utilization.",lou_methodtermriverdischarge_2022,FALSE,class_round1,NA
"Evaluating Remote Sensing Approaches For Mapping The Bathymetry Of Lake Manzala, Egypt","Elshazly, Rana E. and Armanuos, Asaad M. and Zeidan, Bakenaz A. and Elshemy, Mohamed",2021,"Lake Manzala is considered the largest lagoon in Egypt. The lake has significant economic and environmental impacts that should be managed based on management models. The bathymetry of this lake, which is time consuming and laborious to obtain in the field, is one of the key input files for developing hydrological models of the lake. Remote sensing technology is used to determine satellite bathymetric maps with reasonable accuracy. The objective of the present work was to utilize Landsat 8 satellite imagery to determine the bathymetry of Lake Manzala. Generalized linear model (GLM), artificial neural network (ANN), decision tree, bagging (BAG, an ensemble regression algorithm), least-squares boosting fitting ensemble (LSB), and support vector machine (SVM) approaches were used in this study to process the images and manage the database of each image. The Landsat images were corrected for atmospheric conditions and the sunglint effect. Then values from the logarithms of corrected reflectance bands (coastal, blue, green, and red) and their ratio logarithms at locations corresponding to GPS surveys were extracted. Two assessing metrics, root mean square error (RMSE) and correlation (R), were used to calibrate the derived logarithm values for the model using observed data for the lake. The results show that the BAG and decision tree approaches perform well for Lake Manzala. Such methodologies should be applied for bathymetry determination, especially for shallow lakes, to save monitoring effort and costs. This approach facilitates the development of management models for lakes.",elshazly_evaluatingremotesensingapproaches_2021,FALSE,class_round1,NA
Design Of Terrace Drainage Networks Using Uav-Based High-Resolution Topographic Data,"Pijl, Anton and Tosoni, Michele and Roder, Giulia and Sofia, Giulia and Tarolli, Paolo",2019,"Hillslope viticulture has a long history in Mediterranean Europe, and still holds important cultural and economic value. Steep hillsides have widely been levelled by terraces, in order to control surface water flow and facilitate cultivation. However, under unsustainable management and growing rainfall aggressiveness, terraced vineyards have become one of the most erosion-prone agricultural landscapes. The Valcamonica valley in Lombardy (Italy) presents a typical example of an ancient wine production region where rural land abandonment has previously caused widespread degradation of the traditional terracing systems. Recently, a local revival of wine production led to restoration plans of the terraces and their drainage functioning, to safeguard productivity and hydrogeologic safety. In this study, an Unmanned Aerial Vehicle (UAV) survey was carried out to reconstruct an accurate and precise 3D terrain model of a Valcamonica vineyard through photogrammetry. The resulting high-resolution topographic data allowed insights of surface flow-induced soil erosion patterns based on the Relative Path Impact Index (RPII). Three diverse drainage networks were designed and digitally implemented, allowing scenario analysis of the costs and benefits in terms of potential erosion mitigation. The presented methodology could likely improve the time-efficiency and cost-effectiveness of similar restoration plans in degraded landscapes.",pijl_designterracedrainagenetworks_2019,FALSE,class_round1,NA
"Monitoring, Evaluation, Accountability, And Learning (Meal) In Anticipatory Action-Earth Observation As A Game Changer","Enenkel, Markus and Dall, Karen and Huyck, Charles K. and McClain, Shanna N. and Bell, Veronica",2022,"For many decades, humanitarian assistance relied on emergency response, triggering both funding and operational activities only after disaster impacts had been recorded. In recent years, many humanitarian actors have joined forces to complement traditional, reactive mechanisms with a forward-looking approach that can be activated before a disaster strikes. Anticipatory action (AA) uses forecasts of extreme weather events and combines them with risk information to identify and implement locally-led early actions with the goal of protecting lives and livelihoods more efficiently. AA is still a relatively new approach. Hence, monitoring, evaluation, accountability and learning (MEAL) is crucial to measure its effectiveness and adjust where necessary, as well as for (government) donors that want to see the added value of their investment maximized. However, evidence-based studies that investigate potential limitations and the exact impact pathway of AA at household level are time-consuming, costly, and therefore scarce. Satellite earth observation can become a game changer in AA by strengthening the evidence base via rapid, low-cost assessments. Both commercial and freely available satellite-derived data have reached an unprecedented level of quality, spatial, and temporal resolution. Simultaneously, there are major uncertainties regarding where, when, how, and under what conditions satellite data can support MEAL for AA at all. We argue that satellite data for an advanced MEAL framework should be considered already in the design phase of AA projects and that the translation of satellite data into actionable information will require a cross-cutting community of practice.",enenkel_monitoringevaluationaccountabilitylearning_2022,FALSE,class_round1,NA
Mapping A Specific Class For Priority Habitats Monitoring From Satellite Sensor Data,"Boyd, Doreen S. and Sanchez-Hernandez, Carolina and Foody, Giles M.",2006,"The European Union's Habitats Directive aims to protect biodiversity through the conservation of habitats. If a habitat of interest corresponds to spectrally separable land cover class(es), then this activity can benefit from the production of accurate land cover maps from remotely sensed imagery. Traditionally, the image classification techniques used assume that the set of classes has been defined exhaustively, which requires all of the classes in the region to be included explicitly in the analysis. Often, however, interest focuses on just one or a small sub-set of the classes occurring in the region that represent the habitat(s) of particular interest. Moreover, given that the size of a training set required for an image classification is typically taken to be a function of the number of classes and discriminating variables (e. g. wavebands) used in the classification, the satisfaction of the assumption of an exhaustively defined set of classes requires that much effort is directed wastefully on classes of little, if any, direct interest. Savings in training could be achieved by focusing on the class(es) of specific interest. A more appropriate approach for mapping a specific class may be to adopt a binary classification analysis that simply seeks to separate the class of interest from all others. In this way the analysis focuses on the class(es) of interest and a small training set may be used. An attractive means to achieve this is through the adoption of decision tree- and support vector machine-based approaches to classification. This paper evaluates the accuracy with which a habitat of interest to the EU Habitats Directive, fen, can be mapped from Landsat ETM+ imagery of the Norfolk Broads using such classifiers as well as, for comparative purposes, a standard maximum likelihood decision rule implemented by a discriminant analysis. All analyses yielded accurate classifications, with a conventional approach based on a maximum likelihood allocation providing an overall classification accuracy of 88.4\%. However, both the decision tree- and support vector machine-based approaches provided classifications that were significantly more accurate than conventional maximum likelihood classification (p < 0.05), with overall accuracies of 91.6 and 93.6\%, respectively (table 3). The results highlight the ability to focus the analysis on the class of interest in a manner that is less wasteful of resources and effort and that yields a more accurate classification than the standard approach.",boyd_mappingspecificclasspriority_2006,FALSE,class_round1,NA
Satellite-Based Crop Production Monitoring In Ukraine And Regional Food Security,"Kogan, F. and Adamenko, T. and Kulbida, M.",2011,"Every year weather vagaries have caused shortfalls of agricultural production regionally and every 3-4 years these shortfalls occurred globally. Therefore, early assessment of crop losses in response to weather fluctuations is an important task for the estimation of global, regional and countries food supply/demand, donor's decision to assists the nations in need and to those receiving the assistance. The new satellite-based technology has been recently developed to provide timely and accurate crops' monitoring and assessments. This technology includes the theory, algorithm, data base and operational implementation of vegetation health (VH) assessments from observations provided by the Advanced Very High Resolution Radiometer (AVHRR) flown on NOAA operational polar-orbiting satellites. Several AVHRR-based VH indices were developed and used to provide weekly cumulative estimation of moisture, thermal and health conditions of vegetation canopy throughout the growing season. The indices were calculated for the entire 1981-2010 period of the AVHRR sensor in space and were compared with regional crop yields in the two dozens of countries. Strong correlation between wheat (both winter and spring), corn, soybeans and sorghum yield and VH indices was found during the critical period of the tested crops. The test results showed that VH indices can be used as proxy for early (2-5 months in advance of harvest) assessment of crop yield with the errors of estimation less than 10%. This paper discusses utility of space observations for early forecasting regional crop yield in Ukraine, with specific emphasis on 2-5 months warning of weather-related losses in agricultural production and their impact on agricultural supply/demand and food security. © Springer Science+Business Media B.V. 2011.",kogan_satellitebasedcropproduction_2011,FALSE,class_round1,NA
Integrating Detailed Timber Assortments Into Airborne Laser Scanning (Als)-Based Assessments Of Logging Recoveries,"Sanz, Blanca and Malinen, Jukka and Sirparanta, Sanna and Peuhkurinen, Jussi and Leppanen, Vesa and Melkas, Timo and Riekki, Kirsi and Kauranne, Tuomo and Vastaranta, Mikko and Tokola, Timo",2021,"The methodology presented here can assist in making timber markets more efficient when assessing the value of harvestable timber stands and the amounts of timber assortments during the planning of harvesting operations. Information on wood quality and timber assortments is essential for wood valuation and procurement planning as varying wood dimensions and qualities may be utilized and refined in different places, including sawmills, plywood mills, pulp mills, heating plants or combined heat and power plants. We investigate here alternative approaches for generating detailed timber assortments for Norway spruce (Picea abies (L.) H.Karst.), Scots pine (Pinus sylvestris L.) and birch (Betula spp.) from airborne laser scanning (ALS) data, aerial images, harvester data and field data. For this purpose, we used 665 circular plots, and logging recovery information recorded from 249 clear-cut stands using cut-to-length harvesters. We estimated timber assortment volumes, economic values and wood paying capabilities (WPC) for each stand in different bucking scenarios, and used the resulting timber assortment estimates to assess logging recoveries. The bucking scenarios were (1) bucking-to-value using maximum sawlog and pulpwood volumes excluding quality (theoretical maximum), and (2) bucking-to-value using sawlog lengths at 30 cm intervals for Norway spruce and Scots pine and veneer logs of lengths 4.7 m, 5.0 m, 6.0 m and 6.7 m for birch, either excluding quality (the usual business practice) or including quality (a novel business practice). The results showed that our procedure can assist in locating stands that are likely to be more valuable and have the desired timber assortment distributions. We conclude that the method can estimate WPC with root mean square errors of 28.7\%, 66.0\% and 45.7\% in Norway spruce, Scots pine and birch, respectively, for sawlogs and 19.3\%, 63.7\% and 29.5\% for pulpwood.",sanz_integratingdetailedtimberassortments_2021,FALSE,class_round1,NA
A Hybrid Kernel-Based Change Detection Method For Remotely Sensed Data In A Similarity Space,"Shah-Hosseini, R. and Homayouni, S. and Safari, A.",2015,"Detection of damages caused by natural disasters is a delicate and difficult task due to the time constraints imposed by emergency situations. Therefore, an automatic Change Detection (CD) algorithm, with less user interaction, is always very interesting and helpful. So far, there is no existing CD approach that is optimal and applicable in the case of (a) labeled samples not existing in the study area; (b) multi-temporal images being corrupted by either noise or non-normalized radiometric differences; (c) difference images having overlapped change and no-change classes that are non-linearly separable from each other. Also, a low degree of automation is not optimal for real-time CD applications and also one-dimensional representations of classical CD methods hide the useful information in multi-temporal images. In order to resolve these problems, two automatic kernel-based CD algorithms (KCD) were proposed based on kernel clustering and support vector data description (SVDD) algorithms in high dimensional Hilbert space. In this paper (a) a new similarity space was proposed in order to increase the separation between change and no-change classes, and also to decrease the processing time, (b) three kernel-based approaches were proposed for transferring the multi-temporal images from spectral space into high dimensional Hilbert space, (c) automatic approach was proposed to extract the precise labeled samples; (d) kernel parameter w a s selected automatically by optimizing an improved cost function and (e) initial value of the kernel parameter was estimated by a statistical method based on the L2-norm distance. Two different datasets including Quickbird and Landsat TM/ETM+ imageries were used for the accuracy of analysis of proposed methods. The comparative analysis showed the accuracy improvements of kernel clustering based CD and SVDD based CD methods with respect to the conventional CD techniques such as Minimum Noise Fraction, Independent Component Analysis, Spectral Angle Mapper, Simple Image differencing and Image Rationing, and also the computational cost analysis showed that implementation of the proposed CD method in similarity space decreases the processing runtime. © 2015 by the authors.",shahhosseini_hybridkernelbasedchange_2015,FALSE,class_round1,NA
Determining The Optimal Phenological Stage For Predicting Common Dry Bean (Phaseolus Vulgaris) Yield Using Field Spectroscopy,"Rajah, P. and Odindi, J. and Abdel-Rahman, E. and Mutanga, O.",2017,"On-farm crop productivity and yield prediction are valuable for, among others, designing food policies, on-farm and after-farm planning and pricing, and marketing. Whereas existing prediction approaches are generally reliable, these require extensive and tedious field surveys and adequate ancillary agrometeorological data. Remote sensing offers great potential for quick and reliable means of predicting crop yield, but it necessitates establishment of optimal phenological and spectral bands. Given the socio-economic value of common dry bean, we sought to determine the potential of multi-temporal ground-based hyperspectral data to predict yield of three cultivars grown under irrigated and rain-fed regimes. Canopy-level hyperspectral data were collected from the Gadra, Ukulinga and Caledon cultivars at distinct phenological stages and sparse partial least squares regression was used for spectral analysis. Results indicated that variation in yield could be explained at specific growth stages under rain-fed and irrigated conditions. With the exception of the Gadra cultivar under irrigation, models developed with data at the flowering and pod development stage were more accurate. These findings highlight the potential of temporal phenological ground-based hyperspectral data in predicting common dry bean yield under different watering regimes. The findings provide an opportunity for large-scale yield prediction using airborne or space-borne hyperspectral sensors. © 2017 Southern African Plant & Soil Sciences Committee.",rajah_determiningoptimalphenologicalstage_2017,FALSE,class_round1,NA
Avhrr Data For Real-Time Operational Flood Forecasting In Malaysia,"Billa, L. and Mansor, S. and Mahmud, A. R. and Ghazali, A. H.",2005,"Flash floods strike quickly and in most cases without warning. They are usually observed before any warning can be issued and usually persons and property have been affected before the warning reaches them. Such are the conditions prevalent in Malaysia's extreme monsoon weather that occasionally causes floods and results in the extensive damage to property and sometimes loss of lives. Over the years variously hydrological and structural engineering measures have been implemented for flood monitoring and forecasting. These measures have only yielded limited success as may be seen in the recurring flood situation. Yearly financial and property loss estimates have increased and an estimated cost of over 2.5 billion RM is projected for the year 2004 according to sources from the drainage and irrigation department of Malaysia. It has thus become apparent that Malaysia institutes an effective operational flood forecasting to arrest the persisting flood problem. In this paper we will expound on current flood management and forecasting system being implemented in the country, particularly the Klang Valley that includes Kuala Lumpur where there has been tremendous urban growth and development in the last one and half decades. The paper further discusses where current flood management systems have been lacking in the absence of real-time hydro-meteorological forecasts. Where as hydrodynamic simulations and structural control measures have been emphasized in many flood management systems in Malaysia, the integration of real-time hydro-meteorological forecasts have been conspicuously absent, rendering most in-situ flood forecasts and early warnings ineffective in address the flood problem in the country. Malaysia is a tropical country that lies along the path of the northeast and southwest monsoon. Although satellite image based NWP have proved useful for the tropical and equatorial regions of the world in flood forecasting, they have yet to be applied in Malaysia. Observations have generally shown heavy cumulonimbus clouds formation and thunderstorms precede the usual heavy monsoon rains that cause floods in the region. This makes quantitative precipitation forecast a must be input to any flood early warning design. Numerous empirical studies have determined that cloud top temperatures less that 235k in the tropics are generally expected to produce convective rainfall at the rate of 3mm/hr. In this study we thus investigate monsoon cloud formation that has the propensity to precipitate using NOAA-AVHRR data for real-time operational flood early warning in Malaysia. The AVHRR data has been preferred for its relatively high temporal resolution of at most 6/hours, its easy acquisition and cost effectiveness and its ability for automated geometric rectification when compared to GEOS and GMS data. Cloud cover and types are processed using cloud indexing and pattern recognition techniques on the AVHRR data. The cloud indexing technique was initially developed for NOAA but was later also adapted for Geostationary satellite images. The technique assigns rainfall levels to each cloud type identifies in an image based on the relationship between cold and bright clouds top temperature and the high probability of precipitation. We discuss how visible (VIS) and infrared (IR) techniques are applied to bi-spectral cloud classification and rain areas are determined by classifying pixel clusters in the VIS/IR histogram. Precipitation probability is evaluated based on the relationship between cold and brightness temperature of clouds. The near infrared (NIR) and infrared (IR) channels 3, 4, and 5 of the data are processed for temperature and brightness. Cold clouds with temperature below 235k threshold value are taken as indication of rain. Rainfall is estimated based on the assumption that every cloud pixel has a constant unit rain-rate of 3mmh-1, which is appropriate for tropical precipitation over 2.5° × 2.5° areas around the equator. The paper finally discusses current developments in nowcasting that utilizes latest satellite observatio s together with numerical weather prediction models and how this system can be adapted to the needs of very short term forecast for flood early warnings in Malaysia. © 2005 Springer-Verlag Berlin Heidelberg.",billa_avhrrdatarealtime_2005,FALSE,class_round1,NA
"Estimating District-Level Electricity Consumption Using Remotely Sensed Data In Eastern Economic Corridor, Thailand","Hutasavi, Sirikul and Chen, Dongmei",2021,"The intensive industrial development in special economic zones, such as Thailand's Eastern Economic Corridor, increases energy consumption, leading to an imbalance of energy supply and a challenge for energy management. Electricity consumption at a local level is crucial for utility planners to manage and invest in the electrical grid. With this study, we propose an electricity consumption estimation model at the district level using machine learning with publicly available statistical data and built-up area (BU), area of lit (AL), and sum of light intensity (SL) data extracted from Landsat 8 and Suomi NPP satellite nighttime light images. The models created from three machine learning algorithms, which included Multiple Linear Regression (MR), Decision Tree (DT), and Support Vector Regression (SVR), were compared. The results show that (1) electricity consumption is highly correlated with SL, AL, and BU; and (2) the DT model demonstrated a better performance in predicting local electricity consumption when compared to MR and SVR with the lowest error rate and highest R-2. The local government in developing countries with limited data and financial resources can adopt the proposed approach to benefit from utilizing commonly available remote sensing and statistical data with simple machine learning models such as DT (regression method) for sustainable electricity management.",hutasavi_estimatingdistrictlevelelectricity_2021,FALSE,class_round1,NA
"Catching ""Butterflies"" In The Morning: A New Methodology For Rapid Detection Of Aerially Deployed Plastic Land Mines From Uavs","De Smet, T. S. and Nikulin, A.",2018,"It is estimated that there are at least 100 million military munitions and explosives of concern (MEC) devices in the world of various size, shape, and composition. Millions of these are surface plastic land mines with low-pressure detonation regimes, such as the mass-produced Soviet PFM-1. These aerially deployed land mines are concentrated primarily in postconflict developing countries such as Afghanistan and represent a continued humanitarian threat, while also thwarting economic and social development in impacted regions. Identification of this particular type of MEC category poses a significant geophysical challenge, as these mines contain almost no metal (nonferrous aluminum). As a result, standard MEC detection and remediation methodologies based on geophysical principles of magnetometry and electromagnetic induction prove largely ineffective and possibly dangerous. Low-cost unmanned aerial vehicles can rapidly collect large remotely sensed data sets with no risk to MEC technicians. We present results of an experiment focused on remotely assessing thermal signatures of plastic land mines relative to background geology to show that this type of analysis permits rapid detection of randomly dispersed plastic MECs with a high degree of accuracy and low associated costs. © 2018 by The Society of Exploration Geophysicists.",desmet_catchingbutterfliesmorningmethodology_2018,FALSE,class_round1,NA
Linking Geomatics And Participatory Social Analysis For Environmental Monitoring: Case Studies From Malawi,"Haan, N. and Gumbo, D. and Eastman, J. R. and Toledano, J. and Snel, M.",2000,"In this paper we demonstrate the need for linking geomatics and social analysis methodologies for enumerating and describing land-use change. Until recently, these two methods were used as distinct approaches at varying levels of inquiry. Using two case studies from Malawi, inductive and deductive approaches to land-use/landcover monitoring illustrate the utility of linking geomatics and social analysis as complementary tools. While both studies integrate geomatics with community-based social analysis, the starting point for each is different. The first case study begins by identifying where environmental change is occurring without preconceived hypotheses of causes. The use of geomatics in this case guides the researchers in determining where to conduct more in-depth analysis of explanations of change. The second case study begins with an environmental policy question - ""What has been the effect of market liberalization on the environment?"" - and then uses remote sensing to evaluate a set of hypotheses. This is the deductive approach. Regardless of the starting point, integrating geomatics and social analysis can promote a cycle of inductive and deductive research. In this way geomatics and social analysis not only address different questions but also can be used to verify and further develop contributions to nature-society dynamics.",haan_linkinggeomaticsparticipatorysocial_2000,FALSE,class_round1,NA
Do Big Unstructured Biodiversity Data Mean More Knowledge?,"Bayraktarov, Elisa and Ehmke, Glenn and O'Connor, James and Burns, Emma L. and Nguyen, Hoang A. and McRae, Louise and Possingham, Hugh P. and Lindenmayer, David B.",2019,"Conserving species biodiversity demands decisive and effective action. Effective action requires an understanding of species population dynamics. Therefore, robust measures which track temporal changes in species populations are needed. This need, however, must be balanced against the scale at which population change is being assessed. Advances in citizen science and remote sensing technology have heralded an era of ""big unstructured data"" for biodiversity conservation. However, the value of big unstructured data for assessing changes in species populations, and effectively guiding conservation management has not been rigorously assessed. This can be achieved only by benchmarking big unstructured data against high-quality structured datasets, and ensuring the latter are not lost through an over-emphasis on ""big data."" Here, we illustrate the current trend to disproportionately prioritize data quantity over data quality and highlight the discrepancy in global availability between both data types. We propose a research agenda to test whether this trend will result in a net decrease of useful knowledge for biodiversity conservation. We exemplify this by examining the availability of big unstructured data vs. standardized data using data from global repositories on birds as an example. We share experiences from the data collation exercise needed to develop the Australian Threatened Species Index. We argue there is an urgent need to validate and enhance the utility of big unstructured data by: (1) maintaining existing well-designed, standardized long-termspecies population studies; (2) strengthening data quality control, management, and curation of any type of dataset; and (3) developing purpose-specific rankings to assess data quality.",bayraktarov_unstructuredbiodiversitydataknowledge_2019,FALSE,class_round1,NA
