"id","title","abstract","publication_year","authors","date_screened_t&a","t&a_status","t&a_exclusion_reasons","doi"
7037417,"Optimal Decision-Making Model Of Spatial Sampling For Survey Of China's Land With Remotely Sensed Data","In the remote sensing survey of the country land, cost and accuracy are a pair of conflicts, for which spatial sampling is a preferable solution with the aim of an optimal balance between economic input and accuracy of results, or in other words, acquirement of higher accuracy at less cost. Counter to drawbacks of previous application models, e.g. lack of comprehensive and quantitative-comparison, the optimal decision-making model of spatial sampling is proposed. This model first acquires the possible accuracy-cost diagrams of multiple schemes through initial spatial exploration, then regresses them and standardizes them into a unified reference frame, and finally produces the relatively optimal sampling scheme by using the discrete decision-making function (built by this paper) and comparing them in combination with the diagrams. According to the test result in the survey of the arable land using remotely sensed data, the Sandwich model, while applied in the survey of the thin-feature and cultivated land areas with aerial photos, can better realize the goal of the best balance between investment and accuracy. With this case and other cases, it is shown that the optimal decision-making model of spatial sampling is a good choice in the survey of the farm areas using remote sensing, with its distinguished benefit of higher precision at less cost or vice versa. In order to extensively apply the model in the surveys of natural resources, including arable farm areas, this paper proposes the prototype of development using the component technology, that could considerably improve the analysis efficiency by insetting program components within the software environment of GIS and RS.",NA,NA,2024-11-21 20:35:15,"included",NA,"10.1360/03yd0376"
6691681,"Assessing the value of information for water quality management in the North Sea","Global Earth Observation (GEO) is one of the most important sources of information for environmental resource management and disaster prevention. With budgets for GEO increasingly under pressure, it is becoming important to be able to quantify the returns to informational investments. For this, a clear analytical framework is lacking. By combining Bayesian decision theory with an empirical, stakeholder oriented approach, this paper attempts to develop such a framework. The analysis focuses on the use of satellite observations for Dutch water quality management in the North Sea. Dutch water quality management currently relies on information from ‘in situ’ measurements but is considering extending and deepening its information base with satellite observations. To estimate returns to additional investments in satellite observation, we analyze the added value of an extended monitoring system for the management of eutrophication, potentially harmful algal blooms and suspended sediment and turbidity in the North Sea. First, we develop a model to make the potential contribution of information to welfare explicit. Second, we use this model to develop a questionnaire and interpret the results. The results indicate that the expected welfare impact of investing in satellite observation is positive, but that outcomes strongly depend on the accuracy of the information system and the range of informational benefits perceived.",2009,"{""Bouma, Jetske A.""}",2024-04-22 02:48:27,"included",NA,"https://doi.org/10.1016/j.jenvman.2008.07.016"
6691584,"Benefits and Beneficiaries of the Oklahoma Mesonet: A Multisectoral Ripple Effect Analysis","Since the Oklahoma Mesonet (the state’s automated mesoscale weather station network) was established in 1994, it has served a number of diverse groups and provided public services to foster weather preparedness, education, and public safety, while also supporting decision-making in agricultural production and wildland fire management. With 121 monitoring stations across the state, the Oklahoma Mesonet has developed an array of technologies to observe a variety of atmospheric and soil variables in 5- to 30-min intervals. These consistent observations have been especially critical for predicting and preparing for extreme weather events like droughts, floods, ice storms, and severe convective storms as well as for development of value-added tools. The tools, outreach programs, and mesoscale data have been widely utilized by the general public, state decision-makers, public safety officials, K–12 community, agricultural sector, and researchers, thus generating wide societal and economic benefits to many groups. Based on practical application examples of weather information provided by the Oklahoma Mesonet, this paper analyzes both benefits generated by Oklahoma Mesonet information to the public and decision-makers and ripple effects (spreading amplified outcomes/implications) of those benefits in the short and long term. The paper further details ongoing and anticipated Oklahoma Mesonet innovations as a response to changing needs for weather-related information over time, especially as a result of technological developments and weather variability.",2017,"{""Ziolkowska, Jadwiga R.""}",2024-04-26 19:03:09,"included",NA,"https://doi.org/10.1175/WCAS-D-16-0139.1"
6863144,"Integration Of Lidar And Pleiades Data In Identifying The Potential Of Hazardous Trees","Trees beautify the landscape and provide numerous benefits for human well-being. Without proper maintenance and mitigating, the hazardous trees with structural defects can be harmful to the local community. In practice, the hazardous trees can be assessed using visual tree assessment (VTA), expertise interview and questionnaire. The advancement in remote sensing technology provides users with alternative ways to identify the hazardous trees and is very efficient especially in large areas. The intent of this study is to identify the potential of the tree hazard in UiTM Shah Alam from the integration of LiDAR and Pleiades dataset. Tree health condition and tree height were derived from LiDAR and Pleiades dataset. Height of trees were extracted from a digital canopy height model (DCHM) and the condition of tree health were assessed based on the Normalized Difference Vegetation Index (NDVI) values. Both parameters were used to classify the individual into low, moderate and high-risk ratings. The findings demonstrated that the integration of both datasets successfully identified the potential of tree hazard at the study area. Altogether 108 of individual trees were detected. 7 and 67 trees were identified as high and moderate risk respectively. This study derived significant findings that can be used to support the maintenance of tree activities in the campus area and significant to private and government sectors such park management and local authorities. © Geoinformatics International.",2022,"{""Khalid, N."",""Suhaizad, L. S."",""Tahar, K. N.""}",2024-09-27 23:11:18,"included",NA,"10.52939/ijg.v18i4.2253"
7036907,"Application Of Remote Sensing Technology For Impact Assessment Of Watershed Development Programme","The current study was taken up to investigate the utility of remote sensing and GIS tools for evaluation of Integrated Wasteland Development Programme (IWDP) implemented during 1997-2001 in Katangidda Nala watershed, Chincholi taluk, Gulbarga district, Karnataka. The study was carried out using IRS 1C, LISS III data of December 11, 1997 (pre-treatment) and November 15, 2002 (post-treatment) covering the watershed to assess the changes in land use / land cover and biomass that have changed over a period of five years (1997-2002). The images were classified into different land use/land cover categories using supervised classification by maximum likelihood algorithm. They were also classified into different biomass levels using Normalized Difference Vegetation Index (NDVI) approach. The results indicated that the area under agriculture crops and forest land were increased by 671 ha (5.7%) and 1,414 ha (11.94%) respectively. This is due to the fact that parts of wastelands and fallow lands were brought into cultivation. This increase in the area may be attributed to better utilization of surface and ground waters, adoption of soil and water conservation practices and changes in cropping pattern. The area under waste lands and fallow lands decreased by 1,667 ha (14.07%) and 467 ha (3.94%), respectively. The vegetation vigour of the area was classified into three classes using NDVI. Substantial increase in the area under high and low biomass levels was observed (502 ha and 19 ha respectively). The benefit-cost analysis indicates that the use of remote sensing and GIS was 2.2 times cheaper than the conventional methods. Thus, the repetitive coverage of the satellite data provides an excellent opportunity to monitor the land resources and evaluate the land cover changes through comparison of images for the watershed at different periods. © 2008 Indian Society of Remote Sensing.",NA,NA,2024-10-30 17:28:43,"included",NA,"10.1007/s12524-008-0037-8"
6903566,"Lessons Learned From Participatory Land Use Planning With High-Resolution Remote Sensing Images In Tanzania: Practitioners' And Participants' Perspectives","Participatory mapping (PM) solutions have become common in many sectors of society to enhance engagement of the local communities in planning processes. Especially in data scarce regions, like Africa, PM that captures local knowledge in spatially explicit form is an important tool for integrating previously non-existent spatial knowledge in to collaborative planning. Despite the increasing usage of PM solutions, there still lies a gap in our knowledge of the influence and enabling factors of PM adoption in real-world decision-making processes. We studied practitioners' and participants' perceptions on benefits and limitations of PM that uses high-resolution remote sensing imagery to engage with participants in six use cases in Tanzania. We conducted interviews and one group discussion with practitioners, and feedback surveys among PM participants. According to the experiences of the practitioners and participants, PM methods based on high-resolution remote sensing images have increased practitioners' work quality and professional competence, and enhanced participants' active participation and spatial understanding for informed decision-making. Technical challenges and lack of skilled experts and institutional support were commonly identified limitations. Based on the users' perceptions we identified previously recognized enabling factors such as supportive policy environment but also context specific factors; removal of disincentives and wider awareness raising. Moreover, advocacy among policymakers on the benefits of participatory decision-making and geospatial technologies is needed to build their ownership of the new governance practices.",NA,NA,2024-09-26 00:47:25,"included",NA,"10.1016/j.landusepol.2021.105649"
7037445,"The Advantages Of Using Drones Over Space-Borne Imagery In The Mapping Of Mangrove Forests","Satellite data and aerial photos have proved to be useful in efficient conservation and management of mangrove ecosystems. However, there have been only very few attempts to demonstrate the ability of drone images, and none so far to observe vegetation (specieslevel) mapping. The present study compares the utility of drone images (DJI-Phantom-2 with SJ4000 RGB and IR cameras, spatial resolution: 5cm) and satellite images (Pleiades-1B, spatial resolution: 50cm) for mangrove mapping-specifically in terms of image quality, efficiency and classification accuracy, at the Setiu Wetland in Malaysia. Both object- and pixel-based classification approaches were tested (QGIS v.2.12.3 with Orfeo Toolbox). The object-based classification (using a manual rule-set algorithm) of drone imagery with dominant land-cover features (i.e. water, land, Avicennia alba, Nypa fruticans, Rhizophora apiculata and Casuarina equisetifolia) provided the highest accuracy (overall accuracy (OA): 94.0 +/- 0.5\% and specific producer accuracy (SPA): 97.0 +/- 9.3\%) as compared to the Pleiades imagery (OA: 72.2 +/- 2.7\% and SPA: 51.9 +/- 22.7\%). In addition, the pixel-based classification (using a maximum likelihood algorithm) of drone imagery provided better accuracy (OA: 90.0 +/- 1.9\% and SPA: 87.2 +/- 5.1\%) compared to the Pleiades (OA: 82.8 +/- 3.5\% and SPA: 80.4 +/- 14.3\%). Nevertheless, the drone provided higher temporal resolution images, even on cloudy days, an exceptional benefit when working in a humid tropical climate. In terms of the user-costs, drone costs are much higher, but this becomes advantageous over satellite data for long-term monitoring of a small area. Due to the large data size of the drone imagery, its processing time was about ten times greater than that of the satellite image, and varied according to the various image processing techniques employed (in pixel-based classification, drone >50 hours, Pleiades <5 hours), constituting the main disadvantage of UAV remote sensing. However, the mangrove mapping based on the drone aerial photos provided unprecedented results for Setiu, and was proven to be a viable alternative to satellite-based monitoring/management of these ecosystems. The improvements of drone technology will help to make drone use even more competitive in the future.",NA,NA,2024-11-18 19:36:00,"included",NA,"10.1371/journal.pone.0200288"
7038262,"May Smart Technologies Reduce The Environmental Impact Of Nitrogen Fertilization? A Case Study For Paddy Rice","Precision agriculture is increasingly considered as a powerful solution to mitigate the environmental impact of farming systems. This is because of its ability to use multi-source information in decision support systems to increase the efficiency of farm management. Among the agronomic practices for which precision agriculture concepts were applied in research and operational contexts, variable rate (VR) nitrogen fertilization plays a key role. A promising approach to make quantitative, spatially distributed diagnoses to support VR N fertilization is based on the combined use of remote sensing information and few smart scouting-driven ground estimates to derive maps of nitrogen nutrition index (NNI). In this study, a new smart app for field NNI estimates (PocketNNI) was developed, which can be integrated with remote sensing data. The environmental impact of using PocketNNI and Sentinel 2 products to drive fertilization was evaluated using the Life Cycle Assessment approach and a case study on rice in northern Italy. In particular, the environmental performances of rice fertilized according to VR information derived from the integration of PocketNNI and satellite data was compared with a treatment based on uniform N application. Primary data regarding the cultivation practices and the achieved yields were collected during field tests. Results showed that VR fertilization allowed reducing the environmental impact by 11.0\% to 13.6\% as compared to uniform N application. For Climate Change, the impact is reduced from 9373 to 832.7 kg CO2 eq/t of paddy rice. The highest environmental benefits - mainly due to an improved ratio between grain yield and N fertilizers were achieved in terms of energy consumption for fertilizer production and of emission of N compounds. Although further validation is needed, these preliminary results are promising and provide a first quantitative indication of the environmental benefits that can be achieved when digital technologies are used to support N fertilization. (C) 2020 Elsevier B.V. All rights reserved.",NA,NA,2024-10-25 23:07:37,"included",NA,"10.1016/j.scitotenv.2020.136956"
7037084,"Influence Of Spatial Resolution On Satellite-Based Pm2.5 Estimation: Implications For Health Assessment","Satellite-based PM2.5 estimation has been widely used to assess health impact associated with PM2.5 exposure and might be affected by spatial resolutions of satellite input data, e.g., aerosol optical depth (AOD). Here, based on Multi-Angle Implementation of Atmospheric Correction (MAIAC) AOD in 2020 over the Yangtze River Delta (YRD) and three PM2.5 retrieval models, i.e., the mixed effects model (ME), the land-use regression model (LUR) and the Random Forest model (RF), we compare these model performances at different spatial resolutions (1, 3, 5 and 10 km). The PM2.5 estimations are further used to investigate the impact of spatial resolution on health assessment. Our cross-validated results show that the model performance is not sensitive to spatial resolution change for the ME and LUR models. By contrast, the RF model can create a more accurate PM2.5 prediction with a finer AOD spatial resolution. Additionally, we find that annual population-weighted mean (PWM) PM2.5 concentration and attributable mortality strongly depend on spatial resolution, with larger values estimated from coarser resolution. Specifically, compared to PWM PM2.5 at 1 km resolution, the estimation at 10 km resolution increases by 7.8%, 22.9%, and 9.7% for ME, LUR, and RF models, respectively. The corresponding increases in mortality are 7.3%, 18.3%, and 8.4%. Our results also show that PWM PM2.5 at 10 km resolution from the three models fails to meet the national air quality standard, whereas the estimations at 1, 3 and 5 km resolutions generally meet the standard. These findings suggest that satellite-based health assessment should consider the spatial resolution effect. © 2022 by the authors. Submitted for possible open access.",NA,NA,2024-11-22 17:18:27,"included",NA,"10.3390/rs14122933"
7038585,"Grid-Scale Agricultural Land And Water Management: A Remote-Sensing-Based Multiobjective Approach","This paper developed a remote-sensing-based multiobjective (RSM) approach to formulate sustainable agricultural land and water resources management strategies at a grid scale. To meet the spatial resolution and accuracy need of agricultural management, downscaled precipitation data sets were obtained with the help of global precipitation measurement (GPM) data and other spatial information. Spatial crop water requirement information were obtained via the combination use of the Penman-Monteith method, remote sensing information (MOD16/PET) and virtual water theory. Through integrating these spatial data and considering the impact of different spatial environments on crop growth, a grid-based integer multiobjective programming (GIMP) model was developed to determine best suitable crop planting types at all grids. GIMP can simultaneously consider several conflicting objectives: crop growth suitability, crop spatial water requirements, and ecosystem service value. Further, GIMP results were inputted into a grid-based nonlinear fractional multiobjective programming (GNFMP) model with three objectives: maximize economic benefits, maximize water productivity, and minimize blue water utilization, to optimize irrigation-water allocation. To verify the validity of the proposed approach, a realworld application in the middle reaches of Heihe River Basin, northwest China was conducted. Results show that the proposed method can improve the ecosystem service value by 0.36 x 10(8) CNY, the economic benefit by 21.85\%, the irrigation-water productivity by 25.92\%, and reduce blue water utilization rate by 24.32\% comparing with status quo. (c) 2020 Elsevier Ltd. All rights reserved.",NA,NA,2024-11-18 18:56:31,"included",NA,"10.1016/j.jclepro.2020.121792"
7036739,"Economic Comparison Of Satellite, Plane And Uav-Acquired Ndvi Images For Site-Specific Nitrogen Application: Observations From Italy","Defining the most profitable remote sensing platforms is a difficult decision-making process, as it requires agronomic and economic considerations. In this paper, the price and profitability of three levels of remote sensing platforms were evaluated to define a decision-making process. Prices of satellite, plane and UAV-acquired vegetation indices were collected in Italy during 2020 and compared to the economic benefits resulting from variable rate nitrogen application, according to a bibliographic meta-analysis performed on grains. The quality comparison of these three technologies was performed considering the error propagation in the NDVI formula. The errors of the single bands were used to assess the optical properties of the sensors. Results showed that medium-resolution satellite data with good optical properties could be profitably used for variable rate nitrogen applications starting from 2.5 hectares, in case of medium resolution with good optical properties. High-resolution satellites with lower optical quality were profitable starting from 13.2 hectares, while very high-resolution satellites with good optical properties could be profitably used starting from 76.8 hectares. Plane-acquired images, which have good optical properties, were profitable starting from 66.4 hectares. Additionally, a reference model for satellite image price is proposed.",NA,NA,2024-11-18 19:24:48,"included",NA,"10.3390/agronomy11112098"
7036564,"Key Technologies Of Monitoring High Temperature Stress To Rice By Portable Uav Multi Spectral Remote Sensing","Rice is an important cereal crop in the world and the most important food resource in China. Under the background of global warming, the degree and frequency of extreme high temperature heat waves are also increasing. From July to August every year, continuous high temperature weather with daily maximum temperature exceeding 35.0℃ often occurs in the middle and lower reaches of the Yangtze River affected by subtropical high. At this time, rice is in a sensitive period of growth and development, and continuous high temperature will seriously influences the physiological development of rice. Consequently, scientific and reasonable monitoring of the occurrence and development process of high temperature stress to rice is of great scientific significance and practical value for impact assessment of rice yield variation and agricultural production decisions in the context of global warming. At present, crop growth monitoring methods mainly rely on field investigation and satellite remote sensing. However, the traditional field investigation methods are time-consuming and labor-intensive, and the accuracy is also influenced by the subjective consciousness of investigators. In addition, satellite remote sensing also has some shortcomings, such as low spatial resolution, long transit period, cloud pollution and so on. So, the application technology research of real-time monitoring of crop growth using multi-spectral sensors carried by portable drones is an important supplement and improvement to the existing monitoring and investigation methods for high temperature stress to rice. In this paper, a remote sensing monitoring system for rice growth and data post-processing analysis and application methods were designed based on consumer-grade drones and portable multi-spectral sensors, and then Wuhu super rice production base in the middle and lower reaches of the Yangtze river was selected as the experimental area, and the continuous high temperature days from July 20 to August 9, 2019 was taken as the experimental period. Experimental results showed that there was a significant exponential relationship between the rice vegetation index and the leaf area index, with the correlation coefficient of 0.918, and then the inversion model of rice leaf area index was established. Finally, the discrimination conditions of leaf area index of rice under high temperature stress were further determined. The inversion model and discrimination conditions of leaf area index were used to extract and to analyze the spectral characteristics of rice under high temperature stress in the experimental area. During this continuous high temperature period, 15.3% of rice in the experimental area was damaged by the continuous high temperature stress, which is coincided with the reality from the field investigation conducted by agricultural department (i.e., the grain filling rate of rice was 82.2% in the experimental area). Compared with the traditional field survey and satellite remote sensing monitoring methods, the portable UAV multispectral remote sensing monitoring technology developed in this paper has advantages of high spatial resolution, real-time and large-scale monitoring and application of low cost, which is conducive to the popularization and promotion. It has a certain application prospect in the remote sensing monitoring of crop natural disasters. © 2020 Editorial Board of Chinese Journal of Agrometeorology. All rights reserved.",NA,NA,2024-11-18 18:50:46,"included",NA,"10.3969/j.issn.1000-6362.2020.09.006"
7038355,"An Inter-Comparison Exercise Of Sentinel-2 Radiometric Validations Assessed By Independent Expert Groups","Copernicus is the European Union's Earth Observation and Monitoring programme, delivering free access to operational and historical environmental data to support applications in a wide range of societal benefit areas. To allow meaningful long-term environmental monitoring and robust decision-making, it is essential to ensure that satellite-retrieved products are of high quality and consistency. This paper describes the outputs of an international workshop on the radiometric calibration validation of the Copernicus Sentinel-2A and Sentinel-2B Multi-Spectral Instrument. A wide range of vicarious methodologies have been applied independently and then compared per type of target. All methods agree on the good radiometric performance of both Sentinel-2A and Sentinel-2B with respect to the mission requirements as well as on evidence of a slight bias between the two instruments. Comparisons of all these results are discussed to highlight the benefits and advantages of the methods as well as to propose potential improvements either for the methods themselves and/or for the comparison exercise.",NA,NA,2024-10-30 15:54:28,"included",NA,"10.1016/j.rse.2019.111369"
7037699,"Wildfire Monitoring With Satellite Remote Sensing In Support Of Conservation","This chapter finds its rationale in the key ecological role fire plays on ecosystems and biodiversity. In particular, it focuses on the use of satellite information to improve habitat monitoring in protected areas. Conservation practitioners need this information to meet their goals and improve management effectiveness. To address these needs, the European Commission worked in collaboration with conservation institutions and protected areas in Africa to build two systems for the distribution of satellite-based information to support conservation and decision making. The first system, the Fire Monitoring Tool, is a stand-alone web portal which provides near-real time information of fire activity based on the Moderate Resolution Imaging Spectroradiometer (MODIS). The tool provides specific ecological indicators about fire in the world protected areas. Whereas the second system, the eStation, is a network of servers receiving EO-based products, including wildfire, used for protected area ecological assessment, but also national and regional environmental monitoring. The benefits provided by the systems are described in two case studies in Tanzania and Niger. The examples show how park ecologists have improved habitat monitoring and conservation efforts in the protected areas and how this can be repeated in other conservation areas. © Cambridge University Press 2018.",NA,NA,2024-10-25 19:16:44,"included",NA,"10.1017/9781108631129.006"
6691674,"The value of Earth Observation for marine water quality management","Global Earth Observation is one of the most important sources of information for environmental resource management. With budgets for Earth Observation (EO) increasingly under pressure, it is important to be able to quantify the returns to informational investments. For this, a clear analytical framework is lacking. This paper attempts to develop and test such a framework by combining Bayesian decision theory with an empirical, expert-oriented approach. The analysis focuses on the use of EO for marine water quality management, but the methodology is applicable to other topics too. The case studies indicate that the main benefits of EO are increased spatial and temporal coverage of the existing monitoring system and generation of early warning predictions. The results suggest that the expected benefits of EO investments are positive, but that they strongly depend on the (perceived) accuracy of the information system.",2009,"{""Bouma, Jetske""}",2024-04-22 02:43:57,"included",NA,"https://research.vu.nl/ws/portalfiles/portal/2607929/BoumaKuikvanderWoerdDekker+FINAL.pdf"
6863404,"An Evaluation Of The Use Of Remotely Sensed Parameters For Prediction Of Incidence And Risk Associated With Vibrio Parahaemolyticus In Gulf Coast Oysters (Crassostrea Virginica)","The U.S. Food and Drug Administration recently published a Vibrio parahaemol.y'ticus risk assessment for consumption of raw oysters that predicts V. parahaemolyticus densities at harvest based on water temperature. We retrospectively compared archived remotely sensed measurements (sea surface temperature, chlorophyll, and turbidity) with previously published data from an environmental study of V. parahaemolyticus in Alabama oysters to assess the utility of the former data for predicting V. parahaemolyticus densities in oysters. Remotely sensed sea surface temperature correlated well with previous in situ measurements (R-2 = 0.86) of bottom water temperature, supporting the notion that remotely sensed sea surface temperature data are a sufficiently accurate substitute for direct measurement. Turbidity and chlorophyll levels were not determined in the previous study, but in comparison with the V. parahaemolyticus data, remotely sensed values for these parameters may explain some of the variation in V. parahaemolyticus levels. More accurate determination of these effects and the temporal and spatial variability of these parameters may further improve the accuracy of prediction models. To illustrate the utility of remotely sensed data as a basis for risk management, predictions based on the U.S. Food and Drug Administration V. parahaemolyticus risk assessment model were integrated with remotely sensed sea surface temperature data to display graphically variations in V. parahaemolyticus density in oysters associated with spatial variations in water temperature. We believe images such as these could be posted in near real time, and that the availability of such information in a user-friendly format could be the basis for timely and informed risk management decisions.",2007,"{""Bowers, J."",""DePaola, A."",""Grimes, D. J."",""Ladner, S."",""Phillips, A. M. B.""}",2024-09-30 01:42:53,"included",NA,"10.4315/0362-028x-70.4.879"
7037827,"Diversity Features Collaboration Technology For Monitoring Forest Before And After Hurricane By Remote Sensing","Objective: Change monitoring and disaster assessment of hurricane-damaged forests is an important application of remote sensing technology. The extraction of feature information from remote sensing images is very important to the effect of forest remote sensing monitoring. The combination of diversity features can effectively improve the monitoring accuracy of forest change. However, the current spatial information acquisition algorithms, such as texture features, still retain the traditional fixed computing model and do not fully consider the diversity of the spatial distribution of ground objects. When extracting texture features, the accuracy of texture features will be affected if the sliding window is too large or too small. Therefore, the calculation method of this kind of texture feature is always faced with the problem of a hard balance between the number of features and the neighborhood reference range. Therefore, this paper focuses on forest change monitoring technology. Method: To solve the above problems, in this paper, a remote sensing monitoring method for forest destruction before and after hurricanes is proposed based on diversity feature collaborative technology. Firstly, the difference between normalized vegetation index (NDVI) and enhanced vegetation index (NDVI) before and after forest remote sensing image change was calculated. Secondly, the compound window technology is proposed to extract the texture features. Then, the texture features extracted from the remote sensing image and the spectrum of the remote sensing image were used to build a diversity characteristic combination model. This can enhance the diversity of features. Finally, an improved rotating forest algorithm based on feature separation is proposed to reduce the direct feature correlation and improve the accuracy of the classifier. Result: The study area used in this study is the remote sensing image of the Nezer forest in France before and after the hurricane, which is derived from the Formosat-2 satellite. In the experimental part, the classification performance of the proposed algorithm is compared with the other six methods. The experimental results show that compared with the traditional change detection methods based on spectral features and texture features, the overall accuracy of the proposed method, the detection accuracy of the changed area and the unchanged area are improved by 3.68%, 5.82% and 3.46%, respectively. In addition, this paper tested the sensitivity of features extracted by different methods to the number of training samples. The results show that the proposed method still maintains high classification accuracy in different training sample numbers, and the overall accuracy and Kappa coefficient are better than the comparison methods. And after the number of training samples reaches 50, the accuracy of the proposed method tends to flatten out. Conclusion: The proposed method can effectively improve the performance of forest change monitoring. This method can be used to monitor the change and damage of forests in real-time, and obtain the information of forest disaster areas efficiently, which can provide important reference data for the emergency decision-making of forest resource management departments. Therefore this method has high practical value. © 2022 National Remote Sensing Bulletin. All rights reserved.",NA,NA,2024-10-28 19:03:46,"included",NA,"10.11834/jrs.20210230"
7038146,"Integrating Multisensor Satellite Data Merging And Image Reconstruction In Support Of Machine Learning For Better Water Quality Management","Monitoring water quality changes in lakes, reservoirs, estuaries, and coastal waters is critical in response to the needs for sustainable development. This study develops a remote sensing-based multiscale modeling system by integrating multi-sensor satellite data merging and image reconstruction algorithms in support of feature extraction with machine learning leading to automate continuous water quality monitoring in environmentally sensitive regions. This new Earth observation platform, termed ""cross mission data merging and image reconstruction with machine learning"" (CDMIM), is capable of merging multiple satellite imageries to provide daily water quality monitoring through a series of image processing, enhancement, reconstruction, and data mining/machine learning techniques. Two existing key algorithms, including Spectral Information Adaptation and Synthesis Scheme (SIASS) and SMart Information Reconstruction (SMIR), are highlighted to support feature extraction and content-based. mapping. Whereas SIASS can support various data merging efforts to merge images collected from cross-mission satellite sensors, SMIR can overcome data gaps by reconstructing the information of value-missing pixels due to impacts such as cloud obstruction. Practical implementation of CDMIM was assessed by predicting the water quality over seasons in terms of the concentrations of nutrients and chlorophyll-a, as well as water clarity in Lake Nicaragua, providing synergistic efforts to better monitor the aquatic environment and offer insightful lake watershed management strategies. (C) 2017 Elsevier Ltd. All rights reserved.",NA,NA,2024-10-30 17:18:48,"included",NA,"10.1016/j.jenvman.2017.06.045"
7037865,"Water Balance Estimation Of A Poorly Gauged Catchment In West Africa Using Dynamically Downscaled Meteorological Fields And Remote Sensing Information","Scientifically sound decisions in sustainable water management are usually based on hydrological modeling which can only be accomplished by meteorological driving information. Especially in regions with weak infrastructure this task is hampered by limited hydro-meteorological information in sufficient spatial and temporal resolution. We investigated three approaches to provide required meteorological fields driving the distributed hydrological model: the results of the mesoscale meteorological model MM5 which are available near real time, the TRMM product 3B42 available with approximately one month delay, and station data available with a delay of one year or more. The study site is the White Volta catchment in the semi-arid environment of West Africa. The results for 2004 show that the meteorological model is able to provide meteorological input data for near real time water balance estimations. In this study the TRMM product does not improve the simulation results. Besides missing important meteorological data, also gridded information on land surface properties (albedo, LAI, etc.) is usually difficult to obtain, albeit it is an essential input for distributed hydrological models. This information is commonly taken from ""static"" tables depending on the land use. Satellite remote sensing provides worldwide spatially detailed information on land surface properties which is particularly suitable for large regions in remote settings. Therefore the MODIS products for albedo and LAI were processed to annual time series including the identification and replacement of low quality observations by interpolation. The impact using MODIS data on the spatial distribution of water balance variables occurs mainly on local scale. The hydrological simulations using MODIS LAI and albedo values result in higher annual evapotranspiration and lower total discharge sums for 2004. Altogether it is concluded that hydrological decision support systems in regions with weak infrastructure can benefit significantly from the integration of atmospheric modeling and satellite-derived land surface data. © 2008 Elsevier Ltd. All rights reserved.",NA,NA,2024-11-21 20:44:32,"included",NA,"10.1016/j.pce.2008.04.002"
7038583,"Mapping Crop Fractional Green Canopy Cover Using High Spatial Resolution Thermal And Optical Remote Sensing In Southern Ontario, Canada","Fractional green canopy cover (FGCC) is a commonly used diagnostic parameter to describe plant growth and vitality. Remote sensing estimates of crop FGCC have been used to support a wide range of agricultural applications, including the assessment of management practices designed to promote crop productivity and maintain environmental sustainability. This study investigated the potential of using affordable thermal and optical remote sensing sensors to map FGCC at the Agriculture & Agri-Food Canada experimental farm located in Woodslee, Ontario, Canada. Airborne RGB (red-green-blue) colour and thermal images and ground-level red-edge images were collected in August 2019 over crop fields with different treatment plots. The 20 cm resolution RGB images and 5 cm red-edge images were used to extract reference data for FGCC, which were then linked to thermal data and red-edge vegetation indices. We found that the airborne thermal data explained 77% of the variation in FGCC at a range of 0%–100%. However, the airborne thermal image could only explain 17% of the variation within the cornfields, which had low FGCC values, ranging from 20% to 40%. In contrast, the simple ratio derived from the ground-level red-edge image explained 81% of the FGCC variation in the cornfields. These results suggest that both thermal and red-edge images are capable of estimating crop FGCC, with the red-edge outperforming the thermal images in estimating low FGCC for single-crop fields. In conclusion, this study demonstrates an efficient and affordable means to map crop FGCC, which could play an essential role in generating insights related to crop canopy development, light interception, and evapotranspiration partitioning, which can be used as indicators for soil health and nutrient status. © Canadian Science Publishing. All rights reserved.",NA,NA,2024-11-22 17:55:01,"included",NA,"10.1139/geomat-2021-0008"
6863561,"Extending The Utility Of Modis Daily Snow-Cover Products Through Snow-Cover Prediction Of Cloud-Obscured Areas In Idaho's Big Lost River Basin (Usa)","Increasing demand for water resources in the Western United States has given rise to many conflicts and has increased the need for more accurate and timely water management decisions. Snow-Covered Area (SCA) is an important hydrologic variable for both volumetric and daily stream flow forecasting. Satellite data provide the ideal way to map snow cover in mountain regions; however, the utility of these datasets have been limited due to the large number of scenes that are contaminated with cloud cover. To improve the utility of these datasets for the snowmelt season, in particular the Moderate Resolution Imaging Spectroradiometer (MODIS) Daily Snow-Cover Product dataset, a new procedure was developed to predict snow-cover in cloud-obscured areas using a snow-occurrence map technique. Results show that this method effectively increases the usefulness of the MODIS Snow-Cover product in mapping the daily evolution of snow cover extent in the Big Lost River Basin located in southeastern Idaho.",2008,"{""Hruska, Ryan C."",""Lee, Randy""}",2024-07-17 21:20:50,"included",NA,"10.1080/15420350802142702"
