"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons"
6691517,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Earth observations can enable cost-effective conservation of eastern north pacific blue whales: a value of information analysis","We conduct an analysis to estimate the value of information (VOI) of Earth observations for prospective regulation of marine shipping to conserve Eastern North Pacific blue whales in the Exclusive Economic Zone of the United States. Outcomes are driven by differences across two data products that can be used to inform regulations to limit ship strikes. In the reference case, vessel speed limits depend on species distribution data from shipboard surveys. In the counterfactual case, speed limits depend on species distributions predicted by WhaleWatch, a federal data product incorporating information from several remote sensing technologies. The VOI is identified as the difference in costs to marine shipping operators under the reference and counterfactual cases for regulation of vessel speeds. We estimate that the annual VOI of WhaleWatch is US $21–332 million, depending on the conservation goals of the modeled regulation. Conserving more blue whales—averting more ship strikes—increases the VOI.","Bernknopf, Richard","","",2021,"","",""
6691518,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Extracting the benefits of Earth observation","Australia’s mining and Mining Equipment, Technology and Services sector (the ‘mining and METS sector’) is progressing towards its Industry 4.0objectives of digital transformation and automation. Earth observation (EO) technology and insights will play an essential role in this evolution, and increased adoption of EO data and services within the sector raises both opportunities and challenges. This report aims to identify the mining and METS sector’s critical business problems, its operational lifecycle, and its diverse user groups — informing both technology and mining companies of how EO can drive innovation in the sector.","Digital Earth Australia","","",2021,"","",""
6691519,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Application of earth observation dataset and multi-criteria decision-making technique for forest fire risk assessment in Sikkim, India","Forest fire is one of the primary and recurring problems in Sikkim, India impacting the ecological heritage of the region. The article presents a fire risk model based on the identification of the major factors that contribute to forest fire, namely, vegetation type, vegetation density, land surface temperature, elevation, slope, aspect, and distance from settlements, rivers and roads, and then integrating them using a multi-criteria decision-making technique in a GIS framework. We document that more than 50% of the area of all the districts except North Sikkim falls into high to moderate risk zones. The model shows that 61% of fire information for resource management system data for the last 16 years coincide with the mapped high-risk zone of the state. Areas with low slope and with moderate vegetation density fall into very high risk, whereas areas with high slope and with high vegetation density correspond to moderate risk zones. Further, aspect and density of human intervention differentiate the very high and high-risk zones of the region. This model has provided a robust geographical representation of fire ignition probability and identification of high-risk areas at different regions for the entire state of Sikkim.","Laha, Arnab","Current Science","",2021,"Analytic hierarchy process|forest fire risk| multi-criteria decision-making technique|remote sensing","",""
6691520,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Inclusive Design of Earth Observation Decision Support Systems for Environmental Governance: A Case Study of Lake Nokoué","Earth Observation (EO) data can enhance understanding of human-environmental systems for the creation of climate data services, or Decision Support Systems (DSS), to improve monitoring, prediction and mitigation of climate harm. However, EO data is not always incorporated into the workflow for decision-makers for a multitude of reasons including awareness, accessibility and collaboration models. The purpose of this study is to demonstrate a collaborative model that addresses historical power imbalances between communities. This paper highlights a case study of a climate harm mitigation DSS collaboration between the Space Enabled Research Group at the MIT Media Lab and Green Keeper Africa (GKA), an enterprise located in Benin. GKA addresses the management of an invasive plant species that threatens ecosystem health and economic activities on Lake Nokoué. They do this through a social entrepreneurship business model that aims to advance both economic empowerment and environmental health. In demonstrating a Space Enabled-GKA collaboration model that advances GKA’s business aims, this study first considers several popular service and technology design methods and offer critiques of each method in terms of their ability to address inclusivity in complex systems. These critiques lead to the selection of the Systems Architecture Framework (SAF) as the technology design method for the case study. In the remainder of the paper, the SAF is applied to the case study to demonstrate how the framework coproduces knowledge that would information DSS with Earth Observation data. The paper offers several practical considerations and values related to epistemology, data collection, prioritization and methodology for performing inclusive design of climate data services.","Ovienmhada, Ufuoma","Frontiers in Climate","",2021,"earth observation|water hyacinth|climate data services|decision support systems|design","",""
6691521,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Enhancing Access and Usage of Earth Observations in Environmental Decision-Making in Eastern and Southern Africa Through Capacity Building","Major strides have been made in the development of remote sensing, reanalysis, and model-based earth observations (EOs), which can be used for long-term climate variability mapping, as well as real-time environmental monitoring and forecasting. Such EOs are particularly valuable for environmental decision-making (e.g., for environmental resources management and disaster mitigation) in the Eastern and Southern Africa (E & SA) region, where ground-based EOs are sparse. Nonetheless, operational application of those EOs to inform decision-making in the region remains limited. This paper reports on a recently concluded (as of June 2019) NASA SERVIR-supported Applied Science Team project that contributed to the uptake of EO applications to inform decision-making in this region. This project was conducted in close collaboration with the Regional Center for Mapping of Resources for Development (RCMRD)—the NASA SERVIR regional hub in E & SA. The capacity-building efforts leveraged RCMRD’s existing environmental service capacity, their long experience in capacity building in the region, and their extensive network of regional partners, with the goal of increasing RCMRD and their regional partners’ ability to uptake EOs to enhance their environmental services and, hence, improve the environmental decision-making process. The project focused on: (1) Transfer of technology—Transition and implementation of web-based tools to RCMRD to allow easy processing and visualization of EOs and (2) Capacity training—training of representatives from regional and national environmental service agencies in EO application based on targeted case studies. Here, we describe these capacity-building efforts, provide specific examples to demonstrate the benefits of those efforts in terms of enhanced uptake of EOs, and provide recommendations for furthering the uptake of EOs in the region and beyond.","Shukla, Shraddhanand","Frontiers in Sustainable Food Systems","",2021,"earth observation|capacity building|Eastern Africa|Southern Africa|environmental services|decision-m","",""
6691522,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Earth Observation for Sustainable Infrastructure: A Review","Infrastructure is a fundamental sector for sustainable development and Earth observation has great potentials for sustainable infrastructure development (SID). However, implementations of the timely, large–scale and multi–source Earth observation are still limited in satisfying the huge global requirements of SID. This study presents a systematical literature review to identify trends of Earth observation for sustainable infrastructure (EOSI), investigate the relationship between EOSI and Sustainable Development Goals (SDGs), and explore challenges and future directions of EOSI. Results reveal the close associations of infrastructure, urban development, ecosystems, climate, Earth observation and GIS in EOSI, and indicate their relationships. In addition, from the perspective of EOSI–SDGs relationship, the huge potentials of EOSI are demonstrated from the 70% of the infrastructure influenced targets that can be directly or indirectly derived from Earth observation data, but have not been included in current SDG indicators. Finally, typical EOSI cases are presented to indicate challenges and future research directions. This review emphasizes the contributions and potentials of Earth observation to SID and EOSI is a powerful pathway to deliver on SDGs.","Song, Yongze","Remote Sensing","",2021,"sustainable infrastructre|remote sensing|earth big data|Sustainable Development Goals (SDGs)|SDG tar","",""
6691523,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Economic Potential of Oil Palm Plantation Using Remote Sensing-Based Technology in Indonesia","The productivity of Indonesia's palm oil was considered low when referring to the 14.6 million ha land area in 2019, with the production of national palm oil only reaching 3.2 tons of CPO/ha/year. The uses of remote sensing technology as a means of monitoring and supervising, were expected to increase oil palm production in line with productivity. The purpose of this study was to determine the economic potential based on oil palm plantation productivity, with and without using remote sensing-based technology, as well as other variables likely to affect productivity. Primary and secondary data collection methods were also used in this research. There were three quantitative methods being used in this study, namely (i) Multiple regression model with panel data, (ii) Data Envelopment Analysis (DEA) tool, and (iii) Multinomial logistic regression technique. The results showed that the generated economic potential from the utilization of the remote sensing model, had efficient opportunity value of 10.48, which was higher than the non-usage of the technology. Therefore, the main variables that affected productivity in this study, were fertilizer and labour.","Diana, Shinta","The Asian Journal of Technology Management","",2021,"Efficiency|oil-palm|remote sensing (spot 6)|policy|binomial logistic","",""
6691524,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Value Generation Through Public Procurement of Innovative Earth Observation Applications: Service-Dominant Logic Perspective","This article investigates howthe implementation ofa national space strategy in partnership with supranational organizations affects the development of service ecosystems of Earth Observation (EO) applications. The subject is studied through the lens of a servicedominantlogicperspective, ameta-theorythatseeks to explain how economic value is cocreated in business-to-business markets. Qualitative empirical research was conducted in three emerging space countries—Slovakia, Latvia, and Estonia—to understand how value-creating resource integration processes involving space downstream companies and their potential end-users are affected by adding the European Space Agency (ESA) to the ecosystem. The study’s findings showed that the catalytic procurement of prototypes ofnewEOapplications through ESA is connected to multilevel institutional changes in relevant service ecosystems. ESA’s involvement facilitates more intensive interaction between EO companies and their targeted customers in dyadic relationships. Value cocreation processes are influenced by micro-, meso-, and macrolevel institutions. The study highlights the linkages between ESA’s involvement and the purposeful entrepreneurial efforts of EO companies to change prevailing institutional arrangements. This institutional work is aimed at reconfiguring institutional arrangement at the mesolevel to make it more supportive to value-creating resource integration activities between actors in a service ecosystem.","Eerme, Tonis","New Space","",2021,"institutional change|value cocreation|space downstream applications|European Space Agency","",""
6691525,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Leveraging the Power of Location Information and Technologies to Improve Public Services at the Local Level","Location data and technologies are a foundational component and driver of digital transformation. They can be leveraged to provide policy assessments, digital services and applications for public administrations, businesses and citizens. Location data and technology plays an important role in facilitating data integration, enabling data-driven decision making on where and why things happen and easing communication through intuitive visualisations. However, there are persistent challenges that need to be tackled to realise the benefits of effectively using location data and technology in local and regional governments across the European Union (EU) and creating scalable and replicable high-impact solutions. It is within this context that this study takes place as part of the European Location Interoperability Solutions for e-Government (ELISE) ISA2 Action. This report provides an overview of state of the art applications of location data and technology to improve public services, focused specifically on local and regional governments. This report is part of the broader ELISE Lot 1 Project, which aims to provide knowledge and tools to enhance the quality of public services offered by sub-national governments by the meaningful and innovative use of location data and technology.","Barker, Louisa","","",2021,"","",""
6691526,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Monetising the savings of remotely sensed data and information in burn area emergency response (BAER) wildfire assessment","We used a value of information approach to demonstrate the cost-effectiveness of using satellite imagery as part ofthe Burn Area Emergency Response (BAER), a US federal program that identifies imminent post-wildfire threats to human life and safety, property and critical natural or cultural resources. Wecompared the costs associated with producing a Burn Area Reflectance Classification map and implementing a BAER when imagery from satellites (either Landsat or a commercial satellite) was available to when the response team relied on information collected solely by aerial reconnaissance. The case study included two evaluations with and without Burn Area Reflectance Classification products: (a) savings of up to US$51,000 for the Elk Complex wildfire incident request and (b) savings of a multi-incident map production program. Landsat is the most cost-effective way to input burn severity information into the BAER program, with savings of up to US$35 million over a 5-year period.","Bernknopf, R.","International Journal of Wildland Fire","",2021,"cost effectiveness|fire economics|fire severity|policy|remote sensing","",""
6691527,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","A Scalable Earth Observations-Based Decision Support System for Hydropower Planning in Africa","Hydropower is a key part of the increasing shift in power production from nonrenewables to renewable energy. In regions such as Africa, hydropower reservoirs are vital for achieving several sustainable development goals, including clean water, energy, and poverty elimination. However, the operations of hydropower reservoirs are often suboptimal due to the lack of hydrologic data for generating reliable inflow forecasts. Here, we present a decision support system (DSS) framework for hydropower planning at daily to seasonal time scales by combining data from earth observation satellites (EOS) with ensemble climate forecasts from dynamical models and hydrologic modeling. The large uncertainty inherent in satellite-based datasets is overcome by using a data validation framework which does not require ground-based measurements. In addition, an EOS evapotranspiration product is used as a proxy for streamflow in calibrating hydrologic models. Compared to a DSS forced with a climatological forecast (zero-skill), the hydropower production with the new DSS increased by 20%. The study highlights the advantage of using data from EOS in overcoming the issue of data scarcity in water resources applications, particularly in developing regions of the world such as Africa.","Koppa, Akash","Journal of the American Water Resources Association","",2021,"hydropower|decision support system|remote sensing|water resources","",""
6691528,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Enhancing the Application of Earth Observations for Improved Environmental Decision-Making Using the Early Warning eXplorer (EWX)","The mitigation of losses due to extreme climate events and long-term climate adaptation requires climate informed decision-making. In the past few decades, several remote sensing and modeled-based Earth observations (EOs) have been developed to provide an unprecedented global overview and routine monitoring of climate and its impacts on vegetation and hydrologic conditions, with the goal of supporting informed decision-making. However, their usage in decision-making is particularly limited in climate-risk vulnerable and in situ data-scarce regions such as sub-Saharan Africa, due to lack of access to EOs. Here, we describe the Early Warning eXplorer (EWX), which was developed to address this crucial limitation and facilitate the application of EOs in decision-making, particularly in the food and water-insecure regions of the world. First, the EWX’s core framework, which includes (i) the Viewer, (ii) GeoEngine, and (iii) Support Applications, is described. Then, a comprehensive overview of the Viewer, which is a web-based interface used to access EOs, is provided. This includes a description of (i) the maps and associated features to access gridded EO data and anomalies for different temporal averaging periods, (ii) time series graphs and associated features to access EOs aggregated over polygons such as administrative boundaries, and (iii) commonly used EOs served by the EWX that provide assessments of climate and vegetation conditions. Next, examples are provided to demonstrate how EWX can be used to monitor development, progression, spatial extent, and severity of climate-driven extreme events to support timely decisions related to mitigation of food insecurity and flooding impacts. Finally, the value of a regional implementation of EWX at the Regional Centre for Mapping of Resources for Development (RCMRD) in Nairobi, Kenya, is highlighted. Regional implementation of the EWX facilitates access to regionally focused EOs and their availability at polygon boundaries most relevant to the local decision-makers. Similar instances of EWX implemented in other regions, especially those susceptible to food and water security, will likely further enhance the application of EOs for informed decision-making.","Shukla, Shraddhanand","Frontiers in Climate","",2021,"USAID|USGS|DARPA|ARO|earth observation|food security|water security|web service|drought|climate serv","",""
6691529,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Data Science Applied to Sustainability Analysis","Data Science Applied to Sustainability Analysis focuses on the methodological considerations associated with applying this tool in analysis techniques such as lifecycle assessment and materials flow analysis. As sustainability analysts need examples of applications of big data techniques that are defensible and practical in sustainability analyses and that yield actionable results that can inform policy development, corporate supply chain management strategy, or non-governmental organization positions, this book helps answer underlying questions. In addition, it addresses the need of data science experts looking for routes to apply their skills and knowledge to domain areas.","Dunn, Jennifer","","",2021,"sustainable development goals|Satellite data|remote sensing|poverty|wellbeing|socioecological system","",""
6691530,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Valuing User Preferences for Geospatial Fire Monitoring in Guatemala","Like many landscapes across Central America, forests in Guatemala’s Maya Biosphere Reserve (MBR) are increasingly susceptible to forest fire, with most forest fires resulting from untended agricultural fires. Fire damage poses significant risk to the MBR’s natural resources and cultural heritage, but budget challenges limit the capacity of national, regional, and local institutions to effectively detect, monitor, and control forest fires. The Geospatial Information System for Fire Management (SIGMA-I) is a United States government-subsidized suite of geospatial fire management tools that are widely disseminated, free of charge, to land managers and other users in Guatemala for on-the-ground fire prevention and response. Provision of SIGMA-I geospatial data and tools such as daily thermal “hotspot” maps provide positive benefits for sustainable fire management. However, little research exists supporting the nonmarket monetary value of geospatial fire monitoring tools and their component features. We used a choice experiment to estimate land managers’ willingness to pay for individual attributes of SIGMA-I hotspot mapping in Guatemala. We found quantitative evidence of positive willingness to pay for geospatial data, demonstrating positive nonmarket value of geospatial data for sustainable fire management in developing countries and regions where agricultural fires are common. Our results indicate strong preferences from Guatemala’s forest fire management community for improving the frequency of hotspot reporting and reducing detection of erroneous hotspots. As the availability of geospatial data increases, use of tools like SIGMA-I has the potential to significantly improve fire management, especially in regions where funding and resources for fire management are scarce. Our results support continued multinational funding for tools like SIGMA-I for forest fire management in Guatemala and other developing countries.","Berenter, Jared","Sustainability","",2021,"Guatemala|Maya Biosphere Reserve|geospatial|remote sensing|forest fire|hotspot|value of information|","",""
6691531,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","GEOEssential- mainstreaming workflows from data sources to environmental policy indicators with essential variables","When defining indicators on the environment, the use of existing initiatives should be a priority rather than redefining indicators each time. From an Information, Communication and Technology perspective, data interoperability and standardization are critical to improve data access and exchange as promoted by the Group on Earth Observations. GEOEssential is following an end-user driven approach by defining Essential Variables (EVs), as an intermediate value between environmental policy indicators and their appropriate data sources. From international to local scales, environmental policies and indicators are increasingly percolating down from the global to the local agendas. The scientific business processes for the generation of EVs and related indicators can be formalized in workflows specifying the necessary logical steps. To this aim, GEOEssential is developing a Virtual Laboratory the main objective of which is to instantiate conceptual workflows, which are stored in a dedicated knowledge base, generating executable workflows. To interpret and present the relevant outputs/results carried out by the different thematic workflows considered in GEOEssential (i.e. biodiversity, ecosystems, extractives, night light, and food-water-energy nexus), a Dashboard is built as a visual front-end. This is a valuable instrument to track progresses towards environmental policies.","Lehmann, Anthony","International Journal of Digital Earth","",2020,"SDGs|environmental policies|essential variables|earth observation|knowledge base|workflows|virtual r","",""
6691532,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Decision Support Model and Visualization for Assessing Environmental Phenomena, Ecosystem Services, Policy Consequences, and Satellite Design Using Earth Observation Data","With the increasing availability of Earth Observation (EO) data has come a commensurate rise in EO applications. To address the dual needs of processing data for applications and designing missions with applications in mind, we present a multi-disciplinary, integrated modeling framework to advance environmental management, policymaking, and observation platform design. This core modeling framework is called Environment-Vulnerability-DecisionTechnology (EVDT). EVDT is not the model itself, it is the framework that guides the creation of an integrated model customized to each application with a specific set of stakeholders in mind and designed using Systems Architecture. The EVDT framework can be customized to build integrated models specific to a certain application. Individual models in the framework include certain core models (Environment, Vulnerability, Decision, Technology) and optional models such as Public Health which are added when needed for a specific application. The Environment Model uses earth science methods to estimate the state of environmental phenomena; The Vulnerability Model captures societal impact of environmental changes including ecosystem services; the Decision Model captures human behavior and policy consequences; and the Technology Model provides tools to design earth observation systems or select among earth observation technologies such as satellites, airborne sensors, and in-situ sensors. The intent in developing this framework and its applications is to lead to the development of a standard to facilitate the re-use of models and the design of future remote observation systems. The presented prototype specifically focuses on two case studies. The first case study considers the dynamics of human and environmental behavior related to the mangrove forests in the Guaratiba area of Rio de Janeiro. The second case study considers the relevancy of this framework in approaching coronavirus-related public health decisions in Rio de Janeiro, Santiago, and elsewhere.","Reid, Jack","AIAA ASCEND 2020","",2020,"","",""
6691533,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Spatio-temporal design for a water quality monitoring network maximizing the economic value of information to optimize the detection of accidental pollution","The reduction of damage due to water pollution requires good knowledge of the quality of surfacewaters. The Water Quality Monitoring Networks (WQMNs) have evolved over time according to the objectives of each one of them: knowledge of long-term quality evolution, search for the origin of pollution, detection of accidental pollution, etc. Information provided by WQMNs could be improved by a spatial approach, optimizing the location or the number of monitoring stations, or by a temporal approach, optimizing the sampling frequency. However, there is a cost for monitoring water quality.\nIn this article, we show, for the first time, how the estimation of the Economic Value of Information (EVOI) can be used to determine the spatio-temporal design of the network. With the example of a network that aims to detect accidental pollution, we show how to calculate the EVOI according to the spatial and temporal network design (number and location of stations, temporal accuracy of measurement) and how to define this design by maximizing the EVOI. This will allow us to answer questions such as: Are the expenses invested in the networks justified? With an additional budget, is it better to add a station or to increase the temporal accuracy of the measurement of existing stations? What is the optimal spatial and temporal design of the network when working with a fixed budget?","Destandau, Francois","Water Resources and Economics","",2020,"Water resource management|Water quality monitoring network|Economic value of information","",""
6691534,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","NASA Harvest(ing) Earth Observations for Informed Agricultural Decisions","Agriculture, while critically important to humanity in terms of jobs and sustenance, is also one of the largest contributors to climate change, the largest user of freshwater, and one of the primary drivers of land cover and land use change. Accordingly, the need for timely, accurate, and actionable information to understand these impacts and dynamics is growing. NASA Harvest – NASA’s multisectoral food security and agriculture program – contends that Earth observations play a critical role in both the attainment of and the monitoring of progress toward the United Nations 2030 Agenda for Sustainable Development. In order to really deliver on what will be in 2030 six decades of investment in Earth observations with respect to agricultural productivity, sustainability, and land use, we posit herein several critical areas of necessary investigation, collaboration, partnership, and action for 2020-2030 and beyond.","Whitcraft, A.K.","","",2020,"remote sensing|agriculture|NASA|food security|GEOGLAM","",""
6691535,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Quantifying the human health benefits of using satellite information to detect cyanobacterial harmful algal blooms and manage recreational advisories in U.S. lakes","Significant recent advances in satellite remote sensing allow environmental managers to detect and monitor cyanobacterial harmful algal blooms (cyanoHAB), and these capabilities are being used more frequently in water quality management. A quantitative estimate of the socioeconomic benefits generated from these new capabilities, known as an impact assessment, was missing from the growing literature on cyanoHABs and remote sensing. In this paper, we present an impact assessment framework to characterize the socioeconomic benefits of satellite remote sensing for detecting cyanoHABs and managing recreational advisories at freshwater lakes. We then apply this framework to estimate the socioeconomic benefits of satellite data that were used to manage a 2017 cyanoHAB event in Utah Lake. CyanoHAB events on Utah Lake can pose health risks to people who interact with the blooms through recreation. We find that the availability of satellite data yielded socioeconomic benefits by improving human health outcomes valued at approximately $370,000, though a sensitivity analysis reveals that this central estimate can vary significantly ($55,000–$1,057,000 in benefits) as a result of different assumptions regarding the time delay in posting a recreational advisory, the number of people exposed to the cyanoHAB, the number of people who experience gastrointestinal symptoms, and the cost per case of illness.","Stroming, Signe","GeoHealth","",2020,"","",""
6691536,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Monitoring sustainable development by means of earth observation data and machine learning: a review","This paper presents and explores the different Earth Observation approaches and their contribution to the achievement of United Nations Sustainable Development Goals. A review on the Sustainable Development concept and its goals is presented followed by Earth Observation approaches relevant to this field, giving special attention to the contribution of Machine Learning methods and algorithms as well as their potential and capabilities to support the achievement of Sustainable Development Goals. Overall, it is observed that Earth Observation plays a key role in monitoring the Sustainable Development Goals given its cost-effectiveness pertaining to data acquisition on all scales and information richness. Despite the success of Machine Learning upon Earth Observation data analysis, it is observed that performance is heavily dependent on the ability to extract and synthesise characteristics from data. Hence, a deeper and effective analysis of the available data is required to identify the strongest features and, hence, the key factors pertaining to Sustainable Development. Overall, this research provides a deeper understanding on the relation between Sustainable Development, Earth Observation and Machine Learning, and how these can support the Sustainable Development of countries and the means to find their correlations. In pursuing the Sustainable Development Goals, given the relevance and growing amount of data generated through Earth Observation, it is concluded that there is an increased need for new methods and techniques strongly suggesting the use of new Machine Learning techniques.","Ferreira, Bruno","Environmental Sciences Europe","",2020,"Sustainable development|Sustainable development goals|Earth observation data|Machine learning","",""
6691537,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","California’s COVID-19 economic shutdown reveals the fingerprint of systemic environmental racism","Racial and ethnic minorities in the United States often experience higher-than-average exposures to air pollution. However, the relative contribution of embedded institutional biases to these disparities can be difficult to disentangle from physical environmental drivers, socioeconomic status, and cultural or other factors that are correlated with exposures under status quo conditions. Over the spring and summer of 2020, rapid and sweeping COVID-19 shelter-in-place orders around the world created large perturbations to local and regional economic activity that resulted in observable changes in air pollution concentrations, compositions, and distributions. Here, we use the pandemic-related emergency order and subsequent economic slowdown to causally estimate pollution exposure disparities in California. Using both public ground-based sensor data and a citizen-science network of monitors for respirable particulate matter (PM2.5), along with satellite records of nitrogen dioxide (NO2), we show that the initial sheltering-in-place period produced disproportionate air pollution reduction benefits for Asian, Hispanic/Latinx, and low- income communities. By linking these pollution data with weather, geographic, socioeconomic, and mobility data in difference-in-differences models, we demonstrate that these disparate pollution reductions cannot be explained by environmental conditions, geography, income, or local economic activity and are instead driven by non-local activity. This study thus provides causally-identified evidence of systemic racial and ethnic bias in pollution control under business-as-usual conditions.","Blum, Richard","OSF Preprints","",2020,"","",""
6691538,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Interactive Model for Assessing Mangrove Health, Ecosystem Services, Policy Consequences, and Satellite Design in Rio de Janeiro Using Earth Observation Data","There is an increasing need for tools to translate Earth Observation (EO) data into societally relevant metrics to inform human decision-making. To address this need, we present a multi-disciplinary, interactive modeling framework to advance ecological forecasting and policymaking using EO data. This framework will integrate four model components into one tool: Earth Science, Social Impact, Human Behavior and Satellite Design. The capabilities provided by this framework will improve the management of EO and socioeconomic data in a format usable by non-experts, while harnessing cloud computing, machine learning, economic analysis, complex systems modeling, and model-based systems engineering. This paper presents a prototype that demonstrates the viability of the framework via a case study: the mangrove forests in the Guaratiba area of Rio de Janeiro. These mangroves are vulnerable due to urbanization and rising sea levels. They provide a variety of ecosystem services, including serving as a mechanism for carbon sequestration, supporting subsistence shing, preventing coastal erosion, and attracting an ecotourism industry. The case study of mangrove and community health in Rio de Janeiro demonstrates all four model components. The Earth Science Model builds upon work by NASA biospheric scientists to use EO data, cloud computing and machine learning to track mangrove extent, health, and vulnerability over time for a 600 km2 area, as well as work by the Espa co research group at the Universidade Federal do Rio de Janeiro on the local mangrove ecosystem. To create the Human Decision Making model, we have partnered with Instituto Pereira Passos (the data science o ce of the Rio de Janeiro municipal government) to understand the policy history and socioeconomic factors. To build the Social Impact model, we are collaborating with ecosystem services economists to explain how policies impact mangrove health and how mangroves impact socioeconomic wellbeing. The Satellite Design Model accounts for the types of data collection used by policy makers since 1985. Through such collaborations, we are able to build an integrated, interactive model that policymakers can use to assess mangrove health, ecosystem services value, and policy consequences. The model helps answer such questions as: (a) What is the state of the mangroves over time? (b) How are human communities impacting the mangroves? (c) what is the value of the mangrove ecosystem services to human communities? and (d) what policies can improve human and mangrove outcomes? This case study is demonstrative of the viability of a similar approach for ecosystems around the world.","Reid, Jack","","",2020,"earth observation|model-based systems engineering|mangroves|machine learning|decision support","",""
6691539,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","How to measure the economic health cost of wildfires – A systematic review of the literature for northern America","There has been an increasing interest in the economic health cost from smoke exposure from wildfires in the past 20 years, particularly in the north-western USA that is reflected in an emergent literature. In this review, we provide an overview and discussion of studies since 2006 on the health impacts of wildfire smoke and of approaches for the estimation of the associated economic cost. We focus on the choice of key variables such as cost estimators for determining the economic impact of mortality and morbidity effects. In addition, we provide an in-depth discussion and guidance on the functioning, advantages and challenges of BenMAP-CE, freely available software of the US Environmental Protection Agency (EPA) that has been used in a growing number of studies to assess cost from wildfire smoke. We highlight what generates differences in outcomes between relevant studies and make suggestions for increasing the comparability between studies. All studies, however, demonstrate highly significant health cost from smoke exposure, in the millions or billions of US dollars, often driven by increases in mortality. The results indicate the need to take health cost into account for a comprehensive analysis of wildfire impacts.","Dittrich, Ruth","International Journal of Wildland Fire","",2020,"","",""
