title,author,abstract,journal,year,doi,screening_status,pub_year,keywords
Stakeholder Value Network (SVN) Analysis for Indian Earth Observation Program,"Sundararajan, Venkatesan","Indian Space Program operates the world’s largest constellation of civil remote-sensing satellites through its Indian Remote Sensing (IRS) satellites system. Since the founding of the nation’s space program in 1969 with the establishment of the Indian Space Research Organization (ISRO), Earth Observation through satellites has been a core objective of the Indian Space Program harnessing the space technology for national development. The IRS system supports the Indian national economy in the areas of agriculture, water resources, forestry, ecology, geology, watersheds, marine fisheries and coastal management, and advanced research in Earth Sciences. The meteorological payloads of the Indian National Satellites (INSAT) system provide for weather and natural disaster management support.\nThe IRS satellites system began in 1988 with the launch of IRS-1A satellite. The IRS series of satellites are designed and built by the ISRO Satellite Center based in Bengaluru while the ISRO Space Application Center in Ahmedabad fabricates the remote sensing payloads and cameras. The National Remote Sensing Center (NRSC) based in Hyderabad is responsible for acquisition, processing and supply of data to the various national programs that utilize the remote-sensing data for optimal use of country’s national resources and water management. The National Natural Resources Management System (NNRMS), an autonomous organization under the aegis of the Indian Department of Space oversees interagency coordination among the various national departments that utilize the EO data and addresses underutilization and inadequacies in regional and district level ground facilities.\nThis paper presents a Stakeholder Value Network (SVN), a multi-relation model to analyze the Indian Earth Observation system providing key insights on one of the world’s largest space based Earth Observation program, as well as the valueadded roles of each stakeholder within the network.",NA,2015,https://doi.org/10.2514/6.2015-4635,included,2015,NA
Valuing Geospatial Information: Using the Contingent Valuation Method to Estimate the Economic Benefits of Landsat Satellite Imagery,"Loomis, John","While the U.S. government does not charge for downloading Landsat images, the images have value to users. This paper demonstrates a method that can value Landsat and other imagery to users. A survey of downloaders of Landsat images found: (a) established US users have a mean value of $912 USD per scene; (b) new US users and users returning when imagery became free have a mean value of $367 USD per scene. Total US user benefits for the 2.38 million scenes downloaded is $1.8 billion USD. While these benefits indicate a high willingness-to-pay among many Landsat downloaders, it would be economically inefficient for the US government to charge for Landsat imagery. Charging a price of $100 USD a scene would result in an efficiency loss of $37.5 million a year. This economic information should be useful to policymakers who must decide about the future of this and similar remote sensing programs.",Photogrammetric Engineering & Remote Sensing,2015,https://doi.org/10.14358/pers.81.8.647,included,2015,NA
Economic Benefits Expected From Earth Observation Applications. The Case Of The EU FP7 ITACA Project,"Pavone, Rosario","This paper offers a contribution of how Earth Observation Applications can give economic benefits to the community of End Users. A short overview of EO benefits is given with specific reference to cultural heritage applications. In particular, the paper focuses on the case of a EU FP7 Project ITACA (Innovation Technologies and Applications for Coastal Archaeological sites), which started in January 2014 and it is currently underway. The paper briefly describes the ITACA project and its aims. During the project an economic impact assessment is carried out, initially from a qualitative point of view, through the submission of a questionnaire to the partners involved in the project. The same questionnaire was given also to identified End-Users in order to investigate the precise stakeholders' nature and behaviour and the likely economic modifications they will undergo once the project takes shape and new technical propositions are made potentially available also by way of different service models. Factors affecting positively and negatively the various stakeholder’s communities will be listed and discussed in full. Next stage is involving the quantification of potential benefits ITACA project may produce. Therefore, an evaluation of effects on economic activities of the areas and on communities the archaeological sites is being made. Once qualitative and quantitative assessments are completed, a business plan outlining also the appropriate road/roads to market is going to be prepared and suggestions will be made about which organizational/governance model best fit the expected results. This paper also deals with considerations about strength, weakness, opportunities and threats before during and after project’s deployment. The paper presents all preliminary results to be discussed with the scientific community. EU FP7 ITACA project is coordinated by Planetek Hellas E.P.E. (GR) and includes the following institutes and companies: Kell Srl (IT), NAIS Srl (IT), DHI GRAS (DK), I.EN.A.E (GR), FFCUL (PT), ANESTI Ltd (UK), Regione Sicilia (IT), ALMA Sistemi Sas (IT), CODEVINTEC Srl (IT), SME4SPACE VZW (BE).",Proceedings of the International Astronautical Congress,2014,978-163439986-9,included,2014,NA
Position paper: evaluation methods and techniques,"Smart, Alan","This paper reviews methodologies in economics for valuing the benefits of geospatial data and services; including the value of open data. Section 2 explores the meaning of socioeconomic value and reviews the methodologies underpinning value assessment. It explains the theoretical background to economic welfare analysis, total turnover analysis and value added analysis. The use of different methods for economic impact assessment is then outlined. The methods include benefit cost analysis, multiplier analysis and Computable General Equilibrium (CGE) modelling1. This section also outlines the background to value chain analysis and real options analysis. Examples of the application of these techniques are discussed. They include the application of earth observation to agricultural and water resource management and the use of mapping to improve decision making in areas such as emergency management, managing endangered species, conducting property tax assessments and verifying insurance claims. These examples illustrate the potential for geospatial data to deliver value over a wide and growing range of applications. Section 3 addresses the issues that arise in applying these techniques. It points out that the methodology selected must address the questions being asked by policy makers and/or users of geospatial data. In the current defensive fiscal environment experienced by governments in many OECD countries, it is important that the valuation method links the use of geospatial data services to a clearly defined and quantifiable outcome. There needs to be a ‘line of sight’ between application of geospatial data services and the benefits that are identified. The paper suggests that evaluations should clearly outline such relationships and suggests a hierarchy of methods that can be applied in such circumstances. The methods include cost effectiveness analysis, benefit cost analysis and regional and economy wide economic modelling. Section 4 comments on the issues that arise draws some conclusions and raises some questions for discussion. It concludes that there is a need to: align methodology to the decision maker’s needs; develop better evidence based economic assessments; adopt more structured approaches to addressing the rapid evolution in the use and application of geospatial data; develop greater capability in building better business cases; and reaching a consensus on internationally recognised methodologies. It also raises the possibility of greater international collaboration and research into building better business cases and establishing a community of experts to help advance the discipline of socioeconomic evaluation as applied to geospatial data and services.",NA,2014,https://www.geovalue.org/wp-content/uploads/2013/05/Background-Position-paper-Smart1.pdf,included,2014,NA
Landsat and Water—Case Studies of the Uses and Benefits of Landsat Imagery in Water Resources,"Serbina, Larisa","The Landsat program has been collecting and archiving moderate resolution earth imagery since 1972. The number of Landsat users and uses has increased exponentially since the enactment of a free and open data policy in 2008, which made data available free of charge to all users. Benefits from the information Landsat data provides vary from improving environmental quality to protecting public health and safety and informing decision makers such as consumers and producers, government officials and the public at large. Although some studies have been conducted, little is known about the total benefit provided by open access Landsat imagery. \nThis report contains a set of case studies focused on the uses and benefits of Landsat imagery. The purpose of these is to shed more light on the benefits accrued from Landsat imagery and to gain a better understanding of the program’s value. The case studies tell a story of how Landsat imagery is used and what its value is to different private and public entities. Most of the case studies focus on the use of Landsat in water resource management, although several other content areas are included.",NA,2014,http://dx.doi.org/10.3133/ofr20141108,included,2014,NA
Value of information for climate observing systems,"Cooke, Roger","The Interagency Working Group Memo on the social cost of carbon is used to compute the value of information (VOI) of climate observing systems. A generic decision context is posited in which society switches from a business as usual (BAU) emissions path to a reduced emissions path upon achieving sufficient confidence that a trigger variable exceeds a stipulated critical value. Using assessments of natural variability and uncertainty of measuring instruments, it is possible to compute the time at which the required confidence would be reached under the current and under a new observing system, if indeed the critical value is reached. Economic damages (worldwide) from carbon emissions are computed with an integrated assessment model. The more accurate observing system acquires the required confidence earlier and switches sooner to the reduced emissions path, thereby avoiding more damages which would otherwise be incurred by BAU emissions. The difference in expected net present value of averted damages under the two observing systems is the VOI of the new observing system relative to the existing system. As illustration, the VOI for the proposed spaceborne CLARREO system relative to current space-borne systems is computed. Depending on details of the decision context, the VOI ranges from 2 to 30 trillion US dollars.",Environment Systems & Decisions,2014,https://doi.org/10.1007/s10669-013-9451-8,included,2014,Climate observing system|Social cost of carbon|DICE|CLARREO|value of information
"Users, uses, and value of Landsat satellite imagery - Results from the 2012 survey of users","Miller, Holly","Landsat satellites have been operating since 1972, providing a continuous global record of the Earth’s land surface. The imagery is currently available at no cost through the U.S. Geological Survey (USGS). We conducted a survey in early 2012 to explore who uses Landsat imagery, how they use the imagery, and what the value of the imagery is to them. The survey was sent to all users registered with USGS (users who have created a login and password to access imagery through USGS directly) who had accessed Landsat imagery in the year prior to the survey (n = 44,731). All contact with users was via email and the survey was administered online. The response rate was 30% with 13,473 users responding. Of those users, 11,275 were current Landsat users who had used the imagery in their work in the year prior to the survey. The results reported below apply to current Landsat users registered with USGS.",NA,2013,http://dx.doi.org/10.3133/ofr20131269,included,2013,NA
Using Earth Observations to Enhance Water Resources Decision-making and Disaster Assessment Processes in the United States and the Developing World,"Lee, Christina","This paper provides an overview and discussion of water-related Applied Sciences Program (ASP) activities within the National Aeronautics and Space Administration (NASA) Earth Science Division. These activities seek to enhance decisionmaking processes that relate to water resources and disaster assessment in the United States (U.S.) and abroad. We evaluate the various approaches that are employed to improve the utility of and access to Earth observations in decision support for water challenges; in particular, we consider the development of applications and activities that strengthen capacity to use these applications. Applications include products like maps, decision support system improvements and tools, and related services. This paper also identifies potential next steps for continuing to facilitate a coordinated water strategy amongst the Applied Sciences Applications Areas and the ASP Capacity Building Program.",NA,2013,https://doi.org/10.1109/GHTC.2013.6713738,included,2013,applied sciences|capacity building|decision-making|disasters|Earth observation|end users|flooding|NA
What is the Economic Value of Satellite Imagery?,"Raunikar, Ronald","Does remote-sensing information, such as that from Landsat and similar Earth-observing satellites, provide economic benefits to society, and can this value be estimated? Using satellite data for northeastern Iowa, U.S. Geological Survey scientists modeled the relations among land uses, agricultural production, and dynamic nitrate (NO3-) contamination of aquifers. They demonstrated that information from such modeling can allow more efficient management of agricultural production without sacrificing groundwater quality. Just for northeastern Iowa, the value of such remote-sensing information was shown to be as much as $858 million ± $197 million per year, which corresponds to a current value of $38.1 billion ± $8.8 billion for that flow of benefits into the foreseeable future.",NA,2013,https://pubs.usgs.gov/fs/2013/3003/,included,2013,NA
Empowering Brazilian Unprivileged Communities with High Geotechnological Tools,"Lustosa Brito, Patricia","Around the world new and amazing technologies is been developed for uncountable proposes. Unaware of this worldwide movement there are communities based on subsistence productivity, in the country, as well as families with very low education level and income in the urban area, that suffer from effects of uncontrolled “progress”, such as urban expansion \nand housing speculation. Despite the conceptual distance between the high-tech and the unprivileged world, the reality shows that them both can benefit from each other. The article presents Brazilian experiences that uses high geotechnological tools such as satellite images, GPS, geobrowsers, collaborative internet maps, and others, for helping unprivileged communities to show and take their place in this new globalized world and to qualify their work and products, while empowering themselves to comprehend and effectively participate on a sustainable territory planning and management.",International Cartographic Conference,2013,https://icaci.org/files/documents/ICC_proceedings/ICC2013/_extendedAbstract/316_proceeding.pdf,included,2013,Collaborative mapping
Bayesian framework for assessing the value of scientific space systems: value of information approach with application to earth science spacecraft,"Brathwaite, Joy","Space systems play an important role in today's society by generating or transmitting information from source to sink(s). The acquisition of the space system is often justified by the type, quantity and quality of information provided or transmitted. This work posits that the value of a class of space systems derives from and can be assessed through the value of information these systems provide. To this effect, a Bayesian framework is developed to assess system value in which systems are viewed as information sources, and stakeholders as information recipients. Information has value to stakeholders as it helps to update their beliefs, enabling them to make decisions that can yield higher expected pay-offs than in the absence of information. This increase in expected pay-offs is ascribed to the value of the system. Based on this idea, a new metric, Value-of-Design (VOD), is introduced to quantify the value of a class of space systems with unpriced services. The Bayesian framework assesses the Value-of-Design for the space system by considering the impact of the information transmitted on the actions taken by stakeholders, and estimating the resulting pay-offs from these actions. The framework here developed is then applied to the case of an Earth Science satellite that provides hurricane information to oil rig operators in the Gulf of Mexico. Probability models of stakeholders’ beliefs, and economic models of pay-offs are developed and integrated with a spacecraft design tool. Results from the application point to clusters of payload instruments that yielded higher information value, and minimum information thresholds below which it is difficult to justify the acquisition of the system. Additionally, the system is analyzed in Cost-VOD trade space to provide program managers with additional insights into the coupling of a system's predicted value generation and its associated lifecycle cost.",Acta Astronautica,2013,https://doi.org/10.1016/j.actaastro.2012.10.036,included,2013,Spacecraft design|Information value|Bayesian framework|Unpriced system
"The Value of Satellite-Based Active Fire Data for Monitoring, Reporting and Verification of REDD+ in the Lao PDR","Müller, Daniel","Shifting cultivation is a dominant land-use system in Laos, and fire is the tool commonly used to clear fallow vegetation for subsequent cultivation. We assessed the feasibility of active fire data derived from the Moderate Resolution Imaging Spectroradiometer (MODIS) for monitoring fires in Laos. Specifically, we investigated the potential of the active fire data as input into monitoring, reporting and verification (MRV) systems to assess the effectiveness of measures related to Reducing Emissions from Deforestation and Forest Degradation plus the enhancement of forest carbon stocks (REDD+). Our qualitative and quantitative accuracy assessments of the fire data yielded mixed results with varying degrees of undetected fires and false detections. Hence, at IPCC Tier 3, the uncertainties inherent in the detection accuracy become too large. Active fire data can be valuable for supporting national-level MRV at Tier 2 in combination with auxiliary data for characterizing fire-dependent local land-use systems, such as shifting cultivation.",Human Ecology,2013,https://doi.org/10.1007/s10745-013-9565-0,included,2013,MODIS|Fire monitoring|REDD|MRV|Slash; burn|Laos
A User-Driven Approach to Determining Critical Earth Observation Priorities for Societal Benefit,"Zell, Erica","In order to help data providers make informed decisions regarding the availability and accessibility of Earth observations for societal benefit, a cross-sectoral meta-analysis of observation priorities was conducted from the perspective of users. The analysis was organized around the Group on Earth Observations’ (GEOs) societal benefit areas (SBAs): Agriculture, Biodiversity, Climate, Disasters, Ecosystems, Energy, Health, Water, and Weather. Users’ needs for Earth observations were prioritized using a two-stage process. In the first stage, critical observations for each individual SBA were determined based on observation needs expressed in publicly available documents, such as scientific journal articles, scientific reports, and workshop summaries. In the second stage, an ensemble of four statistically robust methods was used to prioritize the observations identified in the individual SBA analyses, based on their criticality and commonality to multiple SBAs. The result of the meta-analysis is a ranking of 152 critical Earth observation priorities; the highest priority Earth observations are those that are considered critical for the largest number of SBAs. The 10 highest ranked observations are: (1) Precipitation, (2) Soil Moisture, (3) Surface Air Temperature, (4) Land Cover, (5) Surface Wind Speed (6) Vegetation Cover, (7) Surface Humidity, (8) Urbanization, (9) Vegetation Type, and (10) Surface Wind Direction and Sea Surface Temperature (tie). This study represents one viable method to assess the priority of Earth observations from the perspective of users. The list of critical Earth observation priorities from this study is a foundation for engagement between data providers and users in regard to observation priorities.",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2012,https://doi.org/10.1109/jstars.2012.2199467,included,2012,Earth Observing System|environmental factors|international collaboration|geoscience|remote sensing|s
An Economic Value of Remote-Sensing Information—Application to Agricultural Production and Maintaining Groundwater Quality,"Forney, W.M.","Does remote-sensing information provide economic benefits to society, and can a value be assigned to those benefits? Can resource management and policy decisions be better informed by coupling past and present Earth observations with groundwater nitrate measurements? Using an integrated assessment approach, the U.S. Geological Survey (USGS) applied an established conceptual framework to answer these questions, as well as to estimate the value of information (VOI) for remote-sensing imagery. The approach uses moderate-resolution land-imagery (MRLI) data from the Landsat and Advanced Wide Field Sensor satellites that has been classified by the National Agricultural Statistics Service into the Cropland Data Layer (CDL). Within the constraint of the U.S. Environmental Protection Agency’s public health threshold for potable groundwater resources, the USGS modeled the relation between a population of the CDL’s land uses and dynamic nitrate (NO3-) contamination of aquifers in a case study region in northeastern Iowa. Employing various multiscaled, multitemporal geospatial datasets with MRLI to maximize the value of agricultural production, the approach develops and uses multiple environmental science models to address dynamic nitrogen loading and transport at specified distances from specific sites (wells) and at landscape scales (for example, across 35 counties and two aquifers). In addition to the ecosystem service of potable groundwater, this effort focuses on the use of MRLI for the management of the major land uses in the study region—the production of corn and soybeans, which can impact groundwater quality. Derived methods and results include (1) economic and dynamic nitrate-pollution models, (2) probabilities of the survival of groundwater, and (3) a VOI for remote sensing. For the northeastern Iowa study region, the marginal benefit of the MRLI VOI (in 2010 dollars) is $858 million ± $197 million annualized, which corresponds to a net present value of $38.1 billion ± $8.8 billion for that flow of benefits in perpetuity. Given that these economic estimates are derived from one case study in a part of only one State, the estimates provide a lower estimate related to the potential value of the Landsat Data Continuity Mission.",NA,2012,https://pubs.usgs.gov/pp/1796/,included,2012,NA
CEOS contributions to informing energy management and policy decision making using space-based Earth observations,"Eckman, Richard S.","Earth observations are playing an increasingly significant role in informing decision making in the energy sector. In renewable energy applications, space-based observations now routinely augment sparse ground-based observations used as input for renewable energy resource assessment applications. As one of the nine Group on Earth Observations (GEO) societal benefit areas, the enhancement of management and policy decision making in the energy sector is receiving attention in activities conducted by the Committee on Earth Observation Satellites (CEOS). CEOS has become the ""space arm"" for the implementation of the Global Earth Observation System of Systems (GEOSS) vision. It is directly supporting the space-based, near-term tasks articulated in the GEO three-year work plan. This paper describes a coordinated program of demonstration projects conducted by CEOS member agencies and partners to utilize Earth observations to enhance energy management end-user decision support systems. We discuss the importance of engagement with stakeholders and understanding their decision support needs in successfully increasing the uptake of Earth observation products for societal benefit. Several case studies are presented, demonstrating the importance of providing data sets in formats and units familiar and immediately usable by decision makers. These projects show the utility of Earth observations to enhance renewable energy resource assessment in the developing world, forecast space weather impacts on the power grid, and improve energy efficiency in the built environment.",Applied Energy,2012,https://doi.org/10.1016/j.apenergy.2011.03.001,included,2012,Energy management|Renewable energy resource assessment|Committee on Earth Observation Satellites|Gro
Program goals for the NASA/NOAA Earth observation program derived from a stakeholder value network analysis,"Sutherland, Timothy","The 2007 US National Research Council Decadal Survey for Earth Science and Applications from Space was the first consensus perspective produced by the US Earth Science community of the relative priorities among a sequence of 17 satellite missions over the course of the next decade. However, the Decadal Survey only captured the perspective of the science community, leading to questions about the inclusion of broader priorities from constituent communities and stakeholders. We present a stakeholder value network analysis for the NASA/NOAA Earth Observation Program. The analysis includes a rigorous articulation of the needs and objectives of 13 major stakeholders and a complete stakeholder value network with 190 individual “value flows” that capture the interactions between all the stakeholders. It produces a novel stakeholder map, graphically indicating the outputs most likely to create a lasting Earth Science program. The most important value loops and program outputs are used to derive a set of highlevel program goals that suggest what NASA and NOAA should do, as well as how they should conduct business. The analysis concludes that international partnerships represent a strong potential partner for certain science missions with greater potential value delivery than currently-prioritized efforts with defense stakeholders and concludes that weather and land-use missions, in addition to climate missions, should be given highest priority; water, human health, and solid Earth missions should be given lower priority based on each science category’s potential for delivering value to the entire stakeholder network.",Space Policy,2012,http://dx.doi.org/10.1016/j.spacepol.2012.09.007,included,2012,NA
The Value of Information: Methodological Frontiers and New Applications in Environment and Health,"Laxminarayan, Ramanan","The book examines applications in two disparate fields linked by the importance of valuing information: public health and space. Researchers in the health field have developed some of the most innovative methodologies for valuing information, used to help determine, for example, the value of diagnostics in informing patient treatment decisions. In the field of space, recent applications of value-of-information methods are critical for informing decisions on investment in satellites that collect data about air quality, fresh water supplies, climate and other natural and environmental resources affecting global health and quality of life.",NA,2012,https://doi.org/10.1007/978-94-007-4839-2,included,2012,GEOSS|Policy Decisions|Risk Management|uncertainty|value of information
Socio-Economic Benefits from the Use of Earth Observations,"Borzacchiello, Maria-Teresa","The aim of this document is to report on the workshop on “Socio-economic Benefits of Earth Observations” hold at the Joint Research Centre of the European Commission, Ispra, on 11-13th July 2011. This workshop has been conducted as part of GEO Task US-09-02a: “Socio-Economic Benefits of GEO and GEOSS”, led by National Aeronautics and Space Administration, the International Institute for Advanced Spatial Applications (IIASA), and the Joint Research Centre of the European Commission (JRC). It was organized by these three organizations, and by the Institute of Electrical and Electronics Engineers (IEEE). Twenty-five experts from America, Europe and Australia have gathered in Ispra to present their experience in the field of the evaluation of the benefits from Earth Observations obtained by in-situ, remote and the new citizen’s sensors. The discussion was based on the outcomes of two previous workshops held in 2010 on the same issue, in US and in Europe. The background section presents the rationale behind the need of understanding the benefits Earth Observations, supported by several initiatives at the continental (e.g. INSPIRE Directive in Europe) and at the global (e.g. GEOSS) level. The aim of the workshop, described in the second section of this document, was to support the development of international capabilities to determine, quantify and document the socioeconomic benefits from EO and their use, and to jointly develop a programme of activities to be followed in the next few years by the research group. The foreseen activities of the programme were the consolidation of the body of literature in the field, the collection and analysis of suitable methodologies to assess Earth Observations’ benefits, and of evidence of benefits from existing case studies, the development of appropriate outreach initiatives, the strengthening of the existing community of researchers and the link with other communities of scientists, to set up multidisciplinary studies. To this aim, each participant brought his/her own experience in the analysing and assessing the impacts of Earth Observation in their own field of research, generating an interesting list of multifaceted examples and case studies in which the same problem is analysed from different perspectives. Section 3 contains a summary of each presentation, which gave the elements for the subsequent discussion among experts, leading to the preliminary programme of activities. Among the several subject of discussions there were the value to be ascribed to Earth Observation data, the need of complementing ex-ante impact assessments with monitoring and ex-post evaluations, the need of clearly communicating the benefits to policy makers in order to fund research and as well to provide a service to the society. These discussion topics are summarised in section 4, describing also the view of the experts as regard possible activities for the creation of a body of knowledge about the field, for the definition of a methodology for the estimation of Earth Observations’ benefits, the criteria for selecting suitable case studies to show such benefits and proposal for outreach and dissemination activities. As final recommendations from the workshop, priority should be given to: \n• the development of an accepted scientific paradigm and of a General Economic Framework to measure EO costs and benefits; \n• the establishment of a community of practice bringing together demand and supply; \n• the support to increase the number of researchers active in this field research group; \n• the showcase of concrete projects clearly communicating the benefits achieved. \nMoreover, concrete suggestions were given aimed at developing research activities to establish a consolidated state of the art, mainly consisting in meta-analysis of existing studies and production of high-impact articles or special issues in well-recognised scientific journals.",NA,2011,https://doi.org/10.2788/78532,included,2011,NA
Identifying Methods for Quantifying the Societal Impacts of the National Oceanic and Atmospheric Administration,National Oceanic and Atmospheric Administration,"The National Oceanic and Atmospheric Administration (NOAA) generates tremendous value for the nation. The Agency provides critical environmental data, forecasts, cutting edge knowledge, management and stewardship that the United States needs to plan for and react to in a constantly changing global environment. The Agency, however, needs to do more to understand and measure exactly how its activities, products and services affect the well-being of the nation. Existing and emerging social science methods can be harnessed to help the Agency assess the degree to which we are meeting our mission goals and to improve the value we provide to society. The first NOAA Science Challenge workshop brought together policy makers at NOAA with social science leaders from inside and outside of the Agency to explore methods for better quantifying the ways in which NOAA affects society. As an initial step in better understanding the broader societal impacts of NOAA, we focused on the NOAA line offices and programs that deal most directly with the public: the National Weather Service, the National Marine Fisheries Service, the National Ocean Service, and Oceanic and Atmospheric Research (including the National Sea Grant College Program), and the programs that support climate activities at NOAA (the Climate Program Office and the National Climate Data Center). While it is easy to see why society needs NOAA, the workshop revealed just how difficult it can be to rigorously quantify the societal impact of NOAA’s activities, products, and services. As a first step, the line offices identified specific NOAA products, services, and activities (outputs) for which they would like to quantify societal impacts. These examples were meant to highlight a diversity of products and services. We focused initially on relatively straightforward examples that could serve as both a departure for discussion and illustrations of how programs within the Agency might begin thinking about quantifying the societal impact of their work. For each output, the line offices developed a narrative (story) that linked the output with a sector of society and ultimately a state of societal well-being. Workshop participants further developed these stories and explored methods and approaches to better quantify how these NOAA outputs affect societal well-being. The workshop identified many methods that can be applied to better understand the way the Agency affects society. One class of methods is data denial, in which intermediate and final users of NOAA data products are asked to operate in the absence of NOAA data. Other methods involve retrospective analyses of the ways in which the public and private sector have used NOAA outputs. Still other approaches require that users imagine how their decisions would differ in the absence of NOAA activities, products and services.Table 1 provides a sampling of value chains, metrics, and methods developed at the workshop. The participants identified a variety of metrics to measure societal well-being and change including revenues, economic value, lives saved, sense of place, preferences and attitudes, property damages, and crop yields. While one day is insufficient to fully develop these methods and approaches, the workshop was an important opportunity for policy makers at NOAA and social scientists to work together to understand how the Agency can harness social science methods to do a better job of meeting its mission goals. Certain line offices are still more adept at measuring the baseline of societal well-being than in trying to tease out the contribution of any single program or activity. This corresponds, in large part, to the enterprise nature of many activities at the Agency – many programs inside and outside of the Agency combine to achieve our mission goals. As the Agency moves forward in its efforts to understand how NOAA affects society, the methods and metrics used to do so will be refined and improved. Possible next steps in the process include:\n○ More enterprise level approaches to developing value chains and valuations.\n○ Follow-up workshops or symposia on methods for quantifying the societal impacts of specific types of NOAA outputs including: research, information, and weather.",NA,2011,https://www.researchgate.net/publication/353247247_NOAA_Science_Challenge_Workshop_Identifying_Methods_for_Quantifying_the_Societal_Impacts_of_the_National_Oceanic_and_Atmospheric_Administration,included,2011,NA
Earth observation and the public good,"Harris, Ray","The term ‘public good’ is often used in satellite Earth observation to indicate that Earth observation data are of value or interest to the public. In fact, the term ‘public good’ has a more specific meaning, originating in the discipline of Economics, which carries with it a set of assumptions and implications about how markets operate. In this context a public good has two main characteristics: non-rivalry and nonexcludability. In their most common digital format, Earth observation data can appear to be both nonrivalrous and non-excludable. However, it is not the digital medium itself which controls the ‘publicness’ of a good but the conditions of access to that good. This paper explores the meaning of the concept of public goods in an Earth observation context by, first, examining public good theory and related concepts of categories of goods and, second, applying the concepts to nine Earth observation missions, programmes and data.",Space Policy,2011,http://doi:10.1016/j.spacepol.2011.09.010,included,2011,NA
Assessing the value of Earth observation for managing coral reefs: an example from the Great Barrier Reef,"Bouma, Jetske A.","The Integrated Global Observing Strategy (IGOS, 2003) argues that further investments in Earth Observation information are required to improve coral reefprotection worldwide. The IGOS Strategy does not specify what levels of investments are needed nor does it quantify the benefits associated with better-protected reefs. Evaluating costs and benefits is important for determining optimal investment levels and for convincing policy-makers that investments are required indeed. Few studies have quantitatively assessed the economic benefits of Earth Observation information or evaluated the economic value of information for environmental management. This paper uses an expert elicitation approach based on Bayesian Decision Theory to estimate the possible contribution of global Earth Observation to the management of the Great Barrier Reef. The Great Barrier Reef including its lagoon is a World Heritage Area affected by anthropogenic changes in land-use as well as climate change resulting in increased flows of sediments, nutrients and carbon to the GBR lagoon. Since European settlement, nutrient and sediment loads having increased 5â€“10 times and the change in water quality is causing damages to the reef. Earth Observation information from ocean and coastal color satellite sensors can provide spatially and temporally dense information on sediment flows. We hypothesize that Earth Observation improves decision-making by enabling better-targeted run-off reduction measures and we assess the benefits (cost savings) of this improved targeting by optimizing run-off reductions under different states of the world. The analysis suggests that the benefits of Earth Observation can indeed be substantial, depending on the perceived accuracy of the information and on the prior beliefs of decision-makers. The results indicate that increasing informational accuracy is the most effective way for developers of Earth Observation information to increase the added value of Earth Observation for managing coral reefs.",Science of The Total Environment,2011,https://doi.org/10.1016/j.scitotenv.2011.07.023,included,2011,Value of information|Earth Observation|Cost-effectiveness analysis|Marine water quality management|B
Assessing the Economic Value of Early Warning Systems,"Klafft, Michael","As of today, investments into early warning systems are, to a large extent, politically motivated and “disaster driven”. This means that investments tend to increase significantly if a disaster strikes, but are often quickly reduced in the following disaster-free years. Such investment patterns make the continuous operation, maintenance and development of the early warning infrastructure a challenging task and may lead to sub-optimal investment decisions. The paper presented here proposes an economic assessment model for the tangible economic impact of early warning systems. The model places a focus on the false alert problematic and goes beyond previous approaches by incorporating some socio-cultural factors (qualitatively estimated as of now). By doing so, it supports policymakers (but also private investors) in their investment decisions related to early warning applications.",NA,2011,https://ssrn.com/abstract=1843258,included,2011,Disaster management|early warning systems|investment decisions|assessment model
Satellite earth observation value-added service in the Nigerian economy,"Musa, Zahrah","Nigeria is prone to a number of environmental problems such as: desertification, flooding, erosion, forest fires, oil spillage, mine degraded areas, fresh water pollution, deforestation, and waste management. Though these problems are being tackled by Government at different levels, pressing issues of food production and sustainability, make government to concentrate on projects that are agriculturally based. As a result, the private sector has become active in providing Satellite Earth Observation services for many ecological problems.\nA number of private companies have made their mark in the Nigerian S.E.O market. In the past, most private earth observation service companies were subsidiaries of foreign companies offering services in the construction and crude oil sectors. As the importance of remote sensing and GIS technologies became better known, the number of companies and organizations offering GIS services increased with the indigenous people also setting up smaller outfits. The report assesses the needs, current status and future opportunities for small-to-medium enterprises based in Nigeria to provide value- added satellite remote sensing services.",NA,2010,https://doi.org/10.13140/2.1.2805.5845,included,2010,NA
Impact of Global Earth Observation –Systemic View across GEOSS Societal Benefit Areas,"Rydzak, Felicjan","The work of the Group on Earth Observation (GEO) is perceived as instrumental to attain sustainable development goals and to be a major driver of how the society–technology–environment system is managed. However, appropriate scientific methodologies to assess the benefits of the Global Earth Observation System of Systems (GEOSS) and validate investments in Earth observation infrastructure have been missing. This paper presents a systems approach to measure and analyze the impact of Global Earth Observation across the nine Societal Benefit Areas defined by GEO. The methodological framework presented here was developed and applied to be complete across space, time and sectors through integration and aggregation. Apart from the general assessment framework, we present some specifics of the numerical tool, which is based on System Dynamics modeling and simulation technique. Our results indicate that though the total system benefits are strongly policy dependent, improvements of GEOSS per se and data availability and interoperability, the accrued benefits are large and have a great potential shaping mankind’s course to sustainability.",International Journal of Spatial Data Infrastructures Research,2010,https://doi.org/10.2902/1725-0463.2010.05.art9,included,2010,Earth observation|benefits assessment|modeling|simulation|system dynamics
