"id","title","abstract","publication_year","authors","type_of_reference","journal_name","doi","other_fields","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons","date_screened_fulltext"
6903613,"Fuel Modelling Characterisation Using Low-Density Lidar In The Mediterranean: An Application To A Natural Protected Area","Fuel structure and characteristics are important to better understand and predict wildfire behaviour. The aim of the present study was to develop a methodology for characterising fuel models using low-density and free LiDAR data that facilitate the work of managers of protected territories. Field inventories were carried out in order to understand the characteristics of the stand and the variables that fuel models must include. This information, together with the use of the intensity and structure provided by LiDAR, was used to perform statistical analyses. The linear regressions obtained to characterise the stand of the mixed Quercus spp.-Pinus ssp.-dominated stand had an R-2 value ranging from 0.4393 to 0.66. While working with low-density LiDAR data (which has more difficulties crossing the canopy), in addition to the obtained results, we performed the statistical analysis of the dominant stand to obtain models with R-2 values ranging from 0.8201 to 0.8677. The results of this research show that low-density LiDAR data are significant; however, in mixed stands, it is necessary to only use the dominant stratum because other components generate noise, which reduces the predictive capacity of the models. Additionally, by using the decision tree developed in combination, it is possible to update the mapping of fuel models in inaccessible areas, thereby significantly reducing costs.",NA,NA,"article",NA,"10.3390/f12081011","{""notes"": ""('ferrerpalomino_fuelmodellingcharacterisationlow_2021',)""}","{}",2024-09-30 21:20:44,"included",NA,NA
6447804,"The value of remotely-sensed data in terrestrial habitat corridor design for large migratory species","Cost-effective conservation program design to support seasonal migratory species is urgently needed, but to-date has received little attention by economists. Conserving migratory corridors is a complicated design problem because of the large spatial scales over which migratory species can travel and the weakest-link characteristic of the problem. If one section or area of a potential migratory corridor is unable to support species movement, the migration through that route will not be successful. We develop and apply an integer-programming modeling approach that leverages innovative new data products to propose a costeffective, landscape-scale conservation planning approach. We apply our approach to the Cody elk herd range within the Greater Yellowstone Ecosystem (GYE), leveraging satellite data on crop type and density over time and GPS collar data on elk migrations. We provide empirical evidence that using new satellite data products can avoid unconnected corridors and increase the cost effectiveness of corridor construction. In the Cody context, we estimate that achieving the conservation outcome associated with using satellite data on both costs and beneﬁts would cost close to twice as much when using satellite beneﬁt data but only limited cost data and about three times as much when using satellite cost data but only limited beneﬁt data. Empirical work across additional herds is needed to provide additional insights into characteristics of contexts under which we expect gains from satellite and/or GPS collar data.",2022,"{""Gigliotti, Laura"",""Kroetz, Kailin"",""Leonard, Bryan"",""Middleton, Arthur""}","report",NA,NA,"{""url"": ""https://www.rff.org/publications/working-papers/the-value-of-remotely-sensed-data-in-terrestrial-habitat-corridor-design-for-largely-migratory-species/"", ""date"": ""2022-01-19"", ""link_to_pdf"": ""https://media.rff.org/documents/WP_22-21_rGlUga4.pdf"", ""place_published"": ""Washington, D.C."", ""database_provider"": ""Zotero""}","{benchmark}",NA,NA,NA,NA
6691630,"Users, uses, and value of Landsat satellite imagery - Results from the 2012 survey of users","Landsat satellites have been operating since 1972, providing a continuous global record of the Earth’s land surface. The imagery is currently available at no cost through the U.S. Geological Survey (USGS). We conducted a survey in early 2012 to explore who uses Landsat imagery, how they use the imagery, and what the value of the imagery is to them. The survey was sent to all users registered with USGS (users who have created a login and password to access imagery through USGS directly) who had accessed Landsat imagery in the year prior to the survey (n = 44,731). All contact with users was via email and the survey was administered online. The response rate was 30% with 13,473 users responding. Of those users, 11,275 were current Landsat users who had used the imagery in their work in the year prior to the survey. The results reported below apply to current Landsat users registered with USGS.",2013,"{""Miller, Holly""}","ARTICLE",NA,"http://dx.doi.org/10.3133/ofr20131269","{}","{}",2024-04-23 22:38:23,"included",NA,NA
6903598,"Cloud Cover And Its Impact On Brazil's Deforestation Satellite Monitoring Program: Evidence From The Cerrado Biome Of The Brazilian Legal Amazon","The creation of a satellite rapid alert programme (DETER-A) in 2004 was a cornerstone of the Brazilian government's strategy to reduce deforestation. This programme allowed authorities to detect and respond rapidly to periods of deforestation. Due to the fact that the policy instrument was based on multispectral remote radar, weather-related obstacles posed a continuous impediment to the study of deforestation. This paper investigates to what extent cloud cover has reduced the effectiveness of the DETER-A program to detect deforestation. To test this hypothesis, survival model analysis is undertaken on satellite data derived measures of local deforestation. The emphasis is on the state of Maranhao, which is separated into two areas by an arbitrary line of demarcation (Legal Amazon delimitation) where the forest on one side is covered by the satellite monitoring program while the other is not. The results suggest that following the implementation of the satellite monitoring program, there was more deforestation in those years with more cloud persistence in the area covered by the program. Counterfactual simulations indicate that the absence of clouds would have prevented deforestation equivalent to almost 7\% of the study region, which is equivalent to 73 million tonnes of CO2 with a value of US\$ 366 million. If the current monitoring system was replaced with the experimental policy instrument DETER-C/DETER INTENSO, cloud cover would be less of an impediment to deforestation detection.",NA,NA,"article",NA,"10.1016/j.apgeog.2022.102651","{""notes"": ""(\""sales_cloudcoverimpactbrazil's_2022\"",)""}","{}",2024-09-26 01:03:50,"included",NA,NA
7038069,"A Review Of Approaches For Automated Habitat Mapping And Their Potential Added Value For Biodiversity Monitoring Projects","Habitats are important indicators of biodiversity in their own right, as well as being linked to species, hence their widespread use in reporting on nature conservation planning and policy. For reporting consistent mapping and monitoring habitat extent and change is important. Remote Sensing techniques are becoming an important tool for this. In this paper we describe four examples of methods of semi-automated mapping using Remote Sensing. Because the most effective way of improving the accuracy of the estimation of habitat area is by increasing the sample number, it is important to develop methods for reducing in situ surveys which are expensive. Remote Sensing has the major advantage of comprehensive coverage and the four examples illustrate the potential of extrapolation from semi-automated habitat classifications. The potential for using these methods at national scales is likely to be limited by the need for validation of the automated images and the subsequent calculation of error terms. Existing major national monitoring programs are described, which still use mainly traditional in situ methods. The selection of relatively small numbers of representative samples from environmental classifications to obtain regional estimates reduces the need for large numbers of in situ survey sites and is therefore discussed. The recent development of the use of drones to acquire detailed imagery to support in situ habitat surveys is also covered. Finally, practical problems linked to the methods described in the paper are considered, as in some cases these will override the theoretical benefits of a particular approach. It is concluded that automated methods can enhance existing monitoring systems and should be considered in any biodiversity monitoring system as they represent an opportunity for reducing costs, if integrated with an in situ program. © 2019 Sciendo. All rights reserved.",NA,NA,"article",NA,"10.2478/jlecol-2019-0015","{""notes"": ""('jongman_reviewapproachesautomatedhabitat_2019',)""}","{}",2024-11-18 23:24:45,"included",NA,NA
6903520,"New Method For Efficiency Evaluation Of Digital Technologies In Agricultural Sector","The paper features digital technologies in satellite farming and introduces a quantitative methodology to evaluate various types of their effectiveness. The authors determined the main types of efficiency and components of evaluation and substantiated the algorithm of analysis. The paper also contains a list of related economic, environmental, and social components, as well as a set of formulas and dependencies. The methodology for assessing the effectiveness of digital technologies has a two-block structure. The first block determines the needs and opportunities for the implementation of digital technologies and helps to define the enterprises that may benefit from digital technologies. The second block involves a direct evaluation of the results and efficiency of the digital technologies to be implemented and substantiates management solutions. The paper describes approaches and procedures that help to assess the biological, technological, and economic benefits of digital technologies for an agricultural enterprise. The authors quantified the structure of the environmental effect of the introduction of digital technologies and introduced some dependencies can determine profitability and cost recovery indicators. The research used the methodological approach to assess the environmental and social efficiency of digital technologies for an agricultural enterprise. The approach corresponds with the requirements of sustainable agricultural development declared by the UN. The results can be used by enterprises of the agro-industrial complex and suppliers of digital technologies. © A.O. Rada, E.A. Fedulova, P.D. Kosinsky, 2019.",NA,NA,"article",NA,"10.21603/2074-9414-2019-3-495-504","{""notes"": ""('rada_methodefficiencyevaluationdigital_2019',)""}","{}",2024-09-26 01:05:42,"included",NA,NA
7036750,"Added Value Of Online Satellite Data Transmission For Flood Forecasting: Warning Systems In Medium-Size Catchments","The present paper deals with the implementation of online data transferred via LEO satellite communication in a flood forecasting system. Although the project is ongoing, it is already recognised that the information chain: ""measurement - transmission - forecast - alert"" can be shortened, i.e., the flood danger can be more rapidly communicated to the population at risk. This gain is particularly valuable for medium size catchments where the concentration time (basin time of response to rainfall) is short. © IWA Publishing 2009.",NA,NA,"article",NA,"10.2166/wst.2009.770","{""notes"": ""('ruch_addedonlinesatellitedata_2009',)""}","{""sat comms not esi"",maybe}",2024-12-19 18:43:38,"included",NA,NA
7038595,"Organisational Drivers For, Constraints On And Impacts Of Decision And Information Support Tool Use In Desertification Policy And Management","Arguments for the potential benefits that environmental decision and information support tools (DISTs) bring to managing complex environmental issues like desertification are well rehearsed. However our empirical understanding of the reasons why particular DISTs are or are not used by different policy and management organisations, and the impacts they have on the work of those organisations is substantially weaker. Such understanding is needed to determine whether concerns raised in the literature about poor adoption and use of DISTs are correct, to understand why, and to remedy them. This paper presents a thematic analysis of 31 exploratory interviews with representatives of 14 desertification policy and management organisations operating at different scales about their use of DISTs: specifically GIS. remote sensing, simulation models, statistical models and DSS. DISTs of all types were found to be used along with other sources of decision and information support including hard-copy maps, aerial photography, databases, academic literature and local participation. GIS was most widely used, by 9 of the organisations interviewed. From the interview data a generic conceptual model identifying the organisational drivers for, constraints on and impacts of DIST use in desertification policy and management organisations is developed and discussed. Drivers were grouped into those concerned with system attributes (e.g. ease of use, flexibility) and those concerned with how information is used organisationally (e.g. to facilitate communication, assessment of desertification). Barriers including DIST information attributes such as reliability and uncertainty, and additional financial investment arising from training, employment and infrastructure procurement were identified. Impacts were grouped into structural changes, individual work changes and financial investment needs. No systematic variation was evident in the drivers, constraints or impacts of use according to DIST type, although GIS was the most widely used DIST and consequently was associated with a larger number of each., Results are discussed in relation to existing theory and evidence on information system and DSS adoption and use, and found to be in agreement. The paper finishes with a set of recommended improvements to DIST design processes to enhance the uptake of and positive benefits associated with use. (C) 2010 Elsevier Ltd. All rights reserved.",NA,NA,"article",NA,"10.1016/j.envsoft.2010.04.003","{""notes"": ""('diez_organisationaldriversconstraintsimpacts_2011',)""}","{""probably not""}",2024-10-28 00:20:17,"included",NA,NA
6691573,"The value of remotely sensed information: the case of a GRACE-enhanced drought severity index","A decision framework is developed for quantifying the economic value of information (VOI) from the Gravity Recovery and Climate Experiment (GRACE) satellite mission for drought monitoring, with a focus on the potential contributions of groundwater storage and soil moisture measurements from the GRACE data assimilation(GRACE-DA) system. The study consists of (i) the development of a conceptual framework to evaluate the socioeconomic value of GRACE-DA as a contributing source of information to drought monitoring; (ii) structured listening sessions to understand the needs of stakeholders who are affected by drought monitoring; (iii) econometric analysis based on the conceptual framework that characterizes the contribution of GRACE-DA to the U.S. Drought Monitor (USDM) in capturing the effects of drought on the agricultural sector; and (iv) a demonstration of how the improved characterization of drought conditions may influence decisions made in a real-world drought disaster assistance program. Results show that GRACE-DA has the potential to lower the uncertainty associated with the understanding of drought and that this improved understanding has the potential to change policy decisions that lead to tangible societal benefits.",2018,"{""Bernknopf, Richard""}","ARTICLE",NA,"https://doi.org/10.1175/WCAS-D-16-0044.1","{}","{""in benchmarks?""}",2024-04-22 03:05:40,"included",NA,NA
7037310,"Improving Situational Awareness In The Arctic Ocean","To successfully operate in a harsh environment like the Arctic Ocean, one must be able to understand and predict how that environment will evolve over different spatial and temporal scales. This is particularly challenging given the on-going and significant environmental changes that are occurring in the region. Access to the most recent environmental information provides timely knowledge that enables ship-based operations to proceed efficiently, effectively and safely in this difficult arena. Knowledge of the evolving environmental conditions during a field campaign is critical for effective planning, optimal execution of sampling strategies, and to provide a broader context to data collected at specific times and places. We describe the collaborations and processes that enabled an operational system to be developed to provide a remote field-team, located on USCGC Healy in the Beaufort Sea, with near real-time situational awareness information regarding the weather, sea ice conditions, and oceanographic processes. The developed system included the punctual throughput of near real-time products such as satellite imagery, meteorological forecasts, ice charts, model outputs, and up to date locations of key sea ice and ocean-based assets. Science and operational users, as well as onshore personnel, used this system for real-time practical considerations such as ship navigation, and to time scientific operations to ensure the appropriate sea ice and weather conditions prevailed. By presenting the outputs of the system within the context of case studies our results clearly demonstrate the benefits that improved situational awareness brings to ship-based operations in the Arctic Ocean, both today and in the future.",NA,NA,"article",NA,"10.3389/fmars.2020.581139","{""notes"": ""('rainville_improvingsituationalawarenessarctic_2020',)""}","{}",2024-12-13 18:14:50,"included",NA,NA
6691540,"Market-based methods for monetizing uncertainty reduction","New measurement systems are often expensive and need a solid economic justification. Traditional tools based on the value of information are sometimes difficult to apply. When risks are traded in a market, it may be possible to use market instruments to monetize the reductions in uncertainty. This paper illustrates such market-based methods with a satellite system designed to reduce uncertainty in predicting soil moisture in the USA. Soil moisture is a key variable in managing agricultural production and predicting crop yields. Using data on corn and soybean futures, we find that a 30% reduction in the weather-related component of uncertainty in corn and soybean futures pricing yields a yearly US consumer surplus of $1.44 billion. The total present value of information from the satellite system for the USA—calculated with a 3% discount rate—is about $22 billion, assuming the system is in operation for 20 years. The global value of the improvements in weather forecasting could be $63 billion.",2020,"{""Cooke, Roger""}","ARTICLE",NA,"https://doi.org/10.1007/s10669-019-09748-w","{}","{maybe}",2024-04-26 22:57:01,"included",NA,NA
6903481,"Satellite Imagery As A Single Source Of Predictor Variables For Habitat Suitability Modelling: How Landsat Can Inform The Conservation Of A Critically Endangered Lemur","1. Statistical modelling of habitat suitability is an important tool for planning conservation interventions, particularly for areas where species distribution data are expensive or hard to collect. Sometimes however the predictor variables typically used in habitat suitability modelling are themselves difficult to obtain or not meaningful at the geographical extent of the study, as is the case for the Alaotran gentle lemur Hapalemur alaotrensis, a critically endangered lemur confined to the marshes of Lake Alaotra in Madagascar.2. We developed a habitat suitability model where all predictor variables, including vegetation indices and image texture measures at different scales (as surrogates for habitat structure), were derived from Landsat7 satellite imagery. Using relatively few presence records, the maximum entropy (Maxent) approach and AUC were used to assess the performance of candidate predictor variables, for studying the effect of scale, model selection and mapping suitable habitat.3. This study demonstrated the utility of satellite imagery as a single source of predictor variables for a Maxent habitat suitability model at the landscape level, within a restricted geographical extent and with a fine grain, in a case where predictor variables typically used at the macro-scale level (e.g. climatic and topographic) were not applicable.4. In the case of H. alaotrensis, the methodology generated a habitat suitability map to inform conservation management in Lake Alaotra and a replicable protocol to allow rapid updates to habitat suitability maps in the future. The exploration of candidate predictor variables allowed the identification of scales that appear ecologically relevant for the species.5. Synthesis and applications. This study presents a cost-effective combination of maximum entropy habitat suitability modelling and satellite imagery, where all predictor variables are derived solely from Landsat7 images. With a habitat modelling method like Maxent that shows good performance with few presence samples and Landsat images now freely available, the methodology can play an important role in rapid assessments of the status of species at the landscape level in data-poor regions, when typical macro-scale environmental predictors are of little use or difficult to obtain. © 2010 The Authors. Journal compilation © 2010 British Ecological Society.",NA,NA,"article",NA,"10.1111/j.1365-2664.2010.01854.x","{""notes"": ""('lahozmonfort_satelliteimagerysinglesource_2010',)""}","{}",2024-09-26 00:48:34,"included",NA,NA
6863572,"Flood Risk Analysis: The Case Of Tigris River (Tikrit /Iraq)","The study of flood risks has a fundamental role in ensuring the safety of cities near rivers and drawing up plans to protect them during future floods. This study aims to manage potential flood risks, and Tikrit city was used as a case study. The daily discharge of the Tigris River in the study area was provided by the Iraqi Ministry of Water Resources from 2019 to 2022. The HEC-RAS software was utilized to build a 2-D flood model to simulate potential flood scenarios. First, the model was calibrated by adjusting the value of Manning's coefficient (n), and it was found that n = 0.031 reflects the nature of the region because the Nash-Sutcliff Error (NSE) was 0.93. Then, the efficiency of the 2-D flood model was verified by comparing the model’s results with the study area’s satellite images, and the results showed a great match. Following that, the 2-D model was used under different flooding scenarios. The results showed that the size of areas exposed to flooding increased with the discharges passing through the Tigris River. For instance, increasing the discharge to 800m3/s increased the flooded areas by 13.7%, while increasing the discharge to 1500 m3/s increased the flooded areas by 90.7 % compared to the river’s normal flow. Also, the results showed that the eastern regions of the riverbanks are more vulnerable to flooding than the western side because the ground levels are low on the eastern side compared to the western part of the riverbanks. © 2023 COLLEGE OF ENGINEERING, TIKRIT UNIVERSITY.",2023,"{""Khairallah, R. S."",""Mohammed-Ali, W. S.""}","jour",NA,"10.25130/tjes.30.1.11","{""notes"": ""('mohammedali_floodriskanalysistigris_2023',)""}","{}",2024-09-30 17:36:31,"included",NA,NA
7037342,"Aerial Drone Technology Can Assist Compliance Of Trap Fisheries","Illegal fishing is a global issue that threatens the viability of fishing industries and biodiversity conservation. Management agencies typically use on-ground surveillance to monitor and minimise illegal fishing practices, the efficacy of which may be enhanced by integrating emerging remote sensing technology. Affordable drones may contribute to cost-effective detection of illegal fishing activity and associated gear, although their application has yet to be evaluated in many types of fisheries. Here, the utility of drones for the detection of crab traps and floats set in a shallow estuary was quantitatively tested, and the effects of survey altitudes, cameras and monitor screens on detection rates were determined. It was found that drone flight altitude and float colour influenced the detection rates of common crab trap floats, with infrared cameras improving the detection of floats camouflaged by black paint. However, the type of monitor screen used by the drone operator had no influence on the detection of crab traps. Overall, it appears drones can contribute to cost-effective compliance in estuarine trap fisheries, and the approach can contribute to evidence-based standard operating procedures.",NA,NA,"article",NA,"10.1111/fme.12420","{""notes"": ""('provost_aerialdronetechnologyassist_2020',)""}","{}",2024-12-13 21:51:37,"included",NA,NA
7037883,"Digitalization And Agricultural Development: Evidence From Morocco","The agricultural sector plays a major role in the socio-economic development of several countries around the world, including African countries. Advances induced by digital innovation have positively impacted this sector and could have a considerable impact by reducing the risk of food insecurity. In this chapter, applied research experiences conducted in Morocco have been reported to highlight some of the opportunities that digital transformation can offer in agriculture. First, agricultural land management was approached through remote monitoring of agricultural land and mapping of cropland using satellite imageries and machine learning. Then, the question of what digital can offer for the management of agricultural water resources was discussed through two examples: the first deals with the use of remote sensing and modeling to support irrigation water management; and the second is related to another aspect of multi-year bioeconomic modeling for predicting changes in water management indicators. Finally, experiences on the importance of digital transformation in risk management were discussed in order to analyze the risks in a more informed way and to relate aspects that could not be connected before in the past, in an efficient and relevant manner. Indeed, an experiment on the evaluation of spatial variability of wheat yield has been reported and an example of the spatial analysis of risk related to losses in production value using satellite data was discussed. With steps added or substituted compared to the research presented in this chapter, digital innovation allows precise monitoring of agricultural land and offers socio-economic conditions that are more advantageous for farmers. Overall, all of the experiences cited on the use of digital innovation in the agriculture sector can be extended to other contexts, particularly in Africa where sustainable agricultural development remains the ultimate goal. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2022. All rights reserved.",NA,NA,"article",NA,"10.1007/978-3-030-92738-7_16","{""notes"": ""('lionboui_digitalizationagriculturaldevelopmentevidence_2022',)""}","{}",2024-11-18 23:30:17,"included",NA,NA
6691680,"Value of perfect ENSO phase predictions for agriculture: evaluating the impact of land tenure and decision objectives","In many places, predictions of regional climate variability associated with the El Niño–Southern Oscillation phenomenon offer the potential to improve farmers’ decision outcomes, by mitigating the negative impacts of adverse conditions or by taking advantage of favorable conditions. While the notion that climate forecasts are potentially valuable has been established, questions of when they may be more or less valuable have proven harder to resolve. Using simulations, we estimate the expected value of seasonal climate information under alternative assumptions about (a) land tenure (ownership vs. short-term leases) and (b) the decision maker’s objective function (expected utility vs. prospect theory value function maximization), employing a full range of plausible parameter values for each objective function. This allows us to show the extent to which the value of information depends on risk preferences, loss aversion, wealth levels and expectations, as well as situational constraints. Our results demonstrate in a non-laboratory decision context that, in some cases, psychologically plausible deviations from expected utility maximization can lead to substantial differences in estimates of the expected value of climate forecasts. Efforts to foster effective use of climate information and forecasts in agriculture must be grounded in a firm understanding of the goals, objectives and constraints of decision makers.",2009,"{""Letson, David""}","ARTICLE",NA,"https://doi.org/10.1007/s10584-009-9600-8","{}","{}",2024-04-23 22:37:12,"included",NA,NA
7037875,"Mapping Regional Land Cover With Modis Data For Biological Conservation: Examples From The Greater Yellowstone Ecosystem, Usa And Para State, Brazil","The paper investigated the application of MODIS data for mapping regional land cover at moderate resolutions (250 and 500 in), for regional conservation purposes. Land cover maps were generated for two major conservation areas (Greater Yellowstone Ecosystem-GYE, USA and the Par State, Brazil) using MODIS data and decision tree classifications. The MODIS land cover products were evaluated using existing Landsat TM land cover maps as reference data. The Landsat TM land cover maps were processed to their fractional composition at the MODIS resolution (250 and 500 m). In GYE, the MODIS land cover was very successful at mapping extensive cover types (e.g. coniferous forest and grasslands) and far less successful at mapping smaller habitats (e.g. wetlands, deciduous tree cover) that typically occur in patches that are smaller than the MODIS pixels, but are reported to be very important to biodiversity conservation. The MODIS classification for Para State was successful at producing a regional forest/non-forest product which is useful for monitoring the extreme human impacts such as deforestation. The ability of MODIS data to map secondary forest remains to be tested, since regrowth typically harbors reduced levels of biodiversity. The two case studies showed the value of using multi-date 250 m data with only two spectral bands, as well as single day 500 in data with seven spectral bands, thus illustrating the versatile use of MODIS data in two contrasting environments. MODIS data provide new options for regional land cover mapping that are less labor-intensive than Landsat and have higher resolution than previous 1 km AVHRR or the current 1 km global land cover product. The usefulness of the MODTS data in addressing biodiversity conservation questions will ultimately depend upon the patch sizes of important habitats and the land cover transformations that threaten them. (C) 2004 Elsevier Inc. All rights reserved.",NA,NA,"article",NA,"10.1016/j.rse.2004.05.002","{""notes"": ""('wessels_mappingregionallandcover_2004',)""}","{}",2024-10-28 00:18:32,"included",NA,NA
7037777,"Keeping Up With Remote Sensing And Gi Advances- Policy And Legal Perspectives","Technological advances in remote sensing capabilities, wider participation of commercial firms and the possibilities of 'processing' spatial data to create value-added information have given rise to a range of policy and legal issues in the geographic information (GI) field. How far satellite images can still be considered a 'public good', conflicts between commercial and national interests is becoming a major issue, especially where security is concerned, sovereignty and the rights of sensed states, shutter control vs transparency is debated, data access, IPR and infringement of privacy becoming more relevant are all discussed. At the same time, the societal and public good of GI is well accepted with innumerable national and international examples. It is clear that societies would greatly benefit from the proper use of GI. A multilateral debate to formulate a GI policy that will take account of these while ensuring that the full benefits of remote sensing are available to society is called for. (c) 2006 Elsevier Ltd. All rights reserved.",NA,NA,"article",NA,"10.1016/j.spacepol.2006.09.001","{""notes"": ""('rao_keepingremotesensinggi_2006',)""}","{}",2024-10-28 19:26:54,"included",NA,NA
7037798,"Forestry","Remote sensing has numerous applications in forestry. Older, historical applications relied primarily on interpretation of aerial photography for forest inventories. More recently, newer airborne and spaceborne active and passive sensors have greatly expanded the utility of remote sensing in forestry. Examples include lidar, which can provide forest structural parameters such as tree height, crown volume, and stand biomass at accuracies that are equal to, or exceed, ground-based measures. Regional to global estimates of changes in forest cover have also been made possible by remote sensing, providing critical measures of changes in carbon stocks and fluxes needed to better understand human environmental impacts and better manage resources. Several operational remote sensing products contribute to improved assessment of fire danger, fire management, fire severity, and postfire recovery. © Springer Science+Business Media New York 2014.",NA,NA,"article",NA,"10.1007/978-0-387-36699-9_48","{""notes"": ""('roberts_forestry_2014',)""}","{}",2024-10-28 19:11:22,"included",NA,NA
7038167,"Enhanced Joint Hybrid Deep Neural Network Explainable Artificial Intelligence Model For 1-Hr Ahead Solar Ultraviolet Index Prediction","Background and Objective: Exposure to solar ultraviolet (UV) radiation can cause malignant keratinocyte cancer and eye disease. Developing a user-friendly, portable, real-time solar UV alert system especially or wearable electronic mobile devices can help reduce the exposure to UV as a key measure for personal and occupational management of the UV risks. This research aims to design artificial intelligence-inspired early warning tool tailored for short-term forecasting of UV index (UVI) integrating satellite-derived and ground-based predictors for Australian hotspots receiving high UV exposures. The study further improves the trustworthiness of the newly designed tool using an explainable artificial intelligence approach. Methods: An enhanced joint hybrid explainable deep neural network model (called EJH-X-DNN) is constructed involving two phases of feature selection and hyperparameter tuning using Bayesian optimization. A compre-hensive assessment of EJH-X-DNN is conducted with six other competing benchmarked models. The proposed model is explained locally and globally using robust model-agnostic explainable artificial intelligence frame-works such as Local Interpretable Model-Agnostic Explanations (LIME), Shapley additive explanations (SHAP), and permutation feature importance (PFI). Results: The newly proposed model outperformed all benchmarked models for forecasting hourly horizons UVI, with correlation coefficients of 0.900, 0.960, 0.897, and 0.913, respectively, for Darwin, Alice Springs, Townsville, and Emerald hotspots. According to the combined local and global explainable model outcomes, the site-based results indicate that antecedent lagged memory of UVI and solar zenith angle are influential features. Predictions made by EJH-X-DNN model are strongly influenced by factors such as ozone effect, cloud conditions, and precipitation.Conclusion: With its superiority and skillful interpretation, the UVI prediction system reaffirms its benefits for providing real-time UV alerts to mitigate risks of skin and eye health complications, reducing healthcare costs and contributing to outdoor exposure policy.",NA,NA,"article",NA,"10.1016/j.cmpb.2023.107737","{""notes"": ""('prasad_enhancedjointhybriddeep_2023',)""}","{}",2024-12-19 19:17:46,"included",NA,NA
7037000,"Detection And Mapping The Spatial Distribution Of Bracken Fern Weeds Using The Landsat 8 Oli New Generation Sensor","Bracken fern is an invasive plant that presents serious environmental, ecological and economic problems around the world. An understanding of the spatial distribution of bracken fern weeds is therefore essential for providing appropriate management strategies at both local and regional scales. The aim of this study was to assess the utility of the freely available medium resolution Landsat 8 OLI sensor in the detection and mapping of bracken fern at the Cathedral Peak, South Africa. To achieve this objective, the results obtained from Landsat 8 OLI were compared with those derived using the costly, high spatial resolution WorldView-2 imagery. Since previous studies have already Successfully mapped bracken fern using high spatial resolution WorldView-2 image, the comparison was done to investigate the magnitude of difference in accuracy between the two sensors in relation to their acquisition costs. To evaluate the performance of Landsat 8 OLI in discriminating bracken fern compared to that of Worldview-2, we tested the utility of (i) spectral bands; (ii) derived vegetation indices as well as (iii) the combinatidn of spectral bands and vegetation indices based on discriminant analysis classification algorithm. After resampling the training and testing data and reclassifying several times (n =100) based on the combined data sets, the overall accuracies for both Landsat 8 and WorldView-2 were tested for significant differences based on Mann-Whitney U test. The results showed that the integration of the spectral bands and derived vegetation indices yielded the best overall classification accuracy (80.08\% and 87.80\% for Landsat 8 OLI and WorldView-2 respectively). Additionally, the use of derived vegetation indices as a standalone data set produced the weakest overall accuracy results of 62.14\% and 82.11\% for both the Landsat 8 OLI and WorldView-2 images. There were significant differences \{U (100) = 569.5, z = -10.8242, p < 0.01\} between the classification accuracies derived based on Landsat OLI 8 and those derived using WorldView-2 sensor. Although there were significant differences between Landsat and WorldView-2 accuracies, the magnitude of variation (9\%) between the two sensors was within an acceptable range. Therefore, the findings of this study demonstrated that the recently launched Landsat 8 OLI mtiltispectral sensor provides valuable information that could aid in the long term continuous monitoring and formulation of effective bracken fern management with acceptable accuracies that are comparable to those obtained from the high resolution WorldView-2 commercial sensor. (C) 2016 Elsevier B.V. All rights reserved.",NA,NA,"article",NA,"10.1016/j.jag.2016.12.006","{""notes"": ""('matongera_detectionmappingspatialdistribution_2017',)""}","{}",2024-11-18 18:43:19,"included",NA,NA
6863291,"Application Of The Vegetation Condition Index In The Diagnosis Of Spatiotemporal Distribution Of Agricultural Droughts: A Case Study Concerning The State Of Espirito Santo, Southeastern Brazil","We applied a robust framework for agricultural drought identification in the State of Espirito Santo, Brazil, by employing the Vegetation Condition Index (VCI) based on data obtained through the Enhanced Vegetation Index (EVI). By doing so, we analyzed the interrelationships between the VCI and anomalies in the Land Surface Temperature (LST), along with connections between the VCI and data considering water deficits in vulnerable areas. When it came to image processing, we focused on the use of analytics and GIS algorithms, while the Scott-Knott method elucidated the statistical analyses. Consequently, we identified drought areas followed by periods susceptible to their occurrence, indicating 2016 as the driest year. The North macroregion presented the lowest average values regarding VCI values in the most vulnerable periods, followed by the Central one. We also call attention to the highest LST averages observed in 2015 and 2016, as strong El Nino events marked the same timeframe periods. The methodological approach was efficient for the identification, analysis, and characterization of agricultural drought occurrences, enabling mitigation actions, as well as the management of the exploitation and protection of water resources. Moreover, further research should be conducted by incorporating other indices to enhance the understanding of agricultural drought and its effects on vegetation.",2023,"{""Camargo Filho, Claudio Barberini"",""Carvalho, Rita de Cassia Freire"",""Costa, Gizely Azevedo"",""Dias, Henrique Machado"",""Ferrari, Jeferson Luiz"",""Kunz, Sustanis Horn"",""Moreira, Tais Rizzo"",""Peluzio, Joao Batista Esteves"",""Senhorelo, Adriano Posse"",""Zanetti, Sidney Sara"",""de Sousa, Elias Fernandes"",""de Souza, Kaise Barbosa"",""dos Santos, Alexandre Rosa""}","article",NA,"10.3390/d15030460","{""notes"": ""('senhorelo_applicationvegetationconditionindex_2023',)""}","{}",2024-12-22 00:16:42,"included",NA,NA
