title,abstract,year,author,doi,tags,screening_status,excl_reasons
Self-Supervised Remote Sensing Image Change Detection Based On High Frequency Feature And Gate Attention-Guided Optimization Unit,"Remote sensing image change detection (CD) is a technical method to analyze and compare remote sensing images covering the same area with different phases to determine the process of surface change, which has important application value in natural resource management, land monitoring, and natural disaster monitoring. At present, the commonly used supervised remote sensing image CD technique requires a large number of labeled samples to train the network, which brings a large human and material cost. In contrast, the unsupervised remote sensing image CD technique does not require the construction of labeled samples; however, there is no direct correspondence between the unsupervised learning task and the downstream CD. To address the aforementioned issues, a self-supervised remote sensing image CD method based on a high frequency feature enhancement module (HFFEM) and gate attention-guided optimization unit (GAGOU) Siamese-like network is proposed. First, the network is trained using a self-supervised learning diagram to extract features that are beneficial to remote sensing image CD and better serve the downstream CD task. After that, a clustering loss function and a contrastive loss function are used to optimize the network. Second, to enhance the feature extraction capability for change edges and to address the degradation of network performance due to the entrainment of redundant features during feature fusion, HFFEM and GAGOU are proposed, respectively. Finally, comprehensive simulation experiments were conducted on the IKONOS multi-spectral datasets Mina and Riyadh, the open CD dataset Onera satellite change detection (OSCD), and the heterogeneous dataset Shuguang, showing the effectiveness of the proposed algorithms based on evaluation metrics, such as overall accuracy, kappa coefficient, and F1 score.",NA,NA,10.1117/1.jrs.17.024518,{},excluded,"{""Data is not valued"",Validation/calibration}"
Geonetcast: Global Satellite Data Dissemination And The Technical And Social Challenges,"GEONETCast is a global, near-real-time, environmental data dissemination system in support of the Global Earth Observation System of Systems (GEOSS). The goal of the system is to enable enhanced dissemination, application, and exploitation of environmental data and products for the diverse societal benefits defined by the Group on Earth Observations (GEO), including agriculture, energy, health, climate, weather, disaster mitigation, biodiversity, water resources, and ecosystems. The system consists of three regional broadcasts: EUMETCast (operated by the European Organisation for the Exploitation of Meteorological Satellites [EUMETSAT], covering Europe, Africa, and parts of Asia and the Americas), CMACast (operated by the China Meteorological Administration [CMA], covering Asia and parts of the Pacific), and GEONETCast Americas (operated by the U.S. National Oceanic and Atmospheric Administration [NOAA], covering North, Central, and South America and the Caribbean). The GEONETCast system uses the Digital Video Broadcast-Satellite (DVB-S) or Digital Video Broadcasting-Satellite-Second Generation (DVB-S2) standard over commercial communications satellites and low-cost, off-the-shelf technology to widen the access of new user groups to Earth observation information. © 2011 The Geological Society of America. All rights reserved.",NA,NA,10.1130/2011.2482(08),{},excluded,"{""Data is not valued""}"
Credible Remote Sensing Scene Classification Using Evidential Fusion On Aerial-Ground Dual-View Images,"Due to their ability to offer more comprehensive information than data from a single view, multi-view (e.g., multi-source, multi-modal, multi-perspective) data are being used more frequently in remote sensing tasks. However, as the number of views grows, the issue of data quality is becoming more apparent, limiting the potential benefits of multi-view data. Although recent deep neural network (DNN)-based models can learn the weight of data adaptively, a lack of research on explicitly quantifying the data quality of each view when fusing them renders these models inexplicable, performing unsatisfactorily and inflexibly in downstream remote sensing tasks. To fill this gap, in this paper, evidential deep learning is introduced to the task of aerial-ground dual-view remote sensing scene classification to model the credibility of each view. Specifically, the theory of evidence is used to calculate an uncertainty value which describes the decision-making risk of each view. Based on this uncertainty, a novel decision-level fusion strategy is proposed to ensure that the view with lower risk obtains more weight, making the classification more credible. On two well-known, publicly available datasets of aerial-ground dual-view remote sensing images, the proposed approach achieves state-of-the-art results, demonstrating its effectiveness. © 2023 by the authors.",NA,NA,10.3390/rs15061546,{},excluded,{Validation/calibration}
A 6-Year-Long (2013-2018) High-Resolution Air Quality Reanalysis Dataset In China Based On The Assimilation Of Surface Observations From Cnemc,"A 6-year-long high-resolution Chinese air quality reanalysis (CAQRA) dataset is presented in this study obtained from the assimilation of surface observations from the China National Environmental Monitoring Centre (CNEMC) using the ensemble Kalman filter (EnKF) and Nested Air Quality Prediction Modeling System (NAQPMS).This dataset contains surface fields of six conventional air pollutants in China (i.e. PM2.5, PM10, SO2, NO2, CO, and O3) for the period 2013-2018 at high spatial (15km +/- 15km) and temporal (1 h) resolutions. This paper aims to document this dataset by providing detailed descriptions of the assimilation system and the first validation results for the above reanalysis dataset. The 5-fold cross-validation (CV) method is adopted to demonstrate the quality of the reanalysis. The CV results show that the CAQRA yields an excellent performance in reproducing the magnitude and variability of surface air pollutants in China from 2013 to 2018 (CV R 2 D 0 :52-0.81, CV root mean square error (RMSE) D 0 :54 mg =m3 for CO, and CV RMSE D 16 :4-39.3 mu g =m(3) for the other pollutants on an hourly scale). Through comparison to the Copernicus Atmosphere Monitoring Service reanalysis (CAMSRA) dataset produced by the European Centre for Medium-Range Weather Forecasts (ECWMF), we show that CAQRA attains a high accuracy in representing surface gaseous air pollutants in China due to the assimilation of surface observations. The fine horizontal resolution of CAQRA also makes it more suitable for air quality studies on a regional scale. The PM2.5 reanalysis dataset is further validated against the independent datasets from the US Department of State Air Quality Monitoring Program over China, which exhibits a good agreement with the independent observations (R 2 D 0 :74-0.86 and RMSE D 16 :8-33.6 mu g =m3 in different cities). Furthermore, through the comparison to satellite-estimated PM2.5 concentrations, we show that the accuracy of the PM2.5 reanalysis is higher than that of most satellite estimates. The CAQRA is the first high-resolution air quality reanalysis dataset in China that simultaneously provides the surface concentrations of six conventional air pollutants, which is of great value for many studies, such as health impact assessment of air pollution, investigation of air quality changes in China, model evaluation and satellite calibration, optimization of monitoring sites, and provision of training data for statistical or artificial intelligence (AI)-based forecasting. All datasets are freely available at https://doi.org/10.11922/sciencedb.00053 (Tang et al., 2020a), and a prototype product containing the monthly and annual means of the CAQRA dataset has also been released at https://doi.org/10.11922/sciencedb.00092 (Tang et al., 2020b) to facilitate the evaluation of the CAQRA dataset by potential users.",NA,NA,10.5194/essd-13-529-2021,{},excluded,{Validation/calibration}
Model-Driven Coordinated Management Of Data Centers,"Management of computing infrastructure in data centers is an important and challenging problem, that needs to: (i) ensure availability of services conforming to the Service Level Agreements (SLAs); and (ii) reduce the Power Usage Effectiveness (PUE), i.e. the ratio of total power, up to half of which is attributed to data center cooling, over the computing power to service the workloads. The cooling energy consumption can be reduced by allowing higher-than-usual thermostat set temperatures while maintaining the ambient temperature in the data center room within manufacturer-specified server redline temperatures for their reliable operations. This paper proposes: (i) a Coordinated Job, Power, and Cooling Management (JPCM) policy, which performs: (a) job management so as to allow for an increase in the thermostat setting of the cooling unit while meeting the SLA requirements, (b) power management to reduce the produced thermal load, and (c) cooling management to dynamically adjust the thermostat setting; and (ii) a Model-driven coordinated Management Architecture (MMA), which uses a state-based model to dynamically decide the correct management policy to handle events, such as new workload arrival or failure of a cooling unit, that can trigger an increase in the ambient temperature. Each event is associated with a time window, referred to as the window-of-opportunity, after which the temperature at the inlet of one or more servers can go beyond the redline temperature if proper management policies are not enforced. This window-of-opportunity monotonically decreases with increase in the incoming workload. The selection of the management policy depends on their potential energy benefits and the conformance of the delays in their actuation to the window-of-opportunity. Simulations based on actual job traces from the ASU HPC data center show that the JPCM can achieve up to 18% energy-savings over separated power or job management policies. However, high delay to reach a stable ambient temperature (in case of cooling management through dynamic thermostat setting) can violate the server redline temperatures. A management decision chart is developed as part of MMA to autonomically employ the management policy with maximum energy-savings without violating the window-of-opportunity, and hence the redline temperatures. Further, a prototype of the JPCM is developed by configuring the widely used Moab cluster manager to dynamically change the server priorities for job assignment. © 2010 Elsevier B.V. All rights reserved.",NA,NA,10.1016/j.comnet.2010.08.011,{},excluded,"{""No societal value context"",""ESI data not used""}"
Remote Sensing Image Compression Assessment Based On Multilevel Distortions,"The measurement of visual quality is of fundamental importance to remote sensing image compression, especially for image quality assessment and compression algorithm optimization. We exploit the distortion features of optical remote sensing image compression and propose a full-reference image quality metric based on multilevel distortions (MLD), which assesses image quality by calculating distortions of three levels (such as pixel-level, contexture-level, and content-level) between original images and compressed images. Based on this, a multiscale MLD (MMLD) algorithm is designed and it outperforms the other current methods in our testing. In order to validate the performance of our algorithm, a special remote sensing image compression distortion (RICD) database is constructed, involving 250 remote sensing images compressed with different algorithms and various distortions. Experimental results on RICD and Laboratory for Image and Video Engineering databases show that the proposed MMLD algorithm has better consistency with subjective perception values than current state-of-the-art methods in remote sensing image compression assessment, and the objective assessment results can show the distortion features and visual quality of compressed image well. It is suitable to be the evaluation criteria for optical remote sensing image compression. © 2014 Society of Photo-Optical Instrumentation Engineers.",NA,NA,10.1117/1.jrs.8.083680,{},excluded,{Validation/calibration}
Applicability Of Satellite-Based Rainfall Algorithms For Estimating Flood-Related Rainfall Events In The Mid-Latitudes. Part I: Spatial Integration,"This paper presents a study of the applicability of four satellite-based rainfall algorithms using highly resolved data from the first Meteosat Second-Generation satellite to derive hourly rain intensities. Saxony serves as an example of the mid-latitude regions. The focus is on the suitability of these algorithms to detect and to monitor (flash) flood-related rain intensities. For this purpose, 9 days with high rainfall amounts between May and August 2006 were analysed by comparing the satellite rain intensities to gauge adjusted radar data. Five different spatial resolutions were used to examine the effects of spatial integration from small scale (18km 2) to large scale (57600km 2) on (i) the quality of the satellite rain intensities (amounts and locations); (ii) the related loss of spatial information; and (iii) possible applications for flood risk management. The results show that spatial integration leads to improvements of rain intensities and evaluation scores; however, it also leads to decreased applicability for estimating high-intensity rainfall events that affect small- and medium-scale basins. © 2011 The Authors. Journal of Flood Risk Management © 2011 The Chartered Institution of Water and Environmental Management.",NA,NA,10.1111/j.1753-318x.2011.01102.x,{},excluded,"{""Data is not valued""}"
Willingness To Pay For Clean Air In China,"We use a residential sorting model incorporating migration disutility to recover the implicit value of clean air in China. The model is estimated using China Population Census Data along with PM2.5 satellite data. Our study provides new evidence on the willingness to pay for air quality improvements in developing countries and is the first application of an equilibrium sorting model to the valuation of non-market amenities in China. We employ two instrumental variables based on coal-fired electricity generation and wind direction to address the endogeneity of local air pollution. Results suggest important differences between the residential sorting model and a conventional hedonic model, highlighting the role of moving costs and the discreteness of the choice set. Our sorting results indicate that the economic value of air quality improvement associated with a one-unit decline in PM2.5 concentration is up to \$8.83 billion for all Chinese households in 2005. (C) 2019 Published by Elsevier Inc.",NA,NA,10.1016/j.jeem.2019.01.005,{},excluded,"{""Data is not valued""}"
Hsi Modeling And Intelligent Optimization For Fishing Ground Forecasts Using A Genetic Algorithm,"The construction of a habitat suitability index (HSI) model is a crucial problem in fishing ground forecasts. In general, the HSI model is established by estimating the relationship between marine environmental factors and fishing ground probabilities. However, the environmental factors observed by remote sensing technology and commercial fishing investigations are usually highly correlated, and conventional methods such as the continued product model, minimum model, maximum model, arithmetic mean model, and geometric mean model cannot eliminate the harmful effects caused by the correlation of fishing data. As a result, it is difficult for them to capture the complex relations between environmental factors and fishing ground probabilities. Based on the widely used intelligent optimization method of genetic algorithms (GAs), this paper presents a general framework called GeneHSI for HSI modeling and intelligent optimization. Most importantly, the GeneHSI framework can remove the harmful effects of correlation, allowing the automatic retrieval and optimization of the HSI parameters. The core of GeneHSI modeling is the construction of a fitness function. This function was built by projecting the logistic regression-based HSI space to that of a GA, and is used to guide the optimization process of GeneHSI. Specifically, the fundamental concept of the projection is to minimize accumulative errors between the computed ground probabilities and the observed probabilities converted from commercial fishing data. The proposed GeneHSI framework is composed of three elements. These are the construction of the problem to be solved, the initialization of the GA, and the optimization strategy of the GA. The validation and effectiveness of the GeneHSI framework have been demonstrated using simulation data, that is, randomly generated normalized marine environmental factors and fishing ground probabilities range from 0 to 1. Research shows that the GeneHSI framework is effective and efficient in retrieving and optimizing HSI parameters for fishing ground forecasts. Because of the stochastic characteristics of GAs, however, there is a high requirement for modelers and scientists to better control the implementation of the GeneHSI framework. The HSI parameters retrieved by the GeneHSI framework vary under different constraints. Such constraints used in GAs commonly include linear inequalities and linear equality constraints on the underlying relations between marine environmental factors and fishing ground probabilities, as well as constraints on the bounds of HSI parameters. Compared with the results under optimization strategies using these constraints, the results under a general optimization strategy are inferior in that the GeneHSI framework cannot obtain a good match between the best-fitness and mean-fitness curves. In theory, the fitness value is the accumulative error of the GeneHSI model; hence, a smaller value indicates a better result. However, a good convergence process does not necessarily lead to a minimum fitness value amongst fitness functions under different constraints. In this paper, therefore, an evaluation of the convergence process, instead of a minimum fitness value, is considered the fundamental standard for the assessment of a good set of HSI parameters. In addition, experience and professional knowledge are required for an exact assessment of the HSI parameters. Overall, the above constraints, especially those on the parameter bounds, greatly help the optimization of the GeneHSI framework to retrieve better HSI parameters. In addition, the implementation of the GeneHSI framework with 100, 1 000, 5 000, and 10 000 samples demonstrates its strong capability for processing the mass data of fishing grounds. It is expected that the GeneHSI framework can enrich the modeling methods and theories of fishing grounds, and hence guide the application of intelligent optimization methods in fishing ground HSI modeling. © 2014, Science Press. All rights Reserved.",NA,NA,10.5846/stxb201212171813,{},excluded,{Validation/calibration}
Environmental Applications Of Remote Sensing,"Remote sensing, the science and technology through which characteristics and properties of targets on Earth can be identified and determined from a distance, has provided systematic, dedicated, and repetitive observations of the Earth’s surface (atmosphere, water, land, living species, vegetation, pollution, climate) from global to local scales. Satellite observations have contributed to the spectacular improvement of the accuracy of weather forecasts over the last few decades. Remote sensing has provided the means for detecting and quantifying the rates of pollution, and mapping and monitoring sources of pollution and the degree of remediation for their management. It has the means to respond and facilitate environmental management, and makes sound and evidence-based decisions in relation to Earth’s resources at a global scale and across different continents, nations, and domains. Remote sensing currently supplies essential Earth observations to protect irreplaceable resources and provide support for sustainable economic growth, disaster resilience, management of energy and mineral resources, food and water security, and sustainability. It provides powerful tools for understanding the past and present conditions of Earth systems and components, as well as the interplay between them. Thus remote sensing could assist us to solve environmental problems, address and mitigate risks, and deliver skillful predictions of the future behaviors of Earth systems (natural disasters, state of oceans, atmosphere, land, vegetation, food, public health, etc.). And by translating these Earth observations into decision making, remote sensing could help mobilize actions to mitigate effects to the benefit of human race. © 2021 Elsevier Inc. All rights reserved.",NA,NA,10.1016/b978-0-12-809582-9.00003-7,{},excluded,"{""Data is not valued""}"
Integration Of Farm Financial Accounting And Farm Management Information Systems For Better Sustainability Reporting,"Farmers face an increasing administrative burden as agricultural policies and certification systems of trade partners ask for more sustainability reporting. Several indicator frameworks have been developed to measure sustainability, but they often lack empirical operationalization and are not always measured at the farm level. The research gap we address in this paper is the empirical link between the data needs for sustainability reporting and the developments in data management at the farm level. Family farms do not collect much data for internal management, but external demand for sustainability data can partly be fulfilled by reorganizing data management in the farm office. The Farm Financial Accounts (FFAs) and Farm Management Information Systems (FMISs) are the main data sources in the farm office. They originate from the same source of note-taking by farmers but became separated when formalized and computerized. Nearly all European farms have a bank account and must keep financial accounts (e.g., for Value-Added Tax or income tax) that can be audited. Financial accounts are not designed for environmental accounting or calculating sustainability metrics but provide a wealth of information to make assessments on these subjects. FMISs are much less frequently used but collect more technical and fine-grained data at crop or enterprise level for different fields. FMISs are also strong in integrating sensor and satellite data. Integrating data availability and workflows of FFAs and FMISs makes sustainability reporting less cumbersome regarding data entry and adds valuable data to environmental accounts. This paper applies a design science approach to design an artifact, a dashboard for sustainability reporting based on the integration of information flows from farm financial accounting systems and farm management information systems. The design developed in this paper illustrates that if invoices were digitized, most data-gathering needed for external sustainability reporting would automatically be done when the invoices is paid by a bank transfer. Data on the use of inputs and production could be added with procedures as in current FMISs, but with less data entry, fewer risks of differences in outcomes, and possibilities of cross-checking the results.",NA,NA,10.3390/electronics12061485,{},excluded,"{""Data is not valued""}"
Evaluating Landscape Options For Corridor Restoration Between Giant Panda Reserves,"The establishment of corridors can offset the negative effects of habitat fragmentation by connecting isolated habitat patches. However, the practical value of corridor planning is minimal if corridor identification is not based on reliable quantitative information about species-environment relationships. An example of this need for quantitative information is planning for giant panda conservation. Although the species has been the focus of intense conservation efforts for decades, most corridor projects remain hypothetical due to the lack of reliable quantitative researches at an appropriate spatial scale. In this paper, we evaluated a framework for giant panda forest corridor planning. We linked our field survey data with satellite imagery, and conducted species occupancy modelling to examine the habitat use of giant panda within the potential corridor area. We then conducted least-cost and circuit models to identify potential paths of dispersal across the landscape, and compared the predicted cost under current conditions and alternative conservation management options considered during corridor planning. We found that due to giant panda's association with areas of low elevation and flat terrain, human infrastructures in the same area have resulted in corridor fragmentation. We then identified areas with high potential to function as movement corridors, and our analysis of alternative conservation scenarios showed that both forest/bamboo restoration and automobile tunnel construction would significantly improve the effectiveness of corridor, while residence relocation would not significantly improve corridor effectiveness in comparison with the current condition. The framework has general value in any conservation activities that anticipate improving habitat connectivity in human modified landscapes. Specifically, our study suggested that, in this landscape, automobile tunnels are the best means to remove current barriers to giant panda movements caused by anthropogenic interferences.",NA,NA,10.1371/journal.pone.0105086,{},excluded,"{""Data is not valued""}"
Incorporating Ecological And Evolutionary Processes Into Continental-Scale Conservation Planning,"Systematic conservation planning research has focused on designing systems of conservation areas that efficiently protect a comprehensive and representative set of species and habitats. Recently, there has been an emphasis on improving the adequacy of conservation area design to promote the persistence and future generation of biodiversity. Few studies have explored incorporating ecological and evolutionary processes into conservation planning assessments. Biodiversity in Australia is maintained and generated by numerous ecological and evolutionary processes at various spatial and temporal scales. We accommodated ecological and evolutionary processes in four ways: ( 1) using sub-catchments as planning units to facilitate the protection of the integrity and function of ecosystem processes occurring on a sub-catchment scale; ( 2) targeting one type of ecological refugia, drought refugia, which are critical for the persistence of many species during widespread drought; ( 3) targeting one type of evolutionary refugia which are important for maintaining and generating unique biota during long-term climatic changes; and ( 4) preferentially grouping priority areas along vegetated waterways to account for the importance of connected waterways and associated riparian areas in maintaining processes. We identified drought refugia, areas of relatively high and regular herbage production in arid and semiarid Australia, from estimates of gross primary productivity derived from satellite data. In this paper, we combined the novel incorporation of these processes with a more traditional framework of efficiently representing a comprehensive sample of biodiversity to identify spatial priorities across Australia. We explored the trade-offs between economic costs, representation targets, and connectivity. Priority areas that considered ecological and evolutionary processes were more connected along vegetated waterways and were identified for a small increase in economic cost. Priority areas for conservation investment are more likely to have long-term benefits to biodiversity if ecological and evolutionary processes are considered in their identification.",NA,NA,10.1890/07-1684.1,{},excluded,"{""Data is not valued""}"
The Scientific Project Of The Small Satellite Of China,"The efforts involved in developing a small satellite for scientific purposes in China in recent years are introduced in the present paper. The project is arranged on a case to case principle depending upon requirements and financial support. The space technology of a satellite and rockets, which have been developed over a relatively longer period in China, have been transferred to the scientific research of small satellites for improvement of the quality requirements. The surplus payloads of the rocket and satellite are used as the payloads of the small satellite and scientific experiments at a low cost. As an example, the project of balloon satellites for atmospheric research was successfully completed in 1991. The experience of the project management is of great benefit for further organization and arrangement of other projects. Opportunities exist for surplus payloads to be used in the future, and a small satellite for magnetospheric research will be launched in 1993.",NA,NA,10.1016/0094-5765(94)90178-3,{},excluded,"{""ESI data not used""}"
Improving The Optimization Solution For A Semi-Analytical Shallow Water Inversion Model In The Presence Of Spectrally Correlated Noise,"In coastal regions, shallow water semi-analytical inversion algorithms may be used to derive geophysical parameters such as inherent optical properties (IOPs), water column depth, and bottom albedo coefficients by inverting sensor-derived sub-surface remote sensing reflectance, r(rs). The uncertainties of these derived geophysical parameters due to instrumental and environmental noise can be estimated numerically via the addition of spectral noise to the sensor-derived r(rs) before inversion. Repeating this process multiple times allows the calculation of the standard error and average for each derived parameter. Apart from spectral non-uniqueness, the optimization algorithm employed in the inversion must converge onto a single minimum to obtain a true representation of the uncertainty for a given set of noise-perturbed r(rs). Failure to do so inflates the uncertainty and affects the average retrieved value (accuracy). We show that the standard approach of seeding the optimization with an arbitrary, fixed initial guess, can lead to the convergence to multiple minima, each having substantially different centroids in multi-parameter solution space. We present the Update-Repeat Levenberg-Marquardt (UR-LM) and Latin Hypercube Sampling (LHS) routines that dynamically search the solution space for an optimal initial guess, that when applied to the optimization allows convergence to the best local minimum. We apply the UR-LM and LHS methods on HICO-derived and simulated r(rs) and demonstrate the improved computational efficiency, precision, and accuracy afforded from these methods compared with the standard approach. Conceptually, these methods are applicable to remote sensing based, shallow water or oceanic semi-analytical inversion algorithms requiring nonlinear least squares optimization.",NA,NA,10.4319/lom.2014.12.651,{},excluded,"{""Data is not valued""}"
Cost And Benefit Of Satellite Shielding,"Recent simulations of the future development of the space debris environment revealed that the number of hypervelocity impacts on satellite surfaces will increase. Impacts of space debris particles and micrometeoroids can damage satellites. This can cause operational anomalies or even the loss of a satellite mission. The loss of a satellite reduces its expected operational lifetime. Thus, financial investments cannot be amortized completely. In this paper the cost of hypervelocity impacts on satellites is estimated. A risk analysis is performed by combining the probability of a penetration with the failure probability of the satellite. The goal of this work is to combine the risk of particle impacts with a cost analysis. The probability of a satellite failure is estimated by combining the probability of a penetration with a vulnerability model. The failure probability is weighted with the mission cost of a satellite. This results in a probability of loss of amortization. The amortization loss is used as estimation for the damage cost due to hypervelocity impacts. In this way it is possible to associate impacts with cost. The cost model is used to analyze selected reference missions. This analysis considers the influence of shielding measures on the mission cost. An important result is the estimation of the failure probability for different satellite wall designs including shielding. Shielding requires a modification of the satellite wall. This can result in an increasing complexity of the wall or an increasing mass. As a consequence, the hardware cost increase. To identify suitable shielding measures and to justify the additional financial investments, it is necessary to investigate the economic feasibility of such measures and to demonstrate their benefit. (C) 2008 Elsevier Ltd. All rights reserved.",NA,NA,10.1016/j.actaastro.2007.12.034,{},excluded,"{""No societal value context"",""ESI data not used""}"
The Generalized Risk-Adjusted Cost-Effectiveness (Grace) Model For Measuring The Value Of Gains In Health: An Exact Formulation,"The generalized risk-adjusted cost-effectiveness (GRACE) analysis method modifies standard cost-effectiveness analysis (CEA), the primary method currently used worldwide to value health improvements arising from healthcare interventions. Generalizing standard CEA, GRACE allows for decreasing or even increasing returns to health. Previous presentations of GRACE have relied extensively on Taylor Series expansion methods to specify key model parameters, including those that properly adjust for illness severity and preexisting disability, consequences of uncertain treatment outcomes, and the marginal rate of substitution between life expectancy and health-related quality of life. Standard CEA cannot account for these sources of value or cost in its valuation of medical treatments. However, calculations of GRACE measures based on Taylor Series are approximations, which may be poorly behaved in some contexts. This paper provides a new approach for implementing GRACE, using exact utility functions instead of Taylor Series approximations. While any proper utility function will suffice, we illustrate with three well-known functions: constant relative risk aversion (CRRA) utility; hyperbolic absolute risk aversion (HARA) utility, of which CRRA is a special case; and expo-power (EP) utility, of which constant absolute risk aversion (CARA) is a special case. The analysis then extends from two-period to multiperiod models. We discuss methods to estimate parameters of HARA and EP functions using two different types of data, one from discrete choice experiments and the other from ""happiness economics"" methods. We conclude with some reflections on how this analysis might affect benefit-cost analysis studies of healthcare interventions.",NA,NA,10.1017/bca.2023.6,{},excluded,"{""ESI data not used""}"
Satellite Surface Reflectance Improves Habitat Distribution Mapping: A Case Study On Heath And Shrub Formations In The Cantabrian Mountains (Nw Spain),"Aim We aim to map the distribution of four heath and shrub formations constituting habitats of high conservation priority in Europe, whose occurrence is strongly dependent on human activities. Specifically, we assess whether the use of LANDSAT data in habitat distribution modelling may account for land use management, allowing accurate mapping of real distribution patterns. In particular, we explore whether reflectance values may be a better alternative to other remote sensing data traditionally used in modelling approaches (i.e. spectral vegetation indices and classified land cover maps). Finally, we test whether modelling performance is affected by the ecological traits of the dominant species of the target formations. Location Cantabrian Mountains (NW Spain). Methods We generated maps for the four formations (two specialists vs. two generalists) using MaxEnt. First, we ran the models with environmental predictors only (topography, climate, lithology and human disturbances). Then, we compared the advantages of including, in turn, different data derived from LANDSAT imagery: reflectance values (corresponding to different wavelength channels of the multispectral image), a spectral index and a land cover map. We assessed changes in explanatory power and also in the formations predicted distribution patterns. Results Formations dominated by specialist species were accurately mapped on a base of environmental variables only, whereas those dominated by generalists were overpredicted. Average mean temperature, southness and distance to urban areas were the variables contributing most in predictions of environmental models. LANDSAT channels increased the accuracy of all models, but mainly those for formations dominated by generalist species. They showed advantages against other remote sensing data traditionally used in modelling approaches. Main conclusions Habitat distribution models allowed accurate mapping of heath and shrub formations. The use of reflectance values as predictors improved the accuracy of the models, particularly for formations dominated by generalist species, supplying environmental information that was otherwise unavailable.",NA,NA,10.1111/j.1472-4642.2011.00855.x,{},excluded,"{""Data is not valued""}"
Data-Driven Multi-Scale Study Of Historic Urban Environments By Accessing Earth Observation And Non-Destructive Testing Information Via An Hbim-Supported Platform,"Digital analytical tools combined with 3D documentation are used incrementally in building rehabilitation in the conservation state analysis process. In the last decade, due to the current advancements in the Architecture Engineering Construction (AEC) industry, the application of BIM methods in heritage building conservation started becoming more attractive for specialists and practitioners. In light of the latest concepts in data management at city level, as a result of the discussion about smart city representations, the use of a shared digital environment that caters to technical studies related to conservation analysis, building provenance, structural changes, and urban context transformations can lead to reduced time, improved quality, and lowered cost of city management for all domain experts and city stakeholders. This paper explores the benefits of multi-scale and discipline digitization for the restoration of heritage buildings, highlighting the potential impact of innovative data integration, methods, and workflows on architectural renovation and energy upgrades. Specifically, it focuses on the integration of conservation information for heritage buildings and large-scale environmental analysis data for historic clusters in modern cities.",NA,NA,10.1080/15583058.2023.2199408,{},excluded,"{""ESI data not used"",""Data is not valued""}"
Multi-Objective Game Theory Model And Fuzzy Programing Approach For Sustainable Watershed Management,"This study was carried out with the aim of feasibility evaluation of the application of multi-objective game theory and fuzzy programing approaches for settling balance between economic development and environmental impact as well as to facilitate the respective decision-makings in Zemkan basin, west of Iran. The biobjectives of multi-objective game theory and fuzzy programing approaches are minimizing the destructive effects on the environment (less erosion and sediments) and maximizing the economical incomes resulted from different land uses (more net present value). Satellite images were used for recognition of different land uses and the areas of these land use. In this study, the environmentalists and Zemkan basin users were selected as environmental and economical players, respectively. The results reveal that Nash bargaining solution, which is the result of the multi-objective game theory model, differs from Pareto optimalities, obtained through the classical multi-objective model. Nash bargaining solution offered more satisfactory solutions based on decision-makers' priorities. In addition, the overall results showed that the results of fuzzy programming approach were very close to the results of the multi-objective game theory model. Therefore, in both methods, the decision variables of semi-closed forest, open forest, non-irrigated agricultural lands and barren rocky lands were eliminated and the ones of rural areas, urban areas, and water body remained unchanged. The innovation of multi-objective game theory and fuzzy programing approaches, which can be understood and interpreted well by decision makers, is setting a kind of balance between economic and environmental concerns in watershed management. The results also show that multi-objective game theory and fuzzy programing approaches can be applied to many other issues concerning the environmental management. The upcoming researches can concentrate on developing a third objective like social concerns and accordingly to-objective games would be applied instead of bi-objective ones.",NA,NA,10.1016/j.landusepol.2017.12.008,{},excluded,"{""Data is not valued""}"
