title,author,year,key,pdf_out,csv_out
Remotely Sensed Data for Ecosystem Analyses: Combining Hierarchy Theory and Scene Models,"Phinn, {\relax SR} and Stow, {\relax DA} and Franklin, J and Mertes, {\relax LAK} and Michaelsen, J",2003,phinn_remotelysenseddataecosystem_2003,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/phinn_2003_remotely_sensed_data_for.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/phinn_2003_remotely_sensed_data_for.csv
"Assessing the Effects of Severe Weather Events through Remote Sensing on Samothrace, Greece: Applications for the Management of Cultural Resources","Plekhov, Daniel and Levine, I, Evan",2018,plekhov_assessingeffectssevereweather_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/plekhov_2018_assessing_the_effects_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/plekhov_2018_assessing_the_effects_of.csv
"Study of Productivity and Biomass above the Ground, Using Vegetation Indices in Plantations of Tectona Grandis L. (Teak) Located in Guanacaste, Costa Rica","Porras-Granados}, V, Arleth and {Arias-Aguilar}, Dagoberto and {Soto-Montoya}, Casia and {Rios-Garro}, Vinicio",2022,porrasgranados_studyproductivitybiomassground_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/porrasgranados_2022_study_of_productivity_and.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/porrasgranados_2022_study_of_productivity_and.csv
Nasa?S Global Precipitation Measurement Mission: Leveraging Stakeholder Engagement \& Applications Activities to Inform Decision-Making,"Portier, Andrea and Kirschbaum, Dalia and Gebremichael, Mekonnen and Kemp, Eric and Kumar, Sujay and Llabres, Iker and Snodgrass, Eric and Wegiel, Jerry",2023,portier_nasaglobalprecipitationmeasurement_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/portier_2023_nasa_s_global_precipitation.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/portier_2023_nasa_s_global_precipitation.csv
Application of China-Brazil Earth Resources Satellite in China,"Yuliang, Qiao and Shangmin, Zhao and Zhen, Liu and Bei, Jia",2009,qiaoyuliangandzhaoshangminandliuzhenandjiabei_applicationchinabrazilearth_2009,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/yuliang_2009_application_of_china_brazil.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/yuliang_2009_application_of_china_brazil.csv
Evaluating the Potential of Freely Available Multispectral Remotely Sensed Imagery in Mapping American Bramble (Rubus Cuneifolius),"Rajah, Perushan and Odindi, John and Mutanga, Onisimo",2018,rajah_evaluatingpotentialfreelymultispectral_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/rajah_2018_evaluating_the_potential_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/rajah_2018_evaluating_the_potential_of.csv
A Study of Autonomous Small Satellite Constellations for Disaster Management and Deep Space Strategy,"Rashed, Mohammed Irfan and Bang, Hyochoong",2022,rashed_studyautonomoussatelliteconstellations_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/rashed_2022_a_study_of_autonomous.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/rashed_2022_a_study_of_autonomous.csv
"Mapping of Environmental Sensitivity Index to Oil Spill from Landsat Tm Images: ""A Study Case on the Amazon Coastal Plain""","Rodrigues, S. W. P. and {Souza-Filho}, P. W. M.",2013,rodrigues_mappingenvironmentalsensitivityindex_2013,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/rodrigues_2013_mapping_of_environmental_sensitivity.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/rodrigues_2013_mapping_of_environmental_sensitivity.csv
The Advantages of Using Drones over Space-Borne Imagery in the Mapping of Mangrove Forests,"Ruwaimana, Monika and Satyanarayana, Behara and Otero, Viviana and Muslim, Aidy M. and Syafiq, Muhammad A. and Ibrahim, Sulong and Raymaekers, Dries and Koedam, Nico and {Dahdouh-Guebas}, Farid",2018,ruwaimana_advantagesdronesspaceborne_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/ruwaimana_2018_the_advantages_of_using.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/ruwaimana_2018_the_advantages_of_using.csv
Maximizing Societal Benefit across Multiple Hyperspectral Earth Observation Missions: A User Needs Approach,"Schiavon, Emma and Taramelli, Andrea and Tornato, Antonella and Lee, Christine M. and Luvall, Jeffrey C. and Uz, Stephanie Schollaert and Townsend, Philip A. and Cima, Valentina and Geraldini, Serena and Xuan, Alessandra Nguyen and Valentini, Emiliana and Miller, Charles E.",2023,schiavon_maximizingsocietalbenefitmultiple_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/schiavon_2023_maximizing_societal_benefit_across.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/schiavon_2023_maximizing_societal_benefit_across.csv
Remote Sensing Applications for Precision Agriculture: A Learning Community Approach,"Seelan, {\relax SK} and Laguette, S and Casady, {\relax GM} and Seielstad, {\relax GA",2003,seelan_remotesensingapplicationsprecision_2003,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/seelan_2003_remote_sensing_applications_for.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/seelan_2003_remote_sensing_applications_for.csv
Evapotranspiration Estimation Using Sebal Algorithm Integrated with Remote Sensing and Experimental Methods,"Shamloo, Nazila and Taghi Sattari, Mohammad and Apaydin, Halit and Valizadeh Kamran, Khalil and Prasad, Ramendra",2021,shamloo_evapotranspirationestimationsebalalgorithm_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/shamloo_2021_evapotranspiration_estimation_using_sebal.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/shamloo_2021_evapotranspiration_estimation_using_sebal.csv
Remote Sensing and Site-Specific Weed Management,"Shaw, {\relax DR",2005,shaw_remotesensingsitespecific_2005,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/shaw_2005_remote_sensing_and_site.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/shaw_2005_remote_sensing_and_site.csv
On the Contribution of Satellite Altimetry-Derived Water Surface Elevation to Hydrodynamic Model Calibration in the Han River,"Shen, Youjiang and Liu, Dedi and Jiang, Liguang and Yin, Jiabo and Nielsen, Karina and {Bauer-Gottwein}, Peter and Guo, Shenglian and Wang, Jun",2020,shen_contributionsatellitealtimetryderived_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/shen_2020_on_the_contribution_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/shen_2020_on_the_contribution_of.csv
Key Technologies of Monitoring High Temperature Stress to Rice by Portable Uav Multi Spectral Remote Sensing,"Shi, T. and Yang, T. M. and Huang, Y. and Li, X. and Liu, Q. and Yang, Y. J.",2020,shi_keytechnologiesmonitoringtemperature_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/shi_2020_key_technologies_of_monitoring.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/shi_2020_key_technologies_of_monitoring.csv
Overview and Applications of the New York State Mesonet Profiler Network,"Shrestha, Bhupal and Brotzge, J. A. and Wang, J. and Bain, N. and Thorncroft, C. D. and Joseph, E. and Freedman, J. and Perez, S.",2021,shrestha_overviewapplicationsyorkmesonet_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/shrestha_2021_overview_and_applications_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/shrestha_2021_overview_and_applications_of.csv
Accessing Satellite Imagery for Disaster Response through the International Charter: Lessons Learned from the 2011 Us Midwestern Floods,"Sivanpillai, Ramesh and Jones, Brenda K. and Lamb, Rynn M.",2017,sivanpillai_accessingsatelliteimagerydisaster_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/sivanpillai_2017_accessing_satellite_imagery_for.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/sivanpillai_2017_accessing_satellite_imagery_for.csv
Monitoring and Early Warning Systems - a Design for Human Survival,"Skyttner, L",2002,skyttner_monitoringwarningsystemsdesign_2002,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/skyttner_2002_monitoring_and_early_warning.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/skyttner_2002_monitoring_and_early_warning.csv
Exploring the Potential of Google Earth as a Communication and Engagement Tool in Collaborative Natural Flood Management Planning,"Smith, Katherine and Berry, Robert and Clarke, Lucy E.",2020,smith_exploringpotentialgoogleearth_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/smith_2020_exploring_the_potential_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/smith_2020_exploring_the_potential_of.csv
"Economic Comparison of Satellite, Plane and Uav-Acquired Ndvi Images for Site-Specific Nitrogen Application: Observations from Italy","Sozzi, Marco and Kayad, Ahmed and Gobbo, Stefano and Cogato, Alessia and Sartori, Luigi and Marinello, Francesco",2021,sozzi_economiccomparisonsatelliteplane_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/sozzi_2021_economic_comparison_of_satellite.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/sozzi_2021_economic_comparison_of_satellite.csv
Aggregating High-Priority Landscape Areas to the Parcel Level: An Easement Implementation Tool,"Strager, M. P. and Rosenberger, R. S.",2007,strager_aggregatingprioritylandscapeparcel_2007,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/strager_2007_aggregating_high_priority_landscape.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/strager_2007_aggregating_high_priority_landscape.csv
The Enmap Hyperspectral Imager- : An Advanced Optical Payload for Future Applications in Earth Observation Programmes,"Stuffler, T. and Kaufmann, C. and Hofer, S. and Foerster, K. P. and Schreier, G. and Mueller, A. and Eckardt, A. and Bach, H. and Penne, B. and Benz, U. and Haydn, R.",2007,stuffler_enmaphyperspectralimageradvanced_2007,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/stuffler_2007_the_enmap_hyperspectral_imager.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/stuffler_2007_the_enmap_hyperspectral_imager.csv
Grid-Scale Agricultural Land and Water Management: A Remote-Sensing-Based Multiobjective Approach,"Tang, Yikuan and Zhang, Fan and Engel, Bernard A. and Liu, Xiao and Yue, Qiong and Guo, Ping",2020,tang_gridscaleagriculturalland_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/tang_2020_grid_scale_agricultural_land.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/tang_2020_grid_scale_agricultural_land.csv
Discharge Estimation and Forecasting by Modis and Altimetry Data in Niger-Benue River,"Tarpanelli, Angelica and Amarnath, Giriraj and Brocca, Luca and Massari, Christian and Moramarco, Tommaso",2017,tarpanelli_dischargeestimationforecastingmodis_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/tarpanelli_2017_discharge_estimation_and_forecasting.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/tarpanelli_2017_discharge_estimation_and_forecasting.csv
Satellite-Based et Mapping to Assess Variation in et with Timing of Crop Development,"Tasumi, Masahiro and Allen, Richard G.",2007,tasumi_satellitebasedmappingassess_2007,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/tasumi_2007_satellite_based_et_mapping.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/tasumi_2007_satellite_based_et_mapping.csv
The Added Value of a Proposed Satellite Imager for Ground Level Particulate Matter Analyses and Forecasts,"Timmermans, Renske M. A. and Segers, Arjo J. and Builtjes, Peter J. H. and Vautard, Robert and Siddans, Richard and Elbern, Hendrik and Tjemkes, Stephen A. T. and Schaap, Martijn",2009,timmermans_addedproposedsatelliteimager_2009,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/timmermans_2009_the_added_value_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/timmermans_2009_the_added_value_of.csv
Conceptual Case for Assimilating Interferometric Synthetic Aperture Radar Data into the Hazus-Mh Earthquake Module,"Tralli, David M. and Blom, Ronald G. and Fielding, Eric J. and Donnellan, Andrea and Evans, Diane L.",2007,tralli_conceptualassimilatinginterferometricsynthetic_2007,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/tralli_2007_conceptual_case_for_assimilating.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/tralli_2007_conceptual_case_for_assimilating.csv
Remote Sensing for Ecosystem Services and Urban Sustainability,"Trinder, John C.",2021,trinder_remotesensingecosystemservices_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/trinder_2021_remote_sensing_for_ecosystem.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/trinder_2021_remote_sensing_for_ecosystem.csv
Water Balance Estimation of a Poorly Gauged Catchment in West Africa Using Dynamically Downscaled Meteorological Fields and Remote Sensing Information,"Wagner, S. and Kunstmann, H. and B{\'a}rdossy, A. and Conrad, C. and Colditz, R. R.",2009,wagner_waterbalanceestimationpoorly_2009,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/wagner_2009_water_balance_estimation_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/wagner_2009_water_balance_estimation_of.csv
Construction of Super-Resolution Model of Remote Sensing Image Based on Deep Convolutional Neural Network,"Wei, Zikang and Liu, Yunqing",2021,wei_constructionsuperresolutionmodel_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/wei_2021_construction_of_super_resolution.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/wei_2021_construction_of_super_resolution.csv
Assessing Impacts of Mining: Recent Contributions from Gis and Remote Sensing,"Werner, T. T. and Bebbington, Anthony and Gregory, Gillian",2019,werner_assessingimpactsminingrecent_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/werner_2019_assessing_impacts_of_mining.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/werner_2019_assessing_impacts_of_mining.csv
Development of a Multi-Spatial Resolution Approach to the Surveillance of Active Fire Lines Using Himawari-8,"Wickramasinghe, Chathura H. and Jones, Simon and Reinke, Karin and Wallace, Luke",2016,wickramasinghe_developmentmultispatialresolution_2016,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/wickramasinghe_2016_development_of_a_multi.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/wickramasinghe_2016_development_of_a_multi.csv
The Rocky Road from Research to Operations for Satellite Ocean-Colour Data in Fishery Management,"Wilson, Cara",2011,wilson_rockyroadresearchoperations_2011,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/wilson_2011_the_rocky_road_from.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/wilson_2011_the_rocky_road_from.csv
"Cloud Data and Computing Services Allow Regional Environmental Assessment: A Case Study of Macquarie-Castlereagh Basin, Australia","Wu, H. and Zhang, L. and Zhang, X.",2019,wu_clouddatacomputingservices_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/wu_2019_cloud_data_and_computing.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/wu_2019_cloud_data_and_computing.csv
Comprehensive Analysis for Long-Term Hydrological Simulation by Deep Learning Techniques and Remote Sensing,"Xu, Chaowei and Wang, Yizhen and Fu, Hao and Yang, Jiashuai",2022,xu_comprehensiveanalysistermhydrological_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/xu_2022_comprehensive_analysis_for_long.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/xu_2022_comprehensive_analysis_for_long.csv
A Sensor Web and Web Service-Based Approach for Active Hydrological Disaster Monitoring,"Zhai, Xi and Yue, Peng and Zhang, Mingda",2016,zhai_sensorwebwebservice_2016,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/zhai_2016_a_sensor_web_and.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/zhai_2016_a_sensor_web_and.csv
Depthwise Separable Convolution Neural Network for High-Speed Sar Ship Detection,"Zhang, Tianwen and Zhang, Xiaoling and Shi, Jun and Wei, Shunjun",2019,zhang_depthwiseseparableconvolutionneural_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/zhang_2019_depthwise_separable_convolution_neural.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/zhang_2019_depthwise_separable_convolution_neural.csv
Initial Assessment of Burn Severity Using Transfer Learning Model,"Zheng, Z. and Wang, J. and Zou, B. and Gao, Y. and Yang, S. and Wang, Y.",2022,zheng_initialassessmentburnseverity_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/zheng_2022_initial_assessment_of_burn.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/zheng_2022_initial_assessment_of_burn.csv
