title,key,classification_prediction
Mapping Gradual Landscape-Scale Floristic Changes In Amazonian Primary Rain Forests By Combining Ordination And Remote Sensing,thessler_mappinggraduallandscapescale_2005,0
Using K-Nn And Discriminant Analyses To Classify Rain Forest Types In A Landsat Tm Image Over Northern Costa Rica,thessler_nndiscriminantanalysesclassify_2008,0
Protecting Marine Biodiversity Beyond National Jurisdiction: A Penguins' Perspective,thiebot_protectingmarinebiodiversitynational_2021,0
Application Of Remote Sensing For Ex Ante Decision Support And Evaluating Impact,thieme_applicationremotesensingante_2022,0
Remote Sensing Evaluation Of Winter Cover Crop Springtime Performance And The Impact Of Delayed Termination,thieme_remotesensingevaluationwinter_2023,0
Using Nasa Earth Observations And Google Earth Engine To Map Winter Cover Crop Conservation Performance In The Chesapeake Bay Watershed,thieme_nasaearthobservationsgoogle_2020,0
Detection And Assessment Of The Spatio-Temporal Land Use/Cover Change In The Thai Binh Province Of Vietnam's Red River Delta Using Remote Sensing And Gis,thien_detectionassessmentspatiotemporal_2023,0
"Mineralogical And Geochemical Characterisation Of Alkaline Lake Sediments To Trace Origin, Depositional Processes, And Anthropogenic Impacts: Inle Lake (Southern Shan State, Myanmar)",thin_mineralogicalgeochemicalcharacterisationalkaline_2020,0
"Mapping Inundation Extent, Frequency And Duration In The Okavango Delta From 2001 To 2012",thito_mappinginundationextentfrequency_2016,0
Automated Poststorm Damage Classification Of Low-Rise Building Roofing Systems Using High-Resolution Aerial Imagery,thomas_automatedpoststormdamageclassification_2014,1
Using Cross-Cultural Collaboration To Establish A Working Coalition For An Equitable Covid-19 Vaccine Program,thompkins_crossculturalcollaborationestablish_2023,0
Using Normalized Difference Red Edge Index To Assess Maturity In Cotton,thompson_normalizeddifferencerededge_2019,0
A Classification Scheme To Determine Wildfires From The Satellite Record In The Cool Grasslands Of Southern Canada: Considerations For Fire Occurrence Modelling And Warning Criteria,thompson_classificationschemedeterminewildfires_2020,0
"Remote Sensing Of Hedgerows, Windbreaks, And Winter Cover Crops In California's Central Coast Reveals Low Adoption But Hotspots Of Use",thompson_remotesensinghedgerowswindbreaks_2023,0
Epidemiological Surveillance Methods For Vector-Borne Diseases,thompson_epidemiologicalsurveillancemethodsvector_2015,0
Data-Driven Regionalization Of Forested And Non-Forested Ecosystems In Coastal British Columbia With Lidar And Rapideye Imagery,thompson_datadrivenregionalizationforested_2016,0
The Archaeology And Remote Sensing Of Santa Elena's Four Millennia Of Occupation,thompson_archaeologyremotesensingsanta_2018,0
Comparison Of Predictor Sets For Species Richness And The Number Of Rare Species Of Butterflies And Birds,thomson_comparisonpredictorsetsspecies_2007,0
Spatial Scale Of Benefits From Adjacent Woody Vegetation On Natural Enemies Within Vineyards,thomson_spatialscalebenefitsadjacent_2013,0
Monitoring And Evaluation: The Foundation For Lake And Reservoir Management,thornton_monitoringevaluationfoundationlake_2022,0
Toward A Definition Of Essential Mountain Climate Variables,thornton_definitionessentialmountainclimate_2021,0
"Drivers, Trends, And Potential Impacts Of Long-Term Coastal Reclamation In China From 1985 To 2010",tian_driverstrendspotentialimpacts_2016,0
Estimation Of Evapotranspiration And Its Partition Based On An Extended Three-Temperature Model And Modis Products,tian_estimationevapotranspirationpartitionbased_2013,0
Dynamic Monitoring Of The Largest Freshwater Lake In China Using A New Water Index Derived From High Spatiotemporal Resolution Sentinel-1a Data,tian_dynamicmonitoringlargestfreshwater_2017,0
Quick Estimation Of Parameters For The Land Surface Data Assimilation System And Its Influence Based On The Extended Kalman Filter And Automatic Differentiation,tian_quickestimationparametersland_2023,0
A Novel Remote Sensing Index For Brine Shrimp (Artemia) Slick Detection In Salt Lakes,tian_remotesensingindexbrine_2023,0
"A Novel Comprehensive Agricultural Drought Index Reflecting Time Lag Of Soil Moisture To Meteorology: A Case Study In The Yangtze River Basin, China",tian_comprehensiveagriculturaldroughtindex_2022,0
A Cnn-Based Hybrid Model For Tropical Cyclone Intensity Estimation In Meteorological Industry,tian_cnnbasedhybridmodel_2020,0
Mangrove Biodiversity Assessment Using Uav Lidar And Hyperspectral Data In China's Pinglu Canal Estuary,tian_mangrovebiodiversityassessmentuav_2023,0
"Evaluation Of Suitable Habitats For Birds Based On Maxent And Google Earth Engine-A Case Study Of Baer's Pochard (Aythya Baeri) In Baiyangdian, China",tian_evaluationsuitablehabitatsbirds_2024,0
Improving The Accuracy Of Daily Modis Owl Flood Inundation Mapping Using Hydrodynamic Modelling,ticehurst_improvingaccuracydailymodis_2015,0
Fishing For Space: Fine-Scale Multi-Sector Maritime Activities Influence Fisher Location Choice,tidd_fishingspacefinescale_2015,0
Method For Fluvial And Pluvial Flood Risk Assessment In Rural Settlements,tiepolo_methodfluvialpluvialflood_2021,0
Participatory Risk Assessment Of Pluvial Floods In Four Towns Of Niger,tiepolo_participatoryriskassessmentpluvial_2023,1
Sequestration Of Carbon In Soil Organic Matter In Senegal:: An Overview,tieszen_sequestrationcarbonsoilorganic_2004,0
"Modelling The Impacts Of Changing Land Use And Climate On Sediment And Nutrient Retention In Lake Tana Basin, Upper Blue Nile River Basin, Ethiopia",tikuye_modellingimpactschangingland_2023,0
"Mountain Farmers And Ecosystems: Changing Land Use And Livelihoods In Mount Rungwe, Tanzania",tilumanywa_mountainfarmersecosystemschanging_2022,0
Mapping Urban Tree Cover Changes Using Object-Based Convolution Neural Network (Ob-Cnn),timilsina_mappingurbantreecover_2020,0
Advancing Terrestrial Biodiversity Monitoring With Satellite Remote Sensing In The Context Of The Kunming-Montreal Global Biodiversity Framework,timmermans_advancingterrestrialbiodiversitymonitoring_2023,0
The Added Value Of A Proposed Satellite Imager For Ground Level Particulate Matter Analyses And Forecasts,timmermans_addedproposedsatelliteimager_2009,1
Embedding Smart Technologies In Accounting To Meet Global Irrigation Challenges,tingeyholyoak_embeddingsmarttechnologiesaccounting_2021,1
Mangrove Restoration In Vietnamese Mekong Delta During 2015-2020: Achievements And Challenges,tinh_mangroverestorationvietnamesemekong_2022,0
Challenges For Sustained Observing And Forecasting Systems In The Mediterranean Sea,tintore_challengessustainedobservingforecasting_2019,0
Can We Monitor Height Of Native Grasslands In Uruguay With Earth Observation?,tiscornia_monitorheightnativegrasslands_2019,0
An Evaluation Of Sun-Glint Correction Methods For Uav-Derived Secchi Depth Estimations In Inland Water Bodies,tiskus_evaluationsunglintcorrection_2023,1
Distributional Impacts Of Water Allocation Policies For An Agricultural Watershed,to_distributionalimpactswaterallocation_2009,1
Land-Use Change Influence Ecosystem Services In An Agricultural Landscape In Central America,tobarlopez_landchangeinfluenceecosystem_2022,0
Employment Of Gis Techniques To Assess The Long-Term Impact Of Tillage On The Soil Organic Carbon Of Agricultural Fields Under Hyper-Arid Conditions,tola_employmentgistechniquesassess_2019,0
Invited Commentary: Heterogeneity Of Particulate Matter Health Risks,tolbert_invitedcommentaryheterogeneityparticulate_2007,0
Modelling And Accessing Land Degradation Vulnerability Using Remote Sensing Techniques And The Analytical Hierarchy Process Approach,tolche_modellingaccessinglanddegradation_2022,0
Landscape Composition And Configuration In The Central Highlands Of Ethiopia,tolessa_landscapecompositionconfigurationcentral_2016,0
Green Environment And Incident Depression In South Africa: A Geospatial Analysis And Mental Health Implications In A Resource-Limited Setting,tomita_greenenvironmentincidentdepression_2017,0
Combining National Forest Inventory Field Plots And Remote Sensing Data For Forest Databases,tomppo_combiningnationalforestinventory_2008,1
Classification Of Poplar Trees With Object-Based Ensemble Learning Algorithms Using Sentinel-2a Imagery,tonbul_classificationpoplartreesobject_2020,0
Mission And System Architecture For An Operational Network Of Earth Observation Satellite Nodes,tonetti_missionsystemarchitectureoperational_2020,1
Remote Sensing Of Chlorophyll-A Concentrations In Coastal Oceans Of The Greater Bay Area In China: Algorithm Development And Long-Term Changes,tong_remotesensingchlorophyllconcentrations_2022,0
"Toward A Carbon Neutral Campus: A Scalable Approach To Estimate Carbon Storage And Biosequestration, An Example From University Of Michigan",tonietto_carbonneutralcampusscalable_2021,0
From Grapes To Getaways: Unraveling The Residential Tourism Impact On Land Use Change And Soil Erosion Processes In Menfi District,tonolli_grapesgetawaysunravelingresidential_2024,0
Extracting Urban Vegetation Characteristics Using Spectral Mixture Analysis And Decision Tree Classifications,tooke_extractingurbanvegetationcharacteristics_2009,0
Comparing Different Classification Algorithms For Monitoring Mangrove Cover Changes In Southern Iran,toosi_comparingclassificationalgorithmsmonitoring_2019,0
Land Cover Classification In Mangrove Ecosystems Based On Vhr Satellite Data And Machine Learning-An Upscaling Approach,toosi_landcoverclassificationmangrove_2020,1
Mapping Disturbance In Mangrove Ecosystems: Incorporating Landscape Metrics And Pca-Based Spatial Analysis,toosi_mappingdisturbancemangroveecosystems_2022,0
Multi-Source Global Wetland Maps Combining Surface Water Imagery And Groundwater Constraints,tootchi_multisourceglobalwetland_2019,0
The Efficiency Of Single Base And Network Rtk For Structural Health Monitoring,topal_efficiencysinglebasenetwork_2022,1
Spatial Distribution And Tree Cover Of Hillside And Ravine Forests In Uruguay: The Challenges Of Mapping Patchy Ecosystems,toranza_spatialdistributiontreecover_2019,0
Mapping Urban Sprawl And Impervious Surfaces In The Northeast United States For The Past Four Decades,torbick_mappingurbansprawlimpervious_2015,0
Assessing The Potential Of Sentinel-2 Derived Vegetation Indices To Retrieve Phenological Stages Of Mango In Ghana,torgbor_assessingpotentialsentinel2_2022,0
"Dynamic River Basins And Hypsometric Analyses: Implications To Land Management And Prioritization In Bohol, Central Philippines",torrefranca_dynamicriverbasinshypsometric_2022,0
"Reflecting On Resilience In Broward County, Florida: A Newspaper Content Analysis About Hurricane Wilma Recovery",torres_reflectingresiliencebrowardcounty_2016,0
Ecoregional Scale Seagrass Mapping: A Tool To Support Resilient Mpa Network Design In The Coral Triangle,torrespulliza_ecoregionalscaleseagrassmapping_2013,0
A Survey Of Geomatics Solutions For The Rapid Mapping Of Natural Hazards,toschi_surveygeomaticssolutionsrapid_2017,1
How Do Natura 2000 Areas Intersect With Peoples' Livelihood Strategies In High Nature Value Farmlands In Southern Transylvania?,toth_natura2000intersectpeoples_2020,0
"Soil Erodibility Mapping Using The Rusle Model To Prioritize Erosion Control In The Wadi Sahouat Basin, North-West Of Algeria",toubal_soilerodibilitymappingrusle_2018,0
A Technical And Economical Assessment Of Hydrogen Production Potential From Solar Energy In Morocco,touili_technicaleconomicalassessmenthydrogen_2018,0
From Small Maria To Massive Campbell: Forty Years Of Rat Eradications From New Zealand Islands,towns_mariamassivecampbellforty_2003,0
The Use Of Night-Time Lights Satellite Imagery As A Measure Of Australia's Regional Electricity Consumption And Population Distribution,townsend_nighttimelightssatellite_2010,0
The Challenge Of Implementing The Marine Ecosystem Service Concept,townsend_challengeimplementingmarineecosystem_2018,0
"Soil, Land Use Time, And Sustainable Intensification Of Agriculture In The Brazilian Cerrado Region",trabaquini_soillandtimesustainable_2017,0
Toward Quantification Of The Impact Of 21st-Century Deforestation On The Extinction Risk Of Terrestrial Vertebrates,tracewski_quantificationimpact21stcentury_2016,0
Estimating Satellite-Derived Bathymetry (Sdb) With The Google Earth Engine And Sentinel-2,traganos_estimatingsatellitederivedbathymetry_2018,1
Conceptual Case For Assimilating Interferometric Synthetic Aperture Radar Data Into The Hazus-Mh Earthquake Module,tralli_conceptualassimilatinginterferometricsynthetic_2007,1
Spatial Modeling Of Mosquito Vectors For Rift Valley Fever Virus In Northern Senegal: Integrating Satellite-Derived Meteorological Estimates In Population Dynamics Models,tran_spatialmodelingmosquitovectors_2019,0
10 M Crop Type Mapping Using Sentinel-2 Reflectance And 30 M Cropland Data Layer Product,tran_10croptypemapping_2022,0
Urban Stream Syndrome: Quantifying Topographic Variation Along An Urban-Rural Gradient,tranmer_urbanstreamsyndromequantifying_2022,0
Assessing Status And Trends Of Open Ocean Habitats: A Regionally Resolved Approach And Southern Ocean Application,trebilco_assessingstatustrendsocean_2019,0
Dynamic Spatiotemporal Modeling Of A Habitat-Defining Plant Species To Support Wildlife Management At Regional Scales,tredennick_dynamicspatiotemporalmodelinghabitat_2023,0
"Mangrove Carbon Stocks In Pongara National Park, Gabon",trettin_mangrovecarbonstockspongara_2021,0
Spatial Multi-Criteria Analysis To Capture Socio-Economic Factors In Mangrove Conservation,trialfhianty_spatialmulticriteriaanalysis_2022,0
Investigation Of Soil Erosion In Agro-Tourism Area: Guideline For Environmental Conservation Planning,trigunasih_investigationsoilerosionagro_2023,0
Remote Sensing For Ecosystem Services And Urban Sustainability,trinder_remotesensingecosystemservices_2021,1
"Spaceborne C-Band Sar Remote Sensing-Based Flood Mapping And Runoff Estimation For 2019 Flood Scenario In Rupnagar, Punjab, India",tripathi_spacebornebandsarremote_2021,0
Identification And Prioritisation Of Critical Sub-Watersheds For Soil Conservation Management Using The Swat Model,tripathi_identificationprioritisationcriticalwatersheds_2003,0
Ecosystem Services In Different Agro-Climatic Zones In Eastern India: Impact Of Land Use And Land Cover Change,tripathi_ecosystemservicesagroclimatic_2019,0
Impact Of Land Use And Land Cover Change On Ecosystem Services In Eastern Coast Of India,tripathi_impactlandlandcover_2022,0
Spatio-Temporal Habitat Assessment Of The Gangetic Floodplain In The Hastinapur Wildlife Sanctuary,tripathi_spatiotemporalhabitatassessment_2022,0
"From Landslide Characterization To Nature Reserve Management: The ""Scialimata Grande Di Torre Alfina"" Landslide Geosite (Central Apennines, Italy)",tronti_landslidecharacterizationnaturereserve_2023,0
Relating Vegetation Dynamics To Climate Variables In Taiwan Using 1982-2012 Ndvi3g Data,tsai_relatingvegetationdynamicsclimate_2016,0
Triggering Rainfall Of Large-Scale Landslides In Taiwan: Statistical Analysis Of Satellite Imagery For Early Warning Systems,tsai_triggeringrainfallscalelandslides_2022,0
Monitoring Forest Cover Change Within Different Reserve Types In Southern Ghana,tsai_monitoringforestcoverchange_2019,0
Cognitive Soil Digital Twin For Monitoring The Soil Ecosystem: A Conceptual Framework,tsakiridis_cognitivesoildigitaltwin_2023,1
Monitoring The Impact Of Grazing On Rangeland Conservation Easements Using Modis Vegetation Indices,tsalyuk_monitoringimpactgrazingrangeland_2015,0
Review Article: Global Monitoring Of Snow Water Equivalent Using High-Frequency Radar Remote Sensing,tsang_reviewarticleglobalmonitoring_2022,0
"Applying Information Theory And Gis-Based Quantitative Methods To Produce Landslide Susceptibility Maps In Nancheng County, China",tsangaratos_applyinginformationtheorygis_2017,0
Co-Benefits And Trade-Offs Of Agroforestry For Climate Change Mitigation And Other Sustainability Goals In West Africa,tschora_benefitstradeoffsagroforestry_2020,0
"Soil Erosion And Sediment Yield Assessment Using Rusle And Gis-Based Approach In Anjeb Watershed, Northwest Ethiopia",tsegaye_soilerosionsedimentyield_2021,0
"Assessing Post-Fire Effects On Soil Loss Combining Burn Severity And Advanced Erosion Modeling In Malesina, Central Greece",tselka_assessingpostfireeffects_2021,0
Modelling The Impact Of Finfish Aquaculture Waste On The Environmental Status In An Eastern Mediterranean Allocated Zone For Aquaculture,tsiaras_modellingimpactfinfishaquaculture_2022,0
Use Of Gis In Selecting Suitable Tree Crop Cultivation Sites In Mountainous Less Favoured Areas: An Example From Greece,tsiaras_gisselectingsuitabletree_2023,0
"Era-Planet, A European Network For Observing Our Changing Planet",tsinganos_eraplaneteuropeannetwork_2017,0
An Extended Urban Street Network Classification Methodology: Defining The Environmental Quality Classes Using Remotely Sensed Multispectral Data,tsouchlaraki_extendedurbanstreetnetwork_2012,0
"Estimation Of Actual Evapotranspiration By Remote Sensing: Application In Thessaly Plain, Greece",tsouni_estimationactualevapotranspirationremote_2008,0
A Review On Uav-Based Applications For Precision Agriculture,tsouros_reviewuavbasedapplications_2019,0
Flood Monitoring In Vegetated Areas Using Multitemporal Sentinel-1 Data: Impact Of Time Series Features,tsyganskaya_floodmonitoringvegetatedmultitemporal_2019,1
"Hybrid Forward-Selection Method-Based Water-Quality Estimation Via Combining Landsat Tm, Etm+, And Oli/Tirs Images And Ancillary Environmental Data",tu_hybridforwardselectionmethod_2018,0
Estimation Of No2 Emission Strengths Over Riyadh And Madrid From Space From A Combination Of Wind-Assigned Anomalies And A Machine Learning Technique,tu_estimationno2emissionstrengths_2023,0
Multitemporal Image Cloud Removal Using Group Sparsity And Nonconvex Low-Rank Approximation,tu_multitemporalimagecloudremoval_2023,0
"How Remote Sensing Supports Mangrove Ecosystem Service Valuation: A Case Study In Ca Mau Province, Vietnam",tuanquocvoandkuenzer_remotesensingsupportsmangrove_2015,1
Mapping Understory Vegetation Using Phenological Characteristics Derived From Remotely Sensed Data,tuanmu_mappingunderstoryvegetationphenological_2010,0
"Soil Erosion Risk Assessment Due To Land Use/Land Cover Changes (Lulc) In Hangar River Watershed, Northwest Ethiopia",tukura_soilerosionriskassessment_2019,0
Evaluating The Performance Of The Tseb Model For Sorghum Evapotranspiration Estimation Using Time Series Uav Imagery,tunca_evaluatingperformancetsebmodel_2023,0
Linking Floristic Patterns With Soil Heterogeneity And Satellite Imagery In Ecuadorian Amazonia,tuomisto_linkingfloristicpatternssoil_2003,0
"Torrential Hazard Prevention In Alpine Small Basin Through Historical, Empirical And Geomorphological Cross Analysis In Nw Italy",turconi_torrentialhazardpreventionalpine_2022,0
Monitoring Of Hourly Carbon Dioxide Concentration Under Different Land Use Types In Arid Ecosystem,turk_monitoringhourlycarbondioxide_2022,0
Comparing Environmental Conditions Using Indicators Of Pollution Hazard,turner_comparingenvironmentalconditionsindicators_1997,0
Optimization And Assessment Of Phytoplankton Size Class Algorithms For Ocean Color Data On The Northeast Us Continental Shelf,turner_optimizationassessmentphytoplanktonsize_2021,0
Science Opportunities With Solar Sailing Smallsats,turyshev_scienceopportunitiessolarsailing_2023,0
Determination Of Appropriate Remote Sensing Indices For Spring Wheat Yield Estimation In Mongolia,tuvdendorj_determinationremotesensingindices_2019,1
Performance And The Optimal Integration Of Sentinel-1/2 Time-Series Features For Crop Classification In Northern Mongolia,tuvdendorj_performanceoptimalintegrationsentinel_2022,0
Bio-Oracle: A Global Environmental Dataset For Marine Species Distribution Modelling,tyberghein_biooracleglobalenvironmental_2012,0
Strategies For Monitoring And Managing Mass Populations Of Toxic Cyanobacteria In Recreational Waters: A Multi-Interdisciplinary Approach,tyler_strategiesmonitoringmanagingmass_2009,0
Layering Natural Resource And Human Resource Data For Planning Watershed Conservation Strategies,tyson_layeringnaturalresourcehuman_2004,1
Developing An Open-Source Iot Platform For Optimal Irrigation Scheduling And Decision-Making: Implementation At Olive Grove Parcels,tzerakis_developingsourceiotplatform_2023,1
Declines And Peaks In No2 Pollution During The Multiple Waves Of The Covid-19 Pandemic In The New York Metropolitan Area,tzortziou_declinespeaksno2pollution_2022,0
Agronomic Cropping Systems In Relation To Climatic Variability,uldin_agronomiccroppingsystemsrelation_2019,0
"Gis-Based Flood Hazard Mapping Using Relative Frequency Ratio Method: A Case Study Of Panjkora River Basin, Eastern Hindu Kush, Pakistan",ullah_gisbasedfloodhazard_2020,0
Do The Morphological Characteristics Of Chilean Gravel-Bed Rivers Exhibit Latitudinal Patterns?,ulloa_morphologicalcharacteristicschileangravel_2020,0
A Variational Merging Approach To The Spatial Description Of Environmental Variables,ulloa_variationalmergingapproachspatial_2018,1
"From A Lose-Lose To A Win-Win Situation: User-Friendly Biomass Models For Acacia Longifolia To Aid Research, Management And Valorisation",ulm_loselosewinwin_2022,0
Mapping The Value Of National Forest Landscapes For Ecosystem Service Provision,underwood_mappingnationalforestlandscapes_2018,0
"Disaster Management Strategy For Potential Slide Zones Of Kumarkhera In Narendra Nagar Township Of Tehri Garhwal District, Uttarakhand, India",uniyal_disastermanagementstrategypotential_2010,0
Expected Health Benefits From Mitigation Of Emissions From Major Anthropogenic Pm2.5 Sources In India: Statistics At State Level,upadhyay_expectedhealthbenefitsmitigation_2018,1
Evaluating Magnitude Agreement And Occurrence Consistency Of Chirps Product With Ground-Based Observations Over Medium-Sized River Basins In Nepal,upadhyay_evaluatingmagnitudeagreementoccurrence_2022,0
The Indian Cosmos Network (Icon): Validating L-Band Remote Sensing And Modelled Soil Moisture Data Products,upadhyaya_indiancosmosnetworkicon_2021,0
Pandemic 2009/10: Reflections On The Utility Of The Vaccination Actions In Hesse,uphoff_pandemic200910reflections_2014,1
Sentinel-2 And Sentinel-1 Bare Soil Temporal Mosaics Of 6-Year Periods For Soil Organic Carbon Content Mapping In Central France,urbinasalazar_sentinel2sentinel1_2023,0
Identifying Morphological Hotspots In Large Rivers By Optimizing Image Enhancement,usman_identifyingmorphologicalhotspotsrivers_2023,0
"Spatio-Temporal Estimation Of Consumptive Water Use For Assessment Of Irrigation System Performance And Management Of Water Resources In Irrigated Indus Basin, Pakistan",usman_spatiotemporalestimationconsumptive_2015,0
"Erosion Susceptibility Analysis In Datca And Bozburun Peninsulas, Turkey",ustaoglu_erosionsusceptibilityanalysisdatca_2021,0
Automated Water Surface Extraction In Satellite Images Using A Comprehensive Water Database Collection And Water Index Analysis,utami_automatedwatersurfaceextraction_2023,0
"Environmental Sensitivity Index Analysis For Coastal Protection Of Oil Spill In Fakfak, Papua, Indonesia",utomo_environmentalsensitivityindexanalysis_2021,0
Analysis Of Fire Events And Controlling Factors In Eastern India Using Spatial Scan And Multivariate Statistics,vadrevu_analysisfireeventscontrolling_2008,0
Case Study Of An Integrated Framework For Quantifying Agroecosystem Health,vadrevu_studyintegratedframeworkquantifying_2008,0
Cell-Based Therapy To Treat Stress Urinary Incontinence. Which Cell Type At What Cost?,vaegler_cellbasedtherapytreat_2014,1
Mapping Of Soil Properties And Land Degradation Risk In Africa Using Modis Reflectance,vagen_mappingsoilpropertiesland_2016,0
"Modelling Of Essential Fish Habitat Based On Remote Sensing, Spatial Analysis And Gis",valavanis_modellingessentialfishhabitat_2008,0
Gini Coefficient Predictions From Airborne Lidar Remote Sensing Display The Effect Of Management Intensity On Forest Structure,valbuena_ginicoefficientpredictionsairborne_2016,0
Evolution Of The Colombian Regime Of Satellite Radiocommunications Services,valderramarojas_evolutioncolombianregimesatellite_2022,0
Predicting Microhabitat Suitability For An Endangered Small Mammal Using Sentinel-2 Data,valerio_predictingmicrohabitatsuitabilityendangered_2020,0
An Integrated Approach For Tactical Monitoring And Data-Driven Spread Forecasting Of Wildfires,valero_integratedapproachtacticalmonitoring_2017,1
"Mapping Estuarine Habitats Using Airborne Hyperspectral Imagery, With Special Focus On Seagrass Meadows",valle_mappingestuarinehabitatsairborne_2015,1
Suitability Of Satellite Remote Sensing Data For Yield Estimation In Northeast Germany,vallentin_suitabilitysatelliteremotesensing_2022,1
Applying Airborne Lidar To Map Salt Marsh Inland Boundaries,vanardenne_applyingairbornelidarmap_2021,0
Environmental Influences On Dall's Sheep Survival,vandekerk_environmentalinfluencesdall'ssheep_2020,0
Comparing Different Approaches For Mapping Urban Vegetation Cover From Landsat Etm+ Data: A Case Study On Brussels,vandevoorde_comparingapproachesmappingurban_2008,0
"Feasibility, Efficacy, And Efficiency Of Ehealth-Supported Pediatric Asthma Care: Six-Month Quasi-Experimental Single-Arm Pretest-Posttest Study",vanderkamp_feasibilityefficacyefficiencyehealth_2021,1
Anticipated Applications Potential Of Radarsat-2 Data,vandersanden_anticipatedapplicationspotentialradarsat_2004,1
"Environmental Reporting And Accounting In Australia: Progress, Prospects And Research Priorities",vandijk_environmentalreportingaccountingaustralia_2014,0
Water Resource Monitoring Systems And The Role Of Satellite Observations,vandijk_waterresourcemonitoringsystems_2011,1
A Landsat Composite Covering All Amazonia For Applications In Ecology And Conservation,vandoninck_landsatcompositecoveringamazonia_2018,0
Monthly Global Estimates Of Fine Particulate Matter And Their Uncertainty,vandonkelaar_monthlyglobalestimatesfine_2021,0
Evaluating The Near And Mid Infrared Bi-Spectral Space For Assessing Fire Severity And Comparison With The Differenced Normalized Burn Ratio,vangerrevink_evaluatingmidinfraredbi_2021,0
The European Union As A Gated Community: The Two-Faced Border And Immigration Regime Of The Eu,vanhoutum_europeanuniongatedcommunity_2007,0
Methods For Estimating The Amount Of Vernal Pool Habitat In The Northeastern United States,vanmeter_methodsestimatingamountvernal_2008,1
"Assessing Community Values To Support Mapping Of Ecosystem Services In The Koshi River Basin, Nepal",vanoort_assessingcommunityvaluessupport_2015,1
A Framework To Integrate Innovations In Invasion Science For Proactive Management,vanrees_frameworkintegrateinnovationsinvasion_2022,0
"Variability In Net Primary Production And Carbon Storage In Biomass Across Oregon Forests - An Assessment Integrating Data From Forest Inventories, Intensive Sites, And Remote Sensing",vantuyl_variabilitynetprimaryproduction_2005,0
Toward Hospital Implementation Of Advance Care Planning: Should Hospital Professionals Be Involved?,vanderhaeghen_hospitalimplementationadvancecare_2018,1
"Use Of Remote Sensing To Assess Changes In Wetland Plant Communities Over An 18-Year Period: A Case Study From The Bear River Migratory Bird Refuge, Great Salt Lake, Utah",vanderlinder_remotesensingassesswetland_2014,0
Effects Of Farm Management Practices And Environmental Factors On Bulk Tank Milk Antibodies Against Gastrointestinal Nematodes In Dairy Farms Across Canada,vanderstichel_effectsfarmmanagementpractices_2012,0
Environmental And Agro-Economic Sustainability Of Olive Orchards Irrigated With Reclaimed Water Under Deficit Irrigation,vanella_environmentalagroeconomicsustainability_2023,0
Capability Of Sentinel-2 Data For Estimating Maximum Evapotranspiration And Irrigation Requirements For Tomato Crop In Central Italy,vanino_capabilitysentinel2data_2018,0
Estimation Of Evapotranspiration And Crop Coefficients Of Tendone Vineyards Using Multi-Sensor Remote Sensing Data In A Mediterranean Environment,vanino_estimationevapotranspirationcropcoefficients_2015,0
Spatio-Temporal Dynamics In Grasslands Using The Landsat Archive,vannoppen_spatiotemporaldynamicsgrasslands_2023,0
Capability Of Lisem To Estimate Flood Hydrographs In A Watershed With Predominance Of Long-Duration Rainfall Events,vargas_capabilitylisemestimateflood_2021,0
Using A Crop Water Stress Index To Determine Water Use Efficiency In A Raspberry Crop In The Mediterranean Central Chile,vargascastro_cropwaterstressindex_2023,0
"Assessing Chlorophyll A Spatiotemporal Patterns Combining In Situ Continuous Fluorometry Measurements And Landsat 8/Oli Data Across The Barataria Basin (Louisiana, Usa)",vargaslopez_assessingchlorophyllspatiotemporalpatterns_2021,0
A Comparative Study Of Built-Up Index Approaches For Automated Extraction Of Built-Up Regions From Remote Sensing Data,varshney_comparativestudybuiltindex_2014,1
Targeting Villages For Rural Development Using Satellite Image Analysis,varshney_targetingvillagesruraldevelopment_2015,1
Can Blue Carbon Contribute To Clean Development In West-Africa? The Case Of Guinea-Bissau,vasconcelos_bluecarboncontributeclean_2015,1
Urban Parks Are A Refuge For Birds In Park-Poor Areas,vasquez_urbanparksrefugebirds_2022,0
"Lulc Change Effects On Environmental Quality And Ecosystem Services Using Eo Data In Two Rural River Basins In Thrace, Greece",vatitsi_lulcchangeeffectsenvironmental_2023,0
Predicting The Provisioning Potential Of Forest Ecosystem Services Using Airborne Laser Scanning Data And Forest Resource Maps,vauhkonen_predictingprovisioningpotentialforest_2018,1
Risk Evaluation Of The Sanalona Earthfill Dam Located In Mexico Using Satellite Geodesy Monitoring And Numerical Modeling,vazquezontiveros_riskevaluationsanalonaearthfill_2023,0
"Contemporary Changes To Herding Systems In China And Effects On Pasture Quality: A Case Study In Gansu Province, 2000-2012",veeck_contemporaryherdingsystemschina_2017,0
"Mangroves Of Vietnam: Historical Development, Current State Of Research And Future Threats",veettil_mangrovesvietnamhistoricaldevelopment_2019,0
Opportunities For Seagrass Research Derived From Remote Sensing: A Review Of Current Methods,veettil_opportunitiesseagrassresearchderived_2020,0
Seagrass Ecosystems Along The Vietnamese Coastline: Current State Of Research And Future Perspectives,veettil_seagrassecosystemsvietnamesecoastline_2022,0
"Mapping Land Cover Changes In Mexico, 1976-2000 And Applications For Guiding Environmental Management Policy",velazquez_mappinglandcovermexico_2010,0
Walkability Under Climate Pressure: Application To Three Unesco World Heritage Cities In Central Spain,velazquez_walkabilityclimatepressureapplication_2023,0
