title,abstract,year,author,doi,screening_status,excl_reasons
"Understanding The Adoption Of Digital Terrestrial, Cable-Based, And Satellite-Based Television To Speed Up The Analogue Switch-Off In Indonesia","This study attempts to provide policy recommendations to drive viewers' adoption of the digital terrestrial television (DTT), cable-based pay TV, and satellite-based pay TV by understanding the factors underlying the decision of each adoption. Primary data were collected during September and October 2019 through face-to-face structured interviews, yielding 762 valid responses. By utilising the standard neoclassical utility maximization framework and binary logistic regressions, the results show that family income is a relevant predictor for the diffusion of DTT and cable based pay TV, but not for the satellite-based. Instead, educational attainment plays an important role in explaining the adoption of satellite-based pay TV. Being an online video consumer is the only factor associated with the three services. Furthermore, this study reveals that awareness of DTT can stimulate its adoption. Meanwhile, the insignificant of television media use variables in the three models can be attributed to the absence of the relevant contents broadcasted on the television, indicating underutilisation of the television to communicate information about new innovation. These varied findings may indicate that each television service is in a diffusion phase that is different from one another. Finally, policy recommendations are proposed, highlighting the need for different approaches to drive each television service adoption.",NA,NA,10.1016/j.tele.2021.101633,excluded,"{""ESI data not used""}"
Comparative Analysis Of Opportunities In The Application Of The Factor Land In The State Of Goiás,"Uncertainty on income in agriculture is a common item due to the high opportunity costs of the factor land. Current research compared investment in land for the production of soybean in selected municipalities in the state of Goiás, Brazil, with other investment opportunities in capital markets. Results ranked the selected regions by order of accumulated income in land investment for the production of soybeans and evidenced that the municipalities investment provided more income that alternative investments. This fact presented discussions on the rationality of land investment for agricultural production. Results revealed that rural properties of the nine municipalities under analysis had an increase in their market value above inflation rates, measured by IGP-DI. The municipalities of Jataí and Mineiros were highlighted due to great valorization, whilst Goiatuba, Rio Verde and Santa Helena de Goiás had the lowest evolution rate, and thus investments with low income than other financial alternatives. © 2020 University Center of Maringa. All rights reserved.",NA,NA,10.17765/2176-9168.2020v13n1p117-134,excluded,"{""ESI data not used""}"
A Case Report Assessing The Utility Of A Low-Cost Tracking Gps Device For Monitoring Terrestrial Mammal Movements,"Background: Accurate data on animal movements can highlight behavioural and ecological issues, such as territorial interactions, barriers to migration patterns, including compromised movement corridors, or avoidance of deteriorating habitats, and disease transmission, thus helping in conservation decision making. This study examines the utility of mOOvement global positioning system (GPS) tags, a low-cost cattle ear tag tracking device to monitor movements of terrestrial mammal populations in South Australia. Results: Stationary tags (n = 40) were used to test horizontal accuracy with a median location error of 33.26 m (IQR = 16.9–59.4), and maximum recorded error of 410 m. The locational accuracy was weakly influenced by the horizontal dilution of precision (HDOP), a measure of satellite availability and geometry, and overhead canopy cover. Numerous tags produced infrequent and inconsistent readings, median of 12 records per day (IQR = 6–12), correlating negatively with the tag’s distance from the centrally located LoRa antenna; however, some tags recorded fewer than one position per day. Conclusions: We propose that the primary cause of mOOvement tag inadequacy is the use of only the GPS satellite constellation (USA, 1978), which does not provide adequate coverage in either satellite number or geometry in the sky at the − 35° latitude to calculate accurate positions regularly over 24 h, unlike the multiple constellations available in the global navigation satellite system (GNSS). We conclude that GPS tags are unsuitable for studies requiring high locational accuracy or identification of an individual’s social interactions, where the GPS constellation has a limited number of satellites available during prolonged periods. They can, however, be used to provide estimates of home range size or track large scale daily movements of animals in more equatorially located regions. © 2023, BioMed Central Ltd., part of Springer Nature.",NA,NA,10.1186/s40317-023-00347-w,excluded,"{""Data is not valued""}"
Lessons From A Global Remote Sensing Mapping Project. A Review Of The Impact Of The Millennium Coral Reef Mapping Project For Science And Management,"Anthropogenic and natural impacts threaten the sustainability of ecosystem services provided by the ocean and its coastlines. Coral reefs are an endangered and important component of the tropical realm. Coral reef science, management and conservation programs greatly benefit from habitat maps when they are available. This study reviews the use of the Millennium Coral Reef Mapping Project (MCRMP), which hierarchically mapped since 2004 coral reefs worldwide using Landsat satellite multispectral imagery at 30 m spatial resolution. Tracking in the scientific literature the impact of MCRMP products proved to be difficult because of frequent lack of citations (omission errors) and confusion with products that have integrated MCRMP data but degraded them (commission errors). To categorize the applications, we selected 62 representative studies that unambiguously used MCRMP products. MCRMP products were used prominently to achieve new results in coral reef inventories; conservation planning; enhancement of biodiversity and fishery resource mapping, monitoring and modeling; connectivity and climate change modeling. The products were also useful to map other ecosystems. We evaluate the main strengths, weaknesses, opportunities, and threats to MCRMP products. From this review, we also make recommendations and reflect more generally on the value of future global-scale mapping projects targeting specific ecosystems. (c) 2021 Elsevier B.V. All rights reserved.",NA,NA,10.1016/j.scitotenv.2021.145987,excluded,"{""Review or opinion""}"
A Web-Based Gis Enabled Soil Information System For The United Arab Emirates And Its Applicability In Agricultural Land Use Planning,"A comprehensive soil information system was identified as essential for land use planning decisions, especially for sustainable agriculture and natural resources conservation in the United Arab Emirates (UAE). The lack of such a system limits the capacity of government, businesses, policy makers, and land users to make sustainable land use planning decisions, and considerably hampers land degradation assessments and adaptive sustainable land management interventions. This paper presents a solution developed to disseminate value-added soil information gathered from soil surveys, enabling decision makers, policy formulators, land use planners, and agriculturalists to efficiently manage soil resources. The UAE Soil Information System (UAESIS, www.uaesis.ae) is a web-based repository of soil data with geographical representation and provides descriptive, quantitative, and geographical data in a simple interface. The system has a number of components including a geospatial soil database, a field operating system, and a highly intuitive web-based secure application. This paper highlights the structure, capabilities, functions, benefits, applications, and uses of the UAESIS. Two case studies demonstrate the application of the system to evaluation of land suitable for date palm production and the growth of salt tolerant crops are presented",NA,NA,10.1007/s12517-014-1289-y,excluded,"{""Data is not valued""}"
Identifying The Value Of An Ehealth Intervention Aimed At Cognitive Impairments: Observational Study In Different Contexts And Service Models,"Background: Value is one of the central concepts in health care, but it is vague within the field of summative eHealth evaluations. Moreover, the role of context in explaining the value is underexplored, and there is no explicit framework guiding the evaluation of the value of eHealth interventions. Hence, different studies conceptualize and operationalize value in different ways, ranging from measuring outcomes such as clinical efficacy or behavior change of patients or professionals to measuring the perceptions of various stakeholders or in economic terms. Objective: The objective of our study is to identify contextual factors that determine similarities and differences in the value of an eHealth intervention between two contexts. We also aim to reflect on and contribute to the discussion about the specification, assessment, and relativity of the “value” concept in the evaluation of eHealth interventions. Methods: The study concerned a 6-month eHealth intervention targeted at elderly patients (n=107) diagnosed with cognitive impairment in Italy and Sweden. The intervention introduced a case manager role and an eHealth platform to provide remote monitoring and coaching services to the patients. A model for evaluating the value of eHealth interventions was designed as monetary and nonmonetary benefits and sacrifices, based on the value conceptualizations in eHealth and marketing literature. The data was collected using the Mini–Mental State Examination (MMSE), the clock drawing test, and the 5-level EQ-5D (EQ-5D-5L). Semistructured interviews were conducted with patients and health care professionals. Monetary data was collected from the health care and technology providers. Results: The value of an eHealth intervention applied to similar types of populations but differed in different contexts. In Sweden, patients improved cognitive performance (MMSE mean 0.85, SD 1.62, P<.001), reduced anxiety (EQ-5D-5L mean 0.16, SD 0.54, P=.046), perceived their health better (EQ-5D-5L VAS scale mean 2.6, SD 9.7, P=.035), and both patients and health care professionals were satisfied with the care. However, the Swedish service model demonstrated an increased cost, higher workload for health care professionals, and the intervention was not cost-efficient. In Italy, the patients were satisfied with the care received, and the health care professionals felt empowered and had an acceptable workload. Moreover, the intervention was cost-effective. However, clinical efficacy and quality of life improvements have not been observed. We identified 6 factors that influence the value of eHealth intervention in a particular context: (1) service delivery design of the intervention (process of delivery), (2) organizational setup of the intervention (ie, organizational structure and professionals involved), (3) cost of different treatments, (4) hourly rates of staff for delivering the intervention, (5) lifestyle habits of the population (eg, how physically active they were in their daily life and if they were living alone or with family), and (6) local preferences on the quality of patient care. Conclusions: Value in the assessments of eHealth interventions need to be considered beyond economic terms, perceptions, or behavior changes. To obtain a holistic view of the value created, it needs to be operationalized into monetary and nonmonetary outcomes, categorizing these into benefits and sacrifices. ©Monika Jurkeviciute, Lex van Velsen, Henrik Eriksson, Svante Lifvergren, Pietro Davide Trimarchi, Ulla Andin, Johan Svensson.",NA,NA,10.2196/17720,excluded,"{""ESI data not used""}"
Quantifying And Mapping Ecosystem Services Supplies And Demands: A Review Of Remote Sensing Applications,"Ecosystems provide services necessary for the livelihoods and well-being of people. Quantifying and mapping supplies and demands of ecosystem services is essential for continuous monitoring of such services to support decision-making. Area-wide and spatially explicit mapping of ecosystem services based on extensive ground surveys is restricted to local scales and limited due to high costs. In contrast, remote sensing provides reliable area-wide data for quantifying and mapping ecosystem services at comparatively low costs, and with the option of fast, frequent, and continuous observations for monitoring. In this paper, we review relevant remote sensing systems, sensor types, and methods applicable in quantifying selected provisioning and regulatory services. Furthermore, opportunities, challenges, and future prospects in using remote sensing for supporting ecosystem services' quantification and mapping are discussed. © 2012 American Chemical Society.",NA,NA,10.1021/es300157u,excluded,"{""Review or opinion""}"
Big Data And Social Indicators: Actual Trends And New Perspectives,"Big Data are a top subject in international research articles and a vast debate is taking place on their actual capability of being used to complement or even substitute official statistics surveys and social indicators in particular. In this paper we analyse the metadata of the Scopus database of academic articles on Big Data and we show that most of the existing and intensively growing literature is focused on software and computational issues whilst articles that are specifically focused on statistical issues and on the procedures to build social indicators from Big Data are a much smaller share of this vast production. Nevertheless the works that focus on these topics show promising results because in developed countries Big Data seem to be a good information base to create reliable proxies of social indicators, whereas in developing countries their use (for instance using satellite images) may be a viable alternative to traditional surveys. However, Big Data based social indicators deeply suffer of a number of open issues that affect their actual use: they do not correspond to any sampling scheme and they are often representative of particular segments of the population; they generally are private process-produced data whose access by national statistical offices is rarely possible although the intrinsic value of the information contained in Big Data has a social importance that should be shared with the whole community; Big Data lack the socio-economic background on which social indicators have been founded and their help to policy makers in their decision process is a fully open point. Therefore Big Data may be a big opportunity for the definition of traditional or new social indicators but their statistical reliability should be further investigated and their availability and use should be internationally coordinated.",NA,NA,10.1007/s11205-016-1495-y,excluded,"{""Review or opinion""}"
Coassessment Framework To Identify Person-Centred Unmet Needs In Stroke Rehabilitation: A Case Report In Norway,"Objective To describe unmet needs and values in stroke rehabilitation using the Health Value Framework and the associated coassessment tool Health Value Spider, a framework designed to identify and prioritise unmet needs based on health technology assessment (HTA). Setting The study took place at Oslo University Hospital, Norway, from February to April 2019. Participants in three consecutive workshops were recruited from Sunnaas Rehabilitation Hospital, Oslo Municipality, Hospital Procurement Trust and Oslo University Hospital. Twenty-four hospital workers (medical and allied health staff and administrative staff) participated in workshop 1 and 29 patients, user representatives and hospital workers in workshop 2. Twenty-one patients and hospital workers participated in workshop 3. Interventions Stakeholder analysis and scenario building was performed in a coassessment setting where unmet needs were identified applying the Health Value Framework. Two of the authors are also the developers of the Health Value Framework (KJK and LNS). Results In the two first workshops where health workers, patients and next of kin perspectives were elicited, three needs were identified: patient insecurity in patient journey transitions, lack of stroke rehabilitation expertise in primary care and invisible patient problems, such as fatigue and cognitive impairment. In workshop 3, 12 opportunity areas were identified. Four opportunity areas were selected by the stakeholders based on a prioritisation process: early discovery of cognitive impairment, rehabilitation continuity, empowered patients and next of kin and remote monitoring and digital touchpoints. Conclusion Health Value Spider successfully identified and prioritised unmet needs and described associated values. © 2021 Author(s) (or their employer(s)).",NA,NA,10.1136/bmjinnov-2020-000432,excluded,"{""ESI data not used""}"
"Use Of Remote Sensing Measurements To Evaluate Vehicle Emission Monitoring Programs: Results From Phoenix, Arizona","Vehicle emission inspection and maintenance (I/M) programs are the US EPA's primary policy to reduce on-road emissions of in-use vehicles. The EPA is preparing guidance for states on how to use on-road emissions measurements made by roadside sensors (remote sensing) to evaluate the effectiveness of their I/M programs. In its guidance EPA describes three methods of using remote sensing data for such evaluations: the comprehensive method, the step change method, and the reference method. We used an extensive number of remote sensing measurements in the Phoenix area to estimate program benefits under each method, in order to understand how each method measures emission reductions under an I/M program. The extensive number of measurements also allows testing the sensitivity of results obtained under the comprehensive method to the month in which the measurements were taken.We found that the comprehensive method estimates a small reduction in CO emissions (3.3 ± 0.6%) from the I/M program; however, the step change method estimates no program benefit. A reference method analysis comparing on-road emissions of fleets in an enhanced and a basic program indicates that older vehicles have higher on-road emissions under the enhanced program than the basic program. Discrepancies between these results are discussed, as are several factors which appear to influence results under each method.",NA,NA,10.1016/s1462-9011(03)00004-2,excluded,"{""ESI data not used""}"
Dsm-To-Lod2: Spaceborne Stereo Digital Surface Model Refinement,"A digital surface model (DSM) provides the geometry and structure of an urban environment with buildings being the most prominent objects in it. Built-up areas change with time due to the rapid expansion of cities. New buildings are being built, existing ones are expanded, and old buildings are torn down. As a result, 3D surface models can increase the understanding and explanation of complex urban scenarios. They are very useful in numerous fields of remote sensing applications, in tasks related to 3D reconstruction and city modeling, planning, visualization, disaster management, navigation, and decision-making, among others. DSMs are typically derived from various acquisition techniques, like photogrammetry, laser scanning, or synthetic aperture radar (SAR). The generation of DSMs from very high resolution optical stereo satellite imagery leads to high resolution DSMs which often suffer from mismatches, missing values, or blunders, resulting in coarse building shape representation. To overcome these problems, we propose a method for 3D surface model generation with refined building shapes to level of detail (LoD) 2 from stereo half-meter resolution satellite DSMs using deep learning techniques. Mainly, we train a conditional generative adversarial network (cGAN) with an objective function based on least square residuals to generate an accurate LoD2-like DSM with enhanced 3D object shapes directly from the noisy stereo DSM input. In addition, to achieve close to LoD2 shapes of buildings, we introduce a new approach to generate an artificial DSM with accurate and realistic building geometries from city geography markup language (CityGML) data, on which we later perform a training of the proposed cGAN architecture. The experimental results demonstrate the strong potential to create large-scale remote sensing elevation models where the buildings exhibit better-quality shapes and roof forms than just using the matching process. Moreover, the developed model is successfully applied to a different city that is unseen during the training to show its generalization capacity.",NA,NA,10.3390/rs10121926,excluded,"{""Data is not valued""}"
Land Cover And Fire Accounts To Support Indigenous Land Management: A Pilot Study Of Yawuru Country,"Ecosystem accounting is emerging as a promising tool for environmental management by offering consistent information about ecosystem change over time. Via a United Nations process, ecosystem accounting has been standardised in the System of Environmental-Economic Accounting (SEEA). However, there are currently no examples of ecosystem accounts developed specifically to support Indigenous people's management of land or sea. More than 40\% (3 million square kilometres) of Australia's land and sea territory has Indigenous Title. If Indigenous managers are to use ecosystem accounting, then it is essential for them to be involved in its development. We assessed how ecosystem accounts can be developed and applied in a manner that supports the management objectives of Indigenous owners and managers. Working collaboratively with the Yawuru Traditional Owners of the land and sea country around Broome, Western Australia, we constructed and assessed experimental ecosystem accounts for land cover and fire for the period 2000-2020. Three key benefits of ecosystem accounts for supporting the priorities of Yawuru managers were identified: (1) flexibility in the units used for the analysis; (2) the extended time scale of the accounts; and (3) the emphasis on consistent capturing and reporting of data. We also identified the need for further work to incorporate cultural knowledge and values within the broader SEEA, with implications for the recognition of Indigenous people, knowledge and values within accounting systems globally.",NA,NA,10.1016/j.jenvman.2022.115003,excluded,"{""Data is not valued""}"
Applications Of Advanced Composites For Satellite Packaging For Improved Electronic Component Thermal Management,"Improved thermal management (TM) of electronics using advanced materials provides the potential to improve spacecraft electronics reliability with a resultant increase in the functional life of the spacecraft and cost savings to the user. Electronic packaging in this study includes the total heat transfer path in the spacecraft from the chip heat source to the heat rejection system, since it must be an integrated system. The cost effectiveness of all spacecraft material is increased when it is designed to fulfil multiple satellite functions including carrying structural loads, providing environmental protection for internal components, conducting electric current to minimize electrical charge buildup, providing electromagnetic shielding, as well as TM. The development of lighter weight multi-functional TM materials must flow from the satellite functional requirements down to the material design level, if possible. The composite materials must be designed to satisfy the maximum number of requirements. One essential property for satellite electronic TM applications is high specific thermal conductivity. The composite materials being considered consist of a combination of fibers, whiskers, and/or particles in a matrix. The two classes of composites that will be the primary focus of this paper are organic (or resin) matrix composites and metal matrix composites. This paper will address satellite systems/components that would significantly benefit from improved thermal management. It will identify candidate advanced materials, and present component design alternatives associated with the new materials and their potential performance improvement. It will summarize some of the key composite material property information associated with the materials used in the candidate applications and conclude with an assessment of the impact of the TM materials on the performance of a candidate component. © 1993.",NA,NA,10.1016/0094-5765(93)90057-4,excluded,"{""No societal value context"",""ESI data not used""}"
Synergies Between Space And Energy: Space As A Tool To Support European Energy Goals,"The space and energy sector have similar sustainable ambitions and face similar technological difficulties, providing numerous occasions for learning, collaborating and creating economic and societal value. Adopting space technology and applications within the energy sector offers many high-potential opportunities worth exploring. Space can serve as an enabler for revolutionizing the energy sector by providing information on renewable energy sources and energy efficiency to facilitate the energy transition and support decision and policy-makers in developing, implementing, and monitoring various energy policy areas such as energy resource management and energy transport. Political interest in this topic is rising, and multiple high-level discussions took place in Europe in 2018 to gain a deeper understanding of the opportunities and enablers for space as a tool to support European energy policy. This article draws on the insights from two dedicated events to highlight the most prominent opportunities and enablers. The outcomes of these events provide a source of inspiration for policy development, investment decisions, and R\&D proposals to further stimulate space as an enabler for sustainable economic growth in the energy sector. (C) 2019 Elsevier Ltd. All rights reserved.",NA,NA,10.1016/j.spacepol.2019.01.002,excluded,"{""ESI data not used""}"
Can A Supplier Benefit From Investing In Transaction-Specific Investments? A Multilevel Model Of The Value Co-Creation Ecosystem Perspective,"Purpose This paper aims to build and empirically test a multilevel framework integrating transaction cost economics and a resource-based view into a value co-creation ecosystem perspective to explain the chain- and firm-level effects of transaction-specific investments (TSIs) on supplier performance. Design/methodology/approach This paper investigates cross-level network effects using survey data from theList of Taiwanese Central Satellite Production Systems. A total of 34 buyers (hub firms) and 106 suppliers (satellite firms) from 34 supply chains responded to the survey. Findings Findings confirm that individual firms' TSIs can foster co-specificity at the supply chain level, thereby improving supply chain integration (SCI). SCI can have a positive cross-level moderating effect on the TSI-performance relationship. Research limitations/implications These two key concepts, value co-creation and co-specificity, extend the theoretical application of transaction cost theory and the resource-based view to cross-level study by contributing to the research on the TSI-performance relationship. Practical implications This study's framework is a counter to the buyer-supplier-supplier relationships in which each actor who may have different goals can create value jointly and share benefits from their TSIs. Social implications Owing to high co-specificity, being embedded in a well-integrated supply chain can be a threat when the environment is turbulent; for losing strategic flexibility, co-specificity and embeddedness may result in a collective adaptation concern. High degrees of SCI may slow the reaction to environmental turbulence for both buyers and suppliers. Originality/value Individual firms' TSIs can foster co-specificity at the supply chain level, subsequently enhancing SCI. An integrated supply chain can be a collective asset that facilitates value co-creation. Individual firms can benefit from the sharing of collective value. SCI can also increase switching costs, thus reducing the likelihood of individual firm engaging in opportunistic behavior and cost safeguarding.",NA,NA,10.1108/scm-09-2019-0347,excluded,"{""ESI data not used""}"
Integrating Remotely Sensed Imagery And Existing Multiscale Field Data To Derive Rangeland Indicators: Application Of Bayesian Additive Regression Trees,"Remotely sensed imagery at multiple spatial scales is used increasingly in conjunction with field data to estimate rangeland indicators (e.g., vegetation cover) and meet the growing need for landscape-scale monitoring and assessment of rangelands. Remote sensing studies that produce rangeland indicators often require intensive and costly field-data collection efforts to produce accurate model predictions. Existing monitoring data, such as those collected by the Bureau of Land Management's Assessment, Inventory, and Monitoring (AIM) program, are potentially useful sources of field data in remote sensing modeling studies. Given their data-hungry nature, common regression tree - based modeling approaches may be inadequate for reliably predicting rangeland indicators with the smaller sample sizes of AIM data than typically used for remote sensing studies. Current literature suggests that Bayesian models, such as Bayesian additive regression trees (BART), may provide a suitable alternative to traditional regression tree - based modeling approaches to overcome the sample size limitation of the AIM data. In this study, we used 182 AIM field plots together with both high (RapidEye) and moderate (Landsat OLI) spatial resolution satellite imagery to predict bare ground and bare soil, total foliar, herbaceous, woody, and shrub cover indicators on rangelands in a 14 625-km2 area of northeastern California. We demonstrate that a BART model performed similarly to other regression tree approaches when field data and high spatial resolution imagery predictions were combined to predict indicator values using the medium spatial resolution Landsat image. The BART models also provided spatially explicit uncertainty estimates, which allow land managers to more carefully evaluate indicator predictions and to identify areas where future field data collection might be most useful. This study demonstrates that existing field data and freely available, remotely sensed imagery can be integrated to produce spatially explicit and continuous surface estimates of rangeland indicators across entire landscapes. © Published by Elsevier Inc. on behalf of The Society for Range Management.",NA,NA,10.1016/j.rama.2017.02.004,excluded,{Validation/calibration}
Research On High-Precision Radiation Calibration Technology Of Long-Wave Infrared Space Optical Remote Sensor,"In order to meet the needs of high-precision monitoring of surface temperature remote sensing in environmental protection, land, agriculture, meteorology, disaster reduction and other industries of our country, the spatial resolution of our country's long-wave infrared optical remote sensors has been increased from kilometer scale to ten-meter scale in recent years. The demand for quantitative applications is also increasing gradually. High-precision radiation calibration is the key to ensuring the quantitative application of infrared data. The detector of long wave infrared camera is limited by the chip material, chip preparation process, readout circuit design and production capacity and other reasons. Although the long wave infrared detector is constantly improving and developing, there are still some problems in varying degrees, such as large dark current, non-uniform response, low response and low temperature response, which directly affect the performance and radiometric calibration accuracy of long wave infrared camera.This article analyzes the factors that affect the accuracy of radiation calibration through the entire link. Combining with the specific development process of a certain model task, this article analyzes the optimization methods of the main influencing factors, including the optimization of the on-board calibration scheme, the improvement of temperature controlling accuracy and calibrating accuracy of the on-board blackbody calibration, the improvement of the performance of the long-wave detector and the improvement of the temperature controlling accuracy of the long-wave detector on the focal plane to improve the performance and output stability of the camera. The radiation calibration accuracy and the response state of system calibration has been verified through the vacuum radiation calibration test of this model. The test results show that the response slope of the radiometric calibration equation of the long wave infrared camera is effectively improved (from better than 45 of GF-5 01 satellite to better than 125 of GF-5 02 satellite), the output stability of the camera system is improved (DN value fluctuation is reduced from 20-30DN of GF-5 01 satellite to 1-2 DN of GF-5 02 satellite), and the accuracy of radiometric calibration is improved (from 1 K@300 K of GF-5 01 satellite decreased to 0.8 K@300 K of GF-5 01 satellite).It reaches a high level among the same type of domestic long-wave infrared space optical remote sensors with a spatial resolution of less than 100 m. The performance improvement method of long-wave infrared space optical remote sensor introduced in this article can provide reference for the development and radiation calibration of similar remote sensors in the future. The calibration test verification results provided in this article can also provide references for the in-orbit applications of similar infrared satellites. © 2021, Science Press. All right reserved.",NA,NA,10.11834/jrs.20211225,excluded,{Validation/calibration}
An Optimal Remote Sensing Image Enhancement With Weak Detail Preservation In Wavelet Domain,"This paper presents a novel and simple algorithm that uses adaptive intensity transformation function for color multispectral satellite images. This intensity transformation provides a solution to increase the quality of satellite images by using power law operator in natural R, G, and B color model. Firstly, the proposed technique uses Discrete Wavelet Transform (DWT) that decomposes the input satellite image in higher and lower four sub band. Thereafter, it computes the optimized value of the operator in lower sub band (LL) of DWT. The optimal value of operator is evaluated using nature inspired optimization algorithm (NIA) and applied correction factor using SVD. Finally, the corrected LL sub band takes IDWT with other unprocessed sub band. We measure its performance by using contrast assessment function (CAF) which is based on the luminance, entropy and contrast for different satellite images. The proposed method gives better metric values than other comparative state of art methods. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH, DE part of Springer Nature.",NA,NA,10.1007/s12652-021-02957-9,excluded,{Validation/calibration}
Extracting The Full Value Of The Landsat Archive: Inter-Sensor Harmonization For The Mapping Of Minnesota Forest Canopy Cover (1973–2015),"Remote sensing estimates of forest canopy cover have frequently been used to support a variety of applications including wildlife habitat modeling, monitoring of watershed health, change detection, and are also correlated to various aspects of forest structure and ecosystem function. Although data from the long running Landsat earth observation program (1972–present) have been previously utilized to characterize forest canopy cover, the variability in spatial and spectral resolutions between the Landsat sensors has generally limited analyses to readily comparable imagery from the TM and ETM+ sensors, which omits large portions of the full temporal record. In this study, we present an R package, LandsatLinkr, which automates the processes for harmonizing Landsat MSS and OLI imagery to the spatial and spectral qualities of TM and ETM+ imagery, allowing for the generation of annual cloud-free composites of tasseled cap spectral indices across the entire Landsat archive. We demonstrate the utility of LandsatLinkr products, further enhanced through the LandTrendr segmentation algorithm, for characterizing forest attributes through time by developing annual forest masks and maps of estimated canopy cover for the state of Minnesota from 1973 to 2015. The forest mask model had an overall accuracy of 87%, with omission and commission errors for the forest class of 17% and 10%, respectively, and 9% and 16% for non-forest classification. Our resulting maps depicted a significant positive trend in forest cover across all ecological provinces of Minnesota during the study period. A random forest model used to predict continuous canopy cover had a pseudo R2 of 0.75, with a cross validation RMSE of 5%. Our results are comparable to previous Landsat-based canopy cover mapping efforts, but expand the evaluation time period as we were able to utilize the entire Landsat archive for assessment. © 2018 Elsevier Inc.",NA,NA,10.1016/j.rse.2018.02.046,excluded,"{""Data is not valued"",Validation/calibration}"
Evaluation Of Different Classification Techniques For The Detection Of Glass And Plastic Greenhouses From Worldview-2 Satellite Imagery,"Greenhouse detection using remote sensing technologies is a challenging task for urban and rural planning, agricultural yield estimation, natural resource management, and sustainable development. The main objectives of this research are (1) to compare the supervised classification techniques including maximum likelihood (ML), random forest (RF), and support vector machines (SVM) for land cover classification with emphasis on greenhouse detection and (2) to investigate the utility of WorldView-2 satellite imagery for detecting and discriminating plastic and glass greenhouses. The study was implemented in an area selected from Muratpasa district of Antalya, Turkey, which includes both glass and plastic greenhouses extensively. Overall, the computed classification accuracies are quite high using all classification techniques. However, the most accurate classification result was obtained using SVM classifier, with overall accuracy of 93.88\%. The performance of RF classification is slightly lower than SVM classification, with overall accuracy of 91.73\%. On the other hand, SVM and RF classifiers significantly outperformed ML classifier, providing higher overall accuracies. When plastic greenhouse detection accuracies are considered, the obtained results revealed that all of the used classification techniques are quite successful. However, for glass greenhouse detection, the SVM and RF classifiers provided significantly higher accuracies than ML. (C) 2013 Society of Photo-Optical Instrumentation Engineers (SPIE)",NA,NA,10.1117/1.jrs.7.073553,excluded,{Validation/calibration}
A Bayesian Deep Image Prior Downscaling Approach For High-Resolution Soil Moisture Estimation,"Soil moisture (SM) estimation is a critical part of environmental and agricultural monitoring, with satellite-based microwave remote sensing being the main SM source. However, the limited spatial resolution of most current remote sensing SM products reduces their utility for many applications, such as evapotranspiration modeling and agriculture management. In this article, to address this issue, we propose a Bayesian deep image prior (BDIP) downscaling approach to estimate the high-resolution SM from satellite products. More specifically, the high-resolution SM estimation problem is formulated as a maximum a posteriori problem, and solved via a neural network comprising of a deep fully convolutional neural network (FCNN) for modeling the prior spatial correlation distribution of the underlying high-resolution SM variables, and a forward model characterizing the SM map degeneration process for modeling the data likelihood. As such, the proposed BDIP approach provides a statistical framework that integrates deep learning with forward modeling in a coherent manner for combining different sources of information, i.e., the knowledge in the forward model, the spatial correlation prior in FCNN architecture, and the remote sensing data and products. Experiments on the downscaling of SM active passive SM products using the moderate resolution imaging spectroradiometer products show that SM maps estimated using the proposed method provide greater spatial detail information than other downscaling methods, with the SM estimates very close to in situ measurements.",NA,NA,10.1109/jstars.2022.3177081,excluded,{Validation/calibration}
"Bias Adjustment Of Satellite Rainfall Data Through Gaussian Process Regression (Gpr) Based On Rain Intensity Classification In The Greater Bay Area, China","Estimating precipitation over large spatial areas remains a challenging problem for hydrologists. Satellite-based remote sensing rainfall products have the advantage of large-scale synchronous coverage, but the reliability of their inversion still needs to be improved. Correcting the bias of satellite-based precipitation estimates (SPEs) is a major challenge in applications such as environmental modeling, hydrology, and water resource management. In this paper, a new bias correction method-a Gaussian process regression (GPR) model method based on rain intensity classification-is proposed to improve the accuracy of a satellite precipitation product-the Integrated Multi-satellite Retrievals for GPM (IMERG) Final Run (FR) product-at the daily scale in the Guangdong-Hong Kong-Macao Greater Bay Area. By comparing the effects of the proposed method with those of other existing classical correction methods, namely, quantile mapping (QM), the support vector machine (SVM) approach and direct GPR, it is found that all four methods improve the accuracy of the FR product to varying degrees. GPR based on rain intensity classification has the best effect of FR product improvement, with the CORR increasing from 0.55 to 0.59, the RMSE ranging from 14.37 to 12.79 mm/day, and the BIAS ranging from - 0.14 to 0.03 during the validation period. GPR without rain intensity classification also yields good results, with the QM and SVM methods being the least effective.",NA,NA,10.1007/s00704-023-04435-y,excluded,{Validation/calibration}
