title,author,year,n_tokens,summary,error,pass
Banda Aceh-The Value of Earth Observation Data in Disaster Recovery and Reconstruction: A Case Study,"McCallum, I. and Kidd, R. and Fritz, S. and Kraxner, F. and Obersteiner, M. and Shvidenko, Anatoly",2008,8511,"The study conducted by the International Institute for Applied Systems Analysis aimed to quantify the societal benefits of Earth observation data in disaster recovery and reconstruction efforts, focusing on the case study of Banda Aceh in Indonesia after the 2004 tsunami. The methodology employed included designing and analyzing a questionnaire to assess the use, sources, and quality of Earth observation data, as well as collecting and analyzing specific cost-benefit examples.     The study found improvements in spatial data quality since the tsunami, although challenges were identified such as insufficient training, delays in receiving data, and poor resolution. Specific cost-benefit examples provided included:  1. Cost-benefit of GPS for community-based bathymetric mapping: Demonstrated savings in fishing equipment damage costs.  2. Comparison of traditional surveying to orthophotos: Showed significant cost savings and faster results using aerial photogrammetry.  3. Use of orthophotos for community-based mapping and survey: Highlighted a 36-fold savings in effort compared to traditional survey methods.  4. Banda Aceh Water Strategy 2007–2030 and short-term action plan: Showed a 20-fold savings in effort compared to traditional methods in mapping reconstruction progress.  5. Digital orthophoto cost-benefit: Estimated critical support for projects totaling 28.4 million € and supported projects totaling 880.73 million €, with a significant effort reduction compared to traditional survey techniques.    Overall, the study demonstrated the substantial benefits and cost savings associated with the use of high-quality Earth observation data in disaster recovery and reconstruction efforts.",NA,1
"Users, Uses, and Value of Landsat Satellite Imagery: Results from the 2012 Survey of Users","Miller, Holly M. and Richardson, Leslie A. and Koontz, Stephen R. and Loomis, John and Koontz, Lynne",2013,28852,NA,manual: context window exceeded,NA
Improved Hydrological Decision Support System for the Lower Mekong River Basin Using Satellite-Based Earth Observations,"Mohammed, Ibrahim and Bolten, John and Srinivasan, Raghavan and Lakshmi, Venkat",2018,12087,"The paper employs multiple satellite-based earth observations and traditional station data along with the Soil & Water Assessment Tool (SWAT) hydrologic model to enhance the Lower Mekong River Basin region’s hydrological decision support system. Here is a summary of the methods:    1. **Data Processing**: Nearest neighbor approximation methodology was used to fill integrated satellite retrieval for Global Precipitation Measurement (GPM) and Tropical Rainfall Measurement Mission (TRMM) data points for hydrological decision support system.       2. **Software Development**: A software tool to access and format satellite-based earth observation systems of precipitation and air temperatures was developed to facilitate data processing and model inputs.    3. **Study Area**: The Lower Mekong River Basin's topographical characteristics, including digital elevation, slope, aspect, soil texture, land use/cover, and hydrological gauges, were defined and analyzed.    4. **Hydrological Model (SWAT)**: Parameters of the SWAT hydrologic model were calibrated and verified using both in-situ station data and satellite-based remote sensing data, focusing on precipitation and temperature inputs.    5. **Model Calibration and Verification**: The model was calibrated for the years 2005 and 2006 and verified for the years 2001-2004 and 2007, with performance metrics such as Nash–Sutcliffe Efficiency (NSE) used to assess model performance.    6. **Future Data Access Tool**: The research team developed a software package called ""nasaaccess"" within the R software to streamline the access and processing of NASA Earth observation data, enhancing future data processing and accessibility.    7. **Model Validation**: The SWAT model validation using Global Precipitation Measurement (GPM) data for the year 2015 showed good performance in simulating discharge patterns compared to observed data.     8. **Conclusions and Recommendations**: The study demonstrated the value of combining satellite-based earth observations with hydrological modeling for better understanding and management of the Lower Mekong River Basin's water resources, highlighting the importance of adopting satellite-based data in hydrological modeling. Recommendations were made for further research efforts in utilizing remote sensing data for hydrological modeling applications.    The study showcases the effectiveness of integrating satellite data with hydrological models for improved decision-making in water resource management. Further research may capitalize on these methods to enhance the sustainability and resilience of water resource systems in similar regions.",NA,1
Landsat Data Ecosystem Case Study: Actor Perceptions of the Use and Value of Landsat,"Molder, Edmund B. and Schenkein, Sarah F. and McConnell, Abby E. and Benedict, Karl K. and Straub, Crista L.",2022,21457,NA,manual: context window exceeded,NA
Integrating Earth Observation Data into Geospatial Databases That Support Public Health Decisions,"Morain, S. A. and Budge, A. M.",2006,4525,"The paper discusses the integration of Earth Observation (EO) data into geospatial databases to support public health decisions, focusing on disease surveillance systems. The methods employed include:    1. Developing an enhanced disease surveillance system for dust-related respiratory diseases in the desert southwest of the United States using EO data sets to improve dust forecasting models.  2. Replacing traditional parameters with EO data sets to enhance simulations of particulate matter entrainment, concentrations, and movement.  3. Comparing model outputs with actual dust episodes recorded by atmospheric patterns and ground-based air monitoring systems to validate the enhanced dust forecasting model.  4. Assessing the impact of integrating higher resolution EO data such as land cover, topographic data, soil moisture, and aerodynamic surface roughness on the model's performance.  5. Conducting ongoing simulations to measure improvements in dust forecast scenarios for public health authorities on hourly, daily, and weekly bases.  6. Benchmarking each step in the process to quantify the benefits of EO data inputs in respiratory health care.  7. Developing retrospective and forecast statistics from model runs to enhance system reliability and user confidence.     The research aims to optimize dust forecast scenarios for public health authorities, document the benefits of EO data inputs in healthcare, and boost system reliability through data assimilation and modeling. The methods involve iterative model runs with varying combinations of assimilated EO data to assess improvements in model performance. The study emphasizes the importance of validating and benchmarking the impact of EO data on public health decision-making processes.",NA,1
The Socio-Economic Value of Scientific Publications: The Case of Earth Observation Satellites,"Morretta, Valentina and Vurchio, Davide and Carrazza, Stefano",2022,16193,NA,context_length_exceeded,NA
"The Value of Satellite-Based Active Fire Data for Monitoring, Reporting and Verification of REDD+ in the Lao PDR","M{\""u}ller, Daniel and Suess, Stefan and Hoffmann, Anja A. and Buchholz, Georg",2013,12857,"The paper ""The Value of Satellite-Based Active Fire Data for Monitoring, Reporting, and Verification of REDD+ in the Lao PDR"" by Daniel Müller et al. (2013) assesses the feasibility of using active fire data derived from the Moderate Resolution Imaging Spectroradiometer (MODIS) for monitoring fires in Laos. The study evaluates the accuracy of MODIS active fire data by comparing it with on-the-ground field verification, digitized shifting cultivation plots, and very-high-resolution satellite imagery.    The methods used in the paper include:    1. Field Verification: The researchers conducted GPS-supported field verification in Laos to locate active fires and recently burned areas to assess the accuracy of MODIS active fire data.    2. Comparison with Digitized Shifting Cultivation Plots: The researchers analyzed digitized shifting cultivation plots in Laos and compared them with MODIS fire pixels to evaluate the correspondence between detected fires and agricultural activities.    3. Validation with Very-High-Resolution Satellite Imagery: The study compared MODIS active fire data with very-high-resolution satellite imagery from Google Earth to visually confirm burned areas and assess the accuracy of fire detections.    4. Fire Density Mapping: The researchers created maps of fire density using kernel density estimation to visualize the spatial and temporal patterns of fire activity in Laos from 2003 to 2010.    The analysis focused on assessing the performance of MODIS active fire data in monitoring and detecting vegetation fires in shifting cultivation landscapes in Laos. The findings suggest limitations in the detection and accuracy of active fire data for site-specific monitoring at sub-national levels (Tier 3) due to factors like spatial resolution and cloud cover interference. Improved data transmission, time synchronization, and the use of upcoming satellite sensors like VIIRS may enhance fire detection capabilities in the future.",NA,1
Visual Evidence from Above: Assessing the Value of Earth Observation Satellites for Supporting Human Rights,"Notley, Tanya and {Webb-Gannon}, Camellia",2016,400,"The paper ""Visual Evidence from Above: Assessing the Value of Earth Observation Satellites for Supporting Human Rights"" by Tanya Notley and Camellia B. Webb-Gannon explores the uses of satellite-collected images in human rights contexts. The authors examine the opportunities, challenges, and risks posed by utilizing satellite data for documenting, preventing, and verifying rights abuses.    In terms of methods used to estimate or quantify the societal benefits of satellite or Earth Observation data, the paper likely employs a qualitative research approach. This approach likely involves analyzing case studies, interviews with rights advocates, and critical analysis of the role of satellite imagery in supporting human rights efforts.    The authors may also consider the value of satellite data in terms of cost-effectiveness, timeliness, and the ability to provide visual evidence that may not be readily available through other means.    Overall, the paper likely provides a critical analysis of the potential benefits and limitations of using satellite imagery for human rights advocacy, highlighting the importance of accountability and oversight in utilizing such technology effectively.",NA,1
The Value of Near Real-Time Earth Observations for Improved Flood Disaster Response,"Oddo, Perry C. and Bolten, John D.",2019,9192,"The paper explores the societal benefits of satellite or Earth Observation data in improving flood disaster response. Here is a summary of the methods used to estimate or quantify these benefits:    1. **Data Collection**: The researchers used MODIS imagery from NASA's Land, Atmosphere Near real-time Capability for EOS (LANCE) system to produce operational estimates of inundation depths and economic damages caused by flooding.    2. **Decision-Analytical Model**: A decision-analytical model was developed to inform emergency vehicle routing based on the flood impact data. The model aimed to optimize routes for emergency vehicles to minimize response times in flood-affected areas.    3. **Value of Information (VOI) Analysis**: The study applied the concept of Value of Information (VOI) to quantify the potential economic benefits of using satellite-based observations for rapid flood response. The VOI describes the amount of money a rational agent would be willing to pay for new information before making a decision.    4. **Sensitivity Analysis**: The researchers conducted a sensitivity analysis to identify the model parameters that have the most significant influence on the response time objective. The analysis aimed to determine which variables had the most impact on response times in emergency vehicle routing.    5. **Simulation and Evaluation**: Various route combinations were evaluated under baseline conditions (without flood information) and with the benefit of near real-time flood data. The evaluation included comparing response times, route lengths, and economic benefits of using the satellite-based observations.    6. **Results and Social Value**: The results of the analysis showed potential economic benefits (in millions of dollars) and reduced response times when using near real-time satellite data for flood disaster response. The study demonstrated how incorporating satellite data can improve decision-making in disaster management and potentially save lives and resources.    7. **Limitations and Future Research**: The paper acknowledged the limitations of the study, such as uncertainties in data accuracy and assumptions made in modeling emergency response behavior. Future research could focus on refining the model, incorporating more dynamic flood data, and considering additional factors that affect emergency response during floods.    Overall, the methods applied in the study aimed to quantify the social value and economic benefits of using satellite-based observations for improved flood disaster response, providing insights into the utility of Earth Observation data in emergency management.",NA,1
Enhancing the Standardized Drought Vulnerability Index by Integrating Spatiotemporal Information from Satellite and in Situ Data,"Oikonomou, Panagiotis D. and Tsesmelis, Demetrios E. and Waskom, Reagan M. and Grigg, Neil S. and Karavitis, Christos A.",2019,16764,NA,manual: context window exceeded,NA
"Demonstrating the Value of Earth Observations---Methods, Practical Applications, and Solutions---Group on Earth Observations Side Event Proceedings","Pearlman, Francoise and Lawrence, Collin B. and Pindilli, Emily J. and Geppi, Denna and Shapiro, Carl D. and Grasso, Monica and Pearlman, Jay and Adkins, Jeffery and Sawyer, Geoff and Tassa, Alessandra",2019,23239,NA,manual: context window exceeded,NA
NOAA Science Challenge Workshop,"Pendleton, Linwood and Wiley, Peter and {Beller-Simms}, Nancy and Curtis, Rita and Gaynor, John and Huffer, Hillary and Morris, Charlie and Sagar, Heather and Smith, Adam and Sprague, Jennifer and Triezenberg, Heather",2011,43596,NA,manual: context window exceeded,NA
Australian Earth Observation Community Plan 2026: Delivering Essential Information and Services for Australia's Future; Australian Earth Observation Community Coordinating Group. 2016,"Phinn, S. and Dekker, A. and Held, A. and Lane, A. and Legresy, B. and Lewis, A. and Lucieer, A. and Ong, C. and Paudyal, D. and Penning, C.",NA,12532,"This document provides a comprehensive overview of the Australian Earth Observation Community Plan 2026. The plan focuses on the delivery of essential information and services for Australia's future through Earth observation activities. The plan was developed through contributions from various sectors including government, industry, research, and education.    The plan outlines a vision for the Australian Earth Observation sector by 2026 and identifies five priority areas for action:    1. Connection and Coordination: Establishing a consistent vision within the Australian EO community, developing processes for effective collaboration, resource use, and advocacy for EO in Australia and internationally.  2. Securing Australia's Role in the International EO Community: Ensuring Australia is an essential component of the international EO capability, delivering benefits globally and securing access to international EO programs.  3. Infrastructure and People: Developing, supporting, and sustaining trained professionals and quality infrastructure to enable world-leading EO research, innovation, and application development.  4. Access to EO Data and Services: Ensuring all Australian EO producers and users can easily and reliably access the data and services they need.  5. Generating Value: Strengthening end-user engagement to enable the delivery of high-quality EO products and services and supporting commercial development of EO applications.    The plan emphasizes the importance of collaboration across sectors, maintaining high-quality standards, promoting the commercial potential of EO services, and engaging with end-users to drive value. The plan also highlights the need for investment in education, infrastructure, and partnerships to support the growth of the EO sector in Australia.",NA,1
What Is the Economic Value of Satellite Imagery?,"Raunikar, Ronald P. and Forney, William M. and Benjamin, Susan P.",2013,1791,"The paper focuses on estimating the societal benefits of satellite or Earth Observation data, specifically in the context of agricultural production and groundwater quality in northeastern Iowa. The researchers used information from Landsat and similar Earth-observing satellites to model the relationships among land uses, agricultural production, and dynamic nitrate contamination of aquifers. By integrating remote sensing data, hydrology, and agricultural information, the researchers demonstrated that utilizing satellite data can lead to more efficient agricultural management without sacrificing groundwater quality.    The researchers used an integrated assessment approach that involved applying economic, agricultural production, hydrologic, and nitrogen loading models to estimate the value of information provided by moderate-resolution land imagery (MRIL) such as Landsat data. A value of information (VOI) analysis was conducted, comparing the outcomes with and without the high-quality information from satellite imagery. The study estimated the economic value of remote sensing data for northeastern Iowa to be as much as $858 million ± $197 million per year, with a current value of $38.1 billion ± $8.8 billion for the foreseeable future.    The findings highlight the significant economic benefits that can be derived from using satellite imagery to inform decision-making in agriculture and environmental management. The study underscores the importance of Earth Observation data for assessing changes in land use, agricultural practices, and groundwater quality, ultimately contributing to more sustainable resource management and economic value generation.",NA,1
"Interactive Model for Assessing Mangrove Health, Ecosystem Services, Policy Consequences, and Satellite Design in Rio de Janeiro Using Earth Observation Data","Reida, Jack B. and Wood, Danielle",2020,12435,"The paper presents a multi-disciplinary, interactive modeling framework called EVDT (Environment-Vulnerability-Decision-Technology) to advance ecological forecasting and decision-making using Earth Observation data. The EVDT framework integrates four models: Earth science models of the environment, human vulnerability and societal impact, human behavior and decision-making, and technology design for Earth observation systems.     A case study in Rio de Janeiro focusing on mangrove forests demonstrates the application of the EVDT framework. The study utilizes Earth Observation data, cloud computing, machine learning, and various socio-economic datasets to track mangrove health, vulnerability, and ecosystem services value over time. The study aims to answer questions like the state of mangroves over time, the impacts of human communities on mangroves, the value of mangrove ecosystem services, and policies for improving human and mangrove outcomes.    To estimate causal impacts between the EVDT components, the study uses various methods like remote sensing, socio-economic data analysis, and collaborative partnerships with organizations like the Municipal Environmental Secretariat of Rio de Janeiro and the Pereira Passos Institute.    Future work includes expanding and refining the framework, conducting verification and validation of results, collaborating with different municipalities for validation, incorporating user feedback and usability testing, and developing standardized and accessible submodels for the community. The long-term goal is to empower decision-maker organizations to develop and operate their own application models based on the EVDT framework.",NA,1
A PROFESSIONAL REVIEW FOR INTEGRATION OF EARTH OBSERVATIONS INTO FEWS NET DECISION SUPPORT,"Ross, Kenton W. and Underwood, Lauren W. and Brown, Molly E.",NA,3939,"The paper describes the methods used to estimate and quantify the societal benefits of satellite or Earth Observation data for the Famine Early Warning System Network (FEWS NET). NASA and its partners have funded activities to enhance remote sensing inputs to FEWS NET, and a professional review was conducted to elicit Earth observation requirements for the system.    Here are the key methods employed in the paper:    1. **Professional Review Questionnaire**: More than 40 experts from around the world were invited to participate in an online questionnaire to determine the qualities of useful remote sensing data and data products for FEWS NET. The questionnaire focused on operational requirements of end-users and assessed the importance of various environmental variables and spatio-temporal requirements for Earth science data inputs.    2. **Systems Engineering Approach**: The paper utilized a systems engineering approach to coordinate evaluation, verification, and validation activities, providing guidance and feedback for the project design and implementation of proposed enhancements. The approach involved identifying requirements, evaluating NASA inputs, and refining decision support system (DSS) outputs.    3. **Data Collection and Analysis**: The questionnaire addressed user requirements in three broad sections: general requirements, rainfall requirements, and vegetation requirements. It aimed to collect support requirements and establish a baseline for benchmarking efforts. Commonly used datasets like rainfall estimates and vegetation indices were evaluated for their frequency of use and essentiality for famine early warning.    4. **User Feedback and Data Enhancement**: The analysis of the questionnaire responses highlighted the importance of rainfall and vegetation remote sensing data for providing actionable food security information for FEWS NET. Insights from the professional reviewers helped identify key inputs for enhancing the decision support system. The incorporation of new datasets aims to improve the character and performance of FEWS NET.    Overall, the methods used in the paper involved engaging experts through a professional review questionnaire, applying a systems engineering approach to assess requirements, and analyzing user feedback to enhance the remote sensing inputs and decision support capabilities of FEWS NET.",NA,1
Impact of Global Earth Observation-Systemic View across GEOSS Societal Benefit Area,"Rydzak, Felicjan and Obersteiner, Michael and Kraxner, Florian",2010,11229,"The paper presents a systems approach and a methodology using a system dynamics model called ""Felix"" to assess the societal benefits of global Earth observation systems across nine societal benefit areas defined by the Group on Earth Observations (GEO).    1. **Methodological Framework:** The Felix model is used to measure global Earth observation impacts across spatial scales and sectors by integrating and aggregating data. The model captures how changes in one area affect other areas, considering elements like feedback loops, delays, and nonlinear relationships within the system. Calibration and validation of the model were conducted using historical data.    2. **Baseline Scenario:** A baseline scenario was constructed to serve as a reference for comparing the impact of improvements in the Global Earth Observation System of Systems (GEOSS). The baseline scenario considers the historical data and incorporates policies to mimic sustainability goals.    3. **GEOSS Scenarios:** Six predefined GEOSS scenarios were developed for areas like energy, disasters, health, climate, agriculture, and water. These scenarios capture the impacts of improvements in Earth observation data on various sectors and benefit dimensions.    4. **Impact Assessment:** The study assesses the impact of GEOSS on indicators like population dynamics, CO2 emissions, food availability, disaster management, and energy resources. The results show reductions in CO2 emissions, improved food production, and enhanced disaster management, but also a lower population growth due to changing birth rates influenced by affluence and lifestyle factors.    5. **Felix Simulator:** An interactive simulator based on the Felix model was developed to allow users to explore and run various GEOSS scenarios, facilitating decision-making processes and understanding of the impacts of Earth observation data across different societal benefit areas.    6. **Conclusion:** The study emphasizes the importance of integrated assessment methodologies for evaluating the societal benefits of global Earth observation systems and highlights the potential impact of GEOSS on sustainability, climate change mitigation, disaster management, and other critical areas.    This research provides valuable insights into the complex interdependencies of Earth observation data and the potential benefits of investing in global Earth observation systems for sustainable development and informed decision-making.",NA,1
Landsat and Water: Case Studies of the Uses and Benefits of Landsat Imagery in Water Resources,"Serbina, Larisa O. and Miller, Holly M.",2014,27421,NA,manual: context window exceeded,NA
Enhancing Access and Usage of Earth Observations in Environmental Decision-Making in Eastern and Southern Africa Through Capacity Building,"Shukla, Shraddhanand and Macharia, Denis and Husak, Gregory J. and Landsfeld, Martin and Nakalembe, Catherine Lilian and Blakeley, S. Lucille and Adams, Emily Caitlin and {Way-Henthorne}, Juliet",2021,12104,"The paper focuses on enhancing access and usage of Earth Observations (EO) data in environmental decision-making in Eastern and Southern Africa through capacity-building efforts. The methods used in the study revolve around implementing technology transfer and capacity training to improve the uptake of EO data.     The study conducted four training sessions in various locations to address the specific needs of environmental service providers, such as the Regional Center for Mapping of Resources for Development (RCMRD) and other agencies. The training sessions included introducing web-based tools like the Early Warning Explorer (EWX) for easy access and visualization of EO data. Participants were also trained on targeted case studies to demonstrate the benefits of using EO data for decision-making.    The capacity-building efforts also involved pre-assessment of participants to understand their familiarity with EO data, level of access, and specific needs. This information guided the development of training content and structure. The participants were engaged in hands-on exercises and group projects to apply their skills in real-world scenarios.    The study emphasizes the importance of sustained engagement with environmental service providers to enhance the application of EO data. By providing dynamic access to EO data through web services and tools, the study aimed to improve environmental services and support decision-making processes in the region. The project was supported by NASA, US Geological Survey, and other organizations to facilitate the transfer of technology and training in EO data usage.",NA,1
Enhancing the Application of Earth Observations for Improved Environmental Decision-Making Using the Early Warning eXplorer (EWX,"Shukla, Shraddhanand and Landsfeld, Martin and Anthony, Michelle and Budde, Michael and Husak, Gregory J. and Rowland, James and Funk, Chris",2021,13711,"The paper describes the ""Early Warning Explorer"" (EWX), a tool developed to address the limited access to Earth Observation data in decision-making, particularly in food and water-insecure regions like sub-Saharan Africa. The methods of the paper include:    1. Core Framework of EWX: The framework consists of three main components - the viewer, the geoengine, and support applications. The viewer is a web-based interface to access Earth Observation data, displaying maps, time series graphs, and specialty sections.    2. Geoengine Processing Server: The core processor of the EWX system that provides web services to the data and time series, as well as a graphical user interface for administrators to manage data sets and statistics.    3. Support Applications: Includes a map server, PostgreSQL database, and geospatial data server for storage and retrieval of statistics, metadata, and derived data sets.    4. Access to Earth Observation Data: The EWX provides access to various Earth Observation data sets, including satellite-based precipitation estimates, land surface temperature, and vegetation greenness, for monitoring climate events and trends.    5. Applications Examples: It demonstrates how EWX can be used to monitor climate-driven extreme events, assess food insecurity, and support decision-making related to disaster mitigation and resilience building.    6. Value of Regional Implementation: Highlighting the implementation of EWX at the Regional Centre for Mapping of Resources for Development in Kenya to facilitate regional access to relevant Earth Observation data for local decision-makers.    The paper emphasizes how EWX enhances access to critical Earth Observation data for improved environmental decision-making, particularly in regions vulnerable to climate risks.",NA,1
Valuation of Calibration for Satellite Constellations,"Siddiqi, Afreen and Baber, Sheila and {de Weck}, Olivier L and Durell, Chris and Russell, Brandon and Holt, Jeff",2019,2955,"This paper focuses on the valuation of calibration for satellite constellations, particularly by quantifying the societal benefits of Earth Observation (EO) data. The methods used in the paper include:    1. Effective Data Acquired (EDA): This method quantifies data quality and quantity over regions of interest throughout a mission's lifetime. It aids in mission design, trade studies, and optimizing calibration station locations.    2. Error Analysis with Analytical Modeling: This method helps in quantifying the impacts on data processing, computation of indices, and more.    3. Decision Analysis Methods: Comparing the difference in value of decisions with and without information, considering the quality of information in terms of false positive and negative error rates. This method quantifies the impact of calibration on human decisions affecting socioeconomic outcomes.    In addition to these methods, the paper also mentions a conceptual 'data value chain' that models the system from data acquisition to applications and decisions. The value of calibration is assessed by considering the impact on the price of imagery, market penetration, and area of imagery sold, along with the potential increase in sales due to improved data quality.    Overall, the paper provides a comprehensive framework for quantifying the societal benefits of satellite or Earth Observation data through calibration, involving a mix of modeling, analytical techniques, and decision analysis methods.",NA,1
POSITION PAPER - EVALUATION METHODS AND TECHNIQUES,"Smart, Alan",NA,18413,NA,manual: context window exceeded,NA
Geographic Microtargeting of Social Assistance with High-Resolution Poverty Maps,"Smythe, Isabella S. and Blumenstock, Joshua E.",2022,14944,"The paper uses machine learning algorithms to construct high-resolution poverty maps from satellite imagery and nontraditional geospatial data. The methods include utilizing independent datasets from Nigeria to prioritize geographic targeting for government cash transfers to poor families. The study compares the performance of machine learning-based poverty maps with nationally representative survey-based poverty maps to evaluate the effectiveness of geographic targeting strategies. The analysis is based on a high-stakes policy environment where the government of Nigeria utilized the high-resolution poverty maps to target emergency cash transfers in response to the COVID-19 pandemic. The paper evaluates targeting accuracy, fairness, and demographic parity of different targeting approaches across various administrative units in Nigeria. The findings suggest that machine learning-based poverty maps can improve the geographic targeting of social assistance programs, leading to more accurate and effective outcomes in reaching the poorest populations.",NA,1
Engaging Global Youth in Participatory Spatial Data Creation for the UN Sustainable Development Goals: The Case of Open Mapping for Malaria Prevention,"Sol{\'i}s, Patricia and McCusker, Brent and Menkiti, Nwasinachi and Cowan, Nuala and Blevins, Chad",2018,14920,NA,context_length_exceeded,NA
A Benefit-Cost Analysis of a Regional Global Ocean Observing System: Seawatch Europe,"Stel, Jan H and Mannix, Brian F",1996,16231,"The paper discusses the methods and potential societal benefits of a regional global ocean observing system, known as SeaWatch Europe. The system aims to provide long-term ocean data for climate forecasting and various applications. The methods used in the study include benefit-cost analysis, where the societal benefits of the system are evaluated against its costs. The paper presents case studies and estimates of the economic benefits of SeaWatch Europe in areas such as marine structural design criteria, oil and gas exploitation, commercial fisheries, aquaculture, tourism, meteorological forecasting, crisis response, and contributions to marine research and policy development.    The analysis considers the costs of operating the SeaWatch system compared to the potential benefits it provides to various sectors. It highlights the importance of accurate and real-time data collection for decision-making in industries such as oil and gas, aquaculture, tourism, and meteorological forecasting. The paper also discusses the complexities of funding such a system and the challenges of balancing commercial interests with public goods provision.    Overall, the paper presents a comprehensive overview of the methods and potential societal benefits of a regional global ocean observing system like SeaWatch Europe, emphasizing the economic value and importance of continuous ocean data for various sectors and decision-making processes.",NA,1
Quantifying the Human Health Benefits of Using Satellite Information to Detect Cyanobacterial Harmful Algal Blooms and Manage Recreational Advisories in U.S. Lakes,"Stroming, Signe and Robertson, Molly and Mabee, Bethany and Kuwayama, Yusuke and Schaeffer, Blake",2020,17119,NA,manual: context window exceeded,NA
Using Satellite Data to Fill the Gaps in the US Air Pollution Monitoring Network,"Sullivan, Daniel M and Krupnick, Alan",NA,13919,"The paper uses satellite-derived data on fine particulate matter (PM2.5) to investigate compliance with air quality standards under the Clean Air Act. The study focuses on areas with gaps in the monitoring network, where pollution levels may be high but remain undetected by monitors. By comparing satellite-based data to official determinations, the research estimates that millions of people live in areas that are misclassified as attainment when they exceed the PM2.5 standards.    The methods used include a difference-in-differences design to measure the effects of air quality changes in areas targeted for improvement by regulators. The study estimates the impact of misclassification on premature deaths by calculating the excess mortality that could have been avoided if misclassified areas were correctly designated as nonattainment. The social benefits of using satellite data in the regulatory process are assessed by calculating the potential welfare gains from avoided premature deaths.    The analysis provides insights into the limitations of the current monitoring network and the potential societal benefits of leveraging satellite data for more accurate air quality assessments and regulatory decisions.",NA,1
Program Goals for the NASA/NOAA Earth Observation Program Derived from a Stakeholder Value Network Analysis,"Sutherland, Timothy A. and Cameron, Bruce G. and Crawley, Edward F.",2012,11388,"The stakeholder value network analysis conducted in this paper provides a comprehensive understanding of the stakeholders involved in the NASA/NOAA Earth observation program, their needs, objectives, and interactions within the network. The analysis reveals key insights and recommendations for prioritizing program goals and strategies:    1. Prioritize outputs to scientists, science & technology advisory bodies, international partners, commercial data users, and the public in that order to maximize value delivery.  2. Focus on cooperative efforts with international partners over collaboration with defense or other federal agencies to enhance program success.  3. Support the development of low-cost, reliable medium-lift launch vehicles by commercial industry to improve mission efficiency and cost-effectiveness.  4. Consider marketing strategies to better communicate the origins of information and services to end users to increase public support for funding and policy direction.  5. Explore partnerships and cost-sharing opportunities with commercial data users and industry to create new markets and enhance data accessibility and usability.    These recommendations offer strategic insights for optimizing the societal benefits and effectiveness of the Earth observation program, addressing stakeholder needs, and maximizing the program's value delivery.",NA,1
"The Socio-Economic Value of Satellite Earth Observations: Huge, yet to Be Measured","Tassa, Alessandra",2020,10264,"The paper describes various methodologies used to estimate the societal benefits of satellite or Earth Observation data, particularly focusing on the socio-economic value of these observations, as discussed in the context of the Copernicus program. The approach proposed involves assessing the impacts of using Earth observation (EO) data through value chain analysis. This method aims to trace the transformations of raw satellite data into value-added information that is ultimately utilized by decision-makers to derive economic and societal benefits.     The study acknowledges the challenges in evaluating the benefits of EO data, especially due to the heterogeneous applications they support and the difficulty in determining the actual use of data distributed freely. The importance of identifying and characterizing impact chains downstream from the decision point is emphasized to provide a comprehensive assessment of the value derived from EO data.    The paper suggests that the value chain approach, commonly used in various areas like meteorology and geospatial data, can effectively capture the economic and societal benefits of satellite EO data. The study advocates for detailed analyses of specific use cases within different sectors to understand the true impacts of EO data exploitation.    Overall, the research highlights the need for empirical approaches based on value chain analysis to measure and demonstrate the true socio-economic benefits of satellite Earth observations, specifically focusing on increasing awareness and understanding of the impacts derived from the use of these data.",NA,1
"On-Going European Space Agency Activities on Measuring the Benefits of Earth Observations to Society: Challenges, Achievements and Next Steps","Tassa, Alessandra and Willekens, Stephanie and Lahcen, Arne and Laurich, Laurent and Mathieu, Charlotte",2022,15571,"The paper discusses various methodologies used to estimate the societal benefits of satellite or Earth observation data. Here are the methods highlighted in the paper:    1. **Quantitative Analysis**: The paper mentions using quantitative analysis methods to assess the economic impacts of Earth observation data. This involves gathering statistical data, conducting cost-benefit analysis, and measuring indicators such as contributions to GDP, government revenues, and jobs supported.    2. **Case Studies**: The paper discusses the importance of case studies to demonstrate the tangible benefits of satellite data in various applications, such as agriculture, climate change mitigation, disaster management, and public health. These case studies provide real-world examples of how Earth observation data contributes to societal well-being.    3. **Use of Socio-economic Indicators**: The paper emphasizes the use of socio-economic indicators to measure the value of satellite data in societal decision-making processes. This includes indicators related to environmental informatics, remote sensing, impacts assessment, and the value of information.    4. **Valuation of Knowledge and",NA,1
Ten Rules to Increase the Societal Value of Earth Observations,"Virapongse, Arika and Pearlman, Francoise and Pearlman, Jay and Murambadoro, Miriam D. and Kuwayama, Yusuke and Glasscoe, Margaret T.",2020,17971,NA,manual: context window exceeded,NA
